epoch,elapsed_s,lr,loss,data_loss,physics_loss,displacement_loss,velocity_loss,state_loss,equilibrium_loss,data_gradient_l2,physics_gradient_l2,gradient_cosine,score,peak_vram_GiB,displacement_X_pooled_l2,displacement_Y_pooled_l2,displacement_Z_pooled_l2,velocity_X_pooled_l2,velocity_Y_pooled_l2,velocity_Z_pooled_l2,physical_q13_pooled_l2,physical_qdot13_pooled_l2,equilibrium_residual_median,equilibrium_residual_p90,hard_BC_max_abs,finite
0,3.571484699998109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8652168499009525,1.7444453239440918,1.0013819798096044,1.0055163967910876,1.004545267372232,1.002508412778711,1.0029276927264048,1.0024416883039358,1.0180375747576575,0.996385221403934,1.056690273417019,12.459618100498428,0.0,True
1,7.129629999995814,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8437441760752478,1.7523407936096191,1.0000003018726293,0.996880929383729,0.9951931951447673,1.001879032628867,1.0021200553023821,1.001963629153124,1.0017907040302896,0.9978032541587374,1.0782682565640096,12.798185168212429,0.0,True
5,13.816242599998077,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8359466000756397,1.7523407936096191,0.9050536941157468,0.5430883934939792,0.33529581540064535,1.0019707435425182,0.9748318810255743,0.9707078250709907,3.1563108465549767,2.1911277977629937,12.18417522712858,46.37749102009672,0.0,True
10,22.662417799998366,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2415615827846733,1.7523407936096191,0.7658714605464407,0.31691795106784176,0.2848384690576323,0.9785163578232811,0.7912788581990052,0.7756546366810906,2.375712389369141,1.936908173942893,6.006989867988285,29.296751715905117,0.0,True
15,30.817906699994637,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7221030572960103,1.7523407936096191,0.4799774548401676,0.20027031942061096,0.2399203556781291,0.9336690401756883,0.7215236712113674,0.6974767654621291,2.1376755814480646,1.9771763355650076,4.55339566431738,46.61733794750524,0.0,True
20,38.69281019999471,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5914638841843383,1.7523407936096191,0.3433832951070966,0.21965464075275856,0.21128738060219196,0.9160206445274167,0.7175651063599271,0.6559037502123621,2.4476619244736457,2.760740289397411,7.426210554843973,121.85083671263547,0.0,True
25,46.46124759999657,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3883248505336823,1.7523407936096191,0.240302895067654,0.2023942210853146,0.17496849666896763,0.9034158493852761,0.7206177925601437,0.642933222037821,2.0391752171593587,2.739732225711405,5.271814403355094,171.8246645588185,0.0,True
30,54.846103799995035,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3099312828431164,1.7523407936096191,0.2233397028955029,0.1902975761796329,0.15284143872372968,0.885592534225043,0.7058808055885838,0.620660265581476,1.9041916369547536,2.9178972637851617,5.1488853352925155,244.69248234418288,0.0,True
35,62.73179389999859,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1352134995570535,1.7523407936096191,0.1679762700139591,0.13646904443759594,0.1078398518874026,0.8747841910200256,0.6972268310288172,0.6100784087236153,1.7740597552498145,3.364212854307423,4.285303962761207,288.7804177131473,0.0,True
40,70.5949599999949,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2302479383152432,1.7523407936096191,0.18715141374788535,0.15501555775471385,0.1460818258590768,0.8720692073146007,0.6976830525013057,0.6006872971029926,1.993892517238422,3.559958510678626,5.5604237492025606,319.1058878552676,0.0,True
45,78.93372929999896,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087901944735161,1.7523407936096191,0.16231802836151382,0.11358803696629717,0.11086801458152601,0.8669787608114609,0.6888953882986274,0.5974873017394777,1.6278750211343245,3.2724223612955,4.419410195147051,312.1387994733471,0.0,True
50,87.0510248999999,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0190423918632217,1.7523407936096191,0.13781565706626844,0.10251157508805477,0.08257925382264558,0.8642144215465762,0.6857033224361351,0.5931946681576732,1.6035780285115682,3.153411736889982,4.114626223752968,309.33547783602177,0.0,True
55,94.88815489999979,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069206176524005,1.7523407936096191,0.15205466960903455,0.12893193131604797,0.10542438498537623,0.864782430304835,0.6861830257588107,0.5919181844679331,1.4707428048065156,3.15602859505338,3.9408307025490674,302.85363507344186,0.0,True
60,102.63197170000058,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0991500612519824,1.7523407936096191,0.17714562286983015,0.1278044062493316,0.12311797731392525,0.8632799463873047,0.686021956672708,0.5935826031122585,1.3536092827582773,2.8574828669939896,3.6904045290617757,280.30951536787916,0.0,True
