epoch,elapsed_s,lr,train_data_loss,train_physics_loss,val_X_l2,val_Y_l2,val_Z_l2,val_P90_worst,val_case_worst,val_velocity_median,val_residual_median,selection_key,peak_vram_GiB
0,1.124995400008629,0.0,nan,nan,1.0161426011590153,1.0076266276044048,1.0131156086220792,1.0332561023100064,1.0369085400131481,1.0111738525740699,0.0011218634854920013,"[6.0, 1.0161426011590153, 1.0161426011590153, 1.0332561023100064, 1.0369085400131481, 3.0368848373854993, 1.0111738525740699, 0.0011218634854920013, 556608]",2.134671211242676
1,6.103730800008634,0.00013581429069802313,13.628951072692871,1.9240109771490097,1.0050707110093053,0.9924191896469874,0.9973565010948479,1.0061776712592434,1.0068801582469835,1.0059526777481889,0.0027830716215526854,"[6.0, 1.0050707110093053, 1.0050707110093053, 1.0061776712592434, 1.0068801582469835, 2.9948464017511407, 1.0059526777481889, 0.0027830716215526854, 556608]",2.2748923301696777
5,23.235194500011858,0.0006790714534901156,11.811694085597992,8.38280837982893,0.9679156225340342,0.8660763407579672,0.8035597624170862,0.996222965067295,1.0029630807914627,0.9929291955939783,0.06078275708207187,"[6.0, 0.9679156225340342, 0.9679156225340342, 0.996222965067295, 1.0029630807914627, 2.6375517257090877, 0.9929291955939783, 0.06078275708207187, 556608]",2.2748923301696777
10,44.598337800009176,0.0006790714534901156,7.1871718764305115,1.739765964448452,0.9394009792771548,0.4467478037002862,0.3631745800346466,1.1091860863134229,1.1555399598092355,0.8406440171537621,0.07478104607902021,"[6.0, 0.9394009792771548, 0.9394009792771548, 1.1091860863134229, 1.1555399598092355, 1.7493233630120877, 0.8406440171537621, 0.07478104607902021, 556608]",2.2748923301696777
15,66.76864750000823,0.0006790714534901156,5.040444374084473,0.7201388143002987,0.7356690342276178,0.299803932425239,0.23046372237047186,0.8405240279225892,0.8679877764778553,0.7201065518206945,0.04932398067796326,"[6.0, 0.7356690342276178, 0.7356690342276178, 0.8405240279225892, 0.8679877764778553, 1.2659366890233286, 0.7201065518206945, 0.04932398067796326, 556608]",2.2748923301696777
20,88.91704860000755,0.0006790714534901156,5.14714390039444,0.3957588467746973,0.682050738028093,0.41292930044340714,0.3095882877977324,0.7254908478122561,0.737958434137485,0.723825163623493,0.05162366811705031,"[6.0, 0.682050738028093, 0.682050738028093, 0.7254908478122561, 0.737958434137485, 1.4045683262692326, 0.723825163623493, 0.05162366811705031, 556608]",2.2748923301696777
25,113.46951740000804,0.0006790714534901156,3.154200941324234,0.3286261009052396,0.33052755286030716,0.16258343140142262,0.18113895759910503,0.4019882207825373,0.4224179052076675,0.7132278286687185,0.03729521026574722,"[6.0, 0.33052755286030716, 0.33052755286030716, 0.4019882207825373, 0.4224179052076675, 0.6742499418608348, 0.7132278286687185, 0.03729521026574722, 556608]",2.2748923301696777
30,135.44346829999995,0.0006790714534901156,2.8397278487682343,0.33374378830194473,0.2417481308090804,0.13204065184220615,0.11931044009622054,0.2646393543243663,0.2703759259464539,0.7022510658451698,0.02489409469501738,"[4.0, 0.2417481308090804, 0.2417481308090804, 0.2646393543243663, 0.2703759259464539, 0.49309922274750706, 0.7022510658451698, 0.02489409469501738, 556608]",2.2748923301696777
35,157.42505390000588,0.0006790714534901156,2.5669842064380646,0.1541084162890911,0.21136028902689669,0.1274618654023314,0.10856737645522448,0.2364991392895543,0.2429359357604777,0.6939135501976845,0.024092554611417665,"[4.0, 0.21136028902689669, 0.21136028902689669, 0.2364991392895543, 0.2429359357604777, 0.44738953088445255, 0.6939135501976845, 0.024092554611417665, 556608]",2.2748923301696777
40,178.58884590001253,0.0006790714534901156,2.563487231731415,0.2606684844940901,0.19650110081997593,0.1432284731861702,0.10884714215536909,0.22779069790671683,0.23612921362135342,0.6891060305837566,0.03292251846554432,"[4.0, 0.19650110081997593, 0.19650110081997593, 0.22779069790671683, 0.23612921362135342, 0.44857671616151523, 0.6891060305837566, 0.03292251846554432, 556608]",2.2748923301696777
