epoch,elapsed_s,lr,loss,qfield_loss,vfield_loss,q32_loss,v32_loss,residual_force_loss,gradient_norm,score,peak_vram_GiB,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,rotation_X_relative_l2,rotation_Y_relative_l2,rotation_Z_relative_l2,rotation_rate_X_relative_l2,rotation_rate_Y_relative_l2,rotation_rate_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,weak_median,weak_p90,hard_BC_max_abs,finite
90,166.4250860999964,0.0008,0.26794353127479553,0.017382053658366203,0.24723847210407257,4.0613329474581406e-05,0.013251238502562046,0.0007426956435665488,0.4068059027194977,0.6581665573056966,2.0436134338378906,0.05820687487721443,0.042046528309583664,0.0069948104210197926,0.44635993242263794,0.4137748181819916,0.18152417242527008,0.15332496166229248,0.08197100460529327,0.2602951228618622,0.4571366012096405,0.7317740321159363,0.5668303370475769,0.0027599861880823326,0.05465779198969311,1.044708840515582e-07,1.9367223588475103e-07,0.0,True
95,173.94385039999906,0.0008,0.25777047872543335,0.01658935472369194,0.23781733214855194,4.1565577703295276e-05,0.01341323647648096,0.0007746338378638029,1.327794075012207,0.6423812408529168,2.0436134338378906,0.055895689874887466,0.041013482958078384,0.006794353015720844,0.43760374188423157,0.4022607207298279,0.17856238782405853,0.15135417878627777,0.07965797930955887,0.2538682520389557,0.44997379183769226,0.7170870900154114,0.551211953163147,0.0027743960033307737,0.05337978756368079,1.0141560236350472e-07,1.9375638657323556e-07,0.0,True
100,181.42796369999996,0.0008,0.2469184696674347,0.015879658982157707,0.2279570996761322,4.080626604263671e-05,0.012285729870200157,0.0007649833569303155,0.5570849180221558,0.6304187834193681,2.0436134338378906,0.05366179347038269,0.04006319120526314,0.006733441259711981,0.4299473762512207,0.39313504099845886,0.17694421112537384,0.14964964985847473,0.0779966190457344,0.24787479639053345,0.4437400698661804,0.7034435868263245,0.5395585894584656,0.002949790858001203,0.053994504876964715,1.0399693511643037e-07,1.9515842593380474e-07,0.0,True
105,188.79216859999724,0.0008,0.23933960497379303,0.015327079221606255,0.21978870034217834,4.7619887482142076e-05,0.01684737019240856,0.0007648804457858205,3.0262842178344727,0.6162909218755075,2.0436134338378906,0.05184616521000862,0.03928935155272484,0.006570888217538595,0.4225262403488159,0.38442856073379517,0.17269940674304962,0.1483078896999359,0.0764741376042366,0.24332447350025177,0.43507832288742065,0.690130889415741,0.5286188125610352,0.0028555193986789136,0.05180378716745235,1.0547594449116598e-07,2.021946487261836e-07,0.0,True
110,196.14198190000025,0.0008,0.23073172569274902,0.014914069324731827,0.21228311955928802,4.392131450003944e-05,0.014093930833041668,0.0007590212626382709,1.6875087022781372,0.6079712977921672,2.0436134338378906,0.05053926259279251,0.03876396268606186,0.006498758215457201,0.4173550307750702,0.3781687915325165,0.1704774647951126,0.1471460461616516,0.0751848891377449,0.23992596566677094,0.4288199543952942,0.6785175204277039,0.5212452411651611,0.002990190269696503,0.052356960953618865,1.0314663142462435e-07,1.9459906152986444e-07,0.0,True
115,203.67276619999757,0.0008,0.2228861153125763,0.01453784853219986,0.20528048276901245,4.29885731136892e-05,0.01222786121070385,0.0007611859473399818,1.0186480283737183,0.6008811513417371,2.0436134338378906,0.049217160791158676,0.038090601563453674,0.006300096400082111,0.4118401110172272,0.3720047175884247,0.16948696970939636,0.14578823745250702,0.07408872991800308,0.23669587075710297,0.4231939911842346,0.6662163734436035,0.5139836072921753,0.002754215110563794,0.0557063566379094,1.1069063520771385e-07,2.0836452079921276e-07,0.0,True
120,210.73293929999636,0.0008,0.21494823694229126,0.014165830798447132,0.1979016810655594,4.224760050419718e-05,0.011480361223220825,0.0007650714833289385,0.5776112079620361,0.5870501522798102,2.0436134338378906,0.047981008887290955,0.03741699457168579,0.006154017522931099,0.40528950095176697,0.3653840124607086,0.16424696147441864,0.14448106288909912,0.07321959733963013,0.23346827924251556,0.4145941138267517,0.652567982673645,0.5069110989570618,0.002771152952154667,0.05053348180460094,1.0852405236111027e-07,2.087872295911789e-07,0.0,True
125,217.68508719999954,0.0008,0.20751722157001495,0.013795828446745872,0.19093243777751923,4.222959978505969e-05,0.011113302782177925,0.0007593926275148988,0.5858887434005737,0.5752304543366058,2.0436134338378906,0.04685357213020325,0.03673475235700607,0.006044738460332155,0.3986469507217407,0.35788339376449585,0.16016753017902374,0.14315225183963776,0.07224873453378677,0.23020602762699127,0.40614911913871765,0.6382001042366028,0.49856841564178467,0.002828742007045527,0.048839424098777326,1.0373041791970596e-07,1.9528520093562487e-07,0.0,True
130,224.88221979999798,0.0008,0.19963477551937103,0.013453212566673756,0.18353115022182465,4.250623896950856e-05,0.01055882964283228,0.00076799385715276,0.45626524090766907,0.5656625085942554,2.0436134338378906,0.04586102068424225,0.03611401095986366,0.0059449137188494205,0.3930944800376892,0.35161110758781433,0.1566232144832611,0.14176765084266663,0.0714244693517685,0.22711554169654846,0.39835044741630554,0.6242339611053467,0.4920784831047058,0.0028748029193611953,0.04840671851511316,1.0596262487675439e-07,2.060090231826375e-07,0.0,True
135,232.11291039999924,0.0008,0.1926739662885666,0.01312518771737814,0.17701520025730133,4.250050915288739e-05,0.010091537609696388,0.0007844112697057426,0.2553289234638214,0.556285223603645,2.0436134338378906,0.04495549947023392,0.03554932773113251,0.005846445914357901,0.3880334198474884,0.34493714570999146,0.15298916399478912,0.14035241305828094,0.0706648975610733,0.2242385298013687,0.39051464200019836,0.6111556887626648,0.48510080575942993,0.002933388644628838,0.04804139413431442,1.0608354364338599e-07,2.0576080198419196e-07,0.0,True
140,240.46899870000198,0.0008,0.18770253658294678,0.012818323448300362,0.17242099344730377,4.2800205847015604e-05,0.009809802286326885,0.0007890611886978149,0.5696538686752319,0.5491649231826646,2.0436134338378906,0.0442512147128582,0.035094693303108215,0.005752769764512777,0.3838963806629181,0.3396990895271301,0.15034566819667816,0.13900227844715118,0.06994995474815369,0.2215992957353592,0.3839588761329651,0.599585771560669,0.48034220933914185,0.0029235247846006213,0.0483443028484432,1.0686505609822699e-07,2.116821544448371e-07,0.0,True
145,249.92365650000283,0.0008,0.18100233376026154,0.01253462303429842,0.16608962416648865,4.3965570512227714e-05,0.009468106552958488,0.0008021621033549309,0.3867851197719574,0.5395446823751253,2.0436134338378906,0.0435580238699913,0.03458913043141365,0.0056759947910904884,0.3792828917503357,0.33228832483291626,0.14642590284347534,0.13762710988521576,0.06929396092891693,0.2189825475215912,0.37602800130844116,0.5890612006187439,0.4722628593444824,0.00290018952498576,0.047645568088560984,1.068273520265431e-07,2.0747600249569425e-07,0.0,True
150,260.2633922000023,0.0008,0.17519496381282806,0.01226213201880455,0.16059225797653198,4.465863821678795e-05,0.009317328222095966,0.000811654725112021,0.4722331166267395,0.5319803834785977,2.0436134338378906,0.04298541322350502,0.03414931148290634,0.005598457530140877,0.3749709129333496,0.32638993859291077,0.1436542123556137,0.1362825334072113,0.06861352920532227,0.2165088802576065,0.3696728050708771,0.5790432095527649,0.46613016724586487,0.0028786544496626617,0.04772202970289151,1.0577665520132007e-07,1.9615540755603652e-07,0.0,True
