trial_id,variant,case_id,base_case_id,active_train_load,quantity,axis,view,model,relative_l2,squared_error_sum,target_squared_sum,absolute_error_sum,sample_count,rmse,mae,nrmse,r2,correlation,peak_amplitude_relative_error,peak_time_abs_error_s,predicted_peak_node_zero_based,target_peak_node_zero_based
R4_LHS_03,physics,BASE_C8_0T,BASE_C8_0T,False,displacement,Z,total,B2,0.027174860055504388,0.02449150092924713,33.1650585707382,70.27626446716764,614912,0.00019957273835734753,0.00011428670194624212,0.009672085782025127,0.9917183625445402,0.995899557889191,0.021539451981879964,1.6500000000000004,443,443
R4_LHS_03,physics,BASE_C8_0T,BASE_C8_0T,False,velocity,Z,incremental,S10,0.0,0.0,0.0,0.0,614912,0.0,0.0,0.0,1.0,nan,0.0,0.0,0,0
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,X,incremental,S10,0.07976021759709034,0.0018155376417274152,0.28538595595853883,19.68158545657321,614912,5.433706101961019e-05,3.200715786417115e-05,0.006550634915541896,0.9936361392121356,0.9969182193716777,0.02081823195846162,0.025000000000000355,187,187
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,X,incremental,B2,0.08526859616796192,0.0020749652282640403,0.28538595595853883,19.778290518098373,614912,5.8089672428427134e-05,3.216442436982588e-05,0.007003033091994347,0.9927267881707107,0.9965123138561046,0.021523903830925895,0.1999999999999993,187,187
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,X,total,S10_HYBRID,0.12001835419245797,0.00476114829126499,0.3305341788064015,27.883479505304095,614912,8.799325231669596e-05,4.534547952439389e-05,0.010173310010189656,0.98541355163744,0.99431943076638,0.07181361249460785,0.025000000000000355,187,187
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,X,total,B2,0.08105895757504972,0.002171792870056046,0.3305341788064015,20.674325112986175,614912,5.9429587702827555e-05,3.362159969716996e-05,0.0068709316176043065,0.9933464066617359,0.996900379790174,0.03213615578879961,0.05000000000000071,187,187
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,velocity,X,incremental,S10,0.37287127833254874,0.050536017671095904,0.3634822037306039,103.58982797667578,614912,0.0002866777740595985,0.00016846284993084502,0.007067042586784985,0.8609667634366394,0.9312419902695934,0.09627408902628214,12.524999999999999,493,50
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Y,incremental,S10,0.04232273183722454,0.164324241273128,91.73905250929427,165.35281812613678,614912,0.0005169449935359308,0.000268904848378527,0.004590103173573182,0.998129791164921,0.9991957094177093,0.029329271006721044,0.05000000000000071,280,280
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Y,incremental,B2,0.03158960495734476,0.09154668868451594,91.73905250929427,133.24114626214427,614912,0.0003858467405479298,0.00021668327543151585,0.0034260441061391574,0.99895808783492,0.9996480640670955,0.033954565084976435,0.02499999999999858,280,280
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Y,total,S10_HYBRID,0.04332155929118839,0.5160812066804841,274.9855571857243,279.0852643022588,614912,0.0009161203661239942,0.0004538621205997912,0.006245886633262746,0.9976704703087103,0.9991515802259002,0.012277239898628362,0.05000000000000071,280,280
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Y,total,B2,0.023066627266727858,0.14631137112410542,274.9855571857243,161.13443169561071,614912,0.00048778962167085805,0.00026204470183637777,0.003325631424098201,0.9993395677292742,0.9996927051309059,0.009614636538481013,0.02499999999999858,280,280
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,velocity,Y,incremental,S10,0.28231836132587446,2.4588275342117702,30.84961998468327,503.3998491675072,614912,0.0019996664017695133,0.000818653480770431,0.006652763491386386,0.9202963392938686,0.9594311058697369,0.1138482091657533,12.524999999999999,266,266
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Z,incremental,S10,0.04928472355132722,0.10556775493160528,43.461692623368485,146.10541549850336,614912,0.0004143421914102812,0.00023760377988802197,0.007001887240709513,0.9974129980544584,0.9990494747992433,0.0585207413043579,0.07499999999999929,443,72
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Z,incremental,B2,0.06686328453668725,0.19430413788451445,43.461692623368485,242.13622822494574,614912,0.0005621271226360407,0.00039377378913559296,0.009499275741737513,0.9952384591008903,0.9979577037655407,0.02654991569407476,0.3249999999999993,443,72
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Z,total,S10_HYBRID,0.05941673338476418,0.339199807500784,96.08111939585334,259.2385303348542,614912,0.0007427134938246486,0.000421586390141767,0.011982248808552488,0.9925135961265505,0.9982699482680237,0.08405606879914165,0.05000000000000071,443,361
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,displacement,Z,total,B2,0.046594159171820776,0.20859361569663426,96.08111939585334,245.77505580170424,614912,0.0005824303824686304,0.00039969142869500715,0.0093963901483217,0.9953961764777107,0.9978172488064248,0.0188987003070685,0.5750000000000011,72,361
R4_LHS_03,physics,V40_A_E1_C4_2T,BASE_C3_0T,True,velocity,Z,incremental,S10,0.3135001797664045,1.9273915300302997,19.61075697424414,386.6322210125963,614912,0.0017704288942750439,0.0006287602470151767,0.002672750107857421,0.901717636266621,0.9510188137038897,0.010196204874049073,12.175,265,265
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,X,incremental,S10,0.09352216818826044,0.003562450946299433,0.4073050167937933,26.889957810577005,614912,7.61145987549227e-05,4.372976590240068e-05,0.007517535467744575,0.9912473338389571,0.9958486872224704,0.004638009563812014,0.4499999999999993,187,187
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,X,incremental,B2,0.08422230676444979,0.00288917616658397,0.4073050167937933,23.589833218928014,614912,6.854574920339373e-05,3.836294171999898e-05,0.006769990372790479,0.9929015178460718,0.9965164918876537,0.015754308741816537,0.049999999999998934,187,187
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,X,total,S10_HYBRID,0.17101239645456873,0.013398822377444941,0.4581539592783326,43.798758649304034,614912,0.00014761375595056996,7.122768566771186e-05,0.014091026395702705,0.9704252356017645,0.9851807925003869,0.004568574748763761,0.4499999999999993,187,187
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,X,total,B2,0.14348758231236103,0.009432788134534962,0.4581539592783326,37.195676749751826,614912,0.0001238550034764356,6.0489430601048324e-05,0.011823045298100254,0.9791793279410171,0.9898683665270971,0.025741906134008927,0.4250000000000007,187,187
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,velocity,X,incremental,S10,0.3689526142456707,0.07903743603081831,0.5806195561994851,128.79267116103665,614912,0.0003585171517277904,0.0002094489474283095,0.006714490030699499,0.8638737885702287,0.9308854136035138,0.09432076273345871,12.649999999999999,153,50
