epoch,elapsed_s,lr,loss,field_q_loss,field_v_loss,state_q_loss,state_v_loss,physics_loss,q_task_weight,v_task_weight,effective_physics_weight,data_grad_norm,physics_grad_norm,gradient_cosine,q_task_grad_norm,v_task_grad_norm,q_v_task_gradient_cosine,gradient_norm,peak_vram_GiB,score,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,q_graph_residual_fraction,v_graph_residual_fraction,finite
50,14.162549500004388,0.0006420273435304578,1.6162184476852417,0.3363376259803772,0.7708014845848083,0.8392090201377869,0.9042224884033203,0.5419636964797974,0.8976670236564506,1.1023329763435494,0.05,83.34988403320312,4.240677356719971,-0.0017107221065089107,70.34600830078125,49.35075759887695,2.285659866174683e-05,83.34978485107422,1.759561538696289,3.2500999336871006,0.4094144403934479,0.42932549118995667,0.13372939825057983,0.8486848473548889,0.7934783101081848,0.5297753810882568,0.7917402010830935,0.7998422669887151,0.9157188277033776,1.0116560285317802,0.0,0.8051527738571167,0.8088366389274597,True
55,15.46225720000075,0.0006086270386519245,1.577270746231079,0.333758145570755,0.7740321755409241,0.8021664619445801,0.8650810718536377,0.49963006377220154,0.9392833049399771,1.060716695060023,0.05,122.59588623046875,4.501089572906494,-0.0005513863288797438,87.08956146240234,86.08744049072266,-6.412731636373792e-06,122.5959701538086,1.759561538696289,3.1323894068642093,0.3851492702960968,0.40507379174232483,0.12697185575962067,0.8401505351066589,0.7785177230834961,0.5222398042678833,0.7586766368667525,0.7721276419407909,0.9110330883443933,1.0053340457499413,0.0,0.7580136060714722,0.7634620070457458,True
60,16.75006110000686,0.0005732497359223691,1.5655792951583862,0.3113797903060913,0.7499127388000488,0.7646182179450989,0.8254563212394714,0.46822476387023926,0.816290377899383,1.1837096221006171,0.05,64.60497283935547,6.220369338989258,-0.002515409141778946,78.5467300415039,6.692798137664795,5.63672547286842e-05,64.60493469238281,1.759561538696289,3.0105384618219073,0.3653029501438141,0.37891048192977905,0.11641069501638412,0.8322558403015137,0.7698087096214294,0.5148292183876038,0.719421152212229,0.7440925967288553,0.9163384539296013,1.0600859393979893,0.0,0.72902911901474,0.7519785761833191,True
65,18.057166100006725,0.0005363102018705197,1.5478249788284302,0.2745572030544281,0.7472535967826843,0.7177351713180542,0.7772185206413269,0.4321655035018921,0.7320009037894439,1.2679990962105565,0.05,37.01068115234375,5.645278453826904,-0.0036719480995088816,40.59380340576172,17.400001525878906,3.2772484701126814e-05,37.010719299316406,1.759561538696289,2.88821589104914,0.356869637966156,0.3516246974468231,0.10612501949071884,0.824390172958374,0.7628315091133118,0.5084581971168518,0.6713944975464005,0.7087241980095457,0.9026435583467374,1.044699753915507,0.0,0.6796300411224365,0.7031311988830566,True
70,19.363477100007003,0.0004982415187589954,1.4687186479568481,0.25294652581214905,0.7440463304519653,0.6620519757270813,0.7131997346878052,0.41139405965805054,0.7869694979888101,1.2130305020111904,0.05,27.969871520996094,5.049542427062988,0.00011222627654206008,26.587326049804688,15.302200317382812,-3.188801201758906e-05,27.971038818359375,1.759561538696289,2.760892876844647,0.3654933273792267,0.3207657039165497,0.09527888149023056,0.8197410106658936,0.7561314702033997,0.5043795704841614,0.610555297560384,0.6573472816430567,0.8719165388462203,0.9758745898212025,0.0,0.6111889481544495,0.6436063647270203,True
75,20.639536900001985,0.0004594900070907504,1.3502691984176636,0.2331826239824295,0.7347314357757568,0.6041761040687561,0.6485660672187805,0.41891875863075256,0.9059319294815894,1.0940680705184114,0.05,18.96463394165039,15.82729721069336,-0.005138961598277092,17.229534149169922,9.846171379089355,-6.263085379032418e-05,18.977073669433594,1.759561538696289,2.6241983072079207,0.34010598063468933,0.2975020706653595,0.09072428196668625,0.8136131167411804,0.7514528632164001,0.5022671818733215,0.5603953179080463,0.6036081502353768,0.8609879578600633,0.9656163865144125,0.0,0.5609828233718872,0.592552661895752,True
80,21.941584000000148,0.00042050999290924973,1.4056426286697388,0.23373472690582275,0.7349562644958496,0.5433535575866699,0.5855544209480286,0.39110419154167175,0.7358795132036045,1.2641204867963962,0.05,44.9257698059082,12.638204574584961,-0.0013496336759999394,54.85503005981445,15.600540161132812,-3.8460879295598716e-05,44.92936325073242,1.759561538696289,2.506383967476062,0.3379412591457367,0.2748229503631592,0.0858110561966896,0.8078499436378479,0.7482375502586365,0.5005679130554199,0.5038867794646954,0.5511884376596576,0.8343657959372704,0.9347331561374911,0.0,0.49874430894851685,0.5291066765785217,True
85,23.28380350000225,0.00038175848124100473,1.4098079204559326,0.2080581784248352,0.7265009880065918,0.4883795380592346,0.5258419513702393,0.36172911524772644,0.6142407776277728,1.385759222372228,0.05,15.953322410583496,9.183215141296387,0.003658886533230543,15.361771583557129,9.282806396484375,-8.183323188859504e-06,15.961607933044434,1.759561538696289,2.3821796699354554,0.3326670229434967,0.2518172264099121,0.08037380129098892,0.7988047003746033,0.7462558150291443,0.4982578754425049,0.4461928874168226,0.49893907290221734,0.8125852182037583,0.9058959459334707,0.0,0.44342494010925293,0.46937623620033264,True
90,24.55648910000309,0.00034368979812948047,1.42585027217865,0.21096321940422058,0.7210861444473267,0.4340958595275879,0.4692818820476532,0.35145270824432373,0.5174899601357295,1.482510039864271,0.05,27.193462371826172,12.782173156738281,-0.0015744714764878154,48.326568603515625,7.199851036071777,0.00023846463591326028,27.199966430664062,1.759561538696289,2.285895225406081,0.33266395330429077,0.23598581552505493,0.08148492127656937,0.7874354124069214,0.7426459789276123,0.4969092607498169,0.39970906298159725,0.445112292552786,0.8059488703421324,0.8795632725354315,0.0,0.40504562854766846,0.4145642817020416,True
95,25.883257800000138,0.00030675026407763086,1.41103994846344,0.19734396040439606,0.7157646417617798,0.3852011561393738,0.42618057131767273,0.3180270791053772,0.47190687927206804,1.5280931207279327,0.05,20.314361572265625,6.630512714385986,-0.003990753088146448,31.673295974731445,9.003838539123535,-8.954246004577726e-05,20.315744400024414,1.759561538696289,2.1927580611052453,0.32896852493286133,0.22190994024276733,0.07749781012535095,0.7753677368164062,0.738798975944519,0.4954241216182709,0.3591123077443625,0.4009481217406099,0.7967848917028131,0.8773751968104018,0.0,0.3510201871395111,0.36986058950424194,True
100,27.176537900006224,0.0002713729613480756,1.3896030187606812,0.18924911320209503,0.7106691002845764,0.33919477462768555,0.39579010009765625,0.30795207619667053,0.4575093633229546,1.5424906366770461,0.05,14.648810386657715,14.1670560836792,-0.0024055419489741325,23.346466064453125,6.497030258178711,0.00031029319507069886,14.664224624633789,1.759561538696289,2.1008208202383525,0.32571956515312195,0.20818226039409637,0.07627294212579727,0.7631903886795044,0.7344194054603577,0.49440792202949524,0.3118799993159861,0.36551439032934413,0.7809925729885674,0.8510749355184092,0.0,0.30555102229118347,0.33444342017173767,True
105,28.477324999999837,0.0002379726564695424,1.3778390884399414,0.18580211699008942,0.7050613164901733,0.29752886295318604,0.37353870272636414,0.273490846157074,0.4323686154174441,1.5676313845825567,0.05,15.782170295715332,4.614119529724121,-0.001264938386157155,29.08645248413086,6.083411693572998,-0.00010970856237690896,15.783565521240234,1.759561538696289,2.0264013716279274,0.32117798924446106,0.19726328551769257,0.07535170018672943,0.7553743720054626,0.7303739190101624,0.49324434995651245,0.27371456661790555,0.3387950191501401,0.7652519737387947,0.8437321720174118,0.0,0.2651102840900421,0.3112798035144806,True
110,29.750730300002033,0.00020694093747854208,1.2622798681259155,0.17826449871063232,0.7031522989273071,0.26043808460235596,0.3565238416194916,0.26008790731430054,0.6108313970494392,1.3891686029505614,0.05,14.482083320617676,5.355955600738525,-0.005405663978308439,8.44377326965332,9.742260932922363,-0.00022088477271609008,14.483111381530762,1.759561538696289,1.962066409124124,0.31690293550491333,0.1886894404888153,0.0745023712515831,0.7455756068229675,0.7274618148803711,0.4923088848590851,0.23981125228540767,0.3189745126243856,0.74517296036555,0.8307637138522995,0.0,0.23082977533340454,0.29549363255500793,True
115,31.030003100000613,0.00017864162290767292,1.1757017374038696,0.17491385340690613,0.6975508332252502,0.2288624495267868,0.3443535268306732,0.24870096147060394,0.7325561551795949,1.2674438448204057,0.05,9.716139793395996,6.80192756652832,-0.004395933356136084,8.470646858215332,5.89697265625,0.0003950525133404881,9.720595359802246,1.759561538696289,1.9122540935785075,0.31236082315444946,0.1822025030851364,0.07312718033790588,0.7398698925971985,0.7253846526145935,0.4916439354419708,0.21320301933436756,0.30582265467953396,0.7254236936344586,0.8103496369348936,0.0,0.2033294290304184,0.2862691283226013,True
120,32.33675040000526,0.00015340649634596826,1.1443805694580078,0.17292839288711548,0.6942386627197266,0.20248037576675415,0.3354666531085968,0.23777878284454346,0.7640677373123453,1.235932262687655,0.05,14.719693183898926,3.2549164295196533,-0.004874981939792633,15.946669578552246,6.682039260864258,3.844356979243457e-05,14.719799995422363,1.759561538696289,1.8745138777535706,0.3078751564025879,0.1774340271949768,0.07124941051006317,0.7327953577041626,0.7239586710929871,0.4909997582435608,0.19518968269291204,0.2977774148653509,0.7076298730668183,0.7920215832811093,0.0,0.18563158810138702,0.28157106041908264,True
125,33.613837600001716,0.00013153141657966795,1.1163383722305298,0.17126671969890594,0.691715657711029,0.18259058892726898,0.3288600742816925,0.23152554035186768,0.795487063654545,1.2045129363454556,0.05,17.831830978393555,5.865635871887207,-0.002852073172107339,20.003684997558594,6.678162574768066,0.0002193132386310026,17.833406448364258,1.759561538696289,1.8461258796931788,0.30385661125183105,0.1735774576663971,0.06923362612724304,0.7291120886802673,0.7226959466934204,0.49009960889816284,0.18258577115189223,0.29183718271978043,0.6871244659400998,0.7725997223777525,0.0,0.1719973385334015,0.27576744556427,True
130,34.899181300002965,0.00011327284891845553,1.1575766801834106,0.16843785345554352,0.6900690793991089,0.1684025228023529,0.3239215612411499,0.2222767025232315,0.7058490394225476,1.2941509605774528,0.05,14.365641593933105,3.2196927070617676,-0.005339032970368862,17.193416595458984,5.938678741455078,0.00012116220750613138,14.365682601928711,1.759561538696289,1.8249739928026831,0.30069705843925476,0.1703682243824005,0.06732290238142014,0.7253879308700562,0.7216876745223999,0.4895821213722229,0.17499505295757173,0.286523782519393,0.680299319941957,0.7536268064372338,0.0,0.16573168337345123,0.2755935788154602,True
135,36.1831547000038,9.884485837419116e-05,1.14077889919281,0.1658424288034439,0.6880377531051636,0.1573924571275711,0.31964385509490967,0.21538041532039642,0.7212467928680064,1.2787532071319943,0.05,8.75908374786377,4.738606929779053,-0.0049515473656356335,10.203682899475098,3.7122135162353516,0.0003879086289089173,8.761114120483398,1.759561538696289,1.8086854760770064,0.2981373369693756,0.16797837615013123,0.06567275524139404,0.721534013748169,0.7207520008087158,0.4890020191669464,0.16971769185346489,0.28307059800144985,0.6758752170082196,0.7373567434401173,0.0,0.1609334498643875,0.27454808354377747,True
140,37.4693194000065,8.841659994436882e-05,1.1415914297103882,0.16399294137954712,0.6863593459129333,0.1473356932401657,0.3156306743621826,0.2100810557603836,0.7076864569290243,1.2923135430709765,0.05,8.277956008911133,6.872093677520752,-0.003395616775378585,8.39973258972168,4.456981182098389,0.00019633007468655705,8.283918380737305,1.759561538696289,1.7932801082903618,0.29575350880622864,0.16586294770240784,0.06416657567024231,0.718289315700531,0.7197988033294678,0.4883333742618561,0.16430666888826798,0.279959321154575,0.6676043390956784,0.7160423515492932,0.0,0.15601767599582672,0.27362707257270813,True
145,38.78545290000329,8.211033542443055e-05,1.2145110368728638,0.16268488764762878,0.6845788955688477,0.13911888003349304,0.31198766827583313,0.202480286359787,0.567613017647218,1.4323869823527833,0.05,7.535974502563477,4.4653496742248535,-0.006076670717447996,10.93210220336914,2.984260320663452,0.0002642734907567501,7.537924766540527,1.759561538696289,1.781327129026793,0.29415658116340637,0.16411279141902924,0.06288065761327744,0.7150687575340271,0.7188922166824341,0.4877048134803772,0.1607939016685392,0.2771006066282433,0.6641463828796842,0.7061413658339498,0.0,0.15277643501758575,0.2751193642616272,True
150,40.06054210000002,8e-05,1.240148901939392,0.1609572470188141,0.682671844959259,0.13217750191688538,0.30830103158950806,0.1943700611591339,0.5109431801180839,1.4890568198819167,0.05,3.8848652839660645,1.9845197200775146,-0.007645258679986,4.998291969299316,1.966822624206543,-0.00048669599345885217,3.885373830795288,1.759561538696289,1.7699386325699469,0.29245370626449585,0.16285568475723267,0.06197459623217583,0.7118286490440369,0.7177858352661133,0.4870232939720154,0.15739663586981437,0.27387824061029087,0.657022239556459,0.6997127343062678,0.0,0.14969755709171295,0.27526795864105225,True
