outer_fold,inner_fold,component,rank,train_cases,validation_cases,pooled_relative_l2_floor,median_case_relative_l2_floor,p90_case_relative_l2_floor,worst_case_relative_l2_floor,selection_use
3,1,u_X_transverse,96,41,14,0.00033238582627397023,0.0011578616888573592,0.0017100191834474106,0.0019123587648497318,INNER_ONLY
3,1,u_X_transverse,128,41,14,0.00023772413366101016,0.0008466242582757136,0.0011952827102948958,0.0013693295856292385,INNER_ONLY
3,1,v_Y_vertical,16,41,14,0.013500962818803603,0.012908682316690998,0.015000903455555794,0.016384159866800533,INNER_ONLY
3,1,v_Y_vertical,32,41,14,0.004988875600084568,0.005009765328944643,0.005376796358330348,0.005535036196653031,INNER_ONLY
3,1,v_Y_vertical,64,41,14,0.0012136759627682998,0.0012227246852400551,0.0013370675364512126,0.0014223894858929477,INNER_ONLY
3,1,v_Y_vertical,96,41,14,0.0003972454159732483,0.0003726042001997783,0.00045908868244315615,0.00048641707659894605,INNER_ONLY
3,1,v_Y_vertical,128,41,14,0.00028392341632051045,0.0002646708368749584,0.0003389319993727101,0.00035419652567239145,INNER_ONLY
3,1,w_Z_longitudinal,16,41,14,0.0035545613378684597,0.0043672602454183085,0.0049156519961444855,0.004990861128955865,INNER_ONLY
3,1,w_Z_longitudinal,32,41,14,0.0009477597971834532,0.0013354087704987008,0.0013943136012645285,0.001449632565157764,INNER_ONLY
3,1,w_Z_longitudinal,64,41,14,0.0002756797426840543,0.0003168006937359489,0.00036970504994041857,0.0003749638359863005,INNER_ONLY
3,1,w_Z_longitudinal,96,41,14,0.0002465475878561298,0.0002879010637088335,0.0003333542113500959,0.0003379985868376569,INNER_ONLY
3,1,w_Z_longitudinal,128,41,14,0.00022561795485618864,0.0002671461426071983,0.00031198363407335117,0.00031560956414696835,INNER_ONLY
3,2,u_X_transverse,16,42,13,0.009107766305304344,0.00947812342943326,0.06491762476870552,0.07439814106805934,INNER_ONLY
3,2,u_X_transverse,32,42,13,0.003300456000660816,0.00295734022149113,0.022086448714840886,0.024411149906531194,INNER_ONLY
3,2,u_X_transverse,64,42,13,0.0006092893303255728,0.0006102659375638586,0.0036385027634326947,0.0041866525759320615,INNER_ONLY
3,2,u_X_transverse,96,42,13,0.00023098987920337034,0.00023815663743287154,0.0015135514878310264,0.0017393672107627522,INNER_ONLY
3,2,u_X_transverse,128,42,13,0.00016350616793950345,0.00017031156433165013,0.0010809580931781914,0.0012606519194837621,INNER_ONLY
3,2,v_Y_vertical,16,42,13,0.01341115526691858,0.013127200576303948,0.015051759644585333,0.01524643084133282,INNER_ONLY
3,2,v_Y_vertical,32,42,13,0.004882242113020272,0.00510940292760398,0.005369482426993957,0.005426648973992541,INNER_ONLY
3,2,v_Y_vertical,64,42,13,0.0011646654721921086,0.0011524607630586505,0.0012548224472870508,0.001289090666015982,INNER_ONLY
3,2,v_Y_vertical,96,42,13,0.00037593339154438774,0.00035227249054433176,0.00043296363203668587,0.0004585732742019731,INNER_ONLY
3,2,v_Y_vertical,128,42,13,0.00027043711018767273,0.00026086806426390923,0.0003076289640260239,0.00033987141662166967,INNER_ONLY
3,2,w_Z_longitudinal,16,42,13,0.003390609549195862,0.004866833461232862,0.005040724344444037,0.005043549224702701,INNER_ONLY
3,2,w_Z_longitudinal,32,42,13,0.0009193066744334549,0.0013368961136961378,0.0014523695108898391,0.0014901365879887547,INNER_ONLY
3,2,w_Z_longitudinal,64,42,13,0.0002610197860066963,0.0002904813502118351,0.0003955298971295892,0.0004146312407353737,INNER_ONLY
3,2,w_Z_longitudinal,96,42,13,0.00023196722158458626,0.0002728543159990467,0.00035198790152554026,0.00036740006583519053,INNER_ONLY
3,2,w_Z_longitudinal,128,42,13,0.00021200355052011988,0.00025568946949773694,0.0003224192027697544,0.0003318450508080629,INNER_ONLY
3,3,u_X_transverse,16,41,14,0.011181450074263721,0.0341056059695245,0.07088964133932131,0.07322308939731186,INNER_ONLY
3,3,u_X_transverse,32,41,14,0.004238182800235646,0.015974768372887513,0.022255849745902726,0.023173776671579265,INNER_ONLY
3,3,u_X_transverse,64,41,14,0.0007991738933070041,0.0029833964882278333,0.004094226060392863,0.004120060833379753,INNER_ONLY
3,3,u_X_transverse,96,41,14,0.0003376940614684611,0.0012516640502114474,0.0018061740725616707,0.0018423427668012473,INNER_ONLY
3,3,u_X_transverse,128,41,14,0.00024762701415103613,0.0009192473815086723,0.0012922894328219869,0.0013182973138742835,INNER_ONLY
3,3,v_Y_vertical,16,41,14,0.014075985591403104,0.013469189669161198,0.01663532738114848,0.01671931268456793,INNER_ONLY
3,3,v_Y_vertical,32,41,14,0.005097222266699445,0.005009408149249106,0.0058817235800163615,0.006002582967292977,INNER_ONLY
3,3,v_Y_vertical,64,41,14,0.0012392419564470124,0.0011675588745029132,0.0014940258405191024,0.0015475071515315662,INNER_ONLY
3,3,v_Y_vertical,96,41,14,0.00040932035155108606,0.0003839650453821493,0.0004846123943091225,0.0005270244424348541,INNER_ONLY
3,3,v_Y_vertical,128,41,14,0.00029095883402027224,0.000273480200585778,0.0003464181577122689,0.0003725612366315484,INNER_ONLY
3,3,w_Z_longitudinal,16,41,14,0.0035443811917738547,0.004060199652386592,0.00481976874291618,0.0049406811807660425,INNER_ONLY
3,3,w_Z_longitudinal,32,41,14,0.0009327061305274951,0.0010881693184435744,0.0014294267420199597,0.001442024063670119,INNER_ONLY
3,3,w_Z_longitudinal,64,41,14,0.0002614220995723021,0.0002836833757267859,0.00038279788306968713,0.00038725527736452905,INNER_ONLY
3,3,w_Z_longitudinal,96,41,14,0.00023316167233272512,0.0002492779355164181,0.00033555279257489946,0.00034497601865415064,INNER_ONLY
3,3,w_Z_longitudinal,128,41,14,0.0002143650375930006,0.0002286823687673723,0.0003076993551062844,0.00031925172110845967,INNER_ONLY
4,0,u_X_transverse,16,41,14,0.010123177068114884,0.02117835959307587,0.05687908993280113,0.07294017848897363,INNER_ONLY
4,0,u_X_transverse,32,41,14,0.003734686151671096,0.009157672202740665,0.019348360999407576,0.02344329886751559,INNER_ONLY
4,0,u_X_transverse,64,41,14,0.0007063596280770266,0.001705501612444584,0.0035221693753932836,0.004212824786927523,INNER_ONLY
4,0,u_X_transverse,96,41,14,0.00029200657421818763,0.0006552620843335592,0.0014725049629121848,0.001770470589896067,INNER_ONLY
4,0,u_X_transverse,128,41,14,0.00021424868233571159,0.0004813183547275509,0.0010406839059226,0.0012616320993400598,INNER_ONLY
4,0,v_Y_vertical,16,41,14,0.013602086992332679,0.01340515258884546,0.015099013718620186,0.015497396823356593,INNER_ONLY
4,0,v_Y_vertical,32,41,14,0.004938984527353985,0.005043739011400484,0.005417641451800722,0.0055124319259560635,INNER_ONLY
4,0,v_Y_vertical,64,41,14,0.0011895578933057986,0.0011962585976994838,0.001287423840910672,0.0013768950449038653,INNER_ONLY
4,0,v_Y_vertical,96,41,14,0.0003889303799952049,0.0003706677197572157,0.0004405709767489845,0.00047883296927310367,INNER_ONLY
4,0,v_Y_vertical,128,41,14,0.0002752769513300325,0.00026064086455862296,0.0003031872402921417,0.00035931550572615434,INNER_ONLY
4,0,w_Z_longitudinal,16,41,14,0.0033834324107398154,0.004097274319862226,0.005114901539831034,0.005184915873748655,INNER_ONLY
4,0,w_Z_longitudinal,32,41,14,0.0009102407103819385,0.0010295249390971939,0.0014926250231593245,0.0015222573262866812,INNER_ONLY
4,0,w_Z_longitudinal,64,41,14,0.0002522934658163385,0.00024963431836131256,0.0003843931693017982,0.00039160070390678364,INNER_ONLY
4,0,w_Z_longitudinal,96,41,14,0.00022303974646833708,0.000227083598841417,0.00033907189901563747,0.0003489091172651707,INNER_ONLY
4,0,w_Z_longitudinal,128,41,14,0.000207460275794435,0.00021251633141066076,0.00031382906038271,0.0003204469717133368,INNER_ONLY
4,1,u_X_transverse,16,41,14,0.010379895845444234,0.03023351478577277,0.06918469215591103,0.07097479062156299,INNER_ONLY
4,1,u_X_transverse,32,41,14,0.0039784795850631655,0.013740034262399439,0.021910342914767286,0.022537616276994955,INNER_ONLY
4,1,u_X_transverse,64,41,14,0.0007478078518651166,0.0027438968748034385,0.00411950579868215,0.0072110985680008365,INNER_ONLY
4,1,u_X_transverse,96,41,14,0.000302029968328607,0.0010996664760935398,0.0018562108509279295,0.0036186717938876743,INNER_ONLY
4,1,u_X_transverse,128,41,14,0.00021876985053912517,0.0008213840000825378,0.0013331944322679137,0.0025369990899147465,INNER_ONLY
4,1,v_Y_vertical,16,41,14,0.013989914779749556,0.013907845843554364,0.01597383468624608,0.016565216341408163,INNER_ONLY
4,1,v_Y_vertical,32,41,14,0.005016798389081137,0.004970366174784271,0.005542633030574581,0.00589233824630292,INNER_ONLY
4,1,v_Y_vertical,64,41,14,0.0012211464827739883,0.001136570063056279,0.001418132628795912,0.0015307472934303484,INNER_ONLY
4,1,v_Y_vertical,96,41,14,0.0003936069307384442,0.00036267117840698787,0.00045685148145387994,0.0005143823329728471,INNER_ONLY
4,1,v_Y_vertical,128,41,14,0.00027715253437456464,0.0002450993569963099,0.0003309036445309252,0.000360260941478389,INNER_ONLY
4,1,w_Z_longitudinal,16,41,14,0.0035646834525342465,0.004006642783894741,0.0047503983902994285,0.0050880798116566825,INNER_ONLY
4,1,w_Z_longitudinal,32,41,14,0.0009415868322000799,0.0012792753513914017,0.0013758290614253696,0.0014712198985545495,INNER_ONLY
4,1,w_Z_longitudinal,64,41,14,0.00027016026750060357,0.0002934148497576527,0.0003838102805786937,0.0003985693669815653,INNER_ONLY
4,1,w_Z_longitudinal,96,41,14,0.00024286761106592477,0.00026394673618172223,0.00034661055957443276,0.0003563449396009598,INNER_ONLY
4,1,w_Z_longitudinal,128,41,14,0.00022222025924315886,0.0002426800556139671,0.000324149524139136,0.0003337916766072619,INNER_ONLY
4,2,u_X_transverse,16,42,13,0.01013355157839354,0.03004411422352798,0.06877667401359558,0.07384915124112444,INNER_ONLY
4,2,u_X_transverse,32,42,13,0.003889815859280665,0.013777730618798781,0.0214880680672143,0.02338055796493181,INNER_ONLY
4,2,u_X_transverse,64,42,13,0.0007176620058043223,0.0026421130737328256,0.0036764703462996784,0.004085880347940066,INNER_ONLY
4,2,u_X_transverse,96,42,13,0.00029510412038932375,0.001007594769772136,0.001605236243741995,0.0017874923029022832,INNER_ONLY
4,2,u_X_transverse,128,42,13,0.00022074823909517638,0.0007173167489447035,0.0010960301003907586,0.0012583466555612128,INNER_ONLY
4,2,v_Y_vertical,16,42,13,0.013946775631408455,0.013371376360090814,0.01618228577484765,0.016494425771013867,INNER_ONLY
4,2,v_Y_vertical,32,42,13,0.005003239032363296,0.004781989708833857,0.00556562579386421,0.0058314633312273115,INNER_ONLY
4,2,v_Y_vertical,64,42,13,0.0012095245468753731,0.001142327273627739,0.0013744632323897518,0.0015099532979791445,INNER_ONLY
4,2,v_Y_vertical,96,42,13,0.0003823604314285433,0.00034629015353587094,0.0004254216440648492,0.0004869884484850962,INNER_ONLY
4,2,v_Y_vertical,128,42,13,0.0002872699429046631,0.0002563458129062623,0.00032807022663814593,0.0003685149095713118,INNER_ONLY
4,2,w_Z_longitudinal,16,42,13,0.0034889477065125985,0.004611584063346642,0.004861900090142434,0.005000727911032506,INNER_ONLY
4,2,w_Z_longitudinal,32,42,13,0.0009184977338633288,0.0013420013407202528,0.0014219582110467392,0.0014493650562815582,INNER_ONLY
4,2,w_Z_longitudinal,64,42,13,0.00025969931535839246,0.0002671678492336193,0.0003832981374181687,0.00039090661714127634,INNER_ONLY
4,2,w_Z_longitudinal,96,42,13,0.0002325892087922352,0.0002446389313425215,0.00033567601363669234,0.0003412818612692825,INNER_ONLY
4,2,w_Z_longitudinal,128,42,13,0.00021294697259495985,0.00022841152427422154,0.0003044229091985197,0.00031283449267330467,INNER_ONLY
4,3,u_X_transverse,16,41,14,0.009766102250292634,0.010152988643286849,0.06737499776302976,0.07457318172533227,INNER_ONLY
4,3,u_X_transverse,32,41,14,0.0035948290153219806,0.003494268452159962,0.02166390961818483,0.024068443009502526,INNER_ONLY
4,3,u_X_transverse,64,41,14,0.000673516376598399,0.0006587025011111578,0.004091512959080083,0.007202739977954599,INNER_ONLY
4,3,u_X_transverse,96,41,14,0.00026811498317533413,0.00026432994475758087,0.001718019658333432,0.003364642473931434,INNER_ONLY
4,3,u_X_transverse,128,41,14,0.00018721530684964304,0.00018558615358476845,0.001205587492041621,0.002356982598945644,INNER_ONLY
4,3,v_Y_vertical,16,41,14,0.013713687602121095,0.013259877662588475,0.01563853858302194,0.01599913439076441,INNER_ONLY
4,3,v_Y_vertical,32,41,14,0.005048114211184239,0.005151256871587266,0.005457905551135194,0.00572797595054235,INNER_ONLY
4,3,v_Y_vertical,64,41,14,0.0012159762982298407,0.0011922949526946198,0.0013130674898274458,0.0014456642859389907,INNER_ONLY
4,3,v_Y_vertical,96,41,14,0.0003956752932941965,0.00037531947654942627,0.00045271176923167164,0.00046258024046299433,INNER_ONLY
4,3,v_Y_vertical,128,41,14,0.0002798111052657607,0.00027452640111198204,0.00032246323220318094,0.0003361515913733193,INNER_ONLY
4,3,w_Z_longitudinal,16,41,14,0.0036112550043958607,0.004047619170672198,0.0050469823746325465,0.005081398358656342,INNER_ONLY
4,3,w_Z_longitudinal,32,41,14,0.0009629528065297063,0.0012327880121213214,0.0014692342028775481,0.0014789827199859175,INNER_ONLY
4,3,w_Z_longitudinal,64,41,14,0.0002646140582941972,0.0003088773703869851,0.0003914287999982499,0.00040186282353796916,INNER_ONLY
4,3,w_Z_longitudinal,96,41,14,0.00023475812487177457,0.00027971752787164144,0.0003496149416743264,0.0003537836236410908,INNER_ONLY
4,3,w_Z_longitudinal,128,41,14,0.00021699331514197544,0.0002588285100902515,0.00032381065598788804,0.00033016589899112665,INNER_ONLY
