outer_fold,inner_fold,component,rank,train_cases,validation_cases,pooled_relative_l2_floor,median_case_relative_l2_floor,p90_case_relative_l2_floor,worst_case_relative_l2_floor,selection_use
0,2,u_X_transverse,128,41,13,0.0001822479844392767,0.00019199375217449175,0.0012432195214534167,0.001269050949956808,INNER_ONLY
0,2,v_Y_vertical,16,41,13,0.014068083389552241,0.014094052021462022,0.01572057066569616,0.016008395762889458,INNER_ONLY
0,2,v_Y_vertical,32,41,13,0.00504123326334459,0.0050258697960936785,0.005439286938866093,0.0056854308948363465,INNER_ONLY
0,2,v_Y_vertical,64,41,13,0.0012223880998539186,0.001189136988790755,0.0013620613477277987,0.0014479178036590657,INNER_ONLY
0,2,v_Y_vertical,96,41,13,0.0003932672573074087,0.00036393415412862653,0.00046221226443595283,0.0004843570425483185,INNER_ONLY
0,2,v_Y_vertical,128,41,13,0.0002790800730518001,0.0002575382330798328,0.000343522777976621,0.00035153842543288866,INNER_ONLY
0,2,w_Z_longitudinal,16,41,13,0.003545344329246648,0.00439287797512551,0.004980260727268759,0.005102981210691854,INNER_ONLY
0,2,w_Z_longitudinal,32,41,13,0.0009205761467253071,0.0013562462644782821,0.0014629061912701915,0.0014823646887609366,INNER_ONLY
0,2,w_Z_longitudinal,64,41,13,0.0002532568962366677,0.00028475835569006223,0.0003801848845396906,0.00039443068149612687,INNER_ONLY
0,2,w_Z_longitudinal,96,41,13,0.00022583705599981172,0.00026269515069916275,0.0003402035243395203,0.00034687337483135306,INNER_ONLY
0,2,w_Z_longitudinal,128,41,13,0.00020619444860347767,0.00024801503698873784,0.0003133785892230773,0.00033111412455100886,INNER_ONLY
0,3,u_X_transverse,16,40,14,0.011243301398338285,0.028850630667165623,0.07250875105072345,0.07493807245016658,INNER_ONLY
0,3,u_X_transverse,32,40,14,0.004202737233811455,0.01266554600557446,0.023824391250352673,0.02479566319849454,INNER_ONLY
0,3,u_X_transverse,64,40,14,0.0007731075981641573,0.0026065968918368904,0.004299144207348306,0.004334377940905043,INNER_ONLY
0,3,u_X_transverse,96,40,14,0.0003158384804510394,0.0009981995511740126,0.0019019851541559596,0.0019402642853088665,INNER_ONLY
0,3,u_X_transverse,128,40,14,0.00022060086473592563,0.0007350783094399703,0.0013402136313204738,0.001371851693018045,INNER_ONLY
0,3,v_Y_vertical,16,40,14,0.01409315019720448,0.014345285520435163,0.015498886119976806,0.015616475076976813,INNER_ONLY
0,3,v_Y_vertical,32,40,14,0.005057396425773253,0.005041635423825491,0.005551460761974387,0.005614511970997812,INNER_ONLY
0,3,v_Y_vertical,64,40,14,0.001217327364058177,0.0011993427273922132,0.001330896228679935,0.0014093360007800587,INNER_ONLY
0,3,v_Y_vertical,96,40,14,0.00039809842718794555,0.0003734087238796087,0.0004638064481018413,0.0004680655408961115,INNER_ONLY
0,3,v_Y_vertical,128,40,14,0.000284329051276712,0.0002707183449240263,0.00034024459807541896,0.0003462093744277222,INNER_ONLY
0,3,w_Z_longitudinal,16,40,14,0.003490516077411846,0.003986611064632594,0.0050822796078139765,0.005234719448405005,INNER_ONLY
0,3,w_Z_longitudinal,32,40,14,0.0009249538972640694,0.0010896426722762022,0.001495900688327201,0.0015151136931431013,INNER_ONLY
0,3,w_Z_longitudinal,64,40,14,0.0002547611621447127,0.0002934298738215625,0.0003922603456390342,0.0004100078595520664,INNER_ONLY
0,3,w_Z_longitudinal,96,40,14,0.00022384924232139697,0.0002593543781599753,0.00034846874849534567,0.00035904568442287444,INNER_ONLY
0,3,w_Z_longitudinal,128,40,14,0.00020667679473015943,0.00023487324193117385,0.0003249734105729388,0.0003373151390658185,INNER_ONLY
1,0,u_X_transverse,16,41,13,0.009856620131060641,0.029076085762849774,0.07061419057311767,0.07322258736061989,INNER_ONLY
1,0,u_X_transverse,32,41,13,0.0037335718042420495,0.012987304503081809,0.022384733628040512,0.02402255972878226,INNER_ONLY
1,0,u_X_transverse,64,41,13,0.0007083797219074901,0.002538051405182083,0.004290905949249697,0.007224682455683232,INNER_ONLY
1,0,u_X_transverse,96,41,13,0.0002820893651740533,0.0009035082531263167,0.001822673786548811,0.0034360486905188445,INNER_ONLY
1,0,u_X_transverse,128,41,13,0.00020338245138925066,0.000658923421823634,0.001297331895972734,0.0024210252541857252,INNER_ONLY
1,0,v_Y_vertical,16,41,13,0.013626868185727187,0.013046314378010956,0.01548230472036598,0.015604451446205715,INNER_ONLY
1,0,v_Y_vertical,32,41,13,0.004884547358370329,0.004633616228815452,0.00552695164707401,0.005564408236549225,INNER_ONLY
1,0,v_Y_vertical,64,41,13,0.0011802749673212104,0.0011437098784345204,0.0012675721777753118,0.0014249290404393595,INNER_ONLY
1,0,v_Y_vertical,96,41,13,0.00037275989883619066,0.0003487236980267742,0.00041485279837658024,0.0004575287328910611,INNER_ONLY
1,0,v_Y_vertical,128,41,13,0.000271533913499222,0.0002621402418535487,0.00030588061261204314,0.0003344628793620116,INNER_ONLY
1,0,w_Z_longitudinal,16,41,13,0.003396321032948027,0.003553679135339858,0.005114153319979311,0.005200671799144785,INNER_ONLY
1,0,w_Z_longitudinal,32,41,13,0.0009071929632492653,0.0011545806127693675,0.001489670917636004,0.0015077644893492514,INNER_ONLY
1,0,w_Z_longitudinal,64,41,13,0.00026173927473461845,0.00026091479436263844,0.0004002904344020111,0.0004141157066977909,INNER_ONLY
1,0,w_Z_longitudinal,96,41,13,0.0002322445630896476,0.000240869120944914,0.0003442069335106357,0.0003558268745940014,INNER_ONLY
1,0,w_Z_longitudinal,128,41,13,0.00021251793295244917,0.00022846091526513147,0.00031599405002460495,0.000319735787488355,INNER_ONLY
1,1,u_X_transverse,16,40,14,0.009817692111873916,0.019308394119916004,0.06907125760254135,0.07176008841965376,INNER_ONLY
1,1,u_X_transverse,32,40,14,0.0038096043512846596,0.008230447014978635,0.021751484269900957,0.022825462750432332,INNER_ONLY
1,1,u_X_transverse,64,40,14,0.0007188738423425469,0.0016519226546301453,0.003744198342438536,0.00420249805174103,INNER_ONLY
1,1,u_X_transverse,96,40,14,0.0002799410632457657,0.0006387628128044914,0.0016035836683271848,0.0018132072274961602,INNER_ONLY
1,1,u_X_transverse,128,40,14,0.00018974716073793865,0.00044086067172664664,0.0010760887961381626,0.001253276385603639,INNER_ONLY
1,1,v_Y_vertical,16,40,14,0.013904139993639713,0.013789625292293115,0.0156815422640226,0.016228370674912458,INNER_ONLY
1,1,v_Y_vertical,32,40,14,0.005045277582313939,0.005095373455637877,0.005410801477501846,0.005529519759546717,INNER_ONLY
1,1,v_Y_vertical,64,40,14,0.001229512011755684,0.0012275331325167075,0.001363649595701067,0.0013831556832804225,INNER_ONLY
1,1,v_Y_vertical,96,40,14,0.00039198891219055883,0.000384036679553115,0.00043889938064265306,0.00047254134895383343,INNER_ONLY
1,1,v_Y_vertical,128,40,14,0.00027469442042705056,0.00027153214516280024,0.00030984752223279176,0.00034684604162475,INNER_ONLY
1,1,w_Z_longitudinal,16,40,14,0.003491817249851269,0.003962147792989705,0.004900762415868349,0.005032659775616658,INNER_ONLY
1,1,w_Z_longitudinal,32,40,14,0.0009085903221337156,0.0010416015847880236,0.0014327018303676223,0.0014509210509806125,INNER_ONLY
1,1,w_Z_longitudinal,64,40,14,0.00026670299873976044,0.0002632346272426281,0.0003850522332609155,0.0003956338160410635,INNER_ONLY
1,1,w_Z_longitudinal,96,40,14,0.00024196554839449734,0.00024268669363564893,0.00035023049025765786,0.0003661931156953782,INNER_ONLY
1,1,w_Z_longitudinal,128,40,14,0.0002213702556165307,0.00022155591026762556,0.00032010410380111146,0.0003348052957334627,INNER_ONLY
1,2,u_X_transverse,16,41,13,0.009633683319632989,0.010809217783001026,0.061948123412187195,0.07203883214645117,INNER_ONLY
1,2,u_X_transverse,32,41,13,0.00361777600506291,0.0034595434337858317,0.01564337472466741,0.02389364570434638,INNER_ONLY
1,2,u_X_transverse,64,41,13,0.0006846765729698849,0.000683189926769757,0.0036570902055149982,0.007227992215006345,INNER_ONLY
1,2,u_X_transverse,96,41,13,0.00027376387905062065,0.000253054490120313,0.0015341498517660514,0.0034772043303436468,INNER_ONLY
1,2,u_X_transverse,128,41,13,0.00020019887477770544,0.00018976797714148153,0.0010981937891040303,0.0024370868070477014,INNER_ONLY
1,2,v_Y_vertical,16,41,13,0.013890497969252846,0.01411829949451737,0.015527976147356275,0.015887415564178484,INNER_ONLY
1,2,v_Y_vertical,32,41,13,0.0050151269778806,0.005140830771474426,0.005591068948496018,0.005632692162404037,INNER_ONLY
1,2,v_Y_vertical,64,41,13,0.0012106654715815727,0.001171413053826484,0.0013433649785424002,0.0014245846372335808,INNER_ONLY
1,2,v_Y_vertical,96,41,13,0.0003927621296529626,0.0003772058493462321,0.0004528827124228328,0.0004750001851131194,INNER_ONLY
1,2,v_Y_vertical,128,41,13,0.00027821555149327976,0.00025137763022399116,0.00033417919459190594,0.0003394365458635429,INNER_ONLY
1,2,w_Z_longitudinal,16,41,13,0.0035190206854448835,0.0036375101412765296,0.005203761585958888,0.005238164978337433,INNER_ONLY
1,2,w_Z_longitudinal,32,41,13,0.0009283346314727835,0.001142732251264438,0.0015013762721005199,0.0015303817962025324,INNER_ONLY
1,2,w_Z_longitudinal,64,41,13,0.00027100263067576607,0.00026523533829715483,0.00040265445682277005,0.00043506975848160457,INNER_ONLY
1,2,w_Z_longitudinal,96,41,13,0.00024280142208040362,0.000243571535338093,0.0003621463828839269,0.0003889063584667168,INNER_ONLY
1,2,w_Z_longitudinal,128,41,13,0.00022324264515014117,0.00022570861661074025,0.0003325903602684697,0.0003622665444661172,INNER_ONLY
