trial_id,variant,case_id,axis,model,derivative_vs_velocity_relative_l2,derivative_vs_velocity_relative_l2_defined,derivative_vs_velocity_rmse_mps
COMMON_FEM,common,V40_A_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.15325120520283214,True,0.0008217361360441739
R4_LHS_03,physics,V40_A_E5_C9_1T,Z,S10,0.9277605358674028,True,0.004795147175562689
COMMON_FEM,common,V40_B_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.5090958068206605,True,0.0006254474472873714
R4_LHS_03,physics,V40_B_E5_C9_1T,X,S10,0.9106646617524491,True,0.0009817680936281474
COMMON_FEM,common,V40_B_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3043162963330788,True,0.0016898130873691816
R4_LHS_03,physics,V40_B_E5_C9_1T,Y,S10,1.0725208004915332,True,0.005736777561314186
COMMON_FEM,common,V40_B_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.18564027944144318,True,0.0010826854734830552
R4_LHS_03,physics,V40_B_E5_C9_1T,Z,S10,0.945724240621968,True,0.005403922883112969
COMMON_FEM,common,V40_CPLUS_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.38890755400845745,True,0.0006088414488654321
R4_LHS_03,physics,V40_CPLUS_E5_C9_1T,X,S10,0.8811943283393519,True,0.001281303776368998
COMMON_FEM,common,V40_CPLUS_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3176385285784703,True,0.0025737564879222312
R4_LHS_03,physics,V40_CPLUS_E5_C9_1T,Y,S10,1.0408865750769267,True,0.00805481816421052
COMMON_FEM,common,V40_CPLUS_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.23100815114223358,True,0.0017319227376440965
R4_LHS_03,physics,V40_CPLUS_E5_C9_1T,Z,S10,1.0749981508838087,True,0.00794876186314823
COMMON_FEM,common,V40_C_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.45766790160424875,True,0.0006495017337816102
R4_LHS_03,physics,V40_C_E5_C9_1T,X,S10,0.854769792043145,True,0.0010754929956324974
COMMON_FEM,common,V40_C_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.31187076596048413,True,0.0020437680555224344
R4_LHS_03,physics,V40_C_E5_C9_1T,Y,S10,0.9720641301127589,True,0.006263112687551346
COMMON_FEM,common,V40_C_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.21849741136978348,True,0.0014396176740514512
R4_LHS_03,physics,V40_C_E5_C9_1T,Z,S10,0.9370263598479035,True,0.006043776939205695
COMMON_FEM,common,V52_A_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.5792034819387368,True,0.0006009967847407711
R4_LHS_03,physics,V52_A_E5_C9_1T,X,S10,0.8941991051259869,True,0.0007540441228084795
COMMON_FEM,common,V52_A_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.35026414015044816,True,0.0020365275573682247
R4_LHS_03,physics,V52_A_E5_C9_1T,Y,S10,0.9461137930331761,True,0.005203718244974031
COMMON_FEM,common,V52_A_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.16530779377001867,True,0.0009172240629367688
R4_LHS_03,physics,V52_A_E5_C9_1T,Z,S10,0.7442433397162665,True,0.004022271386170066
COMMON_FEM,common,V52_B_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.5380869465015339,True,0.0006560246294103177
R4_LHS_03,physics,V52_B_E5_C9_1T,X,S10,0.9348768916986819,True,0.0008486480037565621
COMMON_FEM,common,V52_B_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3467476215588652,True,0.0024128292640657302
R4_LHS_03,physics,V52_B_E5_C9_1T,Y,S10,0.936677115794539,True,0.006136037168200635
COMMON_FEM,common,V52_B_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.1799940146679519,True,0.0010720966288561827
R4_LHS_03,physics,V52_B_E5_C9_1T,Z,S10,0.8403787648709569,True,0.0048148382912985245
COMMON_FEM,common,V52_CPLUS_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.4422450653085806,True,0.0006650801715501883
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,X,S10,0.8779235116704992,True,0.001138803057122975
COMMON_FEM,common,V52_CPLUS_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.35155681719213444,True,0.0035333182431416792
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,Y,S10,0.9753823263313115,True,0.009396137056797694
COMMON_FEM,common,V52_CPLUS_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.2176702557071108,True,0.0015866288511105864
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,Z,S10,0.985940168993234,True,0.007051237791518085
COMMON_FEM,common,V52_C_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.538777056731104,True,0.000732502146800932
R4_LHS_03,physics,V52_C_E5_C9_1T,X,S10,0.9001026861920146,True,0.0010312528463304487
COMMON_FEM,common,V52_C_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.35384481919194694,True,0.0029255309859156937
R4_LHS_03,physics,V52_C_E5_C9_1T,Y,S10,1.0116926078838933,True,0.007811226614234341
COMMON_FEM,common,V52_C_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.19593345004905904,True,0.0012639787944308501
R4_LHS_03,physics,V52_C_E5_C9_1T,Z,S10,0.9967256981057195,True,0.006244068622856164
COMMON_FEM,common,V40_A_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.2514484073665115,True,0.00017282021748657775
R4_LHS_03,physics,V40_A_E6_C10_1T,X,S10,0.8578689705602428,True,0.0005572995265965624
COMMON_FEM,common,V40_A_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.30106579108825066,True,0.0013871624516117876
R4_LHS_03,physics,V40_A_E6_C10_1T,Y,S10,0.9823211346385812,True,0.004176919058228332
COMMON_FEM,common,V40_A_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.18027959497499402,True,0.0009872064906934494
R4_LHS_03,physics,V40_A_E6_C10_1T,Z,S10,0.8333754487585657,True,0.004303968061035245
COMMON_FEM,common,V40_B_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.2551981485205145,True,0.00022058431443088109
R4_LHS_03,physics,V40_B_E6_C10_1T,X,S10,0.8290348727320014,True,0.0006693628256485718
COMMON_FEM,common,V40_B_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3226274286167135,True,0.0018140510179454367
R4_LHS_03,physics,V40_B_E6_C10_1T,Y,S10,0.8937836718481413,True,0.004668531902624755
COMMON_FEM,common,V40_B_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.2150030470891058,True,0.0012908976810167645
R4_LHS_03,physics,V40_B_E6_C10_1T,Z,S10,0.7862681907756716,True,0.004461672818419595
COMMON_FEM,common,V40_CPLUS_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.2477825522807994,True,0.000321304524872695
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,X,S10,0.8890577576237453,True,0.0010988130774103142
COMMON_FEM,common,V40_CPLUS_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3146389524480063,True,0.0025335954783555583
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,Y,S10,1.0441846306089109,True,0.00818431175411339
COMMON_FEM,common,V40_CPLUS_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.24799988074822196,True,0.001970294616613919
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,Z,S10,0.9867520286700099,True,0.0073811901719405115
COMMON_FEM,common,V40_C_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.25216316998260385,True,0.0002606103745620893
R4_LHS_03,physics,V40_C_E6_C10_1T,X,S10,0.8673639558224153,True,0.0008665707333102925
COMMON_FEM,common,V40_C_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3224615094988178,True,0.0021267811974684196
R4_LHS_03,physics,V40_C_E6_C10_1T,Y,S10,1.0376322065265275,True,0.0064776554922721455
COMMON_FEM,common,V40_C_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.23501204820253677,True,0.0015692607270754884
R4_LHS_03,physics,V40_C_E6_C10_1T,Z,S10,0.9167307228511853,True,0.005890588474384758
COMMON_FEM,common,V52_A_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.3122483063165952,True,0.0002103556052236931
R4_LHS_03,physics,V52_A_E6_C10_1T,X,S10,0.8225476294162251,True,0.0005064473985663367
COMMON_FEM,common,V52_A_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.34375899417537215,True,0.0019951551497681803
R4_LHS_03,physics,V52_A_E6_C10_1T,Y,S10,0.8961893151903851,True,0.004860458920263013
COMMON_FEM,common,V52_A_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.182369988373078,True,0.0010144001556571843
R4_LHS_03,physics,V52_A_E6_C10_1T,Z,S10,0.6200442482787059,True,0.0032420110663524686
COMMON_FEM,common,V52_B_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.2895375618100123,True,0.00024140909991386588
R4_LHS_03,physics,V52_B_E6_C10_1T,X,S10,0.7882106030497341,True,0.0006027650519522678
COMMON_FEM,common,V52_B_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3454596883589069,True,0.002420532643258537
R4_LHS_03,physics,V52_B_E6_C10_1T,Y,S10,0.8398067561389948,True,0.005629300904243049
COMMON_FEM,common,V52_B_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.18594491146976322,True,0.0011068761281458324
R4_LHS_03,physics,V52_B_E6_C10_1T,Z,S10,0.6049144258285865,True,0.003530461233279229
COMMON_FEM,common,V52_CPLUS_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.2767536216133097,True,0.00034248666516068903
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,X,S10,0.8340155466077398,True,0.0009367918721297669
COMMON_FEM,common,V52_CPLUS_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3513881602741251,True,0.0035102442991190893
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,Y,S10,0.9733905118459262,True,0.00905211453466329
COMMON_FEM,common,V52_CPLUS_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.22125832187545655,True,0.0016072101901990655
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,Z,S10,0.9984285775700361,True,0.006973802654032978
COMMON_FEM,common,V52_C_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.2979779772530559,True,0.00029702090853645814
R4_LHS_03,physics,V52_C_E6_C10_1T,X,S10,0.8186163422197088,True,0.0007451758933193321
COMMON_FEM,common,V52_C_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.35468696827336704,True,0.0029235962863325797
R4_LHS_03,physics,V52_C_E6_C10_1T,Y,S10,0.8561757276193732,True,0.006617023728670423
COMMON_FEM,common,V52_C_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.22280385363545296,True,0.0014482382617523237
R4_LHS_03,physics,V52_C_E6_C10_1T,Z,S10,0.7732519646023419,True,0.004815075127756459
COMMON_FEM,common,V40_A_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.44995340867680256,True,0.0006247989759279243
R4_LHS_03,physics,V40_A_E7_C11_2T,X,S10,0.9262559639144262,True,0.0010194559637038297
COMMON_FEM,common,V40_A_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.27170565595142265,True,0.001906709531965207
R4_LHS_03,physics,V40_A_E7_C11_2T,Y,S10,0.8709944228431573,True,0.006001588065419164
COMMON_FEM,common,V40_A_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.24222634993688247,True,0.0014032933642845482
R4_LHS_03,physics,V40_A_E7_C11_2T,Z,S10,0.9313263775102306,True,0.005212638888561013
COMMON_FEM,common,V40_B_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.4912365277532375,True,0.0006672909282894954
R4_LHS_03,physics,V40_B_E7_C11_2T,X,S10,0.8796685875341523,True,0.0011423094936904561
COMMON_FEM,common,V40_B_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.27748466903736874,True,0.002434503265016265
R4_LHS_03,physics,V40_B_E7_C11_2T,Y,S10,0.7661679287329298,True,0.006693162201847534
COMMON_FEM,common,V40_B_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.24642617114820317,True,0.0017877961841769134
R4_LHS_03,physics,V40_B_E7_C11_2T,Z,S10,0.8596018903441259,True,0.006025115392855047
COMMON_FEM,common,V40_CPLUS_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.4014215974934809,True,0.0007129168242467713
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,X,S10,0.8983852799716605,True,0.0014161571326133928
COMMON_FEM,common,V40_CPLUS_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.27483014376402654,True,0.003612553406049901
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,Y,S10,0.785568669078857,True,0.010361810294695555
COMMON_FEM,common,V40_CPLUS_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.24708231533372788,True,0.0027800640179260366
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,Z,S10,0.8589934578871581,True,0.009249612359598747
COMMON_FEM,common,V40_C_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.44799682860559276,True,0.0007133538856732754
R4_LHS_03,physics,V40_C_E7_C11_2T,X,S10,0.8944113167538713,True,0.0012263975642967052
COMMON_FEM,common,V40_C_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.2794295066681906,True,0.002942675504107379
R4_LHS_03,physics,V40_C_E7_C11_2T,Y,S10,0.8042746957873403,True,0.008352850032640961
COMMON_FEM,common,V40_C_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.24760000726714468,True,0.0022141557235801934
R4_LHS_03,physics,V40_C_E7_C11_2T,Z,S10,0.873783828895374,True,0.007388862860650382
COMMON_FEM,common,V52_A_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.6048414777334554,True,0.0006276345258784098
R4_LHS_03,physics,V52_A_E7_C11_2T,X,S10,0.9692193251753604,True,0.0010111276697072503
COMMON_FEM,common,V52_A_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.31612829705479234,True,0.0027168344029078603
R4_LHS_03,physics,V52_A_E7_C11_2T,Y,S10,0.8508166791094864,True,0.007130599980059373
COMMON_FEM,common,V52_A_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.23292666461835038,True,0.001258144822814931
R4_LHS_03,physics,V52_A_E7_C11_2T,Z,S10,0.9140130235260902,True,0.00490352830473413
COMMON_FEM,common,V52_B_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.508599632959499,True,0.0006612902597882212
R4_LHS_03,physics,V52_B_E7_C11_2T,X,S10,0.9293996388395968,True,0.0009399440225381558
COMMON_FEM,common,V52_B_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.308366516210555,True,0.003277030623968897
R4_LHS_03,physics,V52_B_E7_C11_2T,Y,S10,0.7501870605808205,True,0.007608246039630496
COMMON_FEM,common,V52_B_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.23299638940671183,True,0.001572114020201608
R4_LHS_03,physics,V52_B_E7_C11_2T,Z,S10,0.7618410030387358,True,0.004958229161535018
COMMON_FEM,common,V52_CPLUS_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.49726522936920897,True,0.0008087653220354185
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,X,S10,0.9285088142065286,True,0.001283325061755055
COMMON_FEM,common,V52_CPLUS_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.30668491302685374,True,0.004843427486787483
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,Y,S10,0.7394023277636118,True,0.011160521570026373
COMMON_FEM,common,V52_CPLUS_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.21846167546554315,True,0.0022333002974733052
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,Z,S10,0.760997317007354,True,0.007525563414568994
COMMON_FEM,common,V52_C_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.4810009350147779,True,0.0006675827762535102
R4_LHS_03,physics,V52_C_E7_C11_2T,X,S10,0.9139402332336516,True,0.0011220161370538119
COMMON_FEM,common,V52_C_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.30471057303212196,True,0.0038438778816804577
R4_LHS_03,physics,V52_C_E7_C11_2T,Y,S10,0.7385395787095069,True,0.009050888747182658
COMMON_FEM,common,V52_C_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.2101508900617944,True,0.0016782129175644763
R4_LHS_03,physics,V52_C_E7_C11_2T,Z,S10,0.779056930698323,True,0.005987793362907481
COMMON_FEM,common,V40_A_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.27179694062353593,True,0.0002126801079398463
R4_LHS_03,physics,V40_A_E8_C12_2T,X,S10,0.8598260735900505,True,0.0006439699700946427
COMMON_FEM,common,V40_A_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.27335914385409527,True,0.0019244354975732967
R4_LHS_03,physics,V40_A_E8_C12_2T,Y,S10,0.6818458575987212,True,0.004762373976636157
COMMON_FEM,common,V40_A_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.24649387885072224,True,0.0014295670038141314
R4_LHS_03,physics,V40_A_E8_C12_2T,Z,S10,0.7839449099861288,True,0.004385535723178788
COMMON_FEM,common,V40_B_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.274099434768615,True,0.0002662709015543657
R4_LHS_03,physics,V40_B_E8_C12_2T,X,S10,0.8283918080547317,True,0.0008000844153828737
COMMON_FEM,common,V40_B_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.2723785770924684,True,0.0023919025520355536
R4_LHS_03,physics,V40_B_E8_C12_2T,Y,S10,0.7487280478529584,True,0.006473019864047305
COMMON_FEM,common,V40_B_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.2470814688456059,True,0.0017866182604049246
R4_LHS_03,physics,V40_B_E8_C12_2T,Z,S10,0.8749152261940543,True,0.006367939223470633
COMMON_FEM,common,V40_CPLUS_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.28127007127955744,True,0.00039844137168052905
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,X,S10,0.9222959624139314,True,0.0012968452697945708
COMMON_FEM,common,V40_CPLUS_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.27622376504692553,True,0.0036321963399357634
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,Y,S10,0.7394186673177203,True,0.009689266318094119
COMMON_FEM,common,V40_CPLUS_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.249502374970309,True,0.002767652531850223
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,Z,S10,0.8541678374638737,True,0.00949060086229624
COMMON_FEM,common,V40_C_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.2791922938911152,True,0.0003271758873555897
R4_LHS_03,physics,V40_C_E8_C12_2T,X,S10,0.8398898213082817,True,0.0009802902232142635
COMMON_FEM,common,V40_C_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.2826075709920986,True,0.0029834881140961165
R4_LHS_03,physics,V40_C_E8_C12_2T,Y,S10,0.7179663218459377,True,0.0073842308623247675
COMMON_FEM,common,V40_C_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.2553318114825708,True,0.0022644595639919273
R4_LHS_03,physics,V40_C_E8_C12_2T,Z,S10,0.849366342802744,True,0.007307517417088865
COMMON_FEM,common,V52_A_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.34733499545120233,True,0.00026702780495718465
R4_LHS_03,physics,V52_A_E8_C12_2T,X,S10,0.9543745765374045,True,0.0007178489582723998
COMMON_FEM,common,V52_A_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.3155815584591782,True,0.0027444900247796684
R4_LHS_03,physics,V52_A_E8_C12_2T,Y,S10,0.7373397815808398,True,0.006169970012315046
COMMON_FEM,common,V52_A_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.22632692520210793,True,0.0012456662677680771
R4_LHS_03,physics,V52_A_E8_C12_2T,Z,S10,0.7715801276653607,True,0.004099964463075237
COMMON_FEM,common,V52_B_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.342422439417423,True,0.00032387618106025177
R4_LHS_03,physics,V52_B_E8_C12_2T,X,S10,0.9221942405348708,True,0.0008184173342444383
COMMON_FEM,common,V52_B_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.31403713898000013,True,0.0033647657739280263
R4_LHS_03,physics,V52_B_E8_C12_2T,Y,S10,0.7303690550439816,True,0.0075420557484397535
COMMON_FEM,common,V52_B_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.22281412691718716,True,0.001514016883658253
R4_LHS_03,physics,V52_B_E8_C12_2T,Z,S10,0.7341015256383566,True,0.004805120077936167
COMMON_FEM,common,V52_CPLUS_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.3404135369899519,True,0.0004732870287512648
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,X,S10,0.9044870202082609,True,0.001150915948202019
COMMON_FEM,common,V52_CPLUS_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.31177752581400786,True,0.004957204215089904
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,Y,S10,0.6582527746386533,True,0.010046686076180183
COMMON_FEM,common,V52_CPLUS_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.21665265839194683,True,0.0022236121629682507
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,Z,S10,0.6362215671335412,True,0.006337104563832062
COMMON_FEM,common,V52_C_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,0.335679089662268,True,0.00037666510607231075
R4_LHS_03,physics,V52_C_E8_C12_2T,X,S10,0.9242736761829332,True,0.0009632192757180285
COMMON_FEM,common,V52_C_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,0.30953900316401195,True,0.003938277334787021
R4_LHS_03,physics,V52_C_E8_C12_2T,Y,S10,0.7152437978662173,True,0.008704000107522048
COMMON_FEM,common,V52_C_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,0.21621964425215073,True,0.001747416022863121
R4_LHS_03,physics,V52_C_E8_C12_2T,Z,S10,0.7367240731121741,True,0.0057724670829680256
R4_LHS_03,control,BASE_C1_0T,X,S10,,False,0.0
R4_LHS_03,control,BASE_C1_0T,Y,S10,,False,0.0
R4_LHS_03,control,BASE_C1_0T,Z,S10,,False,0.0
R4_LHS_03,control,BASE_C2_0T,X,S10,,False,0.0
R4_LHS_03,control,BASE_C2_0T,Y,S10,,False,0.0
R4_LHS_03,control,BASE_C2_0T,Z,S10,,False,0.0
R4_LHS_03,control,BASE_C3_0T,X,S10,,False,0.0
R4_LHS_03,control,BASE_C3_0T,Y,S10,,False,0.0
R4_LHS_03,control,BASE_C3_0T,Z,S10,,False,0.0
R4_LHS_03,control,BASE_C8_0T,X,S10,,False,0.0
R4_LHS_03,control,BASE_C8_0T,Y,S10,,False,0.0
R4_LHS_03,control,BASE_C8_0T,Z,S10,,False,0.0
R4_LHS_03,control,V40_A_E1_C4_2T,X,S10,0.8568269932265362,True,0.0006303740216818881
R4_LHS_03,control,V40_A_E1_C4_2T,Y,S10,0.7596676854220056,True,0.005126105729722729
R4_LHS_03,control,V40_A_E1_C4_2T,Z,S10,0.9041825346030951,True,0.004924566656273074
R4_LHS_03,control,V40_B_E1_C4_2T,X,S10,0.8445387969962254,True,0.0008144771612334396
R4_LHS_03,control,V40_B_E1_C4_2T,Y,S10,0.7450636355261495,True,0.006395576895778458
R4_LHS_03,control,V40_B_E1_C4_2T,Z,S10,0.8883383829459125,True,0.006313939417817145
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,X,S10,0.8590896482503231,True,0.0011573352226106725
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,Y,S10,0.6973284930846354,True,0.008930832300359308
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,Z,S10,0.8298375315407909,True,0.008802056898830811
R4_LHS_03,control,V40_C_E1_C4_2T,X,S10,0.8540216123290967,True,0.0009992528785220365
R4_LHS_03,control,V40_C_E1_C4_2T,Y,S10,0.7487596960040824,True,0.0077712270382678155
R4_LHS_03,control,V40_C_E1_C4_2T,Z,S10,0.8943096559075664,True,0.007784494862127975
R4_LHS_03,control,V52_A_E1_C4_2T,X,S10,0.8790530761481966,True,0.0006370136773384985
R4_LHS_03,control,V52_A_E1_C4_2T,Y,S10,0.6928494254142957,True,0.005797830502898322
R4_LHS_03,control,V52_A_E1_C4_2T,Z,S10,0.7599311944126761,True,0.004036870493079997
R4_LHS_03,control,V52_B_E1_C4_2T,X,S10,0.8991800033427728,True,0.0007903434321509853
R4_LHS_03,control,V52_B_E1_C4_2T,Y,S10,0.7208128100759499,True,0.00737262812332007
R4_LHS_03,control,V52_B_E1_C4_2T,Z,S10,0.7805522072893764,True,0.005108239605728358
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,X,S10,0.8672688353965939,True,0.0011440187046205894
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,Y,S10,0.6787193616843524,True,0.010532971500795109
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,Z,S10,0.7109978188591143,True,0.007168651093477603
R4_LHS_03,control,V52_C_E1_C4_2T,X,S10,0.9275235159636805,True,0.0009469735463623944
R4_LHS_03,control,V52_C_E1_C4_2T,Y,S10,0.7505967459747761,True,0.008917759516350248
R4_LHS_03,control,V52_C_E1_C4_2T,Z,S10,0.8154099928085677,True,0.006092204480163479
R4_LHS_03,control,V40_A_E2_C5_2T,X,S10,0.9021988305480895,True,0.0008987169098269581
R4_LHS_03,control,V40_A_E2_C5_2T,Y,S10,0.9345129081837137,True,0.006633578448886227
R4_LHS_03,control,V40_A_E2_C5_2T,Z,S10,1.0388622662434588,True,0.005975693058489545
R4_LHS_03,control,V40_B_E2_C5_2T,X,S10,0.838411098375,True,0.0009093919351744008
R4_LHS_03,control,V40_B_E2_C5_2T,Y,S10,0.765506131264557,True,0.006653627105532794
