trial_id,variant,case_id,model,quantity,axis,node_relative_l2_median,node_relative_l2_p90,node_relative_l2_worst,node_relative_metrics_defined,valid_energy_node_count,predicted_hotspot_node_zero_based,target_hotspot_node_zero_based,hotspot_distance_m
R4_LHS_03,physics,V52_A_E7_C11_2T,S10,velocity,X,0.6901316940784454,1.2001896500587463,1.3433865308761597,True,496,50,50,0.0
COMMON_B2,common,V52_A_E7_C11_2T,B2,displacement,X,0.014003482181578875,0.028597069904208183,0.059805773198604584,True,496,36,60,4.792009909719341
R4_LHS_03,physics,V52_A_E7_C11_2T,S10_HYBRID,displacement,Y,0.04435316286981106,0.20915275067090988,0.7761091589927673,True,496,306,280,1.034716823373547
R4_LHS_03,physics,V52_A_E7_C11_2T,S10,velocity,Y,0.24113094806671143,0.4530816972255707,1.1002094745635986,True,496,266,198,1.2691934446726394
COMMON_B2,common,V52_A_E7_C11_2T,B2,displacement,Y,0.02761552296578884,0.07079934701323509,0.17542153596878052,True,496,280,280,0.0
R4_LHS_03,physics,V52_A_E7_C11_2T,S10_HYBRID,displacement,Z,0.03237585909664631,0.059224328398704534,1.1727997064590454,True,508,1,443,8.86000000000001
R4_LHS_03,physics,V52_A_E7_C11_2T,S10,velocity,Z,0.18511763960123062,0.2694332987070084,1.6027419567108154,True,508,265,265,0.0
COMMON_B2,common,V52_A_E7_C11_2T,B2,displacement,Z,0.05466609075665474,0.07030940055847168,0.12549392879009247,True,508,443,443,0.0
R4_LHS_03,physics,V52_B_E7_C11_2T,S10_HYBRID,displacement,X,0.024759630672633648,0.0435836985707283,0.09086120873689651,True,496,503,36,9.902761372205656
R4_LHS_03,physics,V52_B_E7_C11_2T,S10,velocity,X,0.5715681314468384,0.7189068794250488,0.8939735889434814,True,496,50,50,0.0
COMMON_B2,common,V52_B_E7_C11_2T,B2,displacement,X,0.022138883359730244,0.03976486064493656,0.0897781029343605,True,496,36,36,0.0
R4_LHS_03,physics,V52_B_E7_C11_2T,S10_HYBRID,displacement,Y,0.05846142955124378,0.18883046507835388,0.4588433802127838,True,496,280,280,0.0
R4_LHS_03,physics,V52_B_E7_C11_2T,S10,velocity,Y,0.19338733702898026,0.4278261512517929,1.1343859434127808,True,496,266,198,1.2691934446726394
COMMON_B2,common,V52_B_E7_C11_2T,B2,displacement,Y,0.05012628249824047,0.10246092081069946,0.21731945872306824,True,496,280,280,0.0
R4_LHS_03,physics,V52_B_E7_C11_2T,S10_HYBRID,displacement,Z,0.06066549941897392,0.07704250365495682,0.7650919556617737,True,508,1,443,8.86000000000001
R4_LHS_03,physics,V52_B_E7_C11_2T,S10,velocity,Z,0.12116258218884468,0.23266983777284622,1.3608543872833252,True,508,265,265,0.0
COMMON_B2,common,V52_B_E7_C11_2T,B2,displacement,Z,0.0569552518427372,0.06805414259433747,0.12547987699508667,True,508,443,443,0.0
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,S10_HYBRID,displacement,X,0.027034806087613106,0.048786573112010956,0.11308996379375458,True,496,503,208,10.30760891233149
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,S10,velocity,X,0.5656797885894775,0.6795910894870758,0.9026191830635071,True,496,50,511,135.2904268601441
COMMON_B2,common,V52_CPLUS_E7_C11_2T,B2,displacement,X,0.02381602395325899,0.053321538493037224,0.11656536906957626,True,496,208,208,0.0
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,S10_HYBRID,displacement,Y,0.04835320636630058,0.16011202335357666,0.43919193744659424,True,496,280,280,0.0
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,S10,velocity,Y,0.1756787672638893,0.43391193449497223,1.1412593126296997,True,496,266,266,0.0
COMMON_B2,common,V52_CPLUS_E7_C11_2T,B2,displacement,Y,0.042541179805994034,0.0817054770886898,0.20140019059181213,True,496,280,280,0.0
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,S10_HYBRID,displacement,Z,0.04835900291800499,0.06388591825962067,0.7521349787712097,True,508,1,1,0.0
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,S10,velocity,Z,0.10883082821965218,0.20947393476963047,1.4110537767410278,True,508,265,265,0.0
COMMON_B2,common,V52_CPLUS_E7_C11_2T,B2,displacement,Z,0.05212050676345825,0.06275141686201095,0.11202021688222885,True,508,443,1,8.86000000000001
R4_LHS_03,physics,V52_C_E7_C11_2T,S10_HYBRID,displacement,X,0.01797160692512989,0.040345676243305206,0.08712195605039597,True,496,208,36,8.556802959534613
R4_LHS_03,physics,V52_C_E7_C11_2T,S10,velocity,X,0.5170157253742218,0.6568752825260162,0.863879919052124,True,496,70,493,135.2904268601441
COMMON_B2,common,V52_C_E7_C11_2T,B2,displacement,X,0.01747079472988844,0.038286877796053886,0.08645321428775787,True,496,36,36,0.0
R4_LHS_03,physics,V52_C_E7_C11_2T,S10_HYBRID,displacement,Y,0.040108829736709595,0.13944820314645767,0.5148798823356628,True,496,207,280,1.0347168233735533
R4_LHS_03,physics,V52_C_E7_C11_2T,S10,velocity,Y,0.17794177681207657,0.4032272845506668,1.0680547952651978,True,496,266,296,1.2691934446726394
COMMON_B2,common,V52_C_E7_C11_2T,B2,displacement,Y,0.02272198535501957,0.05978277511894703,0.19179308414459229,True,496,280,280,0.0
R4_LHS_03,physics,V52_C_E7_C11_2T,S10_HYBRID,displacement,Z,0.032793957740068436,0.05155824236571789,1.925527572631836,True,508,443,443,0.0
R4_LHS_03,physics,V52_C_E7_C11_2T,S10,velocity,Z,0.1170898824930191,0.21857165992259986,1.1784007549285889,True,508,265,265,0.0
COMMON_B2,common,V52_C_E7_C11_2T,B2,displacement,Z,0.04556751251220703,0.057707628980278966,0.11000663787126541,True,508,443,443,0.0
R4_LHS_03,physics,V40_A_E8_C12_2T,S10_HYBRID,displacement,X,0.11529239639639854,0.2491874247789383,0.6075037121772766,True,496,187,187,0.0
R4_LHS_03,physics,V40_A_E8_C12_2T,S10,velocity,X,0.40895240008831024,0.6275873184204102,0.8499678373336792,True,496,50,50,0.0
COMMON_B2,common,V40_A_E8_C12_2T,B2,displacement,X,0.10151340439915657,0.21148496866226196,0.45805615186691284,True,496,187,187,0.0
R4_LHS_03,physics,V40_A_E8_C12_2T,S10_HYBRID,displacement,Y,0.03608299605548382,0.15267229825258255,0.3608852028846741,True,496,280,280,0.0
R4_LHS_03,physics,V40_A_E8_C12_2T,S10,velocity,Y,0.21513618528842926,0.49969787895679474,1.1834625005722046,True,496,265,266,135.00458240048846
COMMON_B2,common,V40_A_E8_C12_2T,B2,displacement,Y,0.024706412106752396,0.07258214801549911,0.1965179443359375,True,496,280,280,0.0
R4_LHS_03,physics,V40_A_E8_C12_2T,S10_HYBRID,displacement,Z,0.03382810018956661,0.05145415998995305,0.999259352684021,True,508,443,361,0.5240000000000145
R4_LHS_03,physics,V40_A_E8_C12_2T,S10,velocity,Z,0.1747317984700203,0.28927670121192933,1.596030831336975,True,508,265,265,0.0
COMMON_B2,common,V40_A_E8_C12_2T,B2,displacement,Z,0.047581037506461143,0.0619019940495491,0.16047117114067078,True,508,72,361,7.811999999999991
R4_LHS_03,physics,V40_B_E8_C12_2T,S10_HYBRID,displacement,X,0.14552655071020126,0.31992772221565247,0.7943059206008911,True,496,187,187,0.0
R4_LHS_03,physics,V40_B_E8_C12_2T,S10,velocity,X,0.3860357403755188,0.6222666203975677,0.8878982067108154,True,496,153,50,135.00101694431785
COMMON_B2,common,V40_B_E8_C12_2T,B2,displacement,X,0.10269169509410858,0.23041148483753204,0.5276585221290588,True,496,187,187,0.0
R4_LHS_03,physics,V40_B_E8_C12_2T,S10_HYBRID,displacement,Y,0.0453135147690773,0.20646601915359497,0.8601745367050171,True,496,306,280,1.034716823373547
R4_LHS_03,physics,V40_B_E8_C12_2T,S10,velocity,Y,0.21506773680448532,0.4313031733036041,1.0178217887878418,True,496,265,266,135.00458240048846
COMMON_B2,common,V40_B_E8_C12_2T,B2,displacement,Y,0.028441007249057293,0.07302059978246689,0.17324529588222504,True,496,280,280,0.0
R4_LHS_03,physics,V40_B_E8_C12_2T,S10_HYBRID,displacement,Z,0.0353497713804245,0.06484078839421273,0.863128125667572,True,508,72,361,7.811999999999991
R4_LHS_03,physics,V40_B_E8_C12_2T,S10,velocity,Z,0.1514522284269333,0.25229650139808657,1.319159746170044,True,508,265,265,0.0
COMMON_B2,common,V40_B_E8_C12_2T,B2,displacement,Z,0.05299590155482292,0.0676073469221592,0.16971665620803833,True,508,361,361,0.0
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,S10_HYBRID,displacement,X,0.09962718933820724,0.1808755025267601,0.34436219930648804,True,496,187,187,0.0
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,S10,velocity,X,0.40713605284690857,0.639610767364502,0.9117245078086853,True,496,153,493,135.25712142434497
COMMON_B2,common,V40_CPLUS_E8_C12_2T,B2,displacement,X,0.10826249420642853,0.22468189150094986,0.42727038264274597,True,496,187,187,0.0
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,S10_HYBRID,displacement,Y,0.03285685367882252,0.14726144075393677,0.4608515799045563,True,496,280,280,0.0
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,S10,velocity,Y,0.1953151524066925,0.4593692570924759,1.0434293746948242,True,496,266,296,1.2691934446726394
COMMON_B2,common,V40_CPLUS_E8_C12_2T,B2,displacement,Y,0.04199684225022793,0.08461443707346916,0.16558125615119934,True,496,280,280,0.0
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,S10_HYBRID,displacement,Z,0.02503690216690302,0.04725905284285546,0.741133451461792,True,508,1,361,8.335999999999995
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,S10,velocity,Z,0.12400206178426743,0.23455807119607935,1.8220349550247192,True,508,265,265,0.0
COMMON_B2,common,V40_CPLUS_E8_C12_2T,B2,displacement,Z,0.06391603872179985,0.07774959579110145,0.2097875326871872,True,508,361,361,0.0
R4_LHS_03,physics,V40_C_E8_C12_2T,S10_HYBRID,displacement,X,0.09027349576354027,0.16985344886779785,0.3458622992038727,True,496,187,187,0.0
R4_LHS_03,physics,V40_C_E8_C12_2T,S10,velocity,X,0.38005250692367554,0.5809862613677979,0.8490599393844604,True,496,50,50,0.0
COMMON_B2,common,V40_C_E8_C12_2T,B2,displacement,X,0.09061311185359955,0.16966694593429565,0.3338930606842041,True,496,187,187,0.0
R4_LHS_03,physics,V40_C_E8_C12_2T,S10_HYBRID,displacement,Y,0.03873640112578869,0.14480485022068024,0.5177649259567261,True,496,280,280,0.0
R4_LHS_03,physics,V40_C_E8_C12_2T,S10,velocity,Y,0.19288186728954315,0.43046464025974274,0.9923629760742188,True,496,266,198,1.2691934446726394
COMMON_B2,common,V40_C_E8_C12_2T,B2,displacement,Y,0.022111465223133564,0.06124967709183693,0.1896221786737442,True,496,280,280,0.0
R4_LHS_03,physics,V40_C_E8_C12_2T,S10_HYBRID,displacement,Z,0.03075891174376011,0.051487352699041374,1.8242372274398804,True,508,443,361,0.5240000000000145
R4_LHS_03,physics,V40_C_E8_C12_2T,S10,velocity,Z,0.12826798856258392,0.24517958909273152,1.2849466800689697,True,508,265,265,0.0
COMMON_B2,common,V40_C_E8_C12_2T,B2,displacement,Z,0.045370299369096756,0.05765388906002045,0.19167391955852509,True,508,361,361,0.0
R4_LHS_03,physics,V52_A_E8_C12_2T,S10_HYBRID,displacement,X,0.15843310207128525,0.3688481003046036,0.9693245887756348,True,496,187,187,0.0
R4_LHS_03,physics,V52_A_E8_C12_2T,S10,velocity,X,0.5282995998859406,0.9263987243175507,1.2656769752502441,True,496,70,50,135.0
COMMON_B2,common,V52_A_E8_C12_2T,B2,displacement,X,0.1232859194278717,0.2865518182516098,0.741873562335968,True,496,187,187,0.0
R4_LHS_03,physics,V52_A_E8_C12_2T,S10_HYBRID,displacement,Y,0.05385393463075161,0.22654128819704056,0.7469140887260437,True,496,306,280,1.034716823373547
R4_LHS_03,physics,V52_A_E8_C12_2T,S10,velocity,Y,0.24720612913370132,0.43283991515636444,1.0678036212921143,True,496,265,266,135.00458240048846
COMMON_B2,common,V52_A_E8_C12_2T,B2,displacement,Y,0.035238297656178474,0.09625488892197609,0.1953791081905365,True,496,280,280,0.0
R4_LHS_03,physics,V52_A_E8_C12_2T,S10_HYBRID,displacement,Z,0.052237728610634804,0.0758173145353794,1.1304830312728882,True,508,72,72,0.0
R4_LHS_03,physics,V52_A_E8_C12_2T,S10,velocity,Z,0.20558913052082062,0.31649898886680605,1.3400671482086182,True,508,265,265,0.0
COMMON_B2,common,V52_A_E8_C12_2T,B2,displacement,Z,0.0570574551820755,0.07308649197220803,0.12400978058576584,True,508,361,72,7.811999999999991
R4_LHS_03,physics,V52_B_E8_C12_2T,S10_HYBRID,displacement,X,0.08000995591282845,0.14626716077327728,0.29504698514938354,True,496,187,187,0.0
R4_LHS_03,physics,V52_B_E8_C12_2T,S10,velocity,X,0.4528859555721283,0.7336416244506836,0.904739499092102,True,496,50,50,0.0
COMMON_B2,common,V52_B_E8_C12_2T,B2,displacement,X,0.08743501827120781,0.157934308052063,0.27040010690689087,True,496,187,187,0.0
R4_LHS_03,physics,V52_B_E8_C12_2T,S10_HYBRID,displacement,Y,0.031067555770277977,0.15679974853992462,0.5078107118606567,True,496,280,280,0.0
R4_LHS_03,physics,V52_B_E8_C12_2T,S10,velocity,Y,0.1876712217926979,0.4102240800857544,1.0826126337051392,True,496,266,266,0.0
COMMON_B2,common,V52_B_E8_C12_2T,B2,displacement,Y,0.03225401230156422,0.06795459985733032,0.1899179071187973,True,496,280,280,0.0
R4_LHS_03,physics,V52_B_E8_C12_2T,S10_HYBRID,displacement,Z,0.026770195923745632,0.05173399746418,1.5189487934112549,True,508,443,361,0.5240000000000145
R4_LHS_03,physics,V52_B_E8_C12_2T,S10,velocity,Z,0.1349719688296318,0.23644411861896522,1.8245331048965454,True,508,265,265,0.0
COMMON_B2,common,V52_B_E8_C12_2T,B2,displacement,Z,0.04525640420615673,0.0551083792001009,0.09926585853099823,True,508,361,361,0.0
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,S10_HYBRID,displacement,X,0.0945575125515461,0.17841970920562744,0.3205758333206177,True,496,187,187,0.0
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,S10,velocity,X,0.49961481988430023,0.7565386295318604,0.9172319173812866,True,496,50,50,0.0
COMMON_B2,common,V52_CPLUS_E8_C12_2T,B2,displacement,X,0.08169334381818771,0.16194846481084824,0.2814452052116394,True,496,187,187,0.0
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,S10_HYBRID,displacement,Y,0.032074201852083206,0.1384022980928421,0.39396291971206665,True,496,280,280,0.0
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,S10,velocity,Y,0.18709486722946167,0.47087348997592926,1.3658380508422852,True,496,266,198,1.2691934446726394
COMMON_B2,common,V52_CPLUS_E8_C12_2T,B2,displacement,Y,0.02321254089474678,0.05950659513473511,0.15693825483322144,True,496,280,280,0.0
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,S10_HYBRID,displacement,Z,0.027476090006530285,0.05149686969816685,1.2399448156356812,True,508,443,361,0.5240000000000145
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,S10,velocity,Z,0.13795429468154907,0.2429696187376976,1.4626166820526123,True,508,265,265,0.0
COMMON_B2,common,V52_CPLUS_E8_C12_2T,B2,displacement,Z,0.04677821695804596,0.058724387735128405,0.10208187252283096,True,508,361,361,0.0
R4_LHS_03,physics,V52_C_E8_C12_2T,S10_HYBRID,displacement,X,0.09947605431079865,0.17448744922876358,0.34496164321899414,True,496,187,187,0.0
R4_LHS_03,physics,V52_C_E8_C12_2T,S10,velocity,X,0.47281695902347565,0.7472349405288696,0.8985788226127625,True,496,50,50,0.0
COMMON_B2,common,V52_C_E8_C12_2T,B2,displacement,X,0.09964156895875931,0.20132892578840256,0.3935353755950928,True,496,187,187,0.0
R4_LHS_03,physics,V52_C_E8_C12_2T,S10_HYBRID,displacement,Y,0.038981812074780464,0.14711587876081467,0.42317119240760803,True,496,306,280,1.034716823373547
R4_LHS_03,physics,V52_C_E8_C12_2T,S10,velocity,Y,0.18673420697450638,0.41674624383449554,1.0840176343917847,True,496,266,198,1.2691934446726394
COMMON_B2,common,V52_C_E8_C12_2T,B2,displacement,Y,0.039216019213199615,0.08041771128773689,0.19215227663516998,True,496,280,280,0.0
R4_LHS_03,physics,V52_C_E8_C12_2T,S10_HYBRID,displacement,Z,0.033587390556931496,0.05051397532224655,0.8414112329483032,True,508,1,361,8.335999999999995
R4_LHS_03,physics,V52_C_E8_C12_2T,S10,velocity,Z,0.12809888273477554,0.23350761979818346,1.38302481174469,True,508,265,265,0.0
COMMON_B2,common,V52_C_E8_C12_2T,B2,displacement,Z,0.06259377673268318,0.07586088106036186,0.12544873356819153,True,508,361,361,0.0
R4_LHS_03,control,BASE_C1_0T,S10_HYBRID,displacement,X,0.3849118798971176,1.282837152481079,8.511346817016602,True,496,437,437,0.0
R4_LHS_03,control,BASE_C1_0T,S10,velocity,X,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C1_0T,S10_HYBRID,displacement,Y,0.03623479977250099,0.16594043374061584,2.5279083251953125,True,496,236,236,0.0
R4_LHS_03,control,BASE_C1_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C1_0T,S10_HYBRID,displacement,Z,0.036849506199359894,0.04298714771866798,0.18115772306919098,True,508,226,226,0.0
R4_LHS_03,control,BASE_C1_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C2_0T,S10_HYBRID,displacement,X,0.009949057828634977,0.014951025601476431,0.02436234802007675,True,496,433,433,0.0
R4_LHS_03,control,BASE_C2_0T,S10,velocity,X,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C2_0T,S10_HYBRID,displacement,Y,0.06576468423008919,0.2308400273323059,2.650890350341797,True,496,236,236,0.0
R4_LHS_03,control,BASE_C2_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C2_0T,S10_HYBRID,displacement,Z,0.0647687166929245,0.06990576460957527,0.20205484330654144,True,508,443,443,0.0
R4_LHS_03,control,BASE_C2_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C3_0T,S10_HYBRID,displacement,X,0.30600185692310333,0.9762547612190247,7.024093151092529,True,496,437,437,0.0
R4_LHS_03,control,BASE_C3_0T,S10,velocity,X,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C3_0T,S10_HYBRID,displacement,Y,0.02267469372600317,0.10797262564301491,1.7821738719940186,True,496,236,236,0.0
R4_LHS_03,control,BASE_C3_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C3_0T,S10_HYBRID,displacement,Z,0.02197218593209982,0.026732088439166544,0.130360946059227,True,508,226,226,0.0
R4_LHS_03,control,BASE_C3_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C8_0T,S10_HYBRID,displacement,X,0.011419326532632113,0.017568781040608883,0.024327095597982407,True,496,433,433,0.0
R4_LHS_03,control,BASE_C8_0T,S10,velocity,X,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C8_0T,S10_HYBRID,displacement,Y,0.02642172947525978,0.11787122115492821,1.5971720218658447,True,496,433,236,10.59715891150338
R4_LHS_03,control,BASE_C8_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R4_LHS_03,control,BASE_C8_0T,S10_HYBRID,displacement,Z,0.028570489026606083,0.03442755416035652,0.15942183136940002,True,508,443,443,0.0
R4_LHS_03,control,BASE_C8_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R4_LHS_03,control,V40_A_E1_C4_2T,S10_HYBRID,displacement,X,0.12816394120454788,0.2063656449317932,0.39058607816696167,True,496,187,187,0.0
R4_LHS_03,control,V40_A_E1_C4_2T,S10,velocity,X,0.40366269648075104,0.6506541073322296,0.9121849536895752,True,496,50,50,0.0
R4_LHS_03,control,V40_A_E1_C4_2T,S10_HYBRID,displacement,Y,0.06659149378538132,0.17392903566360474,0.5603433847427368,True,496,306,280,1.034716823373547
R4_LHS_03,control,V40_A_E1_C4_2T,S10,velocity,Y,0.24294379353523254,0.47840559482574463,1.0392528772354126,True,496,266,266,0.0
R4_LHS_03,control,V40_A_E1_C4_2T,S10_HYBRID,displacement,Z,0.06132451817393303,0.0731269046664238,1.6548113822937012,True,508,72,361,7.811999999999991
R4_LHS_03,control,V40_A_E1_C4_2T,S10,velocity,Z,0.22243328392505646,0.31966932117939,1.9113056659698486,True,508,265,265,0.0
R4_LHS_03,control,V40_B_E1_C4_2T,S10_HYBRID,displacement,X,0.12986141443252563,0.2842031568288803,0.6766952276229858,True,496,187,187,0.0
R4_LHS_03,control,V40_B_E1_C4_2T,S10,velocity,X,0.3971679359674454,0.705586314201355,1.0224703550338745,True,496,50,50,0.0
R4_LHS_03,control,V40_B_E1_C4_2T,S10_HYBRID,displacement,Y,0.04878067225217819,0.16121406853199005,0.4311370253562927,True,496,280,280,0.0
R4_LHS_03,control,V40_B_E1_C4_2T,S10,velocity,Y,0.22019439935684204,0.4306906461715698,1.0237492322921753,True,496,266,266,0.0
R4_LHS_03,control,V40_B_E1_C4_2T,S10_HYBRID,displacement,Z,0.05372793227434158,0.06862759366631507,0.8027052283287048,True,508,443,361,0.5240000000000145
R4_LHS_03,control,V40_B_E1_C4_2T,S10,velocity,Z,0.19264661520719528,0.28985653519630433,1.234277606010437,True,508,265,265,0.0
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,S10_HYBRID,displacement,X,0.12488541379570961,0.2539542466402054,0.6165217161178589,True,496,187,187,0.0
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,S10,velocity,X,0.36828337609767914,0.6250392496585846,0.9098357558250427,True,496,153,493,135.25712142434497
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Y,0.04087482951581478,0.17016743123531342,0.6395927667617798,True,496,280,280,0.0
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,S10,velocity,Y,0.22214698791503906,0.41328538954257965,1.130743145942688,True,496,266,266,0.0
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Z,0.042420269921422005,0.07566188573837282,2.8855717182159424,True,508,72,361,7.811999999999991
R4_LHS_03,control,V40_CPLUS_E1_C4_2T,S10,velocity,Z,0.19300423562526703,0.27270206511020667,1.7177754640579224,True,508,265,265,0.0
R4_LHS_03,control,V40_C_E1_C4_2T,S10_HYBRID,displacement,X,0.12744014710187912,0.25541190803050995,0.5644132494926453,True,496,187,187,0.0
R4_LHS_03,control,V40_C_E1_C4_2T,S10,velocity,X,0.3908627927303314,0.6950377225875854,1.030875325202942,True,496,50,50,0.0
R4_LHS_03,control,V40_C_E1_C4_2T,S10_HYBRID,displacement,Y,0.046321459114551544,0.1607218161225319,0.4395335614681244,True,496,280,280,0.0
R4_LHS_03,control,V40_C_E1_C4_2T,S10,velocity,Y,0.2102331891655922,0.4157046973705292,1.0093944072723389,True,496,266,198,1.2691934446726394
R4_LHS_03,control,V40_C_E1_C4_2T,S10_HYBRID,displacement,Z,0.049216438084840775,0.06525972858071327,0.7667477130889893,True,508,443,361,0.5240000000000145
R4_LHS_03,control,V40_C_E1_C4_2T,S10,velocity,Z,0.18006043136119843,0.2861126512289047,1.2559431791305542,True,508,265,265,0.0
R4_LHS_03,control,V52_A_E1_C4_2T,S10_HYBRID,displacement,X,0.08226403966546059,0.15866492688655853,0.29786503314971924,True,496,187,187,0.0
R4_LHS_03,control,V52_A_E1_C4_2T,S10,velocity,X,0.4368303567171097,0.7115603089332581,0.8311694264411926,True,496,493,50,8.86000000000001
R4_LHS_03,control,V52_A_E1_C4_2T,S10_HYBRID,displacement,Y,0.029530874453485012,0.12933390587568283,0.36602091789245605,True,496,280,280,0.0
R4_LHS_03,control,V52_A_E1_C4_2T,S10,velocity,Y,0.22244106233119965,0.3755857050418854,1.1660411357879639,True,496,266,266,0.0
R4_LHS_03,control,V52_A_E1_C4_2T,S10_HYBRID,displacement,Z,0.026098142378032207,0.03785055167973042,1.0827268362045288,True,508,443,72,8.336000000000006
R4_LHS_03,control,V52_A_E1_C4_2T,S10,velocity,Z,0.2053569182753563,0.3013052463531494,1.0180401802062988,True,508,265,265,0.0
R4_LHS_03,control,V52_B_E1_C4_2T,S10_HYBRID,displacement,X,0.10517197847366333,0.19542686641216278,0.42683133482933044,True,496,187,187,0.0
R4_LHS_03,control,V52_B_E1_C4_2T,S10,velocity,X,0.44181662797927856,0.7156364023685455,0.8610305190086365,True,496,50,493,8.86000000000001
R4_LHS_03,control,V52_B_E1_C4_2T,S10_HYBRID,displacement,Y,0.048614222556352615,0.17921723425388336,0.4734764099121094,True,496,280,280,0.0
R4_LHS_03,control,V52_B_E1_C4_2T,S10,velocity,Y,0.2104460746049881,0.37840208411216736,1.105738639831543,True,496,266,296,1.2691934446726394
R4_LHS_03,control,V52_B_E1_C4_2T,S10_HYBRID,displacement,Z,0.03621608205139637,0.06002743095159531,1.0320619344711304,True,508,443,361,0.5240000000000145
R4_LHS_03,control,V52_B_E1_C4_2T,S10,velocity,Z,0.17320533841848373,0.2602135449647904,1.290265679359436,True,508,265,265,0.0
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,S10_HYBRID,displacement,X,0.0671529732644558,0.13104656338691711,0.24405083060264587,True,496,187,187,0.0
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,S10,velocity,X,0.4258042275905609,0.7012770175933838,0.9091266393661499,True,496,70,493,135.2904268601441
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Y,0.027192178182303905,0.11791514977812767,0.3428369462490082,True,496,280,280,0.0
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,S10,velocity,Y,0.1740095093846321,0.37941670417785645,1.2286285161972046,True,496,266,296,1.2691934446726394
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Z,0.022423550486564636,0.036350292339921,1.0919110774993896,True,508,361,361,0.0
R4_LHS_03,control,V52_CPLUS_E1_C4_2T,S10,velocity,Z,0.1381218433380127,0.22399758547544485,1.0698117017745972,True,508,265,265,0.0
R4_LHS_03,control,V52_C_E1_C4_2T,S10_HYBRID,displacement,X,0.10322022438049316,0.179014191031456,0.3451029360294342,True,496,187,187,0.0
R4_LHS_03,control,V52_C_E1_C4_2T,S10,velocity,X,0.4245253652334213,0.702240914106369,0.8324012160301208,True,496,50,493,8.86000000000001
R4_LHS_03,control,V52_C_E1_C4_2T,S10_HYBRID,displacement,Y,0.05533207021653652,0.18609719723463058,0.7123488187789917,True,496,280,280,0.0
R4_LHS_03,control,V52_C_E1_C4_2T,S10,velocity,Y,0.1996055394411087,0.3918137848377228,1.0559834241867065,True,496,266,266,0.0
R4_LHS_03,control,V52_C_E1_C4_2T,S10_HYBRID,displacement,Z,0.057200588285923004,0.07902607843279838,1.254739761352539,True,508,72,361,7.811999999999991
R4_LHS_03,control,V52_C_E1_C4_2T,S10,velocity,Z,0.16510183364152908,0.24862670153379446,1.6136385202407837,True,508,265,265,0.0
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,X,0.020164438523352146,0.037084609270095825,0.0787663534283638,True,496,433,433,0.0
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,X,0.6159496903419495,0.8805948495864868,0.9491130113601685,True,496,50,153,135.00101694431785
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Y,0.049460163339972496,0.18062983453273773,0.5170773863792419,True,496,280,280,0.0
