trial_id,variant,case_id,model,quantity,axis,node_relative_l2_median,node_relative_l2_p90,node_relative_l2_worst,node_relative_metrics_defined,valid_energy_node_count,predicted_hotspot_node_zero_based,target_hotspot_node_zero_based,hotspot_distance_m
R2_LHS_02,control,BASE_C1_0T,S10,velocity,X,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C1_0T,S10_HYBRID,displacement,Y,0.03623479977250099,0.16594043374061584,2.5279083251953125,True,496,236,236,0.0
R2_LHS_02,control,BASE_C1_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C1_0T,S10_HYBRID,displacement,Z,0.036849506199359894,0.04298714771866798,0.18115772306919098,True,508,226,226,0.0
R2_LHS_02,control,BASE_C1_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C2_0T,S10_HYBRID,displacement,X,0.009949057828634977,0.014951025601476431,0.02436234802007675,True,496,433,433,0.0
R2_LHS_02,control,BASE_C2_0T,S10,velocity,X,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C2_0T,S10_HYBRID,displacement,Y,0.06576468423008919,0.2308400273323059,2.650890350341797,True,496,236,236,0.0
R2_LHS_02,control,BASE_C2_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C2_0T,S10_HYBRID,displacement,Z,0.0647687166929245,0.06990576460957527,0.20205484330654144,True,508,443,443,0.0
R2_LHS_02,control,BASE_C2_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C3_0T,S10_HYBRID,displacement,X,0.30600185692310333,0.9762547612190247,7.024093151092529,True,496,437,437,0.0
R2_LHS_02,control,BASE_C3_0T,S10,velocity,X,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C3_0T,S10_HYBRID,displacement,Y,0.02267469372600317,0.10797262564301491,1.7821738719940186,True,496,236,236,0.0
R2_LHS_02,control,BASE_C3_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C3_0T,S10_HYBRID,displacement,Z,0.02197218593209982,0.026732088439166544,0.130360946059227,True,508,226,226,0.0
R2_LHS_02,control,BASE_C3_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C8_0T,S10_HYBRID,displacement,X,0.011419326532632113,0.017568781040608883,0.024327095597982407,True,496,433,433,0.0
R2_LHS_02,control,BASE_C8_0T,S10,velocity,X,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C8_0T,S10_HYBRID,displacement,Y,0.02642172947525978,0.11787122115492821,1.5971720218658447,True,496,433,236,10.59715891150338
R2_LHS_02,control,BASE_C8_0T,S10,velocity,Y,,,,False,0,0,0,0.0
R2_LHS_02,control,BASE_C8_0T,S10_HYBRID,displacement,Z,0.028570489026606083,0.03442755416035652,0.15942183136940002,True,508,443,443,0.0
R2_LHS_02,control,BASE_C8_0T,S10,velocity,Z,,,,False,0,0,0,0.0
R2_LHS_02,control,V40_A_E1_C4_2T,S10_HYBRID,displacement,X,0.10709633305668831,0.19544073939323425,0.4432988166809082,True,496,187,187,0.0
R2_LHS_02,control,V40_A_E1_C4_2T,S10,velocity,X,0.44109509885311127,0.6892369389533997,0.9101805686950684,True,496,50,50,0.0
R2_LHS_02,control,V40_A_E1_C4_2T,S10_HYBRID,displacement,Y,0.053292540833353996,0.15374651551246643,0.4102218449115753,True,496,280,280,0.0
R2_LHS_02,control,V40_A_E1_C4_2T,S10,velocity,Y,0.2567739933729172,0.4973669499158859,1.1630816459655762,True,496,266,266,0.0
R2_LHS_02,control,V40_A_E1_C4_2T,S10_HYBRID,displacement,Z,0.052578480914235115,0.0661209538578987,1.0178742408752441,True,508,224,361,3.9059999999999957
R2_LHS_02,control,V40_A_E1_C4_2T,S10,velocity,Z,0.2594113349914551,0.3584134727716446,2.4346723556518555,True,508,265,265,0.0
R2_LHS_02,control,V40_B_E1_C4_2T,S10_HYBRID,displacement,X,0.1709066480398178,0.3685210794210434,0.7202823758125305,True,496,187,187,0.0
R2_LHS_02,control,V40_B_E1_C4_2T,S10,velocity,X,0.47519421577453613,0.746180921792984,1.0191386938095093,True,496,511,50,135.2904268601441
R2_LHS_02,control,V40_B_E1_C4_2T,S10_HYBRID,displacement,Y,0.08295828104019165,0.2655886262655258,0.9534974694252014,True,496,306,280,1.034716823373547
R2_LHS_02,control,V40_B_E1_C4_2T,S10,velocity,Y,0.27386346459388733,0.49133479595184326,1.0242873430252075,True,496,266,266,0.0
R2_LHS_02,control,V40_B_E1_C4_2T,S10_HYBRID,displacement,Z,0.0719975046813488,0.12480848580598831,2.1024203300476074,True,508,443,361,0.5240000000000145
R2_LHS_02,control,V40_B_E1_C4_2T,S10,velocity,Z,0.29592810571193695,0.37096989154815674,1.4166158437728882,True,508,265,265,0.0
R2_LHS_02,control,V40_CPLUS_E1_C4_2T,S10_HYBRID,displacement,X,0.0851426012814045,0.1522720456123352,0.3467077910900116,True,496,187,187,0.0
R2_LHS_02,control,V40_CPLUS_E1_C4_2T,S10,velocity,X,0.3928386718034744,0.6414106488227844,0.8746291995048523,True,496,153,493,135.25712142434497
R2_LHS_02,control,V40_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Y,0.045069994404911995,0.13971704989671707,0.3918704390525818,True,496,280,280,0.0
R2_LHS_02,control,V40_CPLUS_E1_C4_2T,S10,velocity,Y,0.212631493806839,0.43135982751846313,1.0138657093048096,True,496,265,266,135.00458240048846
R2_LHS_02,control,V40_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Z,0.04371826350688934,0.06319506838917732,0.7953521609306335,True,508,72,361,7.811999999999991
R2_LHS_02,control,V40_CPLUS_E1_C4_2T,S10,velocity,Z,0.21825897693634033,0.2899089753627777,1.109331727027893,True,508,265,265,0.0
R2_LHS_02,control,V40_C_E1_C4_2T,S10_HYBRID,displacement,X,0.16848569363355637,0.35115353763103485,0.6395393013954163,True,496,187,187,0.0
R2_LHS_02,control,V40_C_E1_C4_2T,S10,velocity,X,0.45467033982276917,0.7153969705104828,0.9934278726577759,True,496,511,50,135.2904268601441
R2_LHS_02,control,V40_C_E1_C4_2T,S10_HYBRID,displacement,Y,0.08429856598377228,0.2626945674419403,1.0105252265930176,True,496,306,280,1.034716823373547
R2_LHS_02,control,V40_C_E1_C4_2T,S10,velocity,Y,0.2610304057598114,0.4865547865629196,1.0125495195388794,True,496,266,198,1.2691934446726394
R2_LHS_02,control,V40_C_E1_C4_2T,S10_HYBRID,displacement,Z,0.07011749222874641,0.1203443542122841,2.0828311443328857,True,508,443,361,0.5240000000000145
R2_LHS_02,control,V40_C_E1_C4_2T,S10,velocity,Z,0.2875388264656067,0.3613838165998459,1.5058772563934326,True,508,265,265,0.0
R2_LHS_02,control,V52_A_E1_C4_2T,S10_HYBRID,displacement,X,0.08828437700867653,0.16360560804605484,0.3531065285205841,True,496,187,187,0.0
R2_LHS_02,control,V52_A_E1_C4_2T,S10,velocity,X,0.5245766937732697,0.8043492138385773,0.9559488892555237,True,496,50,50,0.0
R2_LHS_02,control,V52_A_E1_C4_2T,S10_HYBRID,displacement,Y,0.02825242280960083,0.1441642791032791,0.43056541681289673,True,496,280,280,0.0
R2_LHS_02,control,V52_A_E1_C4_2T,S10,velocity,Y,0.26185113191604614,0.41858577728271484,1.3046388626098633,True,496,266,266,0.0
R2_LHS_02,control,V52_A_E1_C4_2T,S10_HYBRID,displacement,Z,0.024811399169266224,0.03993846513330936,1.0306512117385864,True,508,443,72,8.336000000000006
R2_LHS_02,control,V52_A_E1_C4_2T,S10,velocity,Z,0.2458278089761734,0.3550040990114212,1.5685585737228394,True,508,265,265,0.0
R2_LHS_02,control,V52_B_E1_C4_2T,S10_HYBRID,displacement,X,0.10778814554214478,0.2169560045003891,0.4345095157623291,True,496,187,187,0.0
R2_LHS_02,control,V52_B_E1_C4_2T,S10,velocity,X,0.49229133129119873,0.7764862179756165,1.0326032638549805,True,496,50,493,8.86000000000001
R2_LHS_02,control,V52_B_E1_C4_2T,S10_HYBRID,displacement,Y,0.03985769487917423,0.16892258822917938,0.8153733611106873,True,496,207,280,1.0347168233735533
R2_LHS_02,control,V52_B_E1_C4_2T,S10,velocity,Y,0.22622720152139664,0.3874647319316864,1.8084017038345337,True,496,266,296,1.2691934446726394
R2_LHS_02,control,V52_B_E1_C4_2T,S10_HYBRID,displacement,Z,0.03586746007204056,0.06989303007721902,0.9014064073562622,True,508,361,361,0.0
R2_LHS_02,control,V52_B_E1_C4_2T,S10,velocity,Z,0.21612897515296936,0.3046032041311264,1.2798066139221191,True,508,265,265,0.0
R2_LHS_02,control,V52_CPLUS_E1_C4_2T,S10_HYBRID,displacement,X,0.07646394520998001,0.14249634742736816,0.2804344594478607,True,496,187,187,0.0
R2_LHS_02,control,V52_CPLUS_E1_C4_2T,S10,velocity,X,0.5054399967193604,0.7699927687644958,0.9346598982810974,True,496,70,493,135.2904268601441
R2_LHS_02,control,V52_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Y,0.030405028723180294,0.13847937434911728,0.4457785487174988,True,496,280,280,0.0
R2_LHS_02,control,V52_CPLUS_E1_C4_2T,S10,velocity,Y,0.20371947437524796,0.4175105690956116,1.2745553255081177,True,496,266,296,1.2691934446726394
R2_LHS_02,control,V52_CPLUS_E1_C4_2T,S10_HYBRID,displacement,Z,0.026687022298574448,0.04551242701709271,1.339530110359192,True,508,443,361,0.5240000000000145
R2_LHS_02,control,V52_CPLUS_E1_C4_2T,S10,velocity,Z,0.1814822107553482,0.26936151385307316,1.4446582794189453,True,508,265,265,0.0
R2_LHS_02,control,V52_C_E1_C4_2T,S10_HYBRID,displacement,X,0.09186198189854622,0.16037128865718842,0.32516801357269287,True,496,187,187,0.0
R2_LHS_02,control,V52_C_E1_C4_2T,S10,velocity,X,0.4648551344871521,0.7582824230194092,0.9044226408004761,True,496,50,493,8.86000000000001
R2_LHS_02,control,V52_C_E1_C4_2T,S10_HYBRID,displacement,Y,0.05139755830168724,0.1537526547908783,0.4442920684814453,True,496,280,280,0.0
R2_LHS_02,control,V52_C_E1_C4_2T,S10,velocity,Y,0.21528799086809158,0.3833778649568558,1.3597644567489624,True,496,266,266,0.0
R2_LHS_02,control,V52_C_E1_C4_2T,S10_HYBRID,displacement,Z,0.04794945754110813,0.06012959182262421,0.8806583285331726,True,508,224,361,3.9059999999999957
R2_LHS_02,control,V52_C_E1_C4_2T,S10,velocity,Z,0.19849910587072372,0.2947952061891556,1.7083147764205933,True,508,265,265,0.0
R2_LHS_02,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,X,0.02064680214971304,0.03778621926903725,0.07988042384386063,True,496,433,433,0.0
R2_LHS_02,control,V40_A_E2_C5_2T,S10,velocity,X,0.5960906147956848,0.726714015007019,0.9028882384300232,True,496,50,153,135.00101694431785
R2_LHS_02,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Y,0.04250652529299259,0.17174340784549713,0.7540088891983032,True,496,207,280,1.0347168233735533
R2_LHS_02,control,V40_A_E2_C5_2T,S10,velocity,Y,0.2536235451698303,0.4704751819372177,1.8644479513168335,True,496,266,316,135.00596598669262
R2_LHS_02,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Z,0.04126002825796604,0.06843079924583435,1.1842087507247925,True,508,361,443,0.5240000000000145
R2_LHS_02,control,V40_A_E2_C5_2T,S10,velocity,Z,0.25765177607536316,0.33911438286304474,1.623170256614685,True,508,265,265,0.0
R2_LHS_02,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,X,0.015175089705735445,0.03825941123068333,0.08418571203947067,True,496,433,433,0.0
R2_LHS_02,control,V40_B_E2_C5_2T,S10,velocity,X,0.6710081696510315,0.8284182548522949,0.8957178592681885,True,496,50,493,8.86000000000001
R2_LHS_02,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Y,0.02787583414465189,0.1374431475996971,0.42613255977630615,True,496,280,280,0.0
R2_LHS_02,control,V40_B_E2_C5_2T,S10,velocity,Y,0.23122098296880722,0.4784674346446991,1.3047596216201782,True,496,266,266,0.0
R2_LHS_02,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Z,0.02502938825637102,0.03992876708507539,0.9143589735031128,True,508,443,443,0.0
R2_LHS_02,control,V40_B_E2_C5_2T,S10,velocity,Z,0.2289094775915146,0.30737942159175874,1.798128604888916,True,508,265,265,0.0
R2_LHS_02,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,0.019614506512880325,0.04915876127779484,0.11914689838886261,True,496,433,433,0.0
R2_LHS_02,control,V40_CPLUS_E2_C5_2T,S10,velocity,X,0.49292466044425964,0.7011991441249847,0.8841102123260498,True,496,493,153,135.25712142434497
R2_LHS_02,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,0.029683362692594528,0.13718493282794952,0.43690311908721924,True,496,280,280,0.0
R2_LHS_02,control,V40_CPLUS_E2_C5_2T,S10,velocity,Y,0.22025033086538315,0.4574699103832245,1.238943099975586,True,496,266,296,1.2691934446726394
R2_LHS_02,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,0.025812278501689434,0.042293650284409526,1.145047903060913,True,508,443,443,0.0
R2_LHS_02,control,V40_CPLUS_E2_C5_2T,S10,velocity,Z,0.22740502655506134,0.3084520369768143,1.6358623504638672,True,508,265,265,0.0
R2_LHS_02,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,X,0.026850195601582527,0.05146006494760513,0.11689725518226624,True,496,433,433,0.0
R2_LHS_02,control,V40_C_E2_C5_2T,S10,velocity,X,0.5700227916240692,0.8141598403453827,0.9029453992843628,True,496,50,493,8.86000000000001
R2_LHS_02,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Y,0.042385149747133255,0.18264806270599365,0.8783800005912781,True,496,207,280,1.0347168233735533
R2_LHS_02,control,V40_C_E2_C5_2T,S10,velocity,Y,0.2397521436214447,0.4350429028272629,1.727338194847107,True,496,266,265,135.00458240048846
R2_LHS_02,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Z,0.041709452867507935,0.07849555537104606,0.9666407704353333,True,508,361,443,0.5240000000000145
R2_LHS_02,control,V40_C_E2_C5_2T,S10,velocity,Z,0.24574556201696396,0.3293596923351288,1.632163405418396,True,508,265,265,0.0
R2_LHS_02,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,X,0.01272959215566516,0.02813806850463152,0.06404519826173782,True,496,36,36,0.0
R2_LHS_02,control,V52_A_E2_C5_2T,S10,velocity,X,0.6812897622585297,0.8375320434570312,0.9397488236427307,True,496,50,493,8.86000000000001
R2_LHS_02,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Y,0.03680702857673168,0.1487179398536682,0.40084031224250793,True,496,280,280,0.0
R2_LHS_02,control,V52_A_E2_C5_2T,S10,velocity,Y,0.21728099137544632,0.41182419657707214,1.3584929704666138,True,496,266,266,0.0
R2_LHS_02,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Z,0.03584830462932587,0.05159412398934365,1.3177467584609985,True,508,1,443,8.86000000000001
R2_LHS_02,control,V52_A_E2_C5_2T,S10,velocity,Z,0.1833397001028061,0.2836259871721268,1.848482370376587,True,508,265,265,0.0
R2_LHS_02,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,X,0.0253705820068717,0.061764881014823914,0.15201860666275024,True,496,145,36,6.464927870431687
R2_LHS_02,control,V52_B_E2_C5_2T,S10,velocity,X,0.634524792432785,0.8696393072605133,0.9658373594284058,True,496,511,441,0.52400000000001
R2_LHS_02,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,Y,0.05860051140189171,0.2412298247218132,0.8955891132354736,True,496,306,280,1.034716823373547
R2_LHS_02,control,V52_B_E2_C5_2T,S10,velocity,Y,0.2129025012254715,0.43134208023548126,1.105949878692627,True,496,265,198,135.0166118112963
R2_LHS_02,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,Z,0.06361052766442299,0.11729169115424158,2.2323455810546875,True,508,443,443,0.0
R2_LHS_02,control,V52_B_E2_C5_2T,S10,velocity,Z,0.19382603466510773,0.26633987724781044,1.3416377305984497,True,508,265,265,0.0
R2_LHS_02,control,V52_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,0.020465285517275333,0.04272235184907913,0.10265801846981049,True,496,208,208,0.0
R2_LHS_02,control,V52_CPLUS_E2_C5_2T,S10,velocity,X,0.5594864189624786,0.7504194974899292,0.896998941898346,True,496,50,50,0.0
R2_LHS_02,control,V52_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,0.03861113637685776,0.13697905093431473,0.38928502798080444,True,496,280,280,0.0
R2_LHS_02,control,V52_CPLUS_E2_C5_2T,S10,velocity,Y,0.18465857952833176,0.3944852352142334,1.06500244140625,True,496,266,266,0.0
R2_LHS_02,control,V52_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,0.03597960248589516,0.05649634897708893,0.9635061621665955,True,508,72,1,0.5240000000000045
R2_LHS_02,control,V52_CPLUS_E2_C5_2T,S10,velocity,Z,0.1639532372355461,0.2208851516246796,1.0164735317230225,True,508,265,265,0.0
R2_LHS_02,control,V52_C_E2_C5_2T,S10_HYBRID,displacement,X,0.017220744863152504,0.03776251710951328,0.0832759290933609,True,496,208,36,8.556802959534613
R2_LHS_02,control,V52_C_E2_C5_2T,S10,velocity,X,0.5719791650772095,0.7912493646144867,0.9080199599266052,True,496,50,50,0.0
R2_LHS_02,control,V52_C_E2_C5_2T,S10_HYBRID,displacement,Y,0.036044906824827194,0.12806827574968338,0.333134263753891,True,496,280,280,0.0
R2_LHS_02,control,V52_C_E2_C5_2T,S10,velocity,Y,0.1905699521303177,0.37763385474681854,1.041549563407898,True,496,266,266,0.0
R2_LHS_02,control,V52_C_E2_C5_2T,S10_HYBRID,displacement,Z,0.03394465707242489,0.051309623569250104,1.0220528841018677,True,508,72,443,8.336000000000006
R2_LHS_02,control,V52_C_E2_C5_2T,S10,velocity,Z,0.161187544465065,0.22436209172010424,1.008629560470581,True,508,265,265,0.0
R2_LHS_02,control,V40_A_E3_C6_1T,S10_HYBRID,displacement,X,0.09609029069542885,0.20959502458572388,0.6854820251464844,True,496,433,433,0.0
R2_LHS_02,control,V40_A_E3_C6_1T,S10,velocity,X,0.4586181044578552,0.666473388671875,0.9868425726890564,True,496,153,50,135.00101694431785
R2_LHS_02,control,V40_A_E3_C6_1T,S10_HYBRID,displacement,Y,0.025138406082987785,0.1500643566250801,0.5114694833755493,True,496,207,207,0.0
R2_LHS_02,control,V40_A_E3_C6_1T,S10,velocity,Y,0.3547195643186569,0.5876905918121338,1.1517146825790405,True,496,265,265,0.0
R2_LHS_02,control,V40_A_E3_C6_1T,S10_HYBRID,displacement,Z,0.013802580535411835,0.023051402159035207,0.5147227644920349,True,508,1,72,0.5240000000000045
R2_LHS_02,control,V40_A_E3_C6_1T,S10,velocity,Z,0.18032990396022797,0.2386239290237427,1.1194504499435425,True,508,265,265,0.0
R2_LHS_02,control,V40_B_E3_C6_1T,S10_HYBRID,displacement,X,0.09422262012958527,0.21664965897798538,1.0051887035369873,True,496,433,433,0.0
R2_LHS_02,control,V40_B_E3_C6_1T,S10,velocity,X,0.4328897297382355,0.6525672078132629,0.975296676158905,True,496,70,70,0.0
R2_LHS_02,control,V40_B_E3_C6_1T,S10_HYBRID,displacement,Y,0.04186953604221344,0.19700396806001663,0.9692100286483765,True,496,207,207,0.0
R2_LHS_02,control,V40_B_E3_C6_1T,S10,velocity,Y,0.35316286981105804,0.6292576789855957,1.3188886642456055,True,496,265,265,0.0
R2_LHS_02,control,V40_B_E3_C6_1T,S10_HYBRID,displacement,Z,0.020809883251786232,0.031668517738580704,0.24525578320026398,True,508,72,72,0.0
R2_LHS_02,control,V40_B_E3_C6_1T,S10,velocity,Z,0.20030009746551514,0.27798586785793306,1.979530930519104,True,508,265,265,0.0
R2_LHS_02,control,V40_CPLUS_E3_C6_1T,S10_HYBRID,displacement,X,0.07781404629349709,0.18210352212190628,0.6030266880989075,True,496,433,433,0.0
R2_LHS_02,control,V40_CPLUS_E3_C6_1T,S10,velocity,X,0.4585553854703903,0.6424345672130585,0.9442664384841919,True,496,50,50,0.0
R2_LHS_02,control,V40_CPLUS_E3_C6_1T,S10_HYBRID,displacement,Y,0.02970805484801531,0.14405856281518936,0.7395433783531189,True,496,207,207,0.0
R2_LHS_02,control,V40_CPLUS_E3_C6_1T,S10,velocity,Y,0.3082588464021683,0.6075145900249481,1.3819411993026733,True,496,266,198,1.2691934446726394
R2_LHS_02,control,V40_CPLUS_E3_C6_1T,S10_HYBRID,displacement,Z,0.01958178263157606,0.028995735943317415,0.3302847445011139,True,508,1,72,0.5240000000000045
R2_LHS_02,control,V40_CPLUS_E3_C6_1T,S10,velocity,Z,0.2316633015871048,0.31366326212883,1.3089500665664673,True,508,265,265,0.0
R2_LHS_02,control,V40_C_E3_C6_1T,S10_HYBRID,displacement,X,0.08718538656830788,0.21900425851345062,0.720958411693573,True,496,433,433,0.0
R2_LHS_02,control,V40_C_E3_C6_1T,S10,velocity,X,0.43836407363414764,0.6464035212993622,0.9455254077911377,True,496,153,153,0.0
R2_LHS_02,control,V40_C_E3_C6_1T,S10_HYBRID,displacement,Y,0.031367240473628044,0.19044502079486847,0.934065043926239,True,496,207,207,0.0
R2_LHS_02,control,V40_C_E3_C6_1T,S10,velocity,Y,0.3310759365558624,0.6233119368553162,1.3919456005096436,True,496,265,265,0.0
R2_LHS_02,control,V40_C_E3_C6_1T,S10_HYBRID,displacement,Z,0.01947628613561392,0.04358019158244134,1.0757603645324707,True,508,72,72,0.0
R2_LHS_02,control,V40_C_E3_C6_1T,S10,velocity,Z,0.20459312945604324,0.2878947645425797,1.5813636779785156,True,508,265,265,0.0
R2_LHS_02,control,V52_A_E3_C6_1T,S10_HYBRID,displacement,X,0.084473367780447,0.20853296667337418,0.700656533241272,True,496,433,433,0.0
R2_LHS_02,control,V52_A_E3_C6_1T,S10,velocity,X,0.6275694966316223,0.8193770945072174,1.0645074844360352,True,496,70,50,135.0
R2_LHS_02,control,V52_A_E3_C6_1T,S10_HYBRID,displacement,Y,0.02370002306997776,0.16844452172517776,1.013562798500061,True,496,207,207,0.0
R2_LHS_02,control,V52_A_E3_C6_1T,S10,velocity,Y,0.39487744867801666,0.5881675183773041,1.2919187545776367,True,496,265,296,135.0166118112963
R2_LHS_02,control,V52_A_E3_C6_1T,S10_HYBRID,displacement,Z,0.01530920946970582,0.031169289909303195,0.6167522668838501,True,508,72,72,0.0
R2_LHS_02,control,V52_A_E3_C6_1T,S10,velocity,Z,0.18536552786827087,0.25884484946727754,1.2547129392623901,True,508,265,265,0.0
R2_LHS_02,control,V52_B_E3_C6_1T,S10_HYBRID,displacement,X,0.0892578586935997,0.2060929462313652,0.7208056449890137,True,496,433,433,0.0
R2_LHS_02,control,V52_B_E3_C6_1T,S10,velocity,X,0.5431073606014252,0.7439762651920319,0.9521982669830322,True,496,50,50,0.0
R2_LHS_02,control,V52_B_E3_C6_1T,S10_HYBRID,displacement,Y,0.0248041320592165,0.14200318604707718,0.5657838582992554,True,496,207,207,0.0
R2_LHS_02,control,V52_B_E3_C6_1T,S10,velocity,Y,0.3341232091188431,0.5157032907009125,1.041563868522644,True,496,265,198,135.0166118112963
R2_LHS_02,control,V52_B_E3_C6_1T,S10_HYBRID,displacement,Z,0.014233492780476809,0.025049429200589658,0.5780239105224609,True,508,1,72,0.5240000000000045
R2_LHS_02,control,V52_B_E3_C6_1T,S10,velocity,Z,0.18217827379703522,0.2526328206062317,1.0296744108200073,True,508,265,265,0.0
R2_LHS_02,control,V52_CPLUS_E3_C6_1T,S10_HYBRID,displacement,X,0.13857118040323257,0.38283631205558777,1.1854972839355469,True,496,433,433,0.0
R2_LHS_02,control,V52_CPLUS_E3_C6_1T,S10,velocity,X,0.5378616750240326,0.7433159649372101,0.928896963596344,True,496,70,50,135.0
R2_LHS_02,control,V52_CPLUS_E3_C6_1T,S10_HYBRID,displacement,Y,0.08274337649345398,0.3070332705974579,2.4322404861450195,True,496,206,207,6.983226270712748
R2_LHS_02,control,V52_CPLUS_E3_C6_1T,S10,velocity,Y,0.29323574900627136,0.5386257469654083,1.0242842435836792,True,496,271,266,135.0
R2_LHS_02,control,V52_CPLUS_E3_C6_1T,S10_HYBRID,displacement,Z,0.08449558913707733,0.13009952902793884,0.7854375243186951,True,508,72,72,0.0
R2_LHS_02,control,V52_CPLUS_E3_C6_1T,S10,velocity,Z,0.21761715412139893,0.2935465067625046,1.19757080078125,True,508,265,265,0.0
R2_LHS_02,control,V52_C_E3_C6_1T,S10_HYBRID,displacement,X,0.14255589246749878,0.36917635798454285,1.188145399093628,True,496,433,433,0.0
R2_LHS_02,control,V52_C_E3_C6_1T,S10,velocity,X,0.5356175005435944,0.7367060482501984,0.9814171195030212,True,496,50,70,135.0
R2_LHS_02,control,V52_C_E3_C6_1T,S10_HYBRID,displacement,Y,0.07188307121396065,0.283442422747612,2.2506091594696045,True,496,206,207,6.983226270712748
R2_LHS_02,control,V52_C_E3_C6_1T,S10,velocity,Y,0.30908316373825073,0.5421949326992035,1.0343316793441772,True,496,266,266,0.0
R2_LHS_02,control,V52_C_E3_C6_1T,S10_HYBRID,displacement,Z,0.06696994230151176,0.10512056946754457,0.9260114431381226,True,508,72,72,0.0
R2_LHS_02,control,V52_C_E3_C6_1T,S10,velocity,Z,0.19701340794563293,0.26748869419097904,1.156795620918274,True,508,265,265,0.0
R2_LHS_02,control,V40_A_E4_C7_1T,S10_HYBRID,displacement,X,0.025204017758369446,0.06628325209021568,0.2319590151309967,True,496,433,433,0.0
R2_LHS_02,control,V40_A_E4_C7_1T,S10,velocity,X,0.7185351550579071,0.8110779225826263,0.9902750849723816,True,496,70,50,135.0
R2_LHS_02,control,V40_A_E4_C7_1T,S10_HYBRID,displacement,Y,0.058881793171167374,0.26956304907798767,2.449751377105713,True,496,182,207,4.8651837654354875
R2_LHS_02,control,V40_A_E4_C7_1T,S10,velocity,Y,0.3056830167770386,0.6599198579788208,1.0915908813476562,True,496,266,265,135.00458240048846
R2_LHS_02,control,V40_A_E4_C7_1T,S10_HYBRID,displacement,Z,0.05225348845124245,0.08460463583469391,0.9369621872901917,True,508,72,1,0.5240000000000045
R2_LHS_02,control,V40_A_E4_C7_1T,S10,velocity,Z,0.22139042615890503,0.2675962924957276,1.3610824346542358,True,508,265,265,0.0
R2_LHS_02,control,V40_B_E4_C7_1T,S10_HYBRID,displacement,X,0.01780854072421789,0.045320723205804825,0.11876887083053589,True,496,433,433,0.0
R2_LHS_02,control,V40_B_E4_C7_1T,S10,velocity,X,0.7421950697898865,0.8622834980487823,1.0029175281524658,True,496,70,50,135.0
R2_LHS_02,control,V40_B_E4_C7_1T,S10_HYBRID,displacement,Y,0.03720806539058685,0.20033999532461166,0.9503198266029358,True,496,207,207,0.0
R2_LHS_02,control,V40_B_E4_C7_1T,S10,velocity,Y,0.2987319678068161,0.6546327173709869,1.5175894498825073,True,496,265,265,0.0
R2_LHS_02,control,V40_B_E4_C7_1T,S10_HYBRID,displacement,Z,0.018091497011482716,0.03144440539181233,0.3210514485836029,True,508,72,1,0.5240000000000045
R2_LHS_02,control,V40_B_E4_C7_1T,S10,velocity,Z,0.1987895891070366,0.2629623502492905,2.350193500518799,True,508,265,265,0.0
R2_LHS_02,control,V40_CPLUS_E4_C7_1T,S10_HYBRID,displacement,X,0.021777166053652763,0.060767436400055885,0.1741493046283722,True,496,433,433,0.0
R2_LHS_02,control,V40_CPLUS_E4_C7_1T,S10,velocity,X,0.5852018296718597,0.7525054812431335,0.9481421113014221,True,496,153,153,0.0
