trial_id,variant,case_id,model,quantity,axis,log_psd_l2_distance,target_dominant_frequency_hz,predicted_dominant_frequency_hz,dominant_frequency_abs_error_hz,coherence_at_target_dominant_frequency,phase_at_target_dominant_frequency_rad,coherence_defined,phase_defined,coherence_valid_node_count
R4_LHS_03,physics,V40_C_E5_C9_1T,S10,velocity,Y,1.3815263055205198,0.09991673605328841,0.09991673605328841,0.0,0.9608238935470581,0.016703087836503983,True,True,496
COMMON_B2,common,V40_C_E5_C9_1T,B2,displacement,Y,1.1456558992679566,0.06661115736885893,0.06661115736885893,0.0,0.9930978417396545,0.0,True,True,496
R4_LHS_03,physics,V40_C_E5_C9_1T,S10_HYBRID,displacement,Z,0.5707431770746388,0.06661115736885893,0.06661115736885893,0.0,0.992441713809967,0.0,True,True,508
R4_LHS_03,physics,V40_C_E5_C9_1T,S10,velocity,Z,2.67145151468589,0.06661115736885893,0.06661115736885893,0.0,0.9898427128791809,0.0,True,True,508
COMMON_B2,common,V40_C_E5_C9_1T,B2,displacement,Z,1.4720675870419777,0.06661115736885893,0.06661115736885893,0.0,0.9777554273605347,0.0,True,True,508
R4_LHS_03,physics,V52_A_E5_C9_1T,S10_HYBRID,displacement,X,1.5073054004537494,1.1990008326394608,1.1990008326394608,0.0,0.9999749064445496,-0.00016535690519958735,True,True,496
R4_LHS_03,physics,V52_A_E5_C9_1T,S10,velocity,X,2.8120880714501557,0.09991673605328841,0.09991673605328841,0.0,0.8996657133102417,0.004926918540149927,True,True,496
COMMON_B2,common,V52_A_E5_C9_1T,B2,displacement,X,1.880108346037949,1.1990008326394608,1.1990008326394608,0.0,0.9999892711639404,3.737287624971941e-05,True,True,496
R4_LHS_03,physics,V52_A_E5_C9_1T,S10_HYBRID,displacement,Y,0.584478606453109,0.06661115736885893,0.06661115736885893,0.0,0.9860331416130066,0.0,True,True,496
R4_LHS_03,physics,V52_A_E5_C9_1T,S10,velocity,Y,1.3515736354798136,0.09991673605328841,0.09991673605328841,0.0,0.9569848775863647,-0.0055364444851875305,True,True,496
COMMON_B2,common,V52_A_E5_C9_1T,B2,displacement,Y,0.8842077866223101,0.06661115736885893,0.06661115736885893,0.0,0.9951568245887756,0.0,True,True,496
R4_LHS_03,physics,V52_A_E5_C9_1T,S10_HYBRID,displacement,Z,0.389945331840497,0.06661115736885893,0.06661115736885893,0.0,0.9956555962562561,0.0,True,True,508
R4_LHS_03,physics,V52_A_E5_C9_1T,S10,velocity,Z,2.4739584373148222,0.09991673605328841,0.09991673605328841,0.0,0.9939980506896973,0.0060738371685147285,True,True,508
COMMON_B2,common,V52_A_E5_C9_1T,B2,displacement,Z,1.0917867482357602,0.06661115736885893,0.06661115736885893,0.0,0.994627833366394,0.0,True,True,508
R4_LHS_03,physics,V52_B_E5_C9_1T,S10_HYBRID,displacement,X,1.3835438553169621,1.1990008326394608,1.1990008326394608,0.0,0.9999688267707825,-0.0001542404352221638,True,True,496
R4_LHS_03,physics,V52_B_E5_C9_1T,S10,velocity,X,2.0482313459694934,0.09991673605328841,0.13322231473771787,0.03330557868442946,0.9283811450004578,0.010950660333037376,True,True,496
COMMON_B2,common,V52_B_E5_C9_1T,B2,displacement,X,1.8931824788780605,1.1990008326394608,1.1990008326394608,0.0,0.9999825358390808,8.715334115549922e-05,True,True,496
R4_LHS_03,physics,V52_B_E5_C9_1T,S10_HYBRID,displacement,Y,0.7783111706656858,0.06661115736885893,0.06661115736885893,0.0,0.989007830619812,0.0,True,True,496
R4_LHS_03,physics,V52_B_E5_C9_1T,S10,velocity,Y,1.0642392628347839,0.09991673605328841,0.09991673605328841,0.0,0.9722759127616882,-0.00022601311502512544,True,True,496
COMMON_B2,common,V52_B_E5_C9_1T,B2,displacement,Y,1.0538696612206278,0.06661115736885893,0.06661115736885893,0.0,0.9887136816978455,0.0,True,True,496
R4_LHS_03,physics,V52_B_E5_C9_1T,S10_HYBRID,displacement,Z,0.6064585260056832,0.06661115736885893,0.06661115736885893,0.0,0.9976183772087097,0.0,True,True,508
R4_LHS_03,physics,V52_B_E5_C9_1T,S10,velocity,Z,1.789733434169069,0.09991673605328841,0.09991673605328841,0.0,0.9958188533782959,0.002480659866705537,True,True,508
COMMON_B2,common,V52_B_E5_C9_1T,B2,displacement,Z,1.2920686871461704,0.06661115736885893,0.06661115736885893,0.0,0.9882405400276184,0.0,True,True,508
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,S10_HYBRID,displacement,X,1.8301433761511763,1.1990008326394608,1.1990008326394608,0.0,0.9999165534973145,-0.00015126707148738205,True,True,496
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,S10,velocity,X,1.7626936085512637,0.09991673605328841,0.09991673605328841,0.0,0.8878207206726074,-0.03048769384622574,True,True,496
COMMON_B2,common,V52_CPLUS_E5_C9_1T,B2,displacement,X,1.7041608838866245,1.1990008326394608,1.1990008326394608,0.0,0.9999539852142334,0.00034399188007228076,True,True,496
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,S10_HYBRID,displacement,Y,1.1088037825340615,0.06661115736885893,0.06661115736885893,0.0,0.979041576385498,0.0,True,True,496
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,S10,velocity,Y,1.2458191060630412,0.13322231473771787,0.09991673605328841,0.03330557868442946,0.9760158658027649,-0.017618564888834953,True,True,496
COMMON_B2,common,V52_CPLUS_E5_C9_1T,B2,displacement,Y,1.2462729385882148,0.06661115736885893,0.06661115736885893,0.0,0.990106999874115,0.0,True,True,496
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,S10_HYBRID,displacement,Z,0.7435767006318265,0.06661115736885893,0.06661115736885893,0.0,0.9946647882461548,0.0,True,True,508
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,S10,velocity,Z,1.8822762578027625,0.09991673605328841,0.09991673605328841,0.0,0.9946506023406982,-0.012596086598932743,True,True,508
COMMON_B2,common,V52_CPLUS_E5_C9_1T,B2,displacement,Z,1.676776234664904,0.06661115736885893,0.06661115736885893,0.0,0.9948225021362305,0.0,True,True,508
R4_LHS_03,physics,V52_C_E5_C9_1T,S10_HYBRID,displacement,X,1.703858824275857,1.1990008326394608,1.1990008326394608,0.0,0.9999500513076782,0.00013145063712727278,True,True,496
R4_LHS_03,physics,V52_C_E5_C9_1T,S10,velocity,X,2.2937053496589135,0.09991673605328841,0.09991673605328841,0.0,0.9283300042152405,0.0014222020981833339,True,True,496
COMMON_B2,common,V52_C_E5_C9_1T,B2,displacement,X,1.8694504172596489,1.1990008326394608,1.1990008326394608,0.0,0.999975860118866,-5.4151754738995805e-05,True,True,496
R4_LHS_03,physics,V52_C_E5_C9_1T,S10_HYBRID,displacement,Y,0.8326226856184744,0.06661115736885893,0.06661115736885893,0.0,0.985266387462616,0.0,True,True,496
R4_LHS_03,physics,V52_C_E5_C9_1T,S10,velocity,Y,1.2314862573661411,0.09991673605328841,0.13322231473771787,0.03330557868442946,0.9678065180778503,-0.012779537588357925,True,True,496
COMMON_B2,common,V52_C_E5_C9_1T,B2,displacement,Y,0.9904280627472349,0.06661115736885893,0.06661115736885893,0.0,0.9906874895095825,0.0,True,True,496
R4_LHS_03,physics,V52_C_E5_C9_1T,S10_HYBRID,displacement,Z,0.6281757307528094,0.06661115736885893,0.06661115736885893,0.0,0.9878835678100586,0.0,True,True,508
R4_LHS_03,physics,V52_C_E5_C9_1T,S10,velocity,Z,2.2622049173965713,0.09991673605328841,0.09991673605328841,0.0,0.9964541792869568,0.005143927410244942,True,True,508
COMMON_B2,common,V52_C_E5_C9_1T,B2,displacement,Z,1.2202474343024425,0.06661115736885893,0.06661115736885893,0.0,0.9938294291496277,0.0,True,True,508
R4_LHS_03,physics,V40_A_E6_C10_1T,S10_HYBRID,displacement,X,1.9504546141963925,0.03330557868442947,0.03330557868442947,0.0,0.9760168194770813,0.0,True,True,496
R4_LHS_03,physics,V40_A_E6_C10_1T,S10,velocity,X,2.4707017366212423,0.09991673605328841,0.09991673605328841,0.0,0.8289106488227844,0.014356939122080803,True,True,496
COMMON_B2,common,V40_A_E6_C10_1T,B2,displacement,X,1.5179943223968873,0.03330557868442947,0.03330557868442947,0.0,0.9835480451583862,0.0,True,True,496
R4_LHS_03,physics,V40_A_E6_C10_1T,S10_HYBRID,displacement,Y,0.5506430194436703,0.06661115736885893,0.06661115736885893,0.0,0.976474404335022,0.0,True,True,496
R4_LHS_03,physics,V40_A_E6_C10_1T,S10,velocity,Y,2.0208431938428344,0.06661115736885893,0.06661115736885893,0.0,0.9109624028205872,0.0,True,True,496
COMMON_B2,common,V40_A_E6_C10_1T,B2,displacement,Y,0.870084154340313,0.06661115736885893,0.06661115736885893,0.0,0.9897640347480774,0.0,True,True,496
R4_LHS_03,physics,V40_A_E6_C10_1T,S10_HYBRID,displacement,Z,0.3839058385122269,0.06661115736885893,0.06661115736885893,0.0,0.9955169558525085,0.0,True,True,508
R4_LHS_03,physics,V40_A_E6_C10_1T,S10,velocity,Z,3.22809160249748,0.06661115736885893,0.06661115736885893,0.0,0.9919294118881226,0.0,True,True,508
COMMON_B2,common,V40_A_E6_C10_1T,B2,displacement,Z,1.0313453457454567,0.06661115736885893,0.06661115736885893,0.0,0.9763076901435852,0.0,True,True,508
R4_LHS_03,physics,V40_B_E6_C10_1T,S10_HYBRID,displacement,X,1.9854544773245695,0.03330557868442947,0.03330557868442947,0.0,0.9852831363677979,0.0,True,True,496
R4_LHS_03,physics,V40_B_E6_C10_1T,S10,velocity,X,1.9236028100857507,0.09991673605328841,0.09991673605328841,0.0,0.8614593148231506,0.031261712312698364,True,True,496
COMMON_B2,common,V40_B_E6_C10_1T,B2,displacement,X,1.2938321151264511,0.03330557868442947,0.03330557868442947,0.0,0.9851725101470947,0.0,True,True,496
R4_LHS_03,physics,V40_B_E6_C10_1T,S10_HYBRID,displacement,Y,0.6076127948193132,0.06661115736885893,0.06661115736885893,0.0,0.985811173915863,0.0,True,True,496
R4_LHS_03,physics,V40_B_E6_C10_1T,S10,velocity,Y,1.6108841986332543,0.09991673605328841,0.09991673605328841,0.0,0.9563691020011902,0.03813658654689789,True,True,496
COMMON_B2,common,V40_B_E6_C10_1T,B2,displacement,Y,0.9604086927665472,0.06661115736885893,0.06661115736885893,0.0,0.9926930069923401,0.0,True,True,496
R4_LHS_03,physics,V40_B_E6_C10_1T,S10_HYBRID,displacement,Z,0.4248048862856378,0.06661115736885893,0.06661115736885893,0.0,0.9936051964759827,0.0,True,True,508
R4_LHS_03,physics,V40_B_E6_C10_1T,S10,velocity,Z,2.4501121943346345,0.06661115736885893,0.06661115736885893,0.0,0.9899734258651733,0.0,True,True,508
COMMON_B2,common,V40_B_E6_C10_1T,B2,displacement,Z,1.245349435581968,0.06661115736885893,0.06661115736885893,0.0,0.9775014519691467,0.0,True,True,508
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,S10_HYBRID,displacement,X,3.145862316199456,0.03330557868442947,0.03330557868442947,0.0,0.9601923227310181,0.0,True,True,496
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,S10,velocity,X,1.954229413600053,0.09991673605328841,0.09991673605328841,0.0,0.838064968585968,0.006342976354062557,True,True,496
COMMON_B2,common,V40_CPLUS_E6_C10_1T,B2,displacement,X,1.9231220131959266,0.03330557868442947,0.03330557868442947,0.0,0.9744915962219238,0.0,True,True,496
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,S10_HYBRID,displacement,Y,1.088972627269936,0.06661115736885893,0.06661115736885893,0.0,0.9624322652816772,0.0,True,True,496
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,S10,velocity,Y,2.0269969891634396,0.09991673605328841,0.09991673605328841,0.0,0.9586178064346313,-0.019067304208874702,True,True,496
COMMON_B2,common,V40_CPLUS_E6_C10_1T,B2,displacement,Y,1.256563815465998,0.06661115736885893,0.06661115736885893,0.0,0.9888038635253906,0.0,True,True,496
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,S10_HYBRID,displacement,Z,0.5578854784143515,0.06661115736885893,0.06661115736885893,0.0,0.9754928350448608,0.0,True,True,508
R4_LHS_03,physics,V40_CPLUS_E6_C10_1T,S10,velocity,Z,3.0099095533762,0.06661115736885893,0.06661115736885893,0.0,0.9937906265258789,0.0,True,True,508
COMMON_B2,common,V40_CPLUS_E6_C10_1T,B2,displacement,Z,1.5906029693554453,0.06661115736885893,0.06661115736885893,0.0,0.985782265663147,0.0,True,True,508
R4_LHS_03,physics,V40_C_E6_C10_1T,S10_HYBRID,displacement,X,2.7773987569372762,0.03330557868442947,0.03330557868442947,0.0,0.9627684354782104,0.0,True,True,496
R4_LHS_03,physics,V40_C_E6_C10_1T,S10,velocity,X,2.1763378360483805,0.09991673605328841,0.09991673605328841,0.0,0.8500181436538696,0.0010241370182484388,True,True,496
COMMON_B2,common,V40_C_E6_C10_1T,B2,displacement,X,1.9395181902686451,0.03330557868442947,0.03330557868442947,0.0,0.9697835445404053,0.0,True,True,496
R4_LHS_03,physics,V40_C_E6_C10_1T,S10_HYBRID,displacement,Y,0.8485850324117518,0.06661115736885893,0.06661115736885893,0.0,0.9645301103591919,0.0,True,True,496
R4_LHS_03,physics,V40_C_E6_C10_1T,S10,velocity,Y,2.219835594619958,0.09991673605328841,0.09991673605328841,0.0,0.9614308476448059,-0.017457140609622,True,True,496
COMMON_B2,common,V40_C_E6_C10_1T,B2,displacement,Y,1.1686649010370034,0.06661115736885893,0.06661115736885893,0.0,0.9853692054748535,0.0,True,True,496
R4_LHS_03,physics,V40_C_E6_C10_1T,S10_HYBRID,displacement,Z,0.4399692666942893,0.06661115736885893,0.06661115736885893,0.0,0.9797108769416809,0.0,True,True,508
R4_LHS_03,physics,V40_C_E6_C10_1T,S10,velocity,Z,3.144681026472393,0.06661115736885893,0.06661115736885893,0.0,0.9924778938293457,0.0,True,True,508
COMMON_B2,common,V40_C_E6_C10_1T,B2,displacement,Z,1.4690596995864422,0.06661115736885893,0.06661115736885893,0.0,0.9739557504653931,0.0,True,True,508
R4_LHS_03,physics,V52_A_E6_C10_1T,S10_HYBRID,displacement,X,2.041925531005464,0.03330557868442947,0.03330557868442947,0.0,0.9839686155319214,0.0,True,True,496
R4_LHS_03,physics,V52_A_E6_C10_1T,S10,velocity,X,2.40607142181762,0.09991673605328841,0.13322231473771787,0.03330557868442946,0.897774875164032,-0.007322491612285376,True,True,496
COMMON_B2,common,V52_A_E6_C10_1T,B2,displacement,X,1.300259844697552,0.03330557868442947,0.03330557868442947,0.0,0.9778282642364502,0.0,True,True,496
R4_LHS_03,physics,V52_A_E6_C10_1T,S10_HYBRID,displacement,Y,0.5093148669292012,0.06661115736885893,0.06661115736885893,0.0,0.9855166077613831,0.0,True,True,496
R4_LHS_03,physics,V52_A_E6_C10_1T,S10,velocity,Y,1.871970110945504,0.09991673605328841,0.09991673605328841,0.0,0.9641698598861694,-0.0030906947795301676,True,True,496
COMMON_B2,common,V52_A_E6_C10_1T,B2,displacement,Y,0.9854330537453652,0.06661115736885893,0.06661115736885893,0.0,0.9804860949516296,0.0,True,True,496
R4_LHS_03,physics,V52_A_E6_C10_1T,S10_HYBRID,displacement,Z,0.3431132875557205,0.06661115736885893,0.06661115736885893,0.0,0.996570348739624,0.0,True,True,508
R4_LHS_03,physics,V52_A_E6_C10_1T,S10,velocity,Z,3.213647119744892,0.09991673605328841,0.09991673605328841,0.0,0.9960030317306519,-0.0028347615152597427,True,True,508
COMMON_B2,common,V52_A_E6_C10_1T,B2,displacement,Z,1.1296606365633655,0.06661115736885893,0.06661115736885893,0.0,0.9840966463088989,0.0,True,True,508
R4_LHS_03,physics,V52_B_E6_C10_1T,S10_HYBRID,displacement,X,2.7369228419060003,0.03330557868442947,0.03330557868442947,0.0,0.9739415645599365,0.0,True,True,496
R4_LHS_03,physics,V52_B_E6_C10_1T,S10,velocity,X,1.7786038642894457,0.09991673605328841,0.09991673605328841,0.0,0.9346432685852051,0.009854459203779697,True,True,496
COMMON_B2,common,V52_B_E6_C10_1T,B2,displacement,X,1.8185352279985572,0.03330557868442947,0.03330557868442947,0.0,0.9870030879974365,0.0,True,True,496
R4_LHS_03,physics,V52_B_E6_C10_1T,S10_HYBRID,displacement,Y,0.626683240643632,0.06661115736885893,0.06661115736885893,0.0,0.9883492588996887,0.0,True,True,496
R4_LHS_03,physics,V52_B_E6_C10_1T,S10,velocity,Y,1.334090516996264,0.09991673605328841,0.09991673605328841,0.0,0.9748150110244751,-0.005572852678596973,True,True,496
COMMON_B2,common,V52_B_E6_C10_1T,B2,displacement,Y,1.025619321639623,0.06661115736885893,0.06661115736885893,0.0,0.9896587133407593,0.0,True,True,496
R4_LHS_03,physics,V52_B_E6_C10_1T,S10_HYBRID,displacement,Z,0.3467165382205572,0.06661115736885893,0.06661115736885893,0.0,0.9962915778160095,0.0,True,True,508
R4_LHS_03,physics,V52_B_E6_C10_1T,S10,velocity,Z,2.584527391976194,0.09991673605328841,0.09991673605328841,0.0,0.9959679841995239,-0.005303356796503067,True,True,508
COMMON_B2,common,V52_B_E6_C10_1T,B2,displacement,Z,1.3470413698973964,0.06661115736885893,0.06661115736885893,0.0,0.9906909465789795,0.0,True,True,508
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,S10_HYBRID,displacement,X,2.9292434578826785,0.03330557868442947,0.03330557868442947,0.0,0.9877021908760071,0.0,True,True,496
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,S10,velocity,X,1.6051773904348345,0.09991673605328841,0.09991673605328841,0.0,0.9295524954795837,-0.026026152074337006,True,True,496
COMMON_B2,common,V52_CPLUS_E6_C10_1T,B2,displacement,X,1.6202249330579304,0.03330557868442947,0.03330557868442947,0.0,0.9911673069000244,0.0,True,True,496
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,S10_HYBRID,displacement,Y,1.0544662409113013,0.06661115736885893,0.06661115736885893,0.0,0.9797931909561157,0.0,True,True,496
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,S10,velocity,Y,1.2940309857209502,0.13322231473771787,0.13322231473771787,0.0,0.966244101524353,-0.00811928603798151,True,True,496
COMMON_B2,common,V52_CPLUS_E6_C10_1T,B2,displacement,Y,1.2047171326927282,0.06661115736885893,0.06661115736885893,0.0,0.9887290000915527,0.0,True,True,496
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,S10_HYBRID,displacement,Z,0.7234788183344809,0.06661115736885893,0.06661115736885893,0.0,0.9865284562110901,0.0,True,True,508
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,S10,velocity,Z,2.4502994359367314,0.09991673605328841,0.09991673605328841,0.0,0.9963533878326416,0.010737171396613121,True,True,508
COMMON_B2,common,V52_CPLUS_E6_C10_1T,B2,displacement,Z,1.6172177205670841,0.06661115736885893,0.06661115736885893,0.0,0.9757707118988037,0.0,True,True,508
R4_LHS_03,physics,V52_C_E6_C10_1T,S10_HYBRID,displacement,X,2.5961771626429475,0.03330557868442947,0.03330557868442947,0.0,0.9924411773681641,0.0,True,True,496
R4_LHS_03,physics,V52_C_E6_C10_1T,S10,velocity,X,1.5976722676448536,0.09991673605328841,0.09991673605328841,0.0,0.9363462328910828,-0.0060838358476758,True,True,496
COMMON_B2,common,V52_C_E6_C10_1T,B2,displacement,X,1.2151958828058806,0.03330557868442947,0.03330557868442947,0.0,0.9939191341400146,0.0,True,True,496
R4_LHS_03,physics,V52_C_E6_C10_1T,S10_HYBRID,displacement,Y,0.8626806238841725,0.06661115736885893,0.06661115736885893,0.0,0.9907621741294861,0.0,True,True,496
R4_LHS_03,physics,V52_C_E6_C10_1T,S10,velocity,Y,1.4188991774547093,0.09991673605328841,0.09991673605328841,0.0,0.9699512720108032,-0.014890852384269238,True,True,496
COMMON_B2,common,V52_C_E6_C10_1T,B2,displacement,Y,1.182580026778264,0.06661115736885893,0.06661115736885893,0.0,0.994005024433136,0.0,True,True,496
R4_LHS_03,physics,V52_C_E6_C10_1T,S10_HYBRID,displacement,Z,0.6301038515361347,0.06661115736885893,0.06661115736885893,0.0,0.9976430535316467,0.0,True,True,508
R4_LHS_03,physics,V52_C_E6_C10_1T,S10,velocity,Z,2.3799262656011417,0.09991673605328841,0.09991673605328841,0.0,0.99514240026474,0.005978608503937721,True,True,508
COMMON_B2,common,V52_C_E6_C10_1T,B2,displacement,Z,1.5135627519774504,0.06661115736885893,0.06661115736885893,0.0,0.9893543720245361,0.0,True,True,508
R4_LHS_03,physics,V40_A_E7_C11_2T,S10_HYBRID,displacement,X,1.5090738289988719,1.1990008326394608,1.1990008326394608,0.0,0.9999510049819946,-0.00046945709618739784,True,True,496
R4_LHS_03,physics,V40_A_E7_C11_2T,S10,velocity,X,1.6953393781987043,1.9650291423813386,0.13322231473771787,1.8318068276436208,0.5202783942222595,0.6318018436431885,True,True,496
COMMON_B2,common,V40_A_E7_C11_2T,B2,displacement,X,2.1067389750160572,1.1990008326394608,1.1990008326394608,0.0,0.9999601244926453,3.977931555709802e-06,True,True,496
R4_LHS_03,physics,V40_A_E7_C11_2T,S10_HYBRID,displacement,Y,3.043973389213646,0.06661115736885893,0.06661115736885893,0.0,0.9883800745010376,0.0,True,True,496
R4_LHS_03,physics,V40_A_E7_C11_2T,S10,velocity,Y,1.590662035228466,0.09991673605328841,0.09991673605328841,0.0,0.9745038747787476,0.011735755950212479,True,True,496
COMMON_B2,common,V40_A_E7_C11_2T,B2,displacement,Y,1.9167467738575925,0.06661115736885893,0.06661115736885893,0.0,0.9982426166534424,0.0,True,True,496
R4_LHS_03,physics,V40_A_E7_C11_2T,S10_HYBRID,displacement,Z,3.4419107294224673,0.06661115736885893,0.06661115736885893,0.0,0.989629864692688,0.0,True,True,508
R4_LHS_03,physics,V40_A_E7_C11_2T,S10,velocity,Z,2.449715886356092,0.09991673605328841,0.09991673605328841,0.0,0.9928388595581055,-0.005045223515480757,True,True,508
COMMON_B2,common,V40_A_E7_C11_2T,B2,displacement,Z,4.871834282351793,0.06661115736885893,0.06661115736885893,0.0,0.9976438283920288,0.0,True,True,508
R4_LHS_03,physics,V40_B_E7_C11_2T,S10_HYBRID,displacement,X,1.5857847500262685,1.1990008326394608,1.1990008326394608,0.0,0.9999143481254578,0.000221812428208068,True,True,496
R4_LHS_03,physics,V40_B_E7_C11_2T,S10,velocity,X,2.3401038526894262,4.629475437135696,1.9650291423813386,2.6644462947543572,0.6605852246284485,0.5629740357398987,True,True,496
COMMON_B2,common,V40_B_E7_C11_2T,B2,displacement,X,1.6284313239715091,1.1990008326394608,1.1990008326394608,0.0,0.9999403953552246,-2.641227729327511e-05,True,True,496
R4_LHS_03,physics,V40_B_E7_C11_2T,S10_HYBRID,displacement,Y,2.831411341622135,0.06661115736885893,0.06661115736885893,0.0,0.9962761402130127,0.0,True,True,496
R4_LHS_03,physics,V40_B_E7_C11_2T,S10,velocity,Y,1.6432543068029146,0.09991673605328841,0.09991673605328841,0.0,0.9611331820487976,0.0021623612847179174,True,True,496
COMMON_B2,common,V40_B_E7_C11_2T,B2,displacement,Y,2.0031303230675848,0.06661115736885893,0.06661115736885893,0.0,0.9993277788162231,0.0,True,True,496
R4_LHS_03,physics,V40_B_E7_C11_2T,S10_HYBRID,displacement,Z,3.2540810317982882,0.06661115736885893,0.06661115736885893,0.0,0.9992076754570007,0.0,True,True,508
R4_LHS_03,physics,V40_B_E7_C11_2T,S10,velocity,Z,2.627020234431781,0.09991673605328841,0.09991673605328841,0.0,0.9933005571365356,0.0006612479337491095,True,True,508
COMMON_B2,common,V40_B_E7_C11_2T,B2,displacement,Z,5.07943359835227,0.06661115736885893,0.06661115736885893,0.0,0.999580442905426,0.0,True,True,508
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,S10_HYBRID,displacement,X,2.100944895502598,1.1990008326394608,1.1990008326394608,0.0,0.99972003698349,-0.00016304074961226434,True,True,496
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,S10,velocity,X,1.5024699786595623,0.13322231473771787,0.13322231473771787,0.0,0.8998680114746094,0.01605827920138836,True,True,496
COMMON_B2,common,V40_CPLUS_E7_C11_2T,B2,displacement,X,1.6273236801702124,1.1990008326394608,1.1990008326394608,0.0,0.9998529553413391,-0.00018861015269067138,True,True,496
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,S10_HYBRID,displacement,Y,3.99120553028567,0.06661115736885893,0.06661115736885893,0.0,0.9939684271812439,0.0,True,True,496
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,S10,velocity,Y,1.541707959074512,0.09991673605328841,0.09991673605328841,0.0,0.9820529818534851,0.018595367670059204,True,True,496
COMMON_B2,common,V40_CPLUS_E7_C11_2T,B2,displacement,Y,2.8676933348848253,0.06661115736885893,0.06661115736885893,0.0,0.9983970522880554,0.0,True,True,496
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,S10_HYBRID,displacement,Z,4.846754498508524,0.06661115736885893,0.06661115736885893,0.0,0.9969649910926819,0.0,True,True,508
R4_LHS_03,physics,V40_CPLUS_E7_C11_2T,S10,velocity,Z,2.294073321025504,0.09991673605328841,0.09991673605328841,0.0,0.9934190511703491,0.0038694138638675213,True,True,508
COMMON_B2,common,V40_CPLUS_E7_C11_2T,B2,displacement,Z,6.375692483569607,0.06661115736885893,0.06661115736885893,0.0,0.9971542954444885,0.0,True,True,508
R4_LHS_03,physics,V40_C_E7_C11_2T,S10_HYBRID,displacement,X,1.723568302637165,1.1990008326394608,1.1990008326394608,0.0,0.9998352527618408,-7.270489004440606e-05,True,True,496
R4_LHS_03,physics,V40_C_E7_C11_2T,S10,velocity,X,1.841384881088149,1.9650291423813386,0.13322231473771787,1.8318068276436208,0.594785749912262,-0.49431779980659485,True,True,496
COMMON_B2,common,V40_C_E7_C11_2T,B2,displacement,X,1.773832929090157,1.1990008326394608,1.1990008326394608,0.0,0.9999085664749146,-0.00012829338083975017,True,True,496
R4_LHS_03,physics,V40_C_E7_C11_2T,S10_HYBRID,displacement,Y,3.5748915006148083,0.06661115736885893,0.06661115736885893,0.0,0.9927060008049011,0.0,True,True,496
R4_LHS_03,physics,V40_C_E7_C11_2T,S10,velocity,Y,1.5356336074584922,0.09991673605328841,0.09991673605328841,0.0,0.9848070740699768,0.015679150819778442,True,True,496
COMMON_B2,common,V40_C_E7_C11_2T,B2,displacement,Y,2.6315059556586484,0.06661115736885893,0.06661115736885893,0.0,0.9977249503135681,0.0,True,True,496
R4_LHS_03,physics,V40_C_E7_C11_2T,S10_HYBRID,displacement,Z,4.319481912645527,0.06661115736885893,0.06661115736885893,0.0,0.9960424304008484,0.0,True,True,508
R4_LHS_03,physics,V40_C_E7_C11_2T,S10,velocity,Z,2.185931511536193,0.09991673605328841,0.09991673605328841,0.0,0.9945841431617737,0.002446414902806282,True,True,508
COMMON_B2,common,V40_C_E7_C11_2T,B2,displacement,Z,5.994206745973682,0.06661115736885893,0.06661115736885893,0.0,0.997265100479126,0.0,True,True,508
R4_LHS_03,physics,V52_A_E7_C11_2T,S10_HYBRID,displacement,X,1.5391685829485744,1.1990008326394608,1.1990008326394608,0.0,0.9999673962593079,-0.0002600871375761926,True,True,496
R4_LHS_03,physics,V52_A_E7_C11_2T,S10,velocity,X,2.2691785345715783,0.16652789342214733,1.9650291423813386,1.7985012489591914,0.89077228307724,-0.0060570864006876945,True,True,496
COMMON_B2,common,V52_A_E7_C11_2T,B2,displacement,X,1.6587031355545607,1.1990008326394608,1.1990008326394608,0.0,0.9999755620956421,-7.319240103242919e-05,True,True,496
R4_LHS_03,physics,V52_A_E7_C11_2T,S10_HYBRID,displacement,Y,3.1103520569413075,0.06661115736885893,0.06661115736885893,0.0,0.9898926615715027,0.0,True,True,496
