trial_id,variant,case_id,model,quantity,axis,band_low_hz,band_high_hz,predicted_energy,target_energy,relative_energy_error
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Y,0.5,1.0,3.3564211304825055e-08,1.1327123318498483e-07,0.703682829602368
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Y,1.0,2.0,4.0010310986243777e-07,4.1232314711209196e-07,0.029637039140885568
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Y,2.0,5.0,1.675777070481125e-07,1.392356854089064e-07,0.20355429397263658
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Y,5.0,10.0,1.4922842375260653e-08,4.893430431193419e-09,2.0495666761979985
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Y,10.0,20.0,4.772493700769717e-09,9.499995955384679e-10,4.023679718584118
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Y,0.0,0.5,3.028068587035727e-05,2.9249726560872095e-05,0.03524680161845707
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Y,0.5,1.0,1.13292756071705e-06,1.8992958825701208e-06,0.40350128112531036
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Y,1.0,2.0,3.192680383899723e-06,3.0270750553264232e-06,0.05470803516480429
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Y,2.0,5.0,7.882196381095447e-07,5.353957946353832e-07,0.4722185829762452
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Y,5.0,10.0,9.418311348633741e-06,8.581258476914171e-06,0.09754430238542058
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Y,10.0,20.0,4.818155814913174e-06,5.690971037796249e-06,0.15336841763669573
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Z,0.0,0.5,6.402311337762546e-05,6.541829472396899e-05,0.021327082159974656
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Z,0.5,1.0,1.3831998268571118e-08,1.1098271466421513e-08,0.24632005176848118
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Z,1.0,2.0,2.3477152459304313e-07,2.3020501653320538e-07,0.019836700905164952
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Z,2.0,5.0,5.5256130758020283e-08,3.701707973429377e-08,0.4927198783546745
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Z,5.0,10.0,9.918763202764519e-09,4.86281543850794e-09,1.0397161537777582
R4_LHS_03,control,V40_A_E2_C5_2T,S10_HYBRID,displacement,Z,10.0,20.0,3.901008652012723e-09,3.477660374494447e-10,10.217336461671646
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Z,0.0,0.5,1.7577904663373494e-05,1.6928709777067186e-05,0.03834875160927816
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Z,0.5,1.0,1.323742226611295e-07,1.5632141682679613e-07,0.1531920235357135
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Z,1.0,2.0,2.001781364423352e-06,1.9488711092619854e-06,0.027149181343964317
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Z,2.0,5.0,4.1793059474072043e-07,8.943658023259895e-08,3.672926823161201
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Z,5.0,10.0,1.1621802597600365e-05,1.1419743400294104e-05,0.01769384742051711
R4_LHS_03,control,V40_A_E2_C5_2T,S10,velocity,Z,10.0,20.0,1.0829717076205186e-06,2.057240233893485e-06,0.473580338465911
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,X,0.0,0.5,5.403458863735022e-07,5.519233902398249e-07,0.020976650149383897
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,X,0.5,1.0,1.8182890988967177e-08,1.930486379320399e-08,0.05811865943502731
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,X,1.0,2.0,5.273732283771073e-05,5.2733203385269426e-05,7.811875965896406e-05
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,X,2.0,5.0,4.031504317484784e-06,4.0296099014893984e-06,0.00047012391812050256
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,X,5.0,10.0,3.9806299010668185e-10,3.988646662152626e-10,0.0020098950257681756
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,X,10.0,20.0,1.4238908359209385e-10,8.564822805409443e-11,0.6624872087506883
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,X,0.0,0.5,2.5874976287963344e-07,2.396227639070902e-07,0.079821293522678
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,X,0.5,1.0,3.0926073299984105e-08,4.1108307750528044e-08,0.24769286326103135
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,X,1.0,2.0,7.828552329104693e-08,4.248251128990667e-07,0.8157229388893339
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,X,2.0,5.0,2.469141175062509e-07,3.38365345438141e-07,0.2702736233625585
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,X,5.0,10.0,4.994663924786159e-07,5.697072003975003e-07,0.12329282106646271
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,X,10.0,20.0,4.694624786520313e-08,9.083687877934247e-08,0.4831807466740112
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Y,0.0,0.5,0.00019943490623412934,0.00020078424969580726,0.006720365087013605
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Y,0.5,1.0,7.957805125931756e-08,1.7688264560152002e-07,0.5501082031609227
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Y,1.0,2.0,4.0529187472474857e-07,4.3836000736618197e-07,0.07543601625549315
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Y,2.0,5.0,1.5836975339238278e-07,1.4017971555115026e-07,0.1297622681692142
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Y,5.0,10.0,1.3906217446881013e-08,6.785250958792554e-09,1.0494772457694985
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Y,10.0,20.0,7.780302902539373e-09,1.2669009351055821e-09,5.141208587781941
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Y,0.0,0.5,4.878234872978059e-05,4.570516947123648e-05,0.06732672242864482
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Y,0.5,1.0,1.9393667713032724e-06,2.9864823444814303e-06,0.3506183705097302
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Y,1.0,2.0,3.5074090593569698e-06,4.64603486848244e-06,0.24507474467090817
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Y,2.0,5.0,9.727758659506749e-07,8.080251453151263e-07,0.20389306148547703
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Y,5.0,10.0,1.2573229236995658e-05,1.3215351516806687e-05,0.048589118419923
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Y,10.0,20.0,7.136546739081016e-06,8.992099159258234e-06,0.20635364304971524
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Z,0.0,0.5,0.00010191367844301399,0.00010216983951128017,0.002507208286628438
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Z,0.5,1.0,2.875947511963055e-08,1.6277180894657813e-08,0.7668584815611061
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Z,1.0,2.0,2.3798641114226454e-07,2.4052107929715407e-07,0.010538237073841052
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Z,2.0,5.0,4.857914267356155e-08,3.706340627089637e-08,0.31070367139211874
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Z,5.0,10.0,8.658315487463608e-09,7.978073367083233e-09,0.08526395898876898
R4_LHS_03,control,V40_B_E2_C5_2T,S10_HYBRID,displacement,Z,10.0,20.0,5.355747913113156e-09,4.560659517549313e-10,10.743362758180831
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Z,0.0,0.5,2.717586582209874e-05,2.6439875127350176e-05,0.027836390724373477
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Z,0.5,1.0,2.4514056262202136e-07,2.352796975102412e-07,0.041911245280102996
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Z,1.0,2.0,1.8485697479811943e-06,3.0428587364403067e-06,0.3924891333786508
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Z,2.0,5.0,3.839666070373989e-07,1.3329646901664593e-07,1.8805459729728435
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Z,5.0,10.0,1.770101743956691e-05,1.9544506364111033e-05,0.09432261374118225
R4_LHS_03,control,V40_B_E2_C5_2T,S10,velocity,Z,10.0,20.0,1.8869047822455727e-06,3.233305018628176e-06,0.4164160908499294
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,0.0,0.5,1.2354251481537232e-06,1.2682236755892008e-06,0.025861784531218308
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,0.5,1.0,1.780956034326523e-08,1.824578536550905e-08,0.023908262292092874
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,1.0,2.0,5.2731596449613556e-05,5.271267338814256e-05,0.00035898504580969776
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,2.0,5.0,4.035951361918147e-06,4.038832027021344e-06,0.0007132421165138513
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,5.0,10.0,5.921955772576142e-10,6.286258678954346e-10,0.057952261429814654
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,X,10.0,20.0,2.8670861549452907e-10,8.947399296394459e-11,2.2043793508809233
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,X,0.0,0.5,6.023468028587701e-07,5.432354710908092e-07,0.10881346103792913
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,X,0.5,1.0,2.9688823545027428e-08,3.1083014766930026e-08,0.044853796594592626
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,X,1.0,2.0,1.5649184535330085e-07,2.0154164112793942e-07,0.22352599454144956
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,X,2.0,5.0,4.338262805371228e-07,4.7604886313637557e-07,0.08869379987818
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,X,5.0,10.0,1.0540765284726183e-06,1.1875721617972172e-06,0.11241054448646956
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,X,10.0,20.0,1.1539921295905797e-07,1.6888374350759078e-07,0.3166943687870636
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,0.0,0.5,0.00046108865807279934,0.0004695784687610215,0.018079642174868963
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,0.5,1.0,8.511050366096871e-08,1.1873041778903406e-07,0.2831617605170297
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,1.0,2.0,4.5453584302093315e-07,5.429860108955015e-07,0.16289585016876384
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,2.0,5.0,1.718706932052561e-07,1.4386882807295284e-07,0.19463469263893712
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,5.0,10.0,2.731889511167838e-08,1.3129765821617443e-08,1.0806841098947333
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Y,10.0,20.0,1.8841448248021207e-08,2.3921882330514924e-09,6.876239832509718
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Y,0.0,0.5,0.00011554553021898896,0.00010697551192663365,0.0801119633644084
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Y,0.5,1.0,1.9573373832127375e-06,2.4014951052381e-06,0.1849505006512706
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Y,1.0,2.0,8.215178949604245e-06,1.1390933632370968e-05,0.2787966979055873
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Y,2.0,5.0,2.053911836737119e-06,1.9064810454834706e-06,0.0773313700668139
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Y,5.0,10.0,2.7912647691807014e-05,2.8598539700782098e-05,0.02398346265758202
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Y,10.0,20.0,1.812608837271231e-05,2.0825907748608534e-05,0.12963753649953672
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,0.0,0.5,0.0002335419712822309,0.0002388808048362328,0.02234936188222409
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,0.5,1.0,2.7668786636442887e-08,1.0402310671645004e-08,1.6598692838374334
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,1.0,2.0,2.608142871883819e-07,2.7694539525763426e-07,0.05824652926345309
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,2.0,5.0,5.4195699037789506e-08,3.808542334936631e-08,0.4230037182635453
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,5.0,10.0,1.6344391932946963e-08,1.9568480360256706e-08,0.16475926428389498
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10_HYBRID,displacement,Z,10.0,20.0,1.1789494903037534e-08,8.555977549057899e-10,12.779249460905469
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Z,0.0,0.5,6.494624077927435e-05,6.198478290368468e-05,0.047777175894789296
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Z,0.5,1.0,2.2054747706343624e-07,1.6952405896667884e-07,0.300980394215233
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Z,1.0,2.0,4.160001004927756e-06,7.113900489679441e-06,0.41522923873296835
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Z,2.0,5.0,6.870014840070592e-07,3.269368620698599e-07,1.101327698741602
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Z,5.0,10.0,4.311595342737314e-05,4.957653821062482e-05,0.130315367236898
R4_LHS_03,control,V40_CPLUS_E2_C5_2T,S10,velocity,Z,10.0,20.0,4.966659083975112e-06,7.66695068746096e-06,0.35219890065317416
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,X,0.0,0.5,7.222565124789827e-07,7.867024063848856e-07,0.08191902475810332
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,X,0.5,1.0,1.8478609616644804e-08,2.0220598994813658e-08,0.0861492470433568
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,X,1.0,2.0,5.276487196469077e-05,5.272142257114708e-05,0.0008241316608074728
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,X,2.0,5.0,4.02538659790564e-06,4.035963059543623e-06,0.0026205546190452658
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,X,5.0,10.0,4.5704243828811355e-10,5.132511576646066e-10,0.1095150367166315
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,X,10.0,20.0,1.890732564124392e-10,7.985741368701763e-11,1.3676356105579301
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,X,0.0,0.5,3.4552984921791207e-07,3.418250965508108e-07,0.010838152916459669
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,X,0.5,1.0,4.3495177551234993e-08,5.864362328338158e-08,0.25831360485598354
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,X,1.0,2.0,2.3933454937389977e-07,1.5102940433662654e-07,0.5846884282245568
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,X,2.0,5.0,3.101134633535581e-07,5.25161279207623e-07,0.40948909290977176
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,X,5.0,10.0,7.840151410907052e-07,8.352993131334212e-07,0.06139616211383672
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,X,10.0,20.0,7.292463137470674e-08,1.1643651178577891e-07,0.3736961863914798
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Y,0.0,0.5,0.000283238863861466,0.00028912566700852176,0.020360707535807515
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Y,0.5,1.0,8.511298848985311e-08,2.545753031859973e-07,0.6656667499766542
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Y,1.0,2.0,4.192754913651692e-07,4.692885423920581e-07,0.10657206922624252
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Y,2.0,5.0,1.7396712461008349e-07,1.4150956979249527e-07,0.22936650054962957
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Y,5.0,10.0,2.189775360391823e-08,8.935514198760854e-09,1.450642807657889
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Y,10.0,20.0,1.038551010524851e-08,1.6452991703463845e-09,5.312232019822906
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Y,0.0,0.5,6.80822719689515e-05,6.581252019471036e-05,0.0344881455310622
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Y,0.5,1.0,2.474214293681197e-06,4.2539004062139445e-06,0.41836572147600026
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Y,1.0,2.0,5.891138374527394e-06,6.673213813290209e-06,0.11719622068833647
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Y,2.0,5.0,1.3766253739460855e-06,1.2613109491520444e-06,0.09142426367706138
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Y,5.0,10.0,2.059640373529418e-05,1.8504783418466202e-05,0.113031331927977
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Y,10.0,20.0,1.1992357443854456e-05,1.2563472496597156e-05,0.04545837569170368
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Z,0.0,0.5,0.00014288880727561222,0.00014708934568548356,0.028557734010546336
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Z,0.5,1.0,3.160349300048317e-08,2.2627027316296353e-08,0.39671431685247577
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Z,1.0,2.0,2.44736245346645e-07,2.516019110697012e-07,0.02728781229787316
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Z,2.0,5.0,5.949675316208561e-08,3.7625901332296095e-08,0.5812711737224677
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Z,5.0,10.0,1.3569673191562169e-08,1.2536577474391938e-08,0.082406519584831
R4_LHS_03,control,V40_C_E2_C5_2T,S10_HYBRID,displacement,Z,10.0,20.0,8.198089468359556e-09,5.9447657081822e-10,12.790433249666927
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Z,0.0,0.5,3.9391989535953526e-05,3.8064262392100106e-05,0.03488119985556261
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Z,0.5,1.0,3.0082364519837666e-07,3.387494229243959e-07,0.11195820615311795
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Z,1.0,2.0,3.180433117643714e-06,4.266720855758189e-06,0.254595455113607
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Z,2.0,5.0,4.815783453392334e-07,2.2620355910893973e-07,1.128960071345761
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Z,5.0,10.0,2.9346058618806342e-05,3.1274078775049376e-05,0.06164914305265543
R4_LHS_03,control,V40_C_E2_C5_2T,S10,velocity,Z,10.0,20.0,2.824282953998664e-06,4.7313558721371865e-06,0.403071121614254
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,X,0.0,0.5,2.9980323746744955e-07,2.829534932937382e-07,0.059549518111866415
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,X,0.5,1.0,1.7931558881837974e-08,1.8805038762177704e-08,0.046449246469863543
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,X,1.0,2.0,5.275706977630886e-05,5.275470462778775e-05,4.4832940261887895e-05
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,X,2.0,5.0,4.0185493423414426e-06,4.022734339213804e-06,0.0010403363780614292
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,X,5.0,10.0,2.534251422889998e-10,2.600965219724217e-10,0.025649630501899823
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,X,10.0,20.0,1.510910635780362e-10,1.5074268233392e-10,0.002311098878713697
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,X,0.0,0.5,1.7639898874562812e-07,1.9529934641646052e-07,0.09677634880830001
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,X,0.5,1.0,2.5010813218800364e-08,3.5539847871000506e-08,0.2962599809210644
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,X,1.0,2.0,4.406603033620521e-08,6.432242136831472e-08,0.3149195972601837
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,X,2.0,5.0,1.4429407669638922e-07,3.08103883492358e-07,0.531670698009984
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,X,5.0,10.0,7.92385427750809e-08,1.3768380746551982e-07,0.42448902137657235
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,X,10.0,20.0,1.5011337928545888e-07,2.2759312689995993e-07,0.34043096410621304
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Y,0.0,0.5,0.0001041126944883295,0.0001025802399034663,0.014939081701362017
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Y,0.5,1.0,6.66165471495078e-08,1.1956786540976644e-07,0.4428557629492775
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Y,1.0,2.0,4.0054001676314123e-07,4.1005842920679274e-07,0.023212332110971845
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Y,2.0,5.0,1.5703238187993203e-07,1.4191471488010988e-07,0.10652642337049836
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Y,5.0,10.0,8.716880637602634e-09,2.9023614444346134e-09,2.003375287498247
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Y,10.0,20.0,9.763669538421543e-09,4.474810726652855e-09,1.1819178809658255
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Y,0.0,0.5,3.445554814271678e-05,3.762535440450301e-05,0.08424654895494806
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Y,0.5,1.0,1.641271230859672e-06,2.6955544145932383e-06,0.3911192361860217
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Y,1.0,2.0,2.642190549422663e-06,3.568088614792241e-06,0.2594941340669283
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Y,2.0,5.0,1.0461731096484213e-06,1.3222943711316019e-06,0.20881981161795288
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Y,5.0,10.0,3.862752021605898e-06,4.546265593794028e-06,0.15034615952072275
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Y,10.0,20.0,2.0435944524169262e-05,2.3935913902932945e-05,0.1462225086937174
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Z,0.0,0.5,5.270250972528833e-05,5.131584663563413e-05,0.02702212241571572
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Z,0.5,1.0,3.135374063071258e-08,1.5239940444776236e-08,1.0573401021038529
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Z,1.0,2.0,2.3231763614710012e-07,2.2632777842635115e-07,0.026465411194313962
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Z,2.0,5.0,5.025381761202026e-08,3.7383610304875276e-08,0.3442740602682388
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Z,5.0,10.0,6.041914088107025e-09,1.0326620963882435e-09,4.85081422978411
R4_LHS_03,control,V52_A_E2_C5_2T,S10_HYBRID,displacement,Z,10.0,20.0,5.83132186792519e-09,6.755513539747624e-10,7.6319446088225
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Z,0.0,0.5,2.0697522367444356e-05,2.202795704569247e-05,0.06039755186958102
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Z,0.5,1.0,2.7359875833316263e-07,2.845368430314877e-07,0.0384417166571102
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Z,1.0,2.0,1.0065574318642308e-06,1.287660353815953e-06,0.21830517738523203
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Z,2.0,5.0,1.8671350539875669e-07,2.109045218752706e-07,0.11470126985148535
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Z,5.0,10.0,1.1231983291787713e-06,1.4046207023551474e-06,0.2003547097835816
R4_LHS_03,control,V52_A_E2_C5_2T,S10,velocity,Z,10.0,20.0,2.004661202384568e-06,3.61019682326933e-06,0.4447224623700205
R4_LHS_03,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,X,0.0,0.5,4.200025697792978e-07,4.32610022010165e-07,0.02914276505265748
R4_LHS_03,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,X,0.5,1.0,1.8766337559698135e-08,1.9807223231367197e-08,0.05255081237337144
R4_LHS_03,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,X,1.0,2.0,5.2776148145249964e-05,5.275116489811638e-05,0.00047360560059363097
R4_LHS_03,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,X,2.0,5.0,4.038394099630226e-06,4.015970984812689e-06,0.005583485264792652
R4_LHS_03,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,X,5.0,10.0,2.728658175647652e-10,3.082177854427239e-10,0.1146980140266052
R4_LHS_03,control,V52_B_E2_C5_2T,S10_HYBRID,displacement,X,10.0,20.0,2.3587884876145085e-10,1.3729248495935894e-10,0.7180754564335787
R4_LHS_03,control,V52_B_E2_C5_2T,S10,velocity,X,0.0,0.5,3.041115049894427e-07,2.955805768560443e-07,0.028861599175893007
R4_LHS_03,control,V52_B_E2_C5_2T,S10,velocity,X,0.5,1.0,3.936091466823057e-08,5.570599530182367e-08,0.29341690324412906
R4_LHS_03,control,V52_B_E2_C5_2T,S10,velocity,X,1.0,2.0,5.911813079225197e-08,1.7709829526266066e-07,0.666184642237398
R4_LHS_03,control,V52_B_E2_C5_2T,S10,velocity,X,2.0,5.0,1.822219394896555e-07,3.45555337853076e-07,0.47266929626440024
R4_LHS_03,control,V52_B_E2_C5_2T,S10,velocity,X,5.0,10.0,1.2986569186662585e-07,1.8416518884052345e-07,0.2948412635186874
