epoch,elapsed_s,lr,loss,field_q_loss,field_v_loss,state_q_loss,state_v_loss,physics_loss,effective_physics_weight,data_grad_norm,physics_grad_norm,gradient_cosine,q_task_grad_norm,v_task_grad_norm,q_v_task_gradient_cosine,gradient_norm,peak_vram_GiB,score,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,q_graph_residual_fraction,v_graph_residual_fraction,finite
0,0.6148097000041162,0.0,0.9597660303115845,0.16132332384586334,0.6931833028793335,0.08057481795549393,0.34046298265457153,17.258268356323242,0.0,40.80819320678711,nan,nan,38.94609069824219,12.18208122253418,0.00011329894186928868,0.0,1.5359792709350586,1.6835420765093727,0.25512900948524475,0.14107827842235565,0.046924661844968796,0.7328125238418579,0.7192738652229309,0.4901495575904846,0.09895838051008436,0.3406675458381647,0.29360793948832825,0.8383233465724254,0.0,0.10322239995002747,0.3306938409805298,True
