trial_id,variant,case_id,axis,derivative_vs_velocity_relative_l2,model
R4_LHS_03,physics,V40_CPLUS_E8_C12_2T,Z,0.8541678374638737,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E1_C4_2T,X,0.8983311198240339,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E1_C4_2T,Y,0.7246910382959847,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E1_C4_2T,Z,0.8515336141449167,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E2_C5_2T,X,0.8722061885180549,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E2_C5_2T,Y,0.8116411347570877,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E2_C5_2T,Z,0.9267468245886168,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E3_C6_1T,X,0.8425738845205978,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E3_C6_1T,Y,0.9187868876725848,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E3_C6_1T,Z,0.8883366632616266,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E4_C7_1T,X,0.8464920921580731,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E4_C7_1T,Y,0.9564014876882472,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E4_C7_1T,Z,0.9110554873492716,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E5_C9_1T,X,0.854769792043145,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E5_C9_1T,Y,0.9720641301127588,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E5_C9_1T,Z,0.9370263598479036,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E6_C10_1T,X,0.8673639558224153,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E6_C10_1T,Y,1.0376322065265275,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E6_C10_1T,Z,0.9167307228511852,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E7_C11_2T,X,0.8944113167538713,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E7_C11_2T,Y,0.8042746957873403,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E7_C11_2T,Z,0.873783828895374,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E8_C12_2T,X,0.8398898213082817,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E8_C12_2T,Y,0.7179663218459377,R4_LHS_03-physics
R4_LHS_03,physics,V40_C_E8_C12_2T,Z,0.849366342802744,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E1_C4_2T,X,0.9177243013024852,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E1_C4_2T,Y,0.7131144710618927,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E1_C4_2T,Z,0.720872908789636,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E2_C5_2T,X,0.9183384889109304,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E2_C5_2T,Y,0.7607855930956482,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E2_C5_2T,Z,0.7915644187571966,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E3_C6_1T,X,0.8633759754205174,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E3_C6_1T,Y,0.8683059456670644,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E3_C6_1T,Z,0.6814866164691309,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E4_C7_1T,X,0.8610452481369602,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E4_C7_1T,Y,0.9246755417822168,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E4_C7_1T,Z,0.706270956865215,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E5_C9_1T,X,0.8941991051259869,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E5_C9_1T,Y,0.946113793033176,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E5_C9_1T,Z,0.7442433397162665,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E6_C10_1T,X,0.8225476294162251,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E6_C10_1T,Y,0.8961893151903851,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E6_C10_1T,Z,0.6200442482787059,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E7_C11_2T,X,0.9692193251753604,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E7_C11_2T,Y,0.8508166791094864,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E7_C11_2T,Z,0.9140130235260902,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E8_C12_2T,X,0.9543745765374044,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E8_C12_2T,Y,0.7373397815808398,R4_LHS_03-physics
R4_LHS_03,physics,V52_A_E8_C12_2T,Z,0.7715801276653607,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E1_C4_2T,X,0.914835740877226,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E1_C4_2T,Y,0.7211519202618183,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E1_C4_2T,Z,0.7168658359459731,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E2_C5_2T,X,0.9330617050870122,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E2_C5_2T,Y,0.7400153696505798,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E2_C5_2T,Z,0.7518192516575696,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E3_C6_1T,X,0.804890426296496,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E3_C6_1T,Y,0.8530803563560837,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E3_C6_1T,Z,0.6300542717162004,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E4_C7_1T,X,0.8634765577135837,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E4_C7_1T,Y,0.9685070781757964,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E4_C7_1T,Z,0.8232641244345145,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E5_C9_1T,X,0.934876891698682,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E5_C9_1T,Y,0.936677115794539,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E5_C9_1T,Z,0.8403787648709569,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E6_C10_1T,X,0.7882106030497341,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E6_C10_1T,Y,0.8398067561389948,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E6_C10_1T,Z,0.6049144258285865,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E7_C11_2T,X,0.9293996388395968,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E7_C11_2T,Y,0.7501870605808205,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E7_C11_2T,Z,0.7618410030387358,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E8_C12_2T,X,0.9221942405348708,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E8_C12_2T,Y,0.7303690550439816,R4_LHS_03-physics
R4_LHS_03,physics,V52_B_E8_C12_2T,Z,0.7341015256383566,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E1_C4_2T,X,0.906719182204934,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E1_C4_2T,Y,0.7012188109371059,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E1_C4_2T,Z,0.7232541502335366,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E2_C5_2T,X,0.916558917159632,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E2_C5_2T,Y,0.6748116931536017,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E2_C5_2T,Z,0.6830299395730856,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E3_C6_1T,X,0.7986130078408472,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E3_C6_1T,Y,0.8932908617824824,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E3_C6_1T,Z,0.8702886823676276,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E4_C7_1T,X,0.8545137802599477,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E4_C7_1T,Y,1.0039341282529255,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E4_C7_1T,Z,1.0351304142848037,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,X,0.8779235116704992,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,Y,0.9753823263313116,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E5_C9_1T,Z,0.985940168993234,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,X,0.8340155466077398,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,Y,0.9733905118459262,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E6_C10_1T,Z,0.998428577570036,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,X,0.9285088142065286,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,Y,0.7394023277636118,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E7_C11_2T,Z,0.760997317007354,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,X,0.9044870202082608,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,Y,0.6582527746386533,R4_LHS_03-physics
R4_LHS_03,physics,V52_CPLUS_E8_C12_2T,Z,0.6362215671335412,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E1_C4_2T,X,0.9143837402194284,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E1_C4_2T,Y,0.7311881190842869,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E1_C4_2T,Z,0.7337896817646318,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E2_C5_2T,X,0.913734033951576,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E2_C5_2T,Y,0.6721859105023419,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E2_C5_2T,Z,0.6736576844694022,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E3_C6_1T,X,0.798678869559295,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E3_C6_1T,Y,0.8888884138447966,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E3_C6_1T,Z,0.7667220153560599,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E4_C7_1T,X,0.8639743183397954,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E4_C7_1T,Y,0.9665719130080604,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E4_C7_1T,Z,0.8805665284225819,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E5_C9_1T,X,0.9001026861920146,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E5_C9_1T,Y,1.0116926078838933,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E5_C9_1T,Z,0.9967256981057196,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E6_C10_1T,X,0.8186163422197088,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E6_C10_1T,Y,0.8561757276193732,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E6_C10_1T,Z,0.7732519646023419,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E7_C11_2T,X,0.9139402332336516,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E7_C11_2T,Y,0.7385395787095069,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E7_C11_2T,Z,0.779056930698323,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E8_C12_2T,X,0.9242736761829332,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E8_C12_2T,Y,0.7152437978662173,R4_LHS_03-physics
R4_LHS_03,physics,V52_C_E8_C12_2T,Z,0.7367240731121741,R4_LHS_03-physics
COMMON_FEM,common,BASE_C1_0T,X,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C1_0T,Y,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C1_0T,Z,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C2_0T,X,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C2_0T,Y,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C2_0T,Z,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C3_0T,X,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C3_0T,Y,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C3_0T,Z,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C8_0T,X,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C8_0T,Y,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,BASE_C8_0T,Z,,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E1_C4_2T,X,0.2773025601726855,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E1_C4_2T,Y,0.2797354655273542,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E1_C4_2T,Z,0.2425548863898342,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E1_C4_2T,X,0.2739645610791885,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E1_C4_2T,Y,0.2748031501506096,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E1_C4_2T,Z,0.2455955338507469,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E1_C4_2T,X,0.2792691982588475,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E1_C4_2T,Y,0.2783562038428923,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E1_C4_2T,Z,0.2505828134442751,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E1_C4_2T,X,0.2808558901000967,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E1_C4_2T,Y,0.2764079866194489,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E1_C4_2T,Z,0.2521143288876125,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E1_C4_2T,X,0.3393880922124302,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E1_C4_2T,Y,0.3116185110932905,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E1_C4_2T,Z,0.2247877945164199,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E1_C4_2T,X,0.3390894974891429,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E1_C4_2T,Y,0.3102116179501045,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E1_C4_2T,Z,0.2227853561046467,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E1_C4_2T,X,0.3465127151998475,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E1_C4_2T,Y,0.3139788765817397,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E1_C4_2T,Z,0.2181386827143002,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E1_C4_2T,X,0.3364074849754714,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E1_C4_2T,Y,0.3118042107027322,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E1_C4_2T,Z,0.2210866355611207,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E2_C5_2T,X,0.6231822549362905,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E2_C5_2T,Y,0.2773005141811303,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E2_C5_2T,Z,0.2473923589151875,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E2_C5_2T,X,0.4791302541418472,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E2_C5_2T,Y,0.277633918878526,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E2_C5_2T,Z,0.2469941012157292,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E2_C5_2T,X,0.4351378162184862,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E2_C5_2T,Y,0.2785949221804202,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E2_C5_2T,Z,0.2460103655452334,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E2_C5_2T,X,0.4869411218477881,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E2_C5_2T,Y,0.2720179505209473,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E2_C5_2T,Z,0.2463172104371427,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E2_C5_2T,X,0.7028334142975687,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E2_C5_2T,Y,0.3159187892301833,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E2_C5_2T,Z,0.2200141357026011,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E2_C5_2T,X,0.5613328422584568,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E2_C5_2T,Y,0.3135407450170032,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E2_C5_2T,Z,0.2251192724392066,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E2_C5_2T,X,0.4892805905635057,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E2_C5_2T,Y,0.3092589969129378,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E2_C5_2T,Z,0.2153007908116765,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E2_C5_2T,X,0.5407499798305884,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E2_C5_2T,Y,0.3122379369749024,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E2_C5_2T,Z,0.2222142501874217,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E3_C6_1T,X,0.244064387791668,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E3_C6_1T,Y,0.2935344202332273,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E3_C6_1T,Z,0.1731005210557972,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E3_C6_1T,X,0.2521623988409008,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E3_C6_1T,Y,0.3244420485316993,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E3_C6_1T,Z,0.2166296143576499,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E3_C6_1T,X,0.2398106583715444,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E3_C6_1T,Y,0.3152041510403604,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E3_C6_1T,Z,0.2398312330884783,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E3_C6_1T,X,0.2483094131904464,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E3_C6_1T,Y,0.3134659060673015,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E3_C6_1T,Z,0.2288900301039957,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E3_C6_1T,X,0.3231880510361588,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E3_C6_1T,Y,0.364098077007211,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E3_C6_1T,Z,0.1807271388766811,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E3_C6_1T,X,0.2905846248998314,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E3_C6_1T,Y,0.3487773271746403,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E3_C6_1T,Z,0.1874748890607163,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E3_C6_1T,X,0.2809639779000454,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E3_C6_1T,Y,0.3516991776428601,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E3_C6_1T,Z,0.2388902219952099,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E3_C6_1T,X,0.2985342168068541,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E3_C6_1T,Y,0.3474141690703797,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E3_C6_1T,Z,0.2075128485235014,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E4_C7_1T,X,0.6722871136619366,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E4_C7_1T,Y,0.286191169678676,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E4_C7_1T,Z,0.1506019192305865,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E4_C7_1T,X,0.5895971029986717,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E4_C7_1T,Y,0.2945683005899592,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E4_C7_1T,Z,0.1719983993577115,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E4_C7_1T,X,0.4564866678834792,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E4_C7_1T,Y,0.3157489689203889,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E4_C7_1T,Z,0.2298316879692247,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E4_C7_1T,X,0.5041802529638745,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E4_C7_1T,Y,0.3067837138536415,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E4_C7_1T,Z,0.215841213914137,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E4_C7_1T,X,0.5692103683495022,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E4_C7_1T,Y,0.3432645963936713,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E4_C7_1T,Z,0.1574340964349609,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E4_C7_1T,X,0.57883956694088,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E4_C7_1T,Y,0.3524809702173425,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E4_C7_1T,Z,0.1844715944199696,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E4_C7_1T,X,0.4499795205881596,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E4_C7_1T,Y,0.3470365650855386,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E4_C7_1T,Z,0.2119849653871688,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E4_C7_1T,X,0.4674594612069142,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E4_C7_1T,Y,0.3539785614254626,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E4_C7_1T,Z,0.2072927745034726,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E5_C9_1T,X,0.5218077638139278,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E5_C9_1T,Y,0.2889637705316615,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E5_C9_1T,Z,0.1532512052028321,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E5_C9_1T,X,0.5090958068206605,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E5_C9_1T,Y,0.3043162963330788,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E5_C9_1T,Z,0.1856402794414431,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E5_C9_1T,X,0.3889075540084574,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E5_C9_1T,Y,0.3176385285784703,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E5_C9_1T,Z,0.2310081511422335,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E5_C9_1T,X,0.4576679016042487,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E5_C9_1T,Y,0.3118707659604841,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E5_C9_1T,Z,0.2184974113697834,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E5_C9_1T,X,0.5792034819387368,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E5_C9_1T,Y,0.3502641401504481,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E5_C9_1T,Z,0.1653077937700186,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E5_C9_1T,X,0.5380869465015339,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E5_C9_1T,Y,0.3467476215588652,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E5_C9_1T,Z,0.1799940146679519,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E5_C9_1T,X,0.4422450653085806,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E5_C9_1T,Y,0.3515568171921344,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E5_C9_1T,Z,0.2176702557071108,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E5_C9_1T,X,0.538777056731104,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E5_C9_1T,Y,0.3538448191919469,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E5_C9_1T,Z,0.195933450049059,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E6_C10_1T,X,0.2514484073665115,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E6_C10_1T,Y,0.3010657910882506,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E6_C10_1T,Z,0.180279594974994,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E6_C10_1T,X,0.2551981485205145,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E6_C10_1T,Y,0.3226274286167135,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E6_C10_1T,Z,0.2150030470891058,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E6_C10_1T,X,0.2477825522807994,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E6_C10_1T,Y,0.3146389524480063,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E6_C10_1T,Z,0.2479998807482219,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E6_C10_1T,X,0.2521631699826038,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E6_C10_1T,Y,0.3224615094988178,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E6_C10_1T,Z,0.2350120482025367,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E6_C10_1T,X,0.3122483063165952,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E6_C10_1T,Y,0.3437589941753721,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E6_C10_1T,Z,0.182369988373078,FEM/COMSOL saved-grid floor
