trial_id,seed,observation_node_zero_based,X_m,Y_m,Z_m,axis,node_relative_l2
R4_LHS_03,20260813,13,-8.336,-10.7059878578575,-32.9457178038332,Y,0.04199464001939531
R4_LHS_03,20260813,13,-8.336,-10.7059878578575,-32.9457178038332,Z,0.028304674120803043
R4_LHS_03,20260813,14,-8.336,-9.310524288256177,-110.40064703722899,X,0.033395987433014016
R4_LHS_03,20260813,14,-8.336,-9.310524288256177,-110.40064703722899,Y,0.02986463257375656
R4_LHS_03,20260813,14,-8.336,-9.310524288256177,-110.40064703722899,Z,0.033526791513239784
R4_LHS_03,20260813,15,-8.336,-9.310524288256168,-101.23229133489698,X,0.014089432730091526
R4_LHS_03,20260813,15,-8.336,-9.310524288256168,-101.23229133489698,Y,0.02813154349265729
R4_LHS_03,20260813,15,-8.336,-9.310524288256168,-101.23229133489698,Z,0.02868953513287874
R4_LHS_03,20260813,16,-8.336,-9.31052428825619,-24.5993529627705,X,0.030797901452390655
R4_LHS_03,20260813,16,-8.336,-9.31052428825619,-24.5993529627705,Y,0.04101414113885816
R4_LHS_03,20260813,16,-8.336,-9.31052428825619,-24.5993529627705,Z,0.028496947091604805
R4_LHS_03,20260813,17,-8.336,-8.989695145484234,-35.0709448472531,X,0.011547955095798259
R4_LHS_03,20260813,17,-8.336,-8.989695145484234,-35.0709448472531,Y,0.03496150935664487
R4_LHS_03,20260813,17,-8.336,-8.989695145484234,-35.0709448472531,Z,0.025730122487362974
R4_LHS_03,20260813,18,-8.336,-8.568745437008007,-111.13546752651,X,0.03212126665121756
R4_LHS_03,20260813,18,-8.336,-8.568745437008007,-111.13546752651,Y,0.02924750653368272
R4_LHS_03,20260813,18,-8.336,-8.568745437008007,-111.13546752651,Z,0.034167991937020456
R4_LHS_03,20260813,19,-8.336,-8.568745437008038,-23.86453247349038,X,0.028790794920273595
R4_LHS_03,20260813,19,-8.336,-8.568745437008038,-23.86453247349038,Y,0.040979376244852504
R4_LHS_03,20260813,19,-8.336,-8.568745437008038,-23.86453247349038,Z,0.02483124967893172
R4_LHS_03,20260813,20,-8.335999999999995,-8.482926297179732,-97.87051554069468,X,0.012689419885888755
R4_LHS_03,20260813,20,-8.335999999999995,-8.482926297179732,-97.87051554069468,Y,0.023164644791746583
R4_LHS_03,20260813,20,-8.335999999999995,-8.482926297179732,-97.87051554069468,Z,0.026047780856837274
R4_LHS_03,20260813,21,-8.335999999999999,-8.092092775020351,-92.49761058463798,X,0.013092629617406013
R4_LHS_03,20260813,21,-8.335999999999999,-8.092092775020351,-92.49761058463798,Y,0.02157539304221106
R4_LHS_03,20260813,21,-8.335999999999999,-8.092092775020351,-92.49761058463798,Z,0.027442462927506635
R4_LHS_03,20260813,22,-8.335999999999999,-8.092092775020351,-86.137610584638,X,0.012902674505207615
R4_LHS_03,20260813,22,-8.335999999999999,-8.092092775020351,-86.137610584638,Y,0.021711660851586993
R4_LHS_03,20260813,22,-8.335999999999999,-8.092092775020351,-86.137610584638,Z,0.025537235317491414
R4_LHS_03,20260813,23,-8.336000000000004,-8.092092775020351,-78.71761058463801,X,0.012565807796165581
R4_LHS_03,20260813,23,-8.336000000000004,-8.092092775020351,-78.71761058463801,Y,0.022160642614659855
R4_LHS_03,20260813,23,-8.336000000000004,-8.092092775020351,-78.71761058463801,Z,0.025889085558051517
R4_LHS_03,20260813,24,-8.336,-8.09209277502036,-70.352610584638,X,0.013835362478867335
R4_LHS_03,20260813,24,-8.336,-8.09209277502036,-70.352610584638,Y,0.02244173726728684
R4_LHS_03,20260813,24,-8.336,-8.09209277502036,-70.352610584638,Z,0.02400732809315734
R4_LHS_03,20260813,25,-8.336,-8.09209277502036,-63.992610584638,X,0.013633874646436393
R4_LHS_03,20260813,25,-8.336,-8.09209277502036,-63.992610584638,Y,0.02314330319342524
R4_LHS_03,20260813,25,-8.336,-8.09209277502036,-63.992610584638,Z,0.02380469030618556
R4_LHS_03,20260813,26,-8.336,-8.09209277502036,-58.577610584638,X,0.013566830295106693
R4_LHS_03,20260813,26,-8.336,-8.09209277502036,-58.577610584638,Y,0.02374577827250648
R4_LHS_03,20260813,26,-8.336,-8.09209277502036,-58.577610584638,Z,0.024565887962871708
R4_LHS_03,20260813,27,-8.336,-8.09209277502036,-50.21261058463801,X,0.011830107031167516
R4_LHS_03,20260813,27,-8.336,-8.09209277502036,-50.21261058463801,Y,0.02468154534581385
