trial_context,seed,case_id,axis,model,frequency_hz,target_psd,predicted_psd,coherence,phase_rad
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.496253122397978,1.0960323620912149e-10,2.6217389370586375e-11,0.27680802543792615,-0.9522264099538025
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.529558701082408,1.1414755252125985e-10,3.3620738137951633e-11,0.2940690890636971,-1.3840505851000047
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.562864279766837,1.2542279714811144e-10,3.672451578951019e-11,0.3539413040524018,-1.1961398147276112
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.596169858451266,2.6760141325077313e-10,4.49146796144273e-11,0.4160931279617583,-0.9750744999447631
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.629475437135696,4.857164115357193e-10,8.568202397585267e-11,0.4782449518711147,-0.754009185161915
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.6627810158201255,5.613137732396467e-10,2.2993339177102e-10,0.5403967757804712,-0.5329438703790669
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.696086594504555,7.299907900382152e-10,5.672129432809925e-10,0.5898108837705768,-0.350224324277943
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.729392173188984,1.1851520875794108e-09,1.0311560494358218e-09,0.6025558095689022,-0.2778941122605644
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.7626977518734135,1.2787517711387864e-09,1.2412462169208993e-09,0.6153007353672278,-0.2055639002431839
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.796003330557843,8.468934442618092e-10,9.973600834101148e-10,0.6280456611655535,-0.1332336882258034
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.829308909242273,1.9948652452139726e-10,5.593691065897133e-10,0.6407905869638792,-0.0609034762084229
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.862614487926702,1.0213174056472596e-10,3.129258241418853e-10,0.5961759544158346,0.22657459552441594
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.895920066611132,1.97993593742396e-10,1.9840858123121308e-10,0.5076515909957431,0.6787520633152871
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.929225645295561,1.6817446046868412e-10,1.5826762123083427e-10,0.419127227575654,1.1309295311061462
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.96253122397999,8.226577752346032e-11,1.4233839107369306e-10,0.33060286415556256,1.5831069988970174
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.99583680266442,3.389334993220139e-11,1.1424243495650188e-10,0.2420785007354711,2.0352844666878886
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,5.02914238134885,9.992076610565448e-12,7.793089784602358e-11,0.2302662112457766,2.0044387371514247
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,5.062447960033279,7.89376897181171e-12,6.603256830217674e-11,0.22941278946042357,1.904589693711062
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,5.095753538717709,1.5209510734193188e-11,5.7743844428248536e-11,0.22855936767507054,1.8047406502706993
