trial_id,axis,paired_mean_difference,ci95_low,ci95_high,probability_improvement,case_count
R4_LHS_03,X,0.005888161148267307,0.0023483213494178853,0.00972425704556079,0.0001,68
R4_LHS_03,Y,0.009309865139159573,0.007460776952024588,0.011083133553085987,0.0,68
R4_LHS_03,Z,-0.007758028282106986,-0.009533007970224378,-0.005962351442816527,1.0,68
