trial_id,variant,quantity,view,model,axis,case_count,pooled_relative_l2,mean_relative_l2,median_relative_l2,p90_relative_l2,worst_relative_l2,mean_rmse,mean_mae,mean_nrmse,mean_r2,mean_peak_amplitude_relative_error,mean_peak_time_abs_error_s,seed,case_mean_relative_l2,case_median_relative_l2,case_p90_relative_l2,case_worst_relative_l2
R4_LHS_03,physics,total_displacement,total,R4_LHS_03,X,68,0.0199960605457061,0.0615005526941892,0.0328202397969022,0.1265087644210564,0.3819923878453377,0.0001041303908142,5.362828989559732e-05,0.0050969821843396,0.9910923503327445,0.0173490023771637,0.1911764705882353,20260813,0.0615005526941892,0.0328202397969022,0.1265087644210564,0.3819923878453377
R4_LHS_03,physics,total_displacement,total,R4_LHS_03,Y,68,0.0342411899819672,0.0329324214834703,0.0346357459431076,0.0428746528416704,0.0491593984228299,0.0007698989660608,0.0003881860906866,0.0049505102500114,0.998610815709291,0.039878113095781,0.4102941176470591,20260813,0.0329324214834703,0.0346357459431076,0.0428746528416704,0.0491593984228299
R4_LHS_03,physics,total_displacement,total,R4_LHS_03,Z,68,0.0288335960039827,0.032195385177254,0.0306700692657836,0.047362187188576,0.0641828557423997,0.0005878561699217,0.000365414786662,0.0080767492644588,0.9958822720301764,0.0250517732700659,0.2955882352941175,20260813,0.032195385177254,0.0306700692657836,0.047362187188576,0.0641828557423997
