feature,fold,repeat,delta_MAE,baseline_MAE
state_loss_weight,1,12,-0.0023064197286341015,0.10352227176067946
state_loss_weight,1,13,-0.006998481967170608,0.10352227176067946
state_loss_weight,1,14,-0.007291107697491833,0.10352227176067946
state_loss_weight,1,15,-0.0023064197286341015,0.10352227176067946
state_loss_weight,1,16,-0.0034438709423507963,0.10352227176067946
state_loss_weight,1,17,-0.003473370945900639,0.10352227176067946
state_loss_weight,1,18,-0.003000241715828078,0.10352227176067946
state_loss_weight,1,19,-0.004278238923631897,0.10352227176067946
state_loss_weight,1,20,-0.007508189160557649,0.10352227176067946
state_loss_weight,1,21,-0.0004180692023907362,0.10352227176067946
state_loss_weight,1,22,0.00017351347065261424,0.10352227176067946
state_loss_weight,1,23,-0.007849590492609665,0.10352227176067946
state_loss_weight,1,24,-0.007248007915573673,0.10352227176067946
state_loss_weight,1,25,-0.0036891383995149435,0.10352227176067946
state_loss_weight,1,26,-0.00456006160671657,0.10352227176067946
state_loss_weight,1,27,-0.002301606473593454,0.10352227176067946
state_loss_weight,1,28,-0.007185268508965559,0.10352227176067946
state_loss_weight,1,29,-0.004428993230734535,0.10352227176067946
equilibrium_loss_weight,1,0,-0.004019012624731283,0.10352227176067946
equilibrium_loss_weight,1,1,-0.003969080447952467,0.10352227176067946
equilibrium_loss_weight,1,2,-0.0032257383353803404,0.10352227176067946
equilibrium_loss_weight,1,3,-0.006671495516412579,0.10352227176067946
equilibrium_loss_weight,1,4,-0.00048488908280083787,0.10352227176067946
equilibrium_loss_weight,1,5,-0.000547430223951928,0.10352227176067946
equilibrium_loss_weight,1,6,-0.006940701215382095,0.10352227176067946
equilibrium_loss_weight,1,7,-0.003566235496607978,0.10352227176067946
equilibrium_loss_weight,1,8,-0.0032986914234123255,0.10352227176067946
equilibrium_loss_weight,1,9,-0.0004208762015400769,0.10352227176067946
equilibrium_loss_weight,1,10,-0.004317938006841687,0.10352227176067946
equilibrium_loss_weight,1,11,-0.007097170628510868,0.10352227176067946
equilibrium_loss_weight,1,12,-0.0012755749242180925,0.10352227176067946
equilibrium_loss_weight,1,13,-0.004277324243291386,0.10352227176067946
equilibrium_loss_weight,1,14,-0.0007054444015979766,0.10352227176067946
equilibrium_loss_weight,1,15,-0.0028470282375739897,0.10352227176067946
equilibrium_loss_weight,1,16,-0.0005300635017782829,0.10352227176067946
equilibrium_loss_weight,1,17,-0.000977692111136158,0.10352227176067946
equilibrium_loss_weight,1,18,-0.003541131909615497,0.10352227176067946
equilibrium_loss_weight,1,19,-0.004338207156686008,0.10352227176067946
equilibrium_loss_weight,1,20,-0.00341017765554541,0.10352227176067946
equilibrium_loss_weight,1,21,-0.000899654079679929,0.10352227176067946
equilibrium_loss_weight,1,22,-0.004384347804076927,0.10352227176067946
equilibrium_loss_weight,1,23,4.952822380957511e-05,0.10352227176067946
equilibrium_loss_weight,1,24,-0.0014597271797746336,0.10352227176067946
equilibrium_loss_weight,1,25,-0.003800493459600651,0.10352227176067946
equilibrium_loss_weight,1,26,-0.0036898173899830022,0.10352227176067946
equilibrium_loss_weight,1,27,-0.007723659384478915,0.10352227176067946
equilibrium_loss_weight,1,28,-0.004736711785111564,0.10352227176067946
equilibrium_loss_weight,1,29,-0.004459993830249087,0.10352227176067946
gradient_clip,1,0,0.0018091955953157268,0.10352227176067946
gradient_clip,1,1,-0.0003920916753331338,0.10352227176067946
gradient_clip,1,2,0.0016673031195737764,0.10352227176067946
gradient_clip,1,3,-0.0024448264407815473,0.10352227176067946
gradient_clip,1,4,0.00026968067133398277,0.10352227176067946
gradient_clip,1,5,0.00172683752215598,0.10352227176067946
gradient_clip,1,6,0.0018875626809605889,0.10352227176067946
gradient_clip,1,7,0.00033697250013564606,0.10352227176067946
gradient_clip,1,8,0.0014086977050830063,0.10352227176067946
gradient_clip,1,9,-0.00032479984653147054,0.10352227176067946
gradient_clip,1,10,-0.0003920916753331338,0.10352227176067946
gradient_clip,1,11,-0.002186221026290777,0.10352227176067946
gradient_clip,1,12,-0.001722422294771278,0.10352227176067946
gradient_clip,1,13,0.00026968067133398277,0.10352227176067946
gradient_clip,1,14,0.00172683752215598,0.10352227176067946
gradient_clip,1,15,-0.0003258972432924334,0.10352227176067946
gradient_clip,1,16,-0.0003920916753331338,0.10352227176067946
gradient_clip,1,17,0.0020638100222916123,0.10352227176067946
gradient_clip,1,18,-0.0005683390166641711,0.10352227176067946
gradient_clip,1,19,0.0019470970835427925,0.10352227176067946
gradient_clip,1,20,0.00026968067133398277,0.10352227176067946
gradient_clip,1,21,-0.0002091843045436137,0.10352227176067946
gradient_clip,1,22,0.0014237639494410897,0.10352227176067946
gradient_clip,1,23,-0.0005683390166641711,0.10352227176067946
gradient_clip,1,24,0.00033697250013564606,0.10352227176067946
gradient_clip,1,25,-0.0003854316458746232,0.10352227176067946
gradient_clip,1,26,-0.0003258972432924334,0.10352227176067946
gradient_clip,1,27,-6.729182880166329e-05,0.10352227176067946
gradient_clip,1,28,-0.0020593947949069102,0.10352227176067946
gradient_clip,1,29,-0.0024448264407815473,0.10352227176067946
scheduler,1,0,0.011623115617862945,0.10352227176067946
scheduler,1,1,0.015056279047384866,0.10352227176067946
scheduler,1,2,0.01539971317876361,0.10352227176067946
scheduler,1,3,0.015112281994240861,0.10352227176067946
scheduler,1,4,0.01539971317876361,0.10352227176067946
scheduler,1,5,0.010730972754116067,0.10352227176067946
scheduler,1,6,0.022107785289151693,0.10352227176067946
scheduler,1,7,0.011377196449650157,0.10352227176067946
scheduler,1,8,0.002842942680843813,0.10352227176067946
scheduler,1,9,0.011377196449650157,0.10352227176067946
scheduler,1,10,0.014758736914645243,0.10352227176067946
scheduler,1,11,0.02240046390509015,0.10352227176067946
scheduler,1,12,0.015056279047384866,0.10352227176067946
scheduler,1,13,0.015056279047384866,0.10352227176067946
scheduler,1,14,0.014410055351850776,0.10352227176067946
scheduler,1,15,0.013512665056688175,0.10352227176067946
scheduler,1,16,-0.00035354507959561854,0.10352227176067946
scheduler,1,17,0.015056279047384866,0.10352227176067946
scheduler,1,18,-0.0007022266423900858,0.10352227176067946
scheduler,1,19,0.011023267455439995,0.10352227176067946
scheduler,1,20,0.010730972754116067,0.10352227176067946
scheduler,1,21,0.01161786818644725,0.10352227176067946
scheduler,1,22,0.014410055351850776,0.10352227176067946
scheduler,1,23,0.010669722375844362,0.10352227176067946
scheduler,1,24,0.02264638307330294,0.10352227176067946
scheduler,1,25,0.015107034562825153,0.10352227176067946
scheduler,1,26,0.0033255375181390767,0.10352227176067946
scheduler,1,27,0.011915794233801416,0.10352227176067946
scheduler,1,28,0.0033815404649950864,0.10352227176067946
scheduler,1,29,0.015107034562825153,0.10352227176067946
width,2,0,-0.01015350241138252,0.11381270291231335
width,2,1,-0.010406837602924407,0.11381270291231335
width,2,2,-0.0007326712020853665,0.11381270291231335
width,2,3,-0.007607016419162227,0.11381270291231335
width,2,4,-0.013006721983420094,0.11381270291231335
width,2,5,-0.0076404395213381104,0.11381270291231335
width,2,6,0.010631357404773972,0.11381270291231335
width,2,7,0.00013856925004056275,0.11381270291231335
width,2,8,-0.007504812158295238,0.11381270291231335
width,2,9,-0.002473903767505864,0.11381270291231335
width,2,10,-0.0009282199453276296,0.11381270291231335
width,2,11,-0.0004973999665318363,0.11381270291231335
width,2,12,-0.006851076299977693,0.11381270291231335
width,2,13,-0.007942760239742302,0.11381270291231335
width,2,14,-0.0001611100493265627,0.11381270291231335
width,2,15,0.01051633686547064,0.11381270291231335
width,2,16,-0.012367131413400304,0.11381270291231335
width,2,17,-0.007743908343482153,0.11381270291231335
width,2,18,0.00054652048056264,0.11381270291231335
width,2,19,-0.0009898086990396682,0.11381270291231335
width,2,20,-0.005562172760656098,0.11381270291231335
width,2,21,-0.006985990287915023,0.11381270291231335
width,2,22,-0.00908162607162899,0.11381270291231335
width,2,23,-0.007543430066170892,0.11381270291231335
width,2,24,-0.00852663426582842,0.11381270291231335
width,2,25,-0.005628619715559946,0.11381270291231335
width,2,26,0.01031243834321277,0.11381270291231335
width,2,27,-0.012303930201644525,0.11381270291231335
width,2,28,-0.0008234632088487404,0.11381270291231335
width,2,29,-0.00513548119508471,0.11381270291231335
graph_depth,2,0,-0.0007050454541547291,0.11381270291231335
graph_depth,2,1,-0.00041051766468547246,0.11381270291231335
graph_depth,2,2,-0.00014520112887962677,0.11381270291231335
graph_depth,2,3,-0.0005365062615698968,0.11381270291231335
graph_depth,2,4,-0.0004458498093092428,0.11381270291231335
graph_depth,2,5,0.0005940115635814924,0.11381270291231335
graph_depth,2,6,-0.0006297940979124311,0.11381270291231335
graph_depth,2,7,0.0005893604035798194,0.11381270291231335
graph_depth,2,8,0.0,0.11381270291231335
graph_depth,2,9,0.0007294093806884394,0.11381270291231335
graph_depth,2,10,-0.0001953023486448019,0.11381270291231335
graph_depth,2,11,-0.00014520112887962677,0.11381270291231335
graph_depth,2,12,-0.0004959510290744179,0.11381270291231335
graph_depth,2,13,0.001278797772789192,0.11381270291231335
graph_depth,2,14,-0.0002619151106092732,0.11381270291231335
graph_depth,2,15,-0.0001521704481677183,0.11381270291231335
graph_depth,2,16,0.000725287138022418,0.11381270291231335
graph_depth,2,17,0.0010565728340358183,0.11381270291231335
graph_depth,2,18,6.179155390501068e-06,0.11381270291231335
graph_depth,2,19,0.0007684190384995293,0.11381270291231335
graph_depth,2,20,-0.00031322481477122355,0.11381270291231335
graph_depth,2,21,-0.0004114913114998259,0.11381270291231335
graph_depth,2,22,-0.0002593208633321076,0.11381270291231335
graph_depth,2,23,-0.0007111663451150885,0.11381270291231335
graph_depth,2,24,0.0010953642865763336,0.11381270291231335
graph_depth,2,25,-0.0005365062615698968,0.11381270291231335
graph_depth,2,26,-4.3131900477083596e-05,0.11381270291231335
graph_depth,2,27,-1.1868862431943517e-05,0.11381270291231335
graph_depth,2,28,0.0007905352600428017,0.11381270291231335
graph_depth,2,29,0.0007296619893155942,0.11381270291231335
temporal_modes,2,0,-0.0008580602331390991,0.11381270291231335
temporal_modes,2,1,-0.00014004227318625828,0.11381270291231335
temporal_modes,2,2,-0.0005607485512209853,0.11381270291231335
temporal_modes,2,3,0.0004804041495317518,0.11381270291231335
temporal_modes,2,4,0.0005208674271459518,0.11381270291231335
temporal_modes,2,5,9.757617638883609e-06,0.11381270291231335
temporal_modes,2,6,-0.00046489903403819366,0.11381270291231335
temporal_modes,2,7,-0.00037840560403927526,0.11381270291231335
temporal_modes,2,8,-0.001387172376951934,0.11381270291231335
temporal_modes,2,9,0.00014609516304793513,0.11381270291231335
temporal_modes,2,10,5.407898102166575e-05,0.11381270291231335
temporal_modes,2,11,-0.00048490454074119616,0.11381270291231335
temporal_modes,2,12,5.914369700857347e-05,0.11381270291231335
temporal_modes,2,13,-0.0012978706805979318,0.11381270291231335
temporal_modes,2,14,-0.0010041553961870342,0.11381270291231335
temporal_modes,2,15,-0.000251368139281144,0.11381270291231335
temporal_modes,2,16,-0.0003378615692800624,0.11381270291231335
temporal_modes,2,17,5.914369700857347e-05,0.11381270291231335
temporal_modes,2,18,-0.0006339317807847744,0.11381270291231335
temporal_modes,2,19,3.6227912950201335e-05,0.11381270291231335
temporal_modes,2,20,-0.0003540295557268175,0.11381270291231335
temporal_modes,2,21,0.00019109977333373052,0.11381270291231335
temporal_modes,2,22,-0.000775415567107085,0.11381270291231335
temporal_modes,2,23,-0.00039095707320613293,0.11381270291231335
temporal_modes,2,24,-0.0009120707757794833,0.11381270291231335
temporal_modes,2,25,0.0008013352391515877,0.11381270291231335
temporal_modes,2,26,0.00036490088614800353,0.11381270291231335
temporal_modes,2,27,5.407898102166575e-05,0.11381270291231335
temporal_modes,2,28,-0.0005230592539511719,0.11381270291231335
temporal_modes,2,29,-0.0002907760529113207,0.11381270291231335
temporal_kernel,2,0,0.0021922636318216504,0.11381270291231335
temporal_kernel,2,1,0.0013656973240155357,0.11381270291231335
temporal_kernel,2,2,0.0015455252480318787,0.11381270291231335
temporal_kernel,2,3,0.001138631759207434,0.11381270291231335
temporal_kernel,2,4,1.796379785255764e-05,0.11381270291231335
temporal_kernel,2,5,-7.418135294932904e-05,0.11381270291231335
temporal_kernel,2,6,0.0027172680112270975,0.11381270291231335
temporal_kernel,2,7,0.0006398354305628823,0.11381270291231335
temporal_kernel,2,8,-0.0005327249829966824,0.11381270291231335
temporal_kernel,2,9,0.0011854462981885916,0.11381270291231335
temporal_kernel,2,10,0.0049622107378825,0.11381270291231335
temporal_kernel,2,11,0.004344250315818365,0.11381270291231335
temporal_kernel,2,12,0.0034217914343658007,0.11381270291231335
temporal_kernel,2,13,0.0022735527958550605,0.11381270291231335
temporal_kernel,2,14,0.004479336740905213,0.11381270291231335
temporal_kernel,2,15,0.0021710410356517718,0.11381270291231335
temporal_kernel,2,16,0.0012321618955834501,0.11381270291231335
temporal_kernel,2,17,0.0016531716998494927,0.11381270291231335
temporal_kernel,2,18,0.0020845201236872057,0.11381270291231335
temporal_kernel,2,19,0.00256817082182928,0.11381270291231335
temporal_kernel,2,20,0.0019345096778420612,0.11381270291231335
temporal_kernel,2,21,0.0019057578782997603,0.11381270291231335
temporal_kernel,2,22,0.0005394196284314173,0.11381270291231335
temporal_kernel,2,23,-0.001694974385818393,0.11381270291231335
temporal_kernel,2,24,0.0020705093593762353,0.11381270291231335
temporal_kernel,2,25,0.003239989411884095,0.11381270291231335
temporal_kernel,2,26,0.0016481326143181485,0.11381270291231335
temporal_kernel,2,27,0.0025749509364541012,0.11381270291231335
temporal_kernel,2,28,-0.00036857161872008715,0.11381270291231335
temporal_kernel,2,29,0.002382045772635205,0.11381270291231335
temporal_blocks,2,0,0.004368128138814251,0.11381270291231335
temporal_blocks,2,1,-0.0015755474214620008,0.11381270291231335
temporal_blocks,2,2,0.0006162188294890625,0.11381270291231335
temporal_blocks,2,3,-0.0004299709031497789,0.11381270291231335
temporal_blocks,2,4,-0.0027181155365857135,0.11381270291231335
temporal_blocks,2,5,0.0002895402024846311,0.11381270291231335
temporal_blocks,2,6,-0.0016028410941418686,0.11381270291231335
temporal_blocks,2,7,-0.0016028410941418686,0.11381270291231335
temporal_blocks,2,8,-0.0025801168831046384,0.11381270291231335
temporal_blocks,2,9,-0.001751992117090928,0.11381270291231335
temporal_blocks,2,10,-0.001046973670486534,0.11381270291231335
temporal_blocks,2,11,-0.002537908880509032,0.11381270291231335
temporal_blocks,2,12,-0.003904716743087261,0.11381270291231335
temporal_blocks,2,13,-0.0032811632184746864,0.11381270291231335
temporal_blocks,2,14,-9.572680239532116e-05,0.11381270291231335
temporal_blocks,2,15,0.001228915979754358,0.11381270291231335
temporal_blocks,2,16,-0.0015689509643244531,0.11381270291231335
temporal_blocks,2,17,-0.0029360653223796107,0.11381270291231335
temporal_blocks,2,18,-0.0036978815482491822,0.11381270291231335
temporal_blocks,2,19,-0.0033106726817613286,0.11381270291231335
temporal_blocks,2,20,-0.0008927248954907069,0.11381270291231335
temporal_blocks,2,21,0.003955037646285006,0.11381270291231335
temporal_blocks,2,22,0.00035307427257885715,0.11381270291231335
temporal_blocks,2,23,0.0025656934260353814,0.11381270291231335
temporal_blocks,2,24,0.0026928634115021832,0.11381270291231335
temporal_blocks,2,25,-0.0008575913071332819,0.11381270291231335
temporal_blocks,2,26,-0.002150143202260174,0.11381270291231335
temporal_blocks,2,27,0.0008176734201787994,0.11381270291231335
temporal_blocks,2,28,0.003556929483282817,0.11381270291231335
temporal_blocks,2,29,0.0033115128562135887,0.11381270291231335
head_hidden,2,0,0.022522404213297487,0.11381270291231335
head_hidden,2,1,0.020978001682326525,0.11381270291231335
head_hidden,2,2,0.016948508792158617,0.11381270291231335
head_hidden,2,3,0.026462241635649836,0.11381270291231335
head_hidden,2,4,0.0047930143076342635,0.11381270291231335
head_hidden,2,5,0.007576822722378085,0.11381270291231335
head_hidden,2,6,0.02633272623567645,0.11381270291231335
head_hidden,2,7,0.01547010544385416,0.11381270291231335
head_hidden,2,8,0.001239915966620056,0.11381270291231335
head_hidden,2,9,0.019832110623616422,0.11381270291231335
head_hidden,2,10,0.021244748057828333,0.11381270291231335
head_hidden,2,11,0.03282676923832856,0.11381270291231335
head_hidden,2,12,0.02495876492059873,0.11381270291231335
head_hidden,2,13,0.015135524399837175,0.11381270291231335
head_hidden,2,14,0.015695676087901594,0.11381270291231335
head_hidden,2,15,0.02827460684525482,0.11381270291231335
head_hidden,2,16,0.023239509657733776,0.11381270291231335
head_hidden,2,17,0.04405593545843009,0.11381270291231335
head_hidden,2,18,0.015604391672291412,0.11381270291231335
head_hidden,2,19,0.006018795040656791,0.11381270291231335
head_hidden,2,20,0.040042571298974206,0.11381270291231335
head_hidden,2,21,0.021244748057828333,0.11381270291231335
head_hidden,2,22,0.015755434152233988,0.11381270291231335
head_hidden,2,23,0.042449667444577566,0.11381270291231335
head_hidden,2,24,0.021843114529038393,0.11381270291231335
head_hidden,2,25,0.004008868265287249,0.11381270291231335
head_hidden,2,26,0.03594066280292074,0.11381270291231335
head_hidden,2,27,0.0370825531595331,0.11381270291231335
head_hidden,2,28,0.020460602015481333,0.11381270291231335
head_hidden,2,29,0.023590837548780136,0.11381270291231335
learning_rate,2,0,0.055108782356776104,0.11381270291231335
learning_rate,2,1,0.08492408600998522,0.11381270291231335
learning_rate,2,2,0.0274959073836869,0.11381270291231335
learning_rate,2,3,0.034443082432166705,0.11381270291231335
learning_rate,2,4,0.1007734099715564,0.11381270291231335
learning_rate,2,5,0.11597912780858197,0.11381270291231335
learning_rate,2,6,0.09814203633954302,0.11381270291231335
learning_rate,2,7,0.05306656397004969,0.11381270291231335
learning_rate,2,8,0.10341247316134741,0.11381270291231335
learning_rate,2,9,0.11822350177547589,0.11381270291231335
learning_rate,2,10,0.11513401924066582,0.11381270291231335
learning_rate,2,11,0.09811324809178856,0.11381270291231335
learning_rate,2,12,0.035735952203711646,0.11381270291231335
learning_rate,2,13,0.06510537462652033,0.11381270291231335
learning_rate,2,14,0.09918900158105329,0.11381270291231335
learning_rate,2,15,0.061956333136441916,0.11381270291231335
learning_rate,2,16,0.08034553757289647,0.11381270291231335
learning_rate,2,17,0.0212316093626177,0.11381270291231335
learning_rate,2,18,0.04032096109594366,0.11381270291231335
learning_rate,2,19,0.1004964094755986,0.11381270291231335
learning_rate,2,20,0.1020858764265587,0.11381270291231335
learning_rate,2,21,0.09649716864831309,0.11381270291231335
learning_rate,2,22,0.04371626690015404,0.11381270291231335
learning_rate,2,23,0.04347287470808728,0.11381270291231335
learning_rate,2,24,0.12563921684079546,0.11381270291231335
learning_rate,2,25,0.04296384641532483,0.11381270291231335
learning_rate,2,26,0.07273420231446753,0.11381270291231335
learning_rate,2,27,0.04582747199065043,0.11381270291231335
learning_rate,2,28,0.11459588106135751,0.11381270291231335
learning_rate,2,29,0.09886590763164846,0.11381270291231335
weight_decay,2,0,-0.0008103786470584906,0.11381270291231335
weight_decay,2,1,-0.0006421934297682619,0.11381270291231335
weight_decay,2,2,-0.0011636436142193896,0.11381270291231335
weight_decay,2,3,0.0005323193478461163,0.11381270291231335
weight_decay,2,4,0.001217865815993091,0.11381270291231335
weight_decay,2,5,0.000749318944532798,0.11381270291231335
weight_decay,2,6,-0.0019269148769819333,0.11381270291231335
weight_decay,2,7,0.0016548087850177112,0.11381270291231335
weight_decay,2,8,0.00015352488809106113,0.11381270291231335
weight_decay,2,9,0.0002255966642722984,0.11381270291231335
weight_decay,2,10,0.0010707633581071296,0.11381270291231335
weight_decay,2,11,0.0001212538245119188,0.11381270291231335
weight_decay,2,12,0.0029988680818258256,0.11381270291231335
weight_decay,2,13,-0.00042232763526478534,0.11381270291231335
weight_decay,2,14,0.0017370415104805276,0.11381270291231335
weight_decay,2,15,-0.0023499702294865338,0.11381270291231335
weight_decay,2,16,0.0017303435226299346,0.11381270291231335
weight_decay,2,17,0.0005059815474221518,0.11381270291231335
weight_decay,2,18,0.0030256678325004532,0.11381270291231335
weight_decay,2,19,-0.00020240012805386454,0.11381270291231335
weight_decay,2,20,0.0006412575655178054,0.11381270291231335
weight_decay,2,21,0.002168807740521528,0.11381270291231335
weight_decay,2,22,-0.0020816569659520834,0.11381270291231335
weight_decay,2,23,6.987384312005795e-05,0.11381270291231335
weight_decay,2,24,0.0036123811680149193,0.11381270291231335
weight_decay,2,25,-0.0023138378361076822,0.11381270291231335
weight_decay,2,26,-0.0007613590845980955,0.11381270291231335
weight_decay,2,27,-0.00020648973615641775,0.11381270291231335
weight_decay,2,28,-0.0015044031031086758,0.11381270291231335
weight_decay,2,29,0.004846275030542996,0.11381270291231335
velocity_data_weight,2,0,-0.002707749980802601,0.11381270291231335
velocity_data_weight,2,1,0.001581522802561408,0.11381270291231335
velocity_data_weight,2,2,-0.004850108212842735,0.11381270291231335
velocity_data_weight,2,3,-0.0021401746808546174,0.11381270291231335
velocity_data_weight,2,4,-0.0029373529308830415,0.11381270291231335
velocity_data_weight,2,5,0.000667842736032237,0.11381270291231335
velocity_data_weight,2,6,-0.0014994162436020586,0.11381270291231335
velocity_data_weight,2,7,-0.002302799282882226,0.11381270291231335
velocity_data_weight,2,8,0.0013031890537003182,0.11381270291231335
velocity_data_weight,2,9,-0.005733258195206911,0.11381270291231335
velocity_data_weight,2,10,-0.0026541024262474316,0.11381270291231335
velocity_data_weight,2,11,-0.0022540684841015624,0.11381270291231335
velocity_data_weight,2,12,0.001139144362851105,0.11381270291231335
velocity_data_weight,2,13,0.0006034205997526576,0.11381270291231335
velocity_data_weight,2,14,0.0020529636075776875,0.11381270291231335
velocity_data_weight,2,15,0.0003505609803503562,0.11381270291231335
velocity_data_weight,2,16,3.894800682074928e-05,0.11381270291231335
velocity_data_weight,2,17,-0.00012576264310497354,0.11381270291231335
velocity_data_weight,2,18,-0.0014495430078250299,0.11381270291231335
velocity_data_weight,2,19,0.0005374069705765955,0.11381270291231335
velocity_data_weight,2,20,-0.0005104857157818277,0.11381270291231335
velocity_data_weight,2,21,-0.00021433038891596756,0.11381270291231335
velocity_data_weight,2,22,0.0008150509961112468,0.11381270291231335
velocity_data_weight,2,23,-0.00289305194174809,0.11381270291231335
velocity_data_weight,2,24,0.0007555116782707316,0.11381270291231335
velocity_data_weight,2,25,0.0015934415156693693,0.11381270291231335
velocity_data_weight,2,26,-0.0031013976217322548,0.11381270291231335
velocity_data_weight,2,27,-0.0030545366423748166,0.11381270291231335
velocity_data_weight,2,28,-0.0017182055428057175,0.11381270291231335
velocity_data_weight,2,29,-0.0012579988593878766,0.11381270291231335
state_loss_weight,2,0,0.0009499214459721406,0.11381270291231335
state_loss_weight,2,1,0.0006200134898368681,0.11381270291231335
state_loss_weight,2,2,-0.000967810746484693,0.11381270291231335
state_loss_weight,2,3,0.0011260233401782782,0.11381270291231335
state_loss_weight,2,4,0.0017903296115582695,0.11381270291231335
state_loss_weight,2,5,0.0006155062140601603,0.11381270291231335
state_loss_weight,2,6,1.230433709389911e-05,0.11381270291231335
state_loss_weight,2,7,-0.00019243068733389157,0.11381270291231335
state_loss_weight,2,8,-0.0010531693789371244,0.11381270291231335
state_loss_weight,2,9,0.00013245508844644815,0.11381270291231335
state_loss_weight,2,10,-1.4718777337205391e-05,0.11381270291231335
state_loss_weight,2,11,0.0008029122085742718,0.11381270291231335
state_loss_weight,2,12,-0.0005996898175996968,0.11381270291231335
state_loss_weight,2,13,-0.0008310384890563988,0.11381270291231335
state_loss_weight,2,14,0.0006088571419470973,0.11381270291231335
state_loss_weight,2,15,0.000674975652091514,0.11381270291231335
state_loss_weight,2,16,-0.00042346574394852565,0.11381270291231335
state_loss_weight,2,17,0.0002573363477486462,0.11381270291231335
state_loss_weight,2,18,0.0011421415394204798,0.11381270291231335
state_loss_weight,2,19,-0.0004707005380678031,0.11381270291231335
state_loss_weight,2,20,-0.0010680290357453215,0.11381270291231335
state_loss_weight,2,21,-0.0014398046215690075,0.11381270291231335
state_loss_weight,2,22,0.0002725704473191537,0.11381270291231335
state_loss_weight,2,23,0.0011566529591269664,0.11381270291231335
state_loss_weight,2,24,-0.0008310384890563988,0.11381270291231335
state_loss_weight,2,25,-0.0005411158271263483,0.11381270291231335
state_loss_weight,2,26,-0.0004128476894343369,0.11381270291231335
state_loss_weight,2,27,0.0008130874334508209,0.11381270291231335
state_loss_weight,2,28,2.0732845452869908e-05,0.11381270291231335
state_loss_weight,2,29,0.00048511670239187454,0.11381270291231335
equilibrium_loss_weight,2,0,-0.000464299366719656,0.11381270291231335
equilibrium_loss_weight,2,1,-0.00149273458250071,0.11381270291231335
equilibrium_loss_weight,2,2,6.373025050782077e-05,0.11381270291231335
equilibrium_loss_weight,2,3,-0.0009059518639960851,0.11381270291231335
equilibrium_loss_weight,2,4,-0.00227211626835111,0.11381270291231335
equilibrium_loss_weight,2,5,-0.003151134811723244,0.11381270291231335
equilibrium_loss_weight,2,6,-0.0023817227213796532,0.11381270291231335
equilibrium_loss_weight,2,7,-0.0008741848690624332,0.11381270291231335
equilibrium_loss_weight,2,8,-0.0014840252142366006,0.11381270291231335
equilibrium_loss_weight,2,9,-0.0010285867139779997,0.11381270291231335
equilibrium_loss_weight,2,10,-0.003103095908410902,0.11381270291231335
equilibrium_loss_weight,2,11,-0.0030389314418987623,0.11381270291231335
equilibrium_loss_weight,2,12,-0.0010375003939524785,0.11381270291231335
equilibrium_loss_weight,2,13,-0.0005524642762402554,0.11381270291231335
equilibrium_loss_weight,2,14,-0.0028888469989904186,0.11381270291231335
equilibrium_loss_weight,2,15,-0.0007337021167076185,0.11381270291231335
equilibrium_loss_weight,2,16,-0.0010260672093971301,0.11381270291231335
equilibrium_loss_weight,2,17,-0.0021540914152633484,0.11381270291231335
equilibrium_loss_weight,2,18,-0.001533618945493559,0.11381270291231335
equilibrium_loss_weight,2,19,-0.003434599174795744,0.11381270291231335
equilibrium_loss_weight,2,20,-0.0006392980136015608,0.11381270291231335
equilibrium_loss_weight,2,21,-0.0016574677883822025,0.11381270291231335
equilibrium_loss_weight,2,22,-0.002178210328276392,0.11381270291231335
equilibrium_loss_weight,2,23,-0.0035002940422874385,0.11381270291231335
equilibrium_loss_weight,2,24,-0.0019256094707399557,0.11381270291231335
equilibrium_loss_weight,2,25,-0.0011795478264874093,0.11381270291231335
equilibrium_loss_weight,2,26,-0.00041258882140021713,0.11381270291231335
equilibrium_loss_weight,2,27,-0.0012878487022874724,0.11381270291231335
equilibrium_loss_weight,2,28,-6.799718093658536e-05,0.11381270291231335
equilibrium_loss_weight,2,29,-0.0018293987018595248,0.11381270291231335
gradient_clip,2,0,0.005726211946823712,0.11381270291231335
gradient_clip,2,1,-4.348520115440846e-05,0.11381270291231335
gradient_clip,2,2,0.010598264919347705,0.11381270291231335
gradient_clip,2,3,0.003841528639389774,0.11381270291231335
gradient_clip,2,4,0.005832520658111129,0.11381270291231335
gradient_clip,2,5,0.004350814763837391,0.11381270291231335
gradient_clip,2,6,0.011614767619506305,0.11381270291231335
gradient_clip,2,7,-0.0008337388961204839,0.11381270291231335
gradient_clip,2,8,0.011957156373671007,0.11381270291231335
gradient_clip,2,9,0.005302434987698307,0.11381270291231335
gradient_clip,2,10,0.005210312810808748,0.11381270291231335
gradient_clip,2,11,0.011294155608270878,0.11381270291231335
gradient_clip,2,12,0.0039320053651160924,0.11381270291231335
gradient_clip,2,13,0.00443140553745297,0.11381270291231335
gradient_clip,2,14,-0.001047023296812305,0.11381270291231335
gradient_clip,2,15,0.005218362841189816,0.11381270291231335
gradient_clip,2,16,0.008452586141159846,0.11381270291231335
gradient_clip,2,17,0.01026016998248519,0.11381270291231335
gradient_clip,2,18,0.011614767619506305,0.11381270291231335
gradient_clip,2,19,0.003191197920665273,0.11381270291231335
gradient_clip,2,20,0.004872217873946233,0.11381270291231335
