epoch,elapsed_s,learning_rate,loss_total,loss_q,loss_qdot,loss_variational,loss_q_physical32,loss_qdot_physical32,effective_physics_weight,loss_observation_displacement,loss_observation_velocity,gradient_norm,data_gradient_norm,physics_gradient_norm,data_physics_gradient_cosine,reduced_q_relative_l2,reduced_qdot_relative_l2,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,finite,peak_vram_GiB
45,4.033277000002272,0.0008413238281518226,0.40234723687171936,1.2791918516159058,1.1232049465179443,2.5700204372406006,0.08371766656637192,0.3245685398578644,0.0006863051780303557,0.020777009427547455,0.2777348458766937,0.27337646484375,0.2751745283603668,108.80602264404297,-0.1596847027540207,0.09117111316390045,0.38651719765754733,0.19069590499617525,0.13502029310094338,0.06963702736503319,0.5699464685902561,0.6366544269485473,0.2969261588097961,0.36463411579644905,0.46673938482473776,2.8035159275280864e-16,True,0.139984130859375
50,4.336166000000958,0.000802534179413072,0.3643450438976288,1.2978029251098633,1.1218287944793701,1.880217432975769,0.0669122114777565,0.2998002767562866,0.00062870533908376,0.017345665022730827,0.25413915514945984,0.19592352211475372,0.18967603147029877,67.14971160888672,0.0391324944794178,0.08371633586338592,0.3714022706312682,0.17493045961641257,0.12598761072038875,0.06311171150473117,0.5405940668932595,0.6159522576172664,0.27971099208935657,0.2313434136515354,0.30826131803479473,2.818743498929777e-16,True,0.139984130859375
55,4.639053999999305,0.0007607837983149056,0.33517220616340637,1.3325344324111938,1.1332001686096191,1.5659146308898926,0.054813992232084274,0.28421902656555176,0.0006348926411106966,0.014883420430123806,0.23453634977340698,0.15217503905296326,0.1480226218700409,49.72578048706055,0.02673240937292576,0.07827685552886753,0.3607391767805387,0.16065484195017876,0.11853885474792461,0.05898900435232882,0.5158476946118682,0.5957062043518185,0.2683731045299477,0.18966624929841552,0.4301059935783145,2.845153197263178e-16,True,0.139984130859375
60,4.9704859999983455,0.0007165621699029615,0.3104776442050934,1.3515852689743042,1.1356101036071777,1.4738848209381104,0.04494854435324669,0.2720649838447571,0.0005494939722513117,0.012901592999696732,0.2175128012895584,0.12443585693836212,0.12163195759057999,59.704933166503906,-0.04841367155313492,0.07321898519693072,0.35125581591332344,0.14888806281284217,0.11323665000788305,0.054288863458370654,0.4938425198133649,0.5756810763605517,0.26022716491986164,0.1639569542890313,0.6662482639152328,2.760617376898481e-16,True,0.139984130859375
65,5.3621104000048945,0.0006703877523381495,0.29010939598083496,1.3706202507019043,1.1342575550079346,1.290175437927246,0.03787941485643387,0.26322686672210693,0.0005307231269782128,0.01161501556634903,0.2025330662727356,0.10435362160205841,0.10241134464740753,40.092933654785156,-0.011740743182599545,0.07059378166308153,0.3420900580025762,0.1397258864112894,0.10829903924286619,0.05326387701018226,0.4755828889396637,0.5563317278212446,0.2521736275063179,0.15619880883964615,0.7209741835129058,2.697045984619781e-16,True,0.139984130859375
70,5.687187100003939,0.0006228018984487442,0.27274706959724426,1.3882428407669067,1.1301872730255127,1.1825354099273682,0.03317437693476677,0.2563164532184601,0.0004925268939478165,0.010470178909599781,0.18932177126407623,0.09006424993276596,0.0886271595954895,46.16627883911133,-0.06456539779901505,0.06690918487040098,0.33439579359612764,0.1326720387899526,0.10386430431914176,0.04978509569716117,0.4597591528374306,0.5376572049577412,0.24548997759386262,0.14122478064149985,0.7960155185766552,2.6472879589859913e-16,True,0.139984130859375
75,5.991871400001401,0.000574362508863438,0.25810787081718445,1.3996695280075073,1.1280124187469482,1.0529886484146118,0.02950136922299862,0.2506505846977234,0.00045248028685416147,0.009667789563536644,0.17792563140392303,0.07657741755247116,0.07649344205856323,36.35539627075195,-0.10241930186748505,0.06400561348697177,0.3274956260570422,0.12762733944517077,0.10055942269242983,0.04696757571409098,0.44627604549817296,0.5203577757623019,0.23985913789061747,0.12305442343411212,0.7525632839125151,2.5787296023786744e-16,True,0.139984130859375
80,6.30635600000096,0.0005256374911365621,0.2456306517124176,1.413590431213379,1.1265943050384521,0.9340349435806274,0.026785124093294144,0.2458755522966385,0.00043920691836550694,0.009080887772142887,0.16797436773777008,0.06838986277580261,0.06813868135213852,32.777774810791016,-0.08815954625606537,0.06171831822867261,0.3211754350984008,0.12367537072360939,0.09818637726482894,0.04456011968955619,0.4346475900192373,0.5041322702140183,0.23528110525008727,0.13046145068933057,0.730541164114041,2.5048530751976063e-16,True,0.139984130859375
85,6.613588400003209,0.00047719810155125587,0.23488566279411316,1.4237146377563477,1.1248397827148438,0.8361205458641052,0.02490346133708954,0.24195286631584167,0.00044330271306506177,0.008548568934202194,0.1592523604631424,0.06261986494064331,0.06307666003704071,28.682968139648438,-0.13658568263053894,0.059779985124331504,0.3154297889567592,0.11982010373128586,0.09562051129587627,0.0429917842360832,0.42462485900143826,0.489018019021906,0.23135518538841665,0.13912338038629565,0.7209075160601331,2.443180990948476e-16,True,0.139984130859375
90,6.94562230000156,0.0004296122476618507,0.2256535440683365,1.430995225906372,1.122992992401123,0.7705590724945068,0.023448172956705093,0.2382943034172058,0.0004504548806424767,0.008097055368125439,0.15177376568317413,0.058987125754356384,0.05896804854273796,25.540830612182617,-0.09589467197656631,0.05820031533898196,0.3103980037977063,0.11655361787813165,0.0933583930199604,0.04184773129703163,0.4159193978705785,0.47548891363737006,0.22841130525193554,0.14194892872025253,0.6846761647296975,2.405311121688868e-16,True,0.139984130859375
95,7.687306300002092,0.00038343783009703845,0.21773558855056763,1.4373912811279297,1.1216968297958374,0.7126430869102478,0.02232130616903305,0.23475724458694458,0.0004619922803374233,0.007724337745457888,0.1454123705625534,0.05499982088804245,0.05506432056427002,23.056320190429688,-0.10277268290519714,0.05685356836067241,0.3060109549444364,0.11377773808456809,0.09143141615123834,0.040831934417751695,0.4084970605057436,0.4635594309670392,0.22590932969311522,0.12493447809067908,0.59490946792543,2.4081154775928416e-16,True,0.139984130859375
100,8.05059440000332,0.0003392162016850945,0.21098525822162628,1.4432567358016968,1.1203296184539795,0.6673941612243652,0.021425321698188782,0.2315061241388321,0.00045754201182326493,0.007408432196825743,0.1400386095046997,0.051959697157144547,0.0520467683672905,23.619651794433594,-0.1118708997964859,0.055677902639641626,0.3021242940519932,0.11135040970623807,0.08980141269016086,0.03988950246675857,0.40220753877205373,0.4531327896314185,0.22383513113603648,0.11136586125511148,0.5358619609730534,2.411603511892143e-16,True,0.139984130859375
105,8.383403400002862,0.000297465820586928,0.2052682787179947,1.448163628578186,1.118671178817749,0.6296118497848511,0.02071741409599781,0.22862915694713593,0.0004609596981509422,0.007144216913729906,0.13549718260765076,0.050274040549993515,0.05061724781990051,21.259748458862305,-0.13170631229877472,0.05473030436493315,0.2987479583401815,0.10932120872544462,0.08832178801737978,0.0392421926195295,0.39689334973525775,0.44411053599129624,0.2219968953241087,0.10429162656766794,0.47743285166067817,2.4143160370844963e-16,True,0.139984130859375
110,8.786233500002709,0.0002586761718481776,0.20044606924057007,1.4521499872207642,1.117182970046997,0.596962034702301,0.020131327211856842,0.22605028748512268,0.00047161329171765645,0.006926042027771473,0.13169308006763458,0.048110514879226685,0.04862513393163681,19.69212532043457,-0.15061651170253754,0.05389645638729711,0.2958438305550621,0.10762829308357082,0.08709293938686094,0.038626184717079314,0.39237492306959115,0.4364017630295742,0.22051683466673452,0.0984496181824498,0.43334505832926423,2.4167575478314326e-16,True,0.139984130859375
115,9.100282600003993,0.0002233020286345913,0.19637757539749146,1.455541729927063,1.1160212755203247,0.5682939887046814,0.019652104005217552,0.22372491657733917,0.0004807233728327867,0.006745513528585434,0.1285146176815033,0.04686492681503296,0.04748165234923363,19.328588485717773,-0.16378755867481232,0.0531433777126605,0.2933474440740748,0.10624997817480293,0.08605648539404226,0.0380035249306954,0.3885454467121502,0.42987926594319337,0.21925022489259538,0.09398788250161916,0.39682821553710856,2.4178979363103057e-16,True,0.139984130859375
120,9.39198440000473,0.00019175812043246033,0.19294235110282898,1.4583345651626587,1.1149390935897827,0.5447118878364563,0.019260505214333534,0.22163893282413483,0.0004867421515613511,0.006595060229301453,0.12585729360580444,0.04600534215569496,0.046501342207193375,18.51954460144043,-0.15165671706199646,0.05252580303838325,0.29120571683656293,0.10508748423320037,0.08516507747079734,0.03752125191413607,0.38530124147975575,0.42434273812295453,0.21821300217173287,0.09072108640778377,0.36772075180288283,2.4174400670106246e-16,True,0.139984130859375
125,9.66693579999992,0.00016441427072458494,0.19003820419311523,1.4606750011444092,1.1141197681427002,0.5245411992073059,0.018938926979899406,0.2197907418012619,0.0004975428030602761,0.006470324005931616,0.12362448126077652,0.04514401778578758,0.04567939043045044,17.715011596679688,-0.15686218440532684,0.05201469950188004,0.2893651236626993,0.10410945319962163,0.08442910096357886,0.0371135584284361,0.38255977418763343,0.41962305254900983,0.2173250751317952,0.08691296374521766,0.3454952288849112,2.4169979055215447e-16,True,0.139984130859375
130,9.919268500001635,0.0001415910611480694,0.1875668168067932,1.4626604318618774,1.1134562492370605,0.5063879489898682,0.018673593178391457,0.21815225481987,0.0005054002343111351,0.006367370951920748,0.1217370554804802,0.044603973627090454,0.045237768441438675,17.497730255126953,-0.16891369223594666,0.051584687356437744,0.28777712980987885,0.1033004173863661,0.08381057964100255,0.036766233905633515,0.38022068254497626,0.41559722284151634,0.21655526587814725,0.08465088649785088,0.3295144507459167,2.4164616441457123e-16,True,0.139984130859375
135,10.162807100001373,0.00012355607296773896,0.18543902039527893,1.464327335357666,1.112891435623169,0.49047228693962097,0.01845077984035015,0.2166893184185028,0.0005099294703674248,0.006280501838773489,0.12012340128421783,0.044188570231199265,0.04472840204834938,17.33174705505371,-0.15951181948184967,0.051216862267017015,0.2863910308104112,0.1026123051049335,0.08327347702869752,0.03647414651441457,0.3781920003925364,0.4121228050554194,0.21588923488175518,0.08341262254351829,0.31865937508741404,2.416035478446953e-16,True,0.139984130859375
140,10.41857549999986,0.00011052074993046101,0.18357238173484802,1.4657971858978271,1.1124621629714966,0.4765106439590454,0.018261397257447243,0.2153671532869339,0.0005149843887040549,0.006205725949257612,0.11871412396430969,0.04384082183241844,0.04445847123861313,16.892261505126953,-0.16834333539009094,0.05090378460951082,0.285159264728737,0.1020166603850387,0.0827938582273403,0.036240134383634826,0.3764001115118133,0.4090577688417188,0.21528802829984806,0.08338375285068389,0.3104564726959115,2.4156775413071395e-16,True,0.139984130859375
145,10.684289299999364,0.00010263791928053818,0.18188390135765076,1.467087984085083,1.1120859384536743,0.46413731575012207,0.01809290237724781,0.21413429081439972,0.000522109596572585,0.0061391605995595455,0.11744560301303864,0.043466147035360336,0.04408351331949234,16.454933166503906,-0.16879986226558685,0.05062817099672638,0.28403256731656806,0.10148301148046343,0.08235093720086206,0.03604543496446149,0.3747623298236605,0.4062601388356563,0.21474186741785886,0.0830849634266993,0.30399697066950154,2.415643566316285e-16,True,0.139984130859375
150,10.92960740000126,0.0001,0.18028756976127625,1.468304991722107,1.11173415184021,0.4528372287750244,0.017936592921614647,0.2129385769367218,0.000529582401794905,0.006077263969928026,0.11625168472528458,0.043187178671360016,0.043815020471811295,16.170501708984375,-0.17051750421524048,0.05036833370985283,0.28295431809470967,0.10097983784742173,0.08192729488715532,0.03586661201895758,0.3731948099415452,0.4035876430361058,0.21423005383454474,0.08244174032536143,0.2963647867072713,2.415402029840603e-16,True,0.139984130859375
