epoch,elapsed_s,lr,loss,qfield_loss,vfield_loss,q32_loss,v32_loss,weak_loss,physics_weight,data_grad_norm,physics_grad_norm,gradient_cosine,gradient_norm,score,peak_vram_GiB,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,rotation_X_relative_l2,rotation_Y_relative_l2,rotation_Z_relative_l2,rotation_rate_X_relative_l2,rotation_rate_Y_relative_l2,rotation_rate_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,weak_median,weak_p90,hard_BC_max_abs,finite
0,0.568542000000889,0.0,2.4658334255218506,0.9250848293304443,1.0125231742858887,1.0114989280700684,1.0078638792037964,6.09895133972168,0.0038342179407599947,0.9425422549247742,49.164772033691406,-0.0581517294049263,0.0,5.809367333605133,1.8471250534057617,0.9246564507484436,0.896018385887146,1.0021511316299438,1.009898066520691,1.0098286867141724,0.9994921684265137,0.9854869246482849,1.0006074905395508,0.9551618695259094,1.0059436559677124,1.0053578615188599,1.0049083232879639,0.974845970518582,1.0041718679806566,1.1199749064967646,1.5736520135522982,0.0,True
1,0.9677384000024176,0.00016,2.4658334255218506,0.9250848293304443,1.0125230550765991,1.0114989280700684,1.0078638792037964,6.098949909210205,0.0038342179705097143,0.9425422549247742,49.16476821899414,-0.05815175175666809,0.9503982663154602,5.785539021007917,2.0818357467651367,0.9129934310913086,0.8943117260932922,0.9983803033828735,1.0067616701126099,1.0087283849716187,0.9984817504882812,0.9818243384361267,0.9969620704650879,0.9515028595924377,1.0054640769958496,1.005108118057251,1.0047509670257568,0.9715250782903229,1.002685158727729,1.1073522075665883,1.5504391808696751,0.0,True
5,1.8402873000013642,0.0008,2.355567216873169,0.844262957572937,0.9939828515052795,0.9926485419273376,1.005507469177246,4.587626934051514,0.0038761922337614808,0.8809165358543396,43.48138427734375,-0.4114673435688019,0.8259770274162292,5.466812392246597,2.0818357467651367,0.748844563961029,0.8627961277961731,0.9581470489501953,0.9663059711456299,0.9936513304710388,0.9857962131500244,0.9412540793418884,0.9513868689537048,0.9015710353851318,1.0010908842086792,1.003359317779541,1.00287663936615,0.9328394870178434,0.9826168142760183,0.9833312898251076,1.3291280206942164,0.0,True
10,2.9051661000048625,0.0007978896645755696,2.107126474380493,0.6325848698616028,0.9502339363098145,0.959385871887207,1.000227451324463,10.762991905212402,0.0031965671080908978,0.9754539132118225,202.61119079589844,-0.5057352781295776,0.8555490970611572,4.80019762802008,2.0818357467651367,0.5461578965187073,0.7347487807273865,0.8372611999511719,0.9020622968673706,0.9540292620658875,0.957611083984375,0.8316553831100464,0.8521625995635986,0.8142743110656738,0.9968090057373047,1.0077450275421143,1.001254916191101,0.8097220721212147,0.9309127144855669,0.8616123581233598,1.101001611436412,0.0,True
15,3.9815330000055837,0.0007915834000556312,1.9022612571716309,0.4976123869419098,0.9150185585021973,0.887607991695404,0.9816492795944214,9.353032112121582,0.002385967131300074,1.2664698362350464,150.9784698486328,-0.5047733783721924,1.128333330154419,4.348469114664209,2.0818357467651367,0.4610610902309418,0.6667956709861755,0.7205395102500916,0.8726605772972107,0.9013739824295044,0.9398775696754456,0.7440608739852905,0.7099786400794983,0.7478881478309631,0.990239143371582,1.0114250183105469,1.0000784397125244,0.7040202216880509,0.8781931136157392,0.791913651702161,0.8786245936772912,0.0,True
20,5.109995900005742,0.0007811551416258089,1.6990370750427246,0.3495582342147827,0.8943440914154053,0.7696881890296936,0.9527308344841003,13.17004108428955,0.0018625558107474452,1.255550742149353,318.9541320800781,-0.25681552290916443,1.2434699535369873,3.747252690278415,2.0818357467651367,0.487344890832901,0.5117800831794739,0.5050434470176697,0.8754393458366394,0.8604516983032227,0.9169313907623291,0.613885760307312,0.5786032676696777,0.7245972156524658,0.9805988073348999,1.012247085571289,1.0004557371139526,0.5018943442736156,0.8295574150473185,0.7775538201525146,1.0134929608026357,0.0,True
25,6.1878527000008035,0.0007667271510815446,1.5512633323669434,0.2716783881187439,0.8662568926811218,0.6646924614906311,0.9208886623382568,10.101378440856934,0.0016762842955664844,1.0713661909103394,139.6072540283203,0.08684322983026505,1.1163055896759033,3.3843474876183275,2.0818357467651367,0.48749855160713196,0.3653325140476227,0.42630940675735474,0.8521565794944763,0.8392009139060974,0.8999635577201843,0.5167580842971802,0.48682335019111633,0.6955413818359375,0.9600220918655396,1.0045305490493774,0.9943840503692627,0.40665640397903063,0.8057801713336168,0.9673927708720905,1.2073580356465412,0.0,True
30,7.289106600001105,0.0007484685834203322,1.4039011001586914,0.2051406055688858,0.8332582712173462,0.5179365277290344,0.8922098875045776,8.479156494140625,0.0015291212507748746,0.9556095004081726,205.95663452148438,-0.2826520800590515,0.9177374243736267,2.9577182412370706,2.0818357467651367,0.44272691011428833,0.2798629701137543,0.2962251305580139,0.8388214707374573,0.8218012452125549,0.8667741417884827,0.40668031573295593,0.4077009856700897,0.6795631051063538,0.9169579148292542,0.9974737167358398,0.9896804094314575,0.28661675234141526,0.7771760984807027,0.7269005584307984,0.9110404760674308,0.0,True
35,8.353749300003983,0.0007265935036540318,1.2616195678710938,0.1560838520526886,0.7870497107505798,0.38856297731399536,0.8459346890449524,8.236650466918945,0.0011972789675728545,0.7816948890686035,202.9309844970703,-0.012565961107611656,0.8156626224517822,2.609973185227851,2.0818357467651367,0.4095987379550934,0.2063990831375122,0.208799809217453,0.8412878513336182,0.796158492565155,0.8056085705757141,0.3466617166996002,0.3192548453807831,0.6492154002189636,0.8452938199043274,0.9927163124084473,0.9854891896247864,0.2012917059452102,0.7247127834706767,0.7855067988618923,0.9969168626113194,0.0,True
40,9.441455700005463,0.0007013583770923271,1.1399261951446533,0.1284331977367401,0.7402574419975281,0.2662271559238434,0.7910875082015991,6.178255558013916,0.0011179469162827884,0.5712698101997375,125.0235824584961,0.04747701436281204,0.5945305228233337,2.3245177716515966,2.0818357467651367,0.34946081042289734,0.17890550196170807,0.1448206603527069,0.8314247727394104,0.7763754725456238,0.7383723855018616,0.3104381263256073,0.29227152466773987,0.6230745315551758,0.7844293713569641,0.9851779341697693,0.9796793460845947,0.14465590909558287,0.667177148850507,0.6631232402238033,1.034212457725574,0.0,True
