edge_index,local_axis,mid_X_m,mid_Y_m,mid_Z_m,dir_X,dir_Y,dir_Z
13429,local z,-5.412461187399849,-8.09209277502036,-62.75710704159923,0.0,-1.0,-0.0
13836,local z,0.52400000000001,-8.09209277502036,-72.94511058463802,-1.0,0.0,0.0
14243,local z,0.0,-8.09209277502036,-76.24546999999998,-1.0,0.0,0.0
14650,local z,-8.336,1.2591698234834722e-14,-80.889842,-1.0,0.0,0.0
15057,local z,0.52400000000001,-6.442522821644721,-77.30216346357254,0.0,0.5256407077492753,0.8507066746868988
15464,local z,0.52400000000001,-8.09209277502036,-81.05170203385521,-1.0,0.0,0.0
15871,local z,-7.812,-8.09209277502036,-83.57052458463801,-1.0,0.0,0.0
16278,local z,-8.336,-8.09209277502036,-88.315110584638,-1.0,0.0,0.0
16685,local z,-6.414097124996071,-8.09209277502036,-84.6846554131217,0.0,-1.0,-0.0
17092,local z,-8.336,-8.09209277502036,-91.32932396614478,-1.0,0.0,0.0
17499,local z,-7.969199999999994,1.1520268863506244e-14,-102.49920259999999,-0.6922580020743795,-1.2246467991473675e-16,-0.7216500942728329
17906,local z,0.52400000000001,-8.804079102697191,-99.17506646937026,-1.0,0.0,0.0
18313,local z,-8.336,-8.98144819960375,-99.89555533358852,-1.0,0.0,0.0
18720,local z,-5.845618250895139,-0.37767400000001,-101.23674883564706,0.002266848387617412,0.0,0.9999974306958932
19127,local z,-2.872,-0.37767400000001006,-109.55798454436317,1.0,0.0,0.0
19534,local z,-1.6653345369377346e-16,-13.342489262570615,-108.02563816272743,-1.0,0.0,-2.169957727591696e-15
19941,local z,-8.2836,2.1146994128403923e-14,-109.6176078,-0.6922580020743825,-1.2246467991473515e-16,-0.7216500942728299
20348,local z,-7.701185620544247,-0.37767400000001006,-110.40064703722999,1.9236025304201864e-13,0.0,1.0
20755,local z,-8.2836,2.2626814908375882e-14,-117.03760779999999,-0.6922580020743886,-1.2246467991473517e-16,-0.7216500942728241
21162,local z,0.5240000000000145,-1.628308987619464,-117.29041194179298,1.0,-3.3072400956272975e-15,0.0
21569,local z,-2.872,-0.37767400000001006,-119.49189545860499,1.0,0.0,0.0
21976,local z,-6.69,-0.37767400000001,-121.95765860215053,1.0,0.0,0.0
22383,local z,-7.812,4.170375343889104e-16,-120.56099999999999,-1.0,0.0,0.0
22790,local z,0.0,0.0,-125.26968082829549,-1.0,0.0,0.0
23197,local z,-8.336,-0.5335102387626807,-130.7928164737839,1.0,0.0,0.0
23604,local z,-4.94,-0.5984740000000001,-130.21999999999997,1.0,-0.0,0.0
24011,local z,-7.812,2.617710451107667e-14,-134.8296808282955,-1.0,0.0,0.0
24417,local z,-3.426861011133025,-0.37767400000001,-4.78,-0.0,0.0,-1.0
24824,local z,0.52400000000001,-0.09290819101016015,-2.2902468209729188,-1.0,-8.961568367077314e-17,-8.346632295026837e-17
25231,local z,-2.724387731563086,-0.37767400000000506,-9.56,-0.0,0.0,-1.0
25638,local z,0.52400000000001,-2.226,-7.340319171704511,1.0,0.0,0.0
26045,local z,-4.94,-0.37767400000001,-13.261021505376352,1.0,0.0,0.0
26452,local z,-3.426861011133025,-0.37767400000001,-14.67,-0.0,0.0,-1.0
26859,local z,-8.074000000000003,8.08643819496666e-15,-17.068671000000005,-0.5298150326772816,-1.2246467991473357e-16,0.8481132183554099
27266,local z,-7.864400000000002,7.789787038829638e-15,-22.2377342,-0.5298150326772816,-1.2246467991472253e-16,0.8481132183554099
27673,local z,0.52400000000001,4.0202551330034834e-15,-25.792842000000004,-1.0,0.0,0.0
28080,local z,0.0,-7.843284974534657,-23.145877296019247,1.0,0.0,0.0
28487,local z,-4.2161999999999935,-0.37767400000001,-27.073471070308617,0.5061080651352021,0.0,-0.8624700727591087
28894,local z,-8.336,3.363192074448241e-15,-23.974945288831158,-1.0,0.0,0.0
29301,local z,0.52400000000001,5.599392432273958e-15,-30.161842000000004,-1.0,0.0,0.0
29708,local z,-8.2836,-17.092913958612904,-29.183530813936898,-0.0,0.0,1.0
30115,local z,-7.864400000000001,1.5684475001792454e-14,-36.87973420000001,-0.6922580020743886,-1.2246467991472886e-16,-0.7216500942728241
30522,local z,-8.2836,8.032959601763478e-15,-40.5196078,-0.529815032677288,-1.2246467991473357e-16,0.8481132183554058
30929,local z,0.52400000000001,8.486224569896591e-15,-38.148842,-1.0,0.0,0.0
31336,local z,-8.336,-8.09209277502036,-44.136110584638004,-1.0,0.0,0.0
31743,local z,0.52400000000001,9.950423516874092e-15,-42.199842000000004,-1.0,0.0,0.0
32150,local z,-8.336,1.052511527833897e-14,-43.78984200000001,-1.0,0.0,0.0
32557,local z,0.36680000000000706,1.3125591910062235e-14,-51.4181394,-0.6922580020743783,-1.2246467991473357e-16,0.7216500942728339
32964,local z,0.52400000000001,1.5929484087224422e-14,-55.601842000000005,-1.0,0.0,0.0
33371,local z,-4.94,-0.37767400000001006,-53.4107183105298,-1.0,0.0,0.0
33778,local z,-7.812,-8.09209277502036,-51.77052458463801,-1.0,0.0,0.0
34185,local z,-4.94,-0.37767400000001006,-64.61113766832128,-1.0,0.0,0.0
34592,local z,0.52400000000001,-8.092092775020358,-56.46911058463802,-1.0,0.0,0.0
34999,local z,-8.178799999999994,2.5798477195074262e-14,-73.3141394,-0.5298150326773773,-1.2246467991473675e-16,0.8481132183553501
35406,local z,-3.40777476411343,-8.09209277502036,-54.037364583049936,0.0,1.0,-0.0
35813,local z,-7.969200000000001,-8.092092775020365,-64.664900384638,-0.5966484987513588,-1.2246467991473833e-16,0.8025026909224354
36220,local z,0.36680000000000734,-8.092092775020365,-60.944734784638,-0.6434096224214607,-1.224646799147383e-16,0.7655220818340079
36626,local z,-8.335999999999999,-8.092092775020355,-68.129110584638,-1.0,0.0,7.723290606084571e-14
37033,local z,0.52400000000001,-8.092092775020353,-63.797347584638004,-1.0,0.0,0.0
37440,local z,-8.336,1.106919635649106e-14,-75.05984199999997,-1.0,0.0,0.0
37847,local z,-3.802599999999998,-0.37767400000001,-78.84909565089707,-0.5390781719356866,0.0,-0.8422557358323411
38254,local z,0.52400000000001,1.677568943399856e-14,-79.875842,-1.0,0.0,0.0
38661,local z,-7.677468623019417,-7.952737887196735,-76.282915415362,-0.0,0.0,1.0
39068,local z,-2.872,-0.37767400000001006,-83.43776003000562,1.0,0.0,0.0
39475,local z,-6.551385361658456,-0.37767400000001006,-86.282915415362,-0.0,0.0,1.0
39882,local z,-4.94,-0.37767400000001006,-88.01899096864187,-1.0,0.0,0.0
40289,local z,-7.812,-7.771200033206869,-86.282915415362,-1.0,-0.0,0.0
40696,local z,0.05240000000000095,1.7589573255762642e-14,-97.4977342,-0.5298150326772779,-1.2246467991473675e-16,-0.8481132183554122
41103,local z,-7.864399999999999,-8.092092775020378,-93.00898318463803,-0.6434096224215137,-1.2246467991473673e-16,-0.7655220818339633
41510,local z,-8.335999999999999,2.61201573743441e-14,-99.923842,-1.0,0.0,1.5446581212178686e-13
41917,local z,-7.812000000000001,7.39563237560605e-15,-99.8685,-1.0,0.0,0.0
42324,local z,0.4716000000000058,3.393023000985649e-14,-107.29960779999999,-0.5298150326774624,-1.224646799147383e-16,-0.848113218355297
42731,local z,0.0,1.0239825089662712e-14,-107.09949999999998,-1.0,0.0,0.0
43138,local z,-7.812000000000001,1.0852829635225247e-14,-103.81350000000002,-1.0,0.0,0.0
43545,local z,0.52400000000001,2.0757844673223405e-14,-112.159842,-1.0,0.0,0.0
43952,local z,-8.336,2.04810261498882e-14,-111.09984200000001,-1.0,0.0,0.0
44359,local z,-7.812,-13.771848282371117,-107.77272637185838,-1.0,0.0,0.0
44766,local z,-8.336,-7.959361811369254,-111.7391347424157,-1.0,0.0,0.0
45173,local z,0.0,-7.888547675321393,-111.80928459639318,-1.0,0.0,0.0
45580,local z,0.0,-3.2084664105352765,-117.43242471914952,-1.0,0.0,0.0
45987,local z,-6.69,-0.37767400000001006,-120.97218413978496,1.0,0.0,0.0
46394,local z,0.0,-1.8935707396568278,-120.33,-1.2246467991473532e-16,-0.0,-1.0
46801,local z,0.0,-1.4461032603431727,-123.05000000000001,-1.2246467991473532e-16,-0.0,-1.0
47208,local z,-1.122,-0.37767400000001,-128.6817357910906,-1.0,0.0,0.0
47615,local z,-4.145272566646821,-2.226,-130.21999999999997,0.0,-1.2246467991473532e-16,-1.0
48022,local z,-2.872,-1.040074,-132.61,1.0,-0.0,0.0
48429,local z,-4.94,-0.7456740000000002,-135.0,1.0,-0.0,0.0
