edge_index,local_axis,mid_X_m,mid_Y_m,mid_Z_m,dir_X,dir_Y,dir_Z
7325,local y,0.0,-8.092092775020369,-40.262524584638,-0.0,1.0,-0.0
7732,local y,-6.69,-0.37767400000001006,-44.5357873477717,-0.0,1.0,0.0
8139,local y,0.52400000000001,1.0150300588628855e-14,-42.752841999999994,0.0,1.0,3.6144135941191096e-16
8546,local y,-1.1220000000000003,-0.37767400000001006,-49.16591330967641,-0.0,1.0,-0.0
8953,local y,0.0,2.0724714762995326e-14,-66.66749999999999,-0.0,1.0,8.707898641899495e-14
9360,local y,-7.812,-0.3399066000000077,-48.717084584638,-0.0,0.0,1.0
9767,local y,0.0,-0.03776739999998992,-48.717084584638,-0.0,0.0,1.0
10174,local y,-2.872,-0.37767400000001006,-64.21378074223986,-0.0,1.0,0.0
10581,local y,-1.1220000000000003,-0.37767400000001006,-66.41737031767022,-0.0,1.0,-0.0
10988,local y,0.52400000000001,-8.092092775020355,-61.769110584638014,-0.0,1.0,-0.0
11395,local y,0.26200000000000556,-8.09209277502037,-65.272817584638,1.994497516496392e-14,-1.0,1.6603471750583853e-14
11802,local y,0.47160000000000973,1.6391791041209e-14,-58.737607800000006,1.1872001469347535e-14,-1.0,1.121876571780743e-14
12208,local y,-8.336,1.1850294661486932e-14,-78.050842,0.0,1.0,2.611495503162501e-16
12615,local y,0.52400000000001,-0.3247615298424224,-58.91775055503132,1.0,0.0,0.0
13022,local y,0.0,-7.951664524705937,-63.848380210537556,1.0,-0.0,0.0
13429,local y,-5.412461187399849,-8.09209277502036,-62.75710704159923,0.5374015111722696,-0.0,0.8433265178978782
13836,local y,0.52400000000001,-8.09209277502036,-72.94511058463802,-0.0,1.0,-0.0
14243,local y,0.0,-8.09209277502036,-76.24546999999998,-0.0,1.0,-0.0
14650,local y,-8.336,1.2591698234834722e-14,-80.889842,0.0,1.0,2.6114955031611835e-16
15057,local y,0.52400000000001,-6.442522821644721,-77.30216346357254,1.0,0.0,-0.0
15464,local y,0.52400000000001,-8.09209277502036,-81.05170203385521,-0.0,1.0,-0.0
15871,local y,-7.812,-8.09209277502036,-83.57052458463801,-0.0,1.0,-0.0
16278,local y,-8.336,-8.09209277502036,-88.315110584638,-0.0,1.0,-0.0
16685,local y,-6.414097124996071,-8.09209277502036,-84.6846554131217,0.5374015111722676,-0.0,0.8433265178978794
17092,local y,-8.336,-8.09209277502036,-91.32932396614478,-0.0,1.0,-0.0
17499,local y,-7.969199999999994,1.1520268863506244e-14,-102.49920259999999,-1.9138309535193306e-14,-1.0,1.8528526093108926e-14
17906,local y,0.52400000000001,-8.804079102697191,-99.17506646937026,-0.0,0.9710092509680339,-0.23904190957758345
18313,local y,-8.336,-8.98144819960375,-99.89555533358852,-0.0,0.9710092509680431,-0.23904190957754584
18720,local y,-5.845618250895139,-0.37767400000001,-101.23674883564706,-0.0,1.0,0.0
19127,local y,-2.872,-0.37767400000001006,-109.55798454436317,-0.0,1.0,0.0
19534,local y,-1.6653345369377346e-16,-13.342489262570615,-108.02563816272743,-1.869698855020801e-15,0.5075383629588515,0.8616291604426165
