epoch,elapsed_s,learning_rate,loss_total,loss_q,loss_qdot,loss_variational,loss_observation_displacement,loss_observation_velocity,gradient_norm,data_gradient_norm,physics_gradient_norm,data_physics_gradient_cosine,reduced_q_relative_l2,reduced_qdot_relative_l2,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,finite,peak_vram_GiB
60,3.584322800001246,0.0007165621699029615,0.6333513259887695,0.8235369324684143,0.8641542196273804,92.33316040039062,0.01223723590373993,0.19919125735759735,0.117462657392025,0.1174626499414444,nan,nan,0.07565137837546318,0.3402045768106742,0.1464718981407065,0.1078508794618776,0.054336625069542344,0.47223945034479387,0.548541384056388,0.2521481542240451,0.1454262550625201,1.3799643612892232,2.509934665353808e-16,True,0.1233358383178711
65,3.886213300000236,0.0006703877523381495,0.6126521825790405,0.8172172904014587,0.8544924259185791,82.75674438476562,0.011212486773729324,0.18351221084594727,0.09204357862472534,0.09204358607530594,nan,nan,0.07385035368189924,0.33014215503920663,0.13919237254227237,0.10400041037875632,0.05419327685485227,0.4535762058402555,0.5260562916222341,0.24436942915214158,0.13408329772498162,1.3442559654017139,2.447085284042088e-16,True,0.1233358383178711
70,4.118298699999286,0.0006228018984487442,0.5950956344604492,0.8119397163391113,0.845756471157074,74.83638763427734,0.01034841500222683,0.1703231930732727,0.08201867341995239,0.08201867341995239,nan,nan,0.07082998121091214,0.3214893506940222,0.1334836335437037,0.10003066048810802,0.05192651777295893,0.43797240330005355,0.5053595145140257,0.23794083299429428,0.1394771784021056,1.2053097413946547,2.4228589522125245e-16,True,0.1233358383178711
75,4.338602800002263,0.000574362508863438,0.5800700187683105,0.8072713613510132,0.8378779888153076,68.34661865234375,0.009568643756210804,0.159214049577713,0.06822290271520615,0.06822290271520615,nan,nan,0.06755843027002942,0.3138583553658837,0.1290336414890873,0.09622901093734156,0.04897710347571458,0.42500682970238307,0.486642087359119,0.2326291454518137,0.1381668986341552,1.1385855013839812,2.394666623678011e-16,True,0.1233358383178711
80,4.575054900000396,0.0005256374911365621,0.5670400261878967,0.8029979467391968,0.8308079838752747,62.42778396606445,0.008933315984904766,0.14965522289276123,0.06462336331605911,0.06462337076663971,nan,nan,0.06548383914877624,0.3067106659156715,0.12447215269555356,0.09317572771923366,0.04765104492966366,0.4137631699029166,0.4696426431193116,0.2279781316253624,0.12735462199563416,1.0880103199677458,2.3860551060275567e-16,True,0.1233358383178711
85,4.798481900004845,0.00047719810155125587,0.5558177828788757,0.7990553975105286,0.8247306942939758,57.52131271362305,0.008384955115616322,0.14148631691932678,0.0633118525147438,0.06331184506416321,nan,nan,0.0637246810443613,0.3003830426397878,0.12021469698852709,0.09087888755912486,0.0463099624365831,0.4041739779622363,0.45440665170653277,0.22406248838532328,0.1294925790696686,1.080869517183217,2.3883553168697433e-16,True,0.1233358383178711
90,5.022316900001897,0.0004296122476618507,0.5462874174118042,0.7955339550971985,0.8194488883018494,53.766658782958984,0.007923242636024952,0.13461846113204956,0.05369368568062782,0.05369368568062782,nan,nan,0.06200736527149446,0.29466553969633613,0.11679659521940579,0.08863701536234171,0.044992086439546726,0.39620355982534833,0.441035011782033,0.22057103070125797,0.137621303016482,1.0575885030723515,2.3862490901702993e-16,True,0.1233358383178711
95,5.260984400003508,0.00038343783009703845,0.5381851196289062,0.7924073338508606,0.8148877024650574,50.80769348144531,0.007531933486461639,0.12882941961288452,0.05032864958047867,0.05032864585518837,nan,nan,0.06050723523167842,0.28961693117171866,0.11385173760900248,0.0865916199749286,0.043878203415910325,0.38946523612550976,0.4294025026391473,0.21745247388339892,0.14096202558321033,1.0295945560580597,2.386115895842516e-16,True,0.1233358383178711
100,5.4760670000032405,0.0003392162016850945,0.5312981605529785,0.7896212935447693,0.8109168410301208,48.46226501464844,0.007211508695036173,0.12395214289426804,0.04736355319619179,0.047363556921482086,nan,nan,0.05935985466047793,0.28531775202228093,0.11142206055923537,0.08478545543276272,0.04316903171340153,0.3837305731858744,0.41940058980673744,0.21466209575140502,0.1404497862794978,0.995039735684015,2.391708720016507e-16,True,0.1233358383178711
105,5.699981900004786,0.000297465820586928,0.5254579782485962,0.7871313691139221,0.8074676990509033,46.4990119934082,0.006955655757337809,0.11985254287719727,0.04531608521938324,0.04531608521938324,nan,nan,0.05842598497410235,0.28168588559434315,0.10943023570617198,0.08335690957379348,0.04254732905648297,0.37876584324265417,0.41082050767126116,0.21237351308328692,0.13509674180820103,0.9827602550039652,2.3938871571503784e-16,True,0.1233358383178711
110,5.939544400003797,0.0002586761718481776,0.5205122232437134,0.7849304676055908,0.8045148849487305,44.896888732910156,0.006751051172614098,0.11639980226755142,0.04407057911157608,0.04407057911157608,nan,nan,0.05765954933323258,0.27859208391334633,0.10778708759063782,0.08222481761125068,0.04201321744808056,0.37444601180091364,0.40348208567945,0.21054033851847517,0.13053810405631558,0.9683076131535735,2.3952049452844094e-16,True,0.1233358383178711
115,6.15981340000144,0.0002233020286345913,0.516331672668457,0.7830080986022949,0.8019973635673523,43.70648193359375,0.006583618465811014,0.11349663138389587,0.04274051636457443,0.04274051636457443,nan,nan,0.05704937034280754,0.2759569992365581,0.10640987287977109,0.08128316445192808,0.04161559569495543,0.3707435825698606,0.3972290728558943,0.20900305122943372,0.1269702247165145,0.9517419111942885,2.3967838731966766e-16,True,0.1233358383178711
120,6.401220600004308,0.00019175812043246033,0.5128027200698853,0.7813435792922974,0.7998432517051697,42.81403350830078,0.006444344762712717,0.1110617145895958,0.04194314405322075,0.04194314405322075,nan,nan,0.05652162417125953,0.27373073815305976,0.10527892645143094,0.0804373620579414,0.04127908104164649,0.36758569762963256,0.3919160308432947,0.20773816052585647,0.12433995745435487,0.9397463332217446,2.3983575124347587e-16,True,0.1233358383178711
125,6.608764199998404,0.00016441427072458494,0.5098224878311157,0.7799003720283508,0.7980070114135742,42.0831184387207,0.0063270870596170425,0.10901857167482376,0.04131525754928589,0.04131525754928589,nan,nan,0.05608478133184347,0.2718469674502631,0.10431706545521315,0.07970951873697513,0.041014366168382325,0.36490189539748896,0.38740280854287784,0.20668195113292076,0.12229874527021438,0.926134355741757,2.399703553491696e-16,True,0.1233358383178711
130,6.8765044000028865,0.0001415910611480694,0.5072966814041138,0.7786520719528198,0.7964374423027039,41.494598388671875,0.006227649282664061,0.10729667544364929,0.040479954332113266,0.040479954332113266,nan,nan,0.05571374042597148,0.2702418773062444,0.10349284268723073,0.07907804962865005,0.04079883091398898,0.3626156003515127,0.38355740725762283,0.20578170673043308,0.12100815063933572,0.9160599490736356,2.4009373195243694e-16,True,0.1233358383178711
135,7.188537400004861,0.00012355607296773896,0.5051329135894775,0.7775627374649048,0.7950878143310547,41.02524948120117,0.0061422549188137054,0.10582801699638367,0.0401415079832077,0.0401415079832077,nan,nan,0.05538933089228289,0.268849245196349,0.1027777556973414,0.07854061596847915,0.04059709647866953,0.3606462372841781,0.38024536642738416,0.2049980304924562,0.11976296258545685,0.9073167885921214,2.4019622736303346e-16,True,0.1233358383178711
140,7.4973944000012125,0.00011052074993046101,0.5032423734664917,0.776593029499054,0.7939035892486572,40.6228141784668,0.006068172864615917,0.10455004125833511,0.03958107903599739,0.03958107531070709,nan,nan,0.05510535527215516,0.2676159093467451,0.1021535238408956,0.07806226578599382,0.040424029728368505,0.3589093094009549,0.3773331346788656,0.20430601150685218,0.11882835710589909,0.8997047107046316,2.402776116324871e-16,True,0.1233358383178711
145,7.734381800000847,0.00010263791928053818,0.5015382170677185,0.7757057547569275,0.7928313612937927,40.27290344238281,0.00600162660703063,0.10340233892202377,0.03925708681344986,0.03925708681344986,nan,nan,0.054847265108825066,0.26649060018641885,0.10158901778071737,0.07761699643770166,0.040270969892384656,0.35732526320384617,0.37468306033261595,0.20367294717443452,0.11799106419203997,0.8933995664812928,2.4034325509084067e-16,True,0.1233358383178711
150,7.981179000002157,0.0001,0.4999351501464844,0.7748581767082214,0.79181969165802,39.95564270019531,0.005939521826803684,0.10232619941234589,0.03887897729873657,0.03887897729873657,nan,nan,0.05460182519743632,0.2654160587662585,0.10106065990287028,0.07719354884844075,0.04012569729881706,0.35581255686127716,0.3721611640042374,0.2030623459738638,0.11729944740513319,0.8880112097256048,2.4041057671780925e-16,True,0.1233358383178711
