epoch,elapsed_s,lr,loss,qfield_loss,vfield_loss,q32_loss,v32_loss,gradient_norm,residual_gate,score,peak_vram_GiB,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,rotation_X_relative_l2,rotation_Y_relative_l2,rotation_Z_relative_l2,rotation_rate_X_relative_l2,rotation_rate_Y_relative_l2,rotation_rate_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,hard_BC_max_abs,finite
0,0.4248137999966275,0.0,1.0871409177780151,0.2732708156108856,0.734797477722168,0.009040731936693192,0.30724966526031494,0.0,0.11920291930437088,1.6350558880633934,1.8442482948303223,0.2890123426914215,0.15392372012138367,0.04821139946579933,0.8099566698074341,0.7383511066436768,0.5093149542808533,0.4964117109775543,0.8240587711334229,0.7766172885894775,0.9978338479995728,0.9821147322654724,0.9925463199615479,0.004716184591490621,0.2207617516546324,0.0,True
1,0.8405629999979283,0.00016,1.0871409177780151,0.2732708156108856,0.734797477722168,0.009040731936693192,0.30724966526031494,0.03907627984881401,0.11920291930437088,1.634993462552429,2.0451459884643555,0.2889614403247833,0.15391798317432404,0.04820994660258293,0.8099514842033386,0.7383492588996887,0.5093121528625488,0.4963471293449402,0.8239800333976746,0.7765828967094421,0.9978281855583191,0.9821092486381531,0.9925440549850464,0.00471691684767581,0.22076145524054974,0.0,True
5,1.3313679999992019,0.0008,1.0863590240478516,0.27260270714759827,0.7346928715705872,0.009035558439791203,0.3072179853916168,0.04516620188951492,0.1193884089589119,1.6332796771100304,2.0451459884643555,0.28727978467941284,0.15380311012268066,0.04818382114171982,0.8098176121711731,0.7383027672767639,0.5092169046401978,0.4948411285877228,0.8221219778060913,0.7754659056663513,0.997635006904602,0.9819730520248413,0.9924863576889038,0.004966731933161094,0.2207551743779773,0.0,True
10,1.842160000000149,0.0007978896645755696,1.0786253213882446,0.2659305930137634,0.7336734533309937,0.009089306928217411,0.30699583888053894,0.13448770344257355,0.11974138021469116,1.6377129178118695,2.0451459884643555,0.2812034785747528,0.15424157679080963,0.04880586639046669,0.8089381456375122,0.7379910349845886,0.5083803534507751,0.48332473635673523,0.8073537349700928,0.7655685544013977,0.9959934949874878,0.9811599850654602,0.9921161532402039,0.015450636401147671,0.2207131852365092,0.0,True
15,2.3555733999965014,0.0007915834000556312,1.0542871952056885,0.24528555572032928,0.7298513650894165,0.010388780385255814,0.30621206760406494,0.3971818685531616,0.12014233320951462,1.7328796628848933,2.0451459884643555,0.3175722658634186,0.16700029373168945,0.06020690128207207,0.8063589930534363,0.7369954586029053,0.5052628517150879,0.43930912017822266,0.7482182383537292,0.7434154748916626,0.9900273084640503,0.979035496711731,0.9910082817077637,0.05349860420829776,0.22058589222740146,0.0,True
20,2.8609070999955293,0.0007811551416258089,1.019607663154602,0.22067958116531372,0.7195411920547485,0.013056779280304909,0.3044905662536621,0.47775983810424805,0.12059230357408524,1.6878734288152846,2.0451459884643555,0.2653110921382904,0.16594861447811127,0.06951290369033813,0.8013070821762085,0.7344793081283569,0.4942644536495209,0.407706081867218,0.7001690864562988,0.7379363179206848,0.9698195457458496,0.9762803912162781,0.9882834553718567,0.06207850805812166,0.21999377694675992,0.0,True
25,3.3815773999958765,0.0007667271510815446,1.0006352663040161,0.21651290357112885,0.7060582041740417,0.012561083771288395,0.2996954321861267,0.6576151847839355,0.12107173353433609,1.653796135584761,2.0451459884643555,0.29295024275779724,0.15633030235767365,0.05301111564040184,0.7957018613815308,0.7314168810844421,0.48206785321235657,0.40890419483184814,0.6817440390586853,0.7413581013679504,0.9503036737442017,0.9749560356140137,0.9852334260940552,0.03857658264351375,0.21666918869241947,0.0,True
30,3.9006386999972165,0.0007484685834203322,0.9921025037765503,0.2139878273010254,0.7006843686103821,0.011918059550225735,0.29780325293540955,0.5110158920288086,0.12157587707042694,1.6770265090921226,2.0451459884643555,0.26349687576293945,0.17414361238479614,0.06666002422571182,0.7920311689376831,0.730009913444519,0.4772668182849884,0.40410226583480835,0.687025785446167,0.7352118492126465,0.9435757994651794,0.97419673204422,0.9839048981666565,0.06571771909148237,0.21470865458719512,0.0,True
35,4.533013899999787,0.0007265935036540318,0.9873627424240112,0.21228675544261932,0.6977185010910034,0.011964738368988037,0.29746514558792114,0.29508915543556213,0.12208564579486847,1.6700627001425972,2.0451459884643555,0.2621990442276001,0.1600005328655243,0.07780074328184128,0.7897308468818665,0.7293961048126221,0.47519537806510925,0.3981294631958008,0.6866014003753662,0.7364082336425781,0.9406343102455139,0.9729676842689514,0.9832119941711426,0.06587615177470554,0.21405012622625422,0.0,True
40,5.043637199996738,0.0007013583770923271,0.983291506767273,0.21120336651802063,0.6953221559524536,0.011355615220963955,0.2957085072994232,0.1105109453201294,0.12259022891521454,1.6495587363393212,2.0451459884643555,0.25295987725257874,0.1573721021413803,0.07543954253196716,0.787479817867279,0.7284299731254578,0.4744007885456085,0.398872435092926,0.6852231025695801,0.7364370822906494,0.9392186403274536,0.9716582894325256,0.9822689890861511,0.06203711692629918,0.2131896154358462,0.0,True
