trial_id,variant,seed,case_id,quantity,axis,node_relative_l2_median,node_relative_l2_p90,node_relative_l2_worst,node_relative_metrics_defined,valid_energy_node_count,predicted_hotspot_node_zero_based,target_hotspot_node_zero_based,hotspot_distance_m
COMMON_B2,common,-1,V52_A_E5_C9_1T,total_displacement,Y,0.02352896984666586,0.06130758672952652,0.25897300243377686,True,496,207,207,0.0
COMMON_B2,common,-1,V52_A_E5_C9_1T,total_displacement,Z,0.02528520580381155,0.027146457694470882,0.050922662019729614,True,508,1,1,0.0
COMMON_B2,common,-1,V52_B_E5_C9_1T,total_displacement,X,0.014507780782878399,0.028614183887839317,0.0644025206565857,True,496,503,503,0.0
COMMON_B2,common,-1,V52_B_E5_C9_1T,total_displacement,Y,0.02550741843879223,0.061431968584656715,0.27096062898635864,True,496,207,207,0.0
COMMON_B2,common,-1,V52_B_E5_C9_1T,total_displacement,Z,0.030952416360378265,0.033588758856058124,0.06393999606370926,True,508,1,1,0.0
COMMON_B2,common,-1,V52_CPLUS_E5_C9_1T,total_displacement,X,0.018535520881414413,0.036590576171875,0.08455760031938553,True,496,503,503,0.0
COMMON_B2,common,-1,V52_CPLUS_E5_C9_1T,total_displacement,Y,0.031368087977170944,0.06916695833206177,0.2472257912158966,True,496,207,207,0.0
COMMON_B2,common,-1,V52_CPLUS_E5_C9_1T,total_displacement,Z,0.03657926060259342,0.04009596519172191,0.08339054882526398,True,508,1,1,0.0
COMMON_B2,common,-1,V52_C_E5_C9_1T,total_displacement,X,0.01693495362997055,0.033349404111504555,0.0704687088727951,True,496,503,503,0.0
COMMON_B2,common,-1,V52_C_E5_C9_1T,total_displacement,Y,0.026292824186384678,0.06991039589047432,0.26742011308670044,True,496,207,207,0.0
COMMON_B2,common,-1,V52_C_E5_C9_1T,total_displacement,Z,0.02541003841906786,0.02727021910250187,0.0713963732123375,True,508,1,1,0.0
COMMON_B2,common,-1,V40_A_E6_C10_1T,total_displacement,X,0.06491952016949654,0.14855511486530304,0.39225682616233826,True,496,433,433,0.0
COMMON_B2,common,-1,V40_A_E6_C10_1T,total_displacement,Y,0.02225652616471052,0.06017119623720646,0.26869723200798035,True,496,207,207,0.0
COMMON_B2,common,-1,V40_A_E6_C10_1T,total_displacement,Z,0.02286403812468052,0.024867990240454673,0.05647461861371994,True,508,72,72,0.0
COMMON_B2,common,-1,V40_B_E6_C10_1T,total_displacement,X,0.06626318022608757,0.14905495941638947,0.3628644645214081,True,496,433,433,0.0
COMMON_B2,common,-1,V40_B_E6_C10_1T,total_displacement,Y,0.02172937709838152,0.05629368685185909,0.2618243396282196,True,496,207,207,0.0
COMMON_B2,common,-1,V40_B_E6_C10_1T,total_displacement,Z,0.028162769973278046,0.030790804512798788,0.07106372714042664,True,508,72,72,0.0
COMMON_B2,common,-1,V40_CPLUS_E6_C10_1T,total_displacement,X,0.08958765119314194,0.17846960574388504,0.5001194477081299,True,496,433,433,0.0
COMMON_B2,common,-1,V40_CPLUS_E6_C10_1T,total_displacement,Y,0.04096875712275505,0.09282365813851357,0.24721460044384003,True,496,207,207,0.0
COMMON_B2,common,-1,V40_CPLUS_E6_C10_1T,total_displacement,Z,0.04841016046702862,0.05254334211349487,0.09871719032526016,True,508,72,72,0.0
COMMON_B2,common,-1,V40_C_E6_C10_1T,total_displacement,X,0.097337756305933,0.1914559230208397,0.48109403252601624,True,496,433,433,0.0
COMMON_B2,common,-1,V40_C_E6_C10_1T,total_displacement,Y,0.04188528656959534,0.09620581194758415,0.2801070213317871,True,496,207,207,0.0
COMMON_B2,common,-1,V40_C_E6_C10_1T,total_displacement,Z,0.04538820683956146,0.04892676062881947,0.09038164466619492,True,508,72,72,0.0
COMMON_B2,common,-1,V52_A_E6_C10_1T,total_displacement,X,0.09200716018676758,0.17643402516841888,0.4442073106765747,True,496,433,433,0.0
COMMON_B2,common,-1,V52_A_E6_C10_1T,total_displacement,Y,0.02823547087609768,0.08763445541262627,0.2735992968082428,True,496,207,207,0.0
COMMON_B2,common,-1,V52_A_E6_C10_1T,total_displacement,Z,0.02607700787484646,0.02767805475741625,0.051244527101516724,True,508,72,72,0.0
COMMON_B2,common,-1,V52_B_E6_C10_1T,total_displacement,X,0.08047502860426903,0.17285466939210892,0.40469443798065186,True,496,433,433,0.0
COMMON_B2,common,-1,V52_B_E6_C10_1T,total_displacement,Y,0.02297355607151985,0.06276126578450203,0.2693477272987366,True,496,207,207,0.0
COMMON_B2,common,-1,V52_B_E6_C10_1T,total_displacement,Z,0.02516760118305683,0.02740529328584671,0.0626906156539917,True,508,72,72,0.0
COMMON_B2,common,-1,V52_CPLUS_E6_C10_1T,total_displacement,X,0.06719223782420158,0.1500600427389145,0.4159511923789978,True,496,433,433,0.0
COMMON_B2,common,-1,V52_CPLUS_E6_C10_1T,total_displacement,Y,0.03541332297027111,0.07117648422718048,0.24656899273395538,True,496,207,207,0.0
COMMON_B2,common,-1,V52_CPLUS_E6_C10_1T,total_displacement,Z,0.035336680710315704,0.037781862542033195,0.07735992968082428,True,508,72,72,0.0
COMMON_B2,common,-1,V52_C_E6_C10_1T,total_displacement,X,0.07044854015111923,0.15676970034837723,0.3718341886997223,True,496,433,433,0.0
COMMON_B2,common,-1,V52_C_E6_C10_1T,total_displacement,Y,0.030995317734777927,0.06734871864318848,0.2637166380882263,True,496,207,207,0.0
COMMON_B2,common,-1,V52_C_E6_C10_1T,total_displacement,Z,0.03630533628165722,0.03912419266998768,0.07240109145641327,True,508,72,72,0.0
COMMON_B2,common,-1,V40_A_E7_C11_2T,total_displacement,X,0.01573057286441326,0.03239713981747627,0.07480241358280182,True,496,433,433,0.0
COMMON_B2,common,-1,V40_A_E7_C11_2T,total_displacement,Y,0.023289291188120842,0.06601214781403542,0.19096152484416962,True,496,280,280,0.0
COMMON_B2,common,-1,V40_A_E7_C11_2T,total_displacement,Z,0.04991735331714153,0.06487487554550171,0.16257812082767487,True,508,443,443,0.0
COMMON_B2,common,-1,V40_B_E7_C11_2T,total_displacement,X,0.018505899235606194,0.038696471601724625,0.0898294523358345,True,496,433,433,0.0
COMMON_B2,common,-1,V40_B_E7_C11_2T,total_displacement,Y,0.02084579784423113,0.06005486100912094,0.19091711938381195,True,496,280,280,0.0
COMMON_B2,common,-1,V40_B_E7_C11_2T,total_displacement,Z,0.0416618175804615,0.05322126261889935,0.17163899540901184,True,508,443,443,0.0
COMMON_B2,common,-1,V40_CPLUS_E7_C11_2T,total_displacement,X,0.02461886592209339,0.05733415111899376,0.12565898895263672,True,496,433,433,0.0
COMMON_B2,common,-1,V40_CPLUS_E7_C11_2T,total_displacement,Y,0.033100858330726624,0.06636695563793182,0.16097480058670044,True,496,280,280,0.0
COMMON_B2,common,-1,V40_CPLUS_E7_C11_2T,total_displacement,Z,0.05492664501070976,0.0677108645439148,0.21321436762809753,True,508,443,443,0.0
COMMON_B2,common,-1,V40_C_E7_C11_2T,total_displacement,X,0.02293287869542837,0.04707262106239796,0.11031274497509003,True,496,433,433,0.0
COMMON_B2,common,-1,V40_C_E7_C11_2T,total_displacement,Y,0.033556969836354256,0.06817324832081795,0.19609032571315765,True,496,280,280,0.0
COMMON_B2,common,-1,V40_C_E7_C11_2T,total_displacement,Z,0.047672705724835396,0.058574750646948816,0.2015237659215927,True,508,443,443,0.0
COMMON_B2,common,-1,V52_A_E7_C11_2T,total_displacement,X,0.014003482181578875,0.028597069904208183,0.059805773198604584,True,496,36,60,4.792009909719341
COMMON_B2,common,-1,V52_A_E7_C11_2T,total_displacement,Y,0.02761552296578884,0.07079934701323509,0.17542153596878052,True,496,280,280,0.0
COMMON_B2,common,-1,V52_A_E7_C11_2T,total_displacement,Z,0.05466609075665474,0.07030940055847168,0.12549392879009247,True,508,443,443,0.0
COMMON_B2,common,-1,V52_B_E7_C11_2T,total_displacement,X,0.022138883359730244,0.03976486064493656,0.0897781029343605,True,496,36,36,0.0
COMMON_B2,common,-1,V52_B_E7_C11_2T,total_displacement,Y,0.05012628249824047,0.10246092081069946,0.21731945872306824,True,496,280,280,0.0
COMMON_B2,common,-1,V52_B_E7_C11_2T,total_displacement,Z,0.0569552518427372,0.06805414259433747,0.12547987699508667,True,508,443,443,0.0
COMMON_B2,common,-1,V52_CPLUS_E7_C11_2T,total_displacement,X,0.02381602395325899,0.053321538493037224,0.11656536906957626,True,496,208,208,0.0
COMMON_B2,common,-1,V52_CPLUS_E7_C11_2T,total_displacement,Y,0.042541179805994034,0.0817054770886898,0.20140019059181213,True,496,280,280,0.0
COMMON_B2,common,-1,V52_CPLUS_E7_C11_2T,total_displacement,Z,0.05212050676345825,0.06275141686201095,0.11202021688222885,True,508,443,1,8.86000000000001
COMMON_B2,common,-1,V52_C_E7_C11_2T,total_displacement,X,0.01747079472988844,0.038286877796053886,0.08645321428775787,True,496,36,36,0.0
COMMON_B2,common,-1,V52_C_E7_C11_2T,total_displacement,Y,0.02272198535501957,0.05978277511894703,0.19179308414459229,True,496,280,280,0.0
