trial_id,variant,seed,case_id,quantity,axis,log_psd_l2_distance,target_dominant_frequency_hz,predicted_dominant_frequency_hz,dominant_frequency_abs_error_hz,coherence_at_target_dominant_frequency,phase_at_target_dominant_frequency_rad,coherence_defined,phase_defined,coherence_valid_node_count
R4_LHS_03,physics,20260813,V40_A_E3_C6_1T,total_displacement,X,2.1926332445189565,0.03330557868442947,0.03330557868442947,0.0,0.9684175252914429,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_A_E3_C6_1T,incremental_velocity,X,2.15629680472498,0.09991673605328841,0.09991673605328841,0.0,0.8206420540809631,0.021152745932340622,True,True,496
R4_LHS_03,physics,20260813,V40_A_E3_C6_1T,total_displacement,Y,0.5495842989718075,0.06661115736885893,0.06661115736885893,0.0,0.9635235071182251,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_A_E3_C6_1T,incremental_velocity,Y,1.756636436850699,0.06661115736885893,0.06661115736885893,0.0,0.927399218082428,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_A_E3_C6_1T,total_displacement,Z,0.3318930944185433,0.06661115736885893,0.06661115736885893,0.0,0.9833071827888489,0.0,True,True,508
R4_LHS_03,physics,20260813,V40_A_E3_C6_1T,incremental_velocity,Z,3.0361691101974233,0.06661115736885893,0.06661115736885893,0.0,0.9906772971153259,0.0,True,True,508
R4_LHS_03,physics,20260813,V40_B_E3_C6_1T,total_displacement,X,2.24209688110423,0.03330557868442947,0.03330557868442947,0.0,0.9660552144050598,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_B_E3_C6_1T,incremental_velocity,X,2.103994936369862,0.09991673605328841,0.09991673605328841,0.0,0.8630671501159668,0.0070780199021101,True,True,496
R4_LHS_03,physics,20260813,V40_B_E3_C6_1T,total_displacement,Y,0.6566897957736981,0.06661115736885893,0.06661115736885893,0.0,0.969318151473999,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_B_E3_C6_1T,incremental_velocity,Y,1.827031604615805,0.09991673605328841,0.09991673605328841,0.0,0.9596248865127563,0.016105271875858307,True,True,496
R4_LHS_03,physics,20260813,V40_B_E3_C6_1T,total_displacement,Z,0.4818927108543493,0.06661115736885893,0.06661115736885893,0.0,0.9758243560791016,0.0,True,True,508
R4_LHS_03,physics,20260813,V40_B_E3_C6_1T,incremental_velocity,Z,2.8168462648111783,0.06661115736885893,0.06661115736885893,0.0,0.9912123680114746,0.0,True,True,508
R4_LHS_03,physics,20260813,V40_CPLUS_E3_C6_1T,total_displacement,X,3.1319498062473876,0.03330557868442947,0.03330557868442947,0.0,0.9663109183311462,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_CPLUS_E3_C6_1T,incremental_velocity,X,1.6493211082738701,0.09991673605328841,0.09991673605328841,0.0,0.8412663340568542,0.008074095472693443,True,True,496
R4_LHS_03,physics,20260813,V40_CPLUS_E3_C6_1T,total_displacement,Y,1.1048522771773481,0.06661115736885893,0.06661115736885893,0.0,0.9706130027770996,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_CPLUS_E3_C6_1T,incremental_velocity,Y,1.6716792876164106,0.09991673605328841,0.09991673605328841,0.0,0.9571917057037354,-0.023367250338196754,True,True,496
R4_LHS_03,physics,20260813,V40_CPLUS_E3_C6_1T,total_displacement,Z,0.5630754332406385,0.06661115736885893,0.06661115736885893,0.0,0.9850261807441711,0.0,True,True,508
R4_LHS_03,physics,20260813,V40_CPLUS_E3_C6_1T,incremental_velocity,Z,2.858363096959842,0.06661115736885893,0.06661115736885893,0.0,0.9936937093734741,0.0,True,True,508
R4_LHS_03,physics,20260813,V40_C_E3_C6_1T,total_displacement,X,2.4006850090416196,0.03330557868442947,0.03330557868442947,0.0,0.9838489890098572,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_C_E3_C6_1T,incremental_velocity,X,1.7992191748127815,0.09991673605328841,0.09991673605328841,0.0,0.860768735408783,0.03544756770133972,True,True,496
R4_LHS_03,physics,20260813,V40_C_E3_C6_1T,total_displacement,Y,0.7772643859509852,0.06661115736885893,0.06661115736885893,0.0,0.9858829379081726,0.0,True,True,496
R4_LHS_03,physics,20260813,V40_C_E3_C6_1T,incremental_velocity,Y,1.6405898389936566,0.09991673605328841,0.09991673605328841,0.0,0.9584152698516846,0.019960129633545876,True,True,496
R4_LHS_03,physics,20260813,V40_C_E3_C6_1T,total_displacement,Z,0.5341639557827061,0.06661115736885893,0.06661115736885893,0.0,0.9952833652496338,0.0,True,True,508
R4_LHS_03,physics,20260813,V40_C_E3_C6_1T,incremental_velocity,Z,2.7625888153015734,0.06661115736885893,0.06661115736885893,0.0,0.989372193813324,0.0,True,True,508
R4_LHS_03,physics,20260813,V52_A_E3_C6_1T,total_displacement,X,2.158340182218531,0.03330557868442947,0.03330557868442947,0.0,0.9828033447265625,0.0,True,True,496
R4_LHS_03,physics,20260813,V52_A_E3_C6_1T,incremental_velocity,X,2.074661577794765,0.09991673605328841,0.09991673605328841,0.0,0.9163786172866821,0.006208679173141718,True,True,496
R4_LHS_03,physics,20260813,V52_A_E3_C6_1T,total_displacement,Y,0.6192179089588352,0.06661115736885893,0.06661115736885893,0.0,0.9883177876472473,0.0,True,True,496
R4_LHS_03,physics,20260813,V52_A_E3_C6_1T,incremental_velocity,Y,2.360938548948061,0.09991673605328841,0.09991673605328841,0.0,0.9764039516448975,-0.009414575062692165,True,True,496
