trial_id,variant,seed,case_id,axis,model,quantity,derivative_vs_velocity_relative_l2,derivative_vs_velocity_relative_l2_defined,derivative_vs_velocity_rmse_mps
R4_LHS_03,physics,20260813,V52_B_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9293996388395968,True,0.0009399440225381558
COMMON_FEM,common,-1,V52_B_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.508599632959499,True,0.0006612902597882212
R4_LHS_03,physics,20260813,V52_B_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.7501870605808205,True,0.007608246039630496
COMMON_FEM,common,-1,V52_B_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.308366516210555,True,0.003277030623968897
R4_LHS_03,physics,20260813,V52_B_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.7618410030387358,True,0.004958229161535018
COMMON_FEM,common,-1,V52_B_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.23299638940671183,True,0.001572114020201608
R4_LHS_03,physics,20260813,V52_CPLUS_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9285088142065286,True,0.001283325061755055
COMMON_FEM,common,-1,V52_CPLUS_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.49726522936920897,True,0.0008087653220354185
R4_LHS_03,physics,20260813,V52_CPLUS_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.7394023277636118,True,0.011160521570026373
COMMON_FEM,common,-1,V52_CPLUS_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.30668491302685374,True,0.004843427486787483
R4_LHS_03,physics,20260813,V52_CPLUS_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.760997317007354,True,0.007525563414568994
COMMON_FEM,common,-1,V52_CPLUS_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.21846167546554315,True,0.0022333002974733052
R4_LHS_03,physics,20260813,V52_C_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9139402332336516,True,0.0011220161370538119
COMMON_FEM,common,-1,V52_C_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.4810009350147779,True,0.0006675827762535102
R4_LHS_03,physics,20260813,V52_C_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.7385395787095069,True,0.009050888747182658
COMMON_FEM,common,-1,V52_C_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.30471057303212196,True,0.0038438778816804577
R4_LHS_03,physics,20260813,V52_C_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.779056930698323,True,0.005987793362907481
COMMON_FEM,common,-1,V52_C_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2101508900617944,True,0.0016782129175644763
R4_LHS_03,physics,20260813,V40_A_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.8598260735900505,True,0.0006439699700946427
COMMON_FEM,common,-1,V40_A_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.27179694062353593,True,0.0002126801079398463
R4_LHS_03,physics,20260813,V40_A_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.6818458575987212,True,0.004762373976636157
COMMON_FEM,common,-1,V40_A_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.27335914385409527,True,0.0019244354975732967
R4_LHS_03,physics,20260813,V40_A_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.7839449099861288,True,0.004385535723178788
COMMON_FEM,common,-1,V40_A_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.24649387885072224,True,0.0014295670038141314
R4_LHS_03,physics,20260813,V40_B_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.8283918080547317,True,0.0008000844153828737
COMMON_FEM,common,-1,V40_B_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.274099434768615,True,0.0002662709015543657
R4_LHS_03,physics,20260813,V40_B_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7487280478529584,True,0.006473019864047305
COMMON_FEM,common,-1,V40_B_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2723785770924684,True,0.0023919025520355536
R4_LHS_03,physics,20260813,V40_B_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.8749152261940543,True,0.006367939223470633
COMMON_FEM,common,-1,V40_B_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2470814688456059,True,0.0017866182604049246
R4_LHS_03,physics,20260813,V40_CPLUS_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9222959624139314,True,0.0012968452697945708
COMMON_FEM,common,-1,V40_CPLUS_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.28127007127955744,True,0.00039844137168052905
R4_LHS_03,physics,20260813,V40_CPLUS_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7394186673177203,True,0.009689266318094119
COMMON_FEM,common,-1,V40_CPLUS_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.27622376504692553,True,0.0036321963399357634
R4_LHS_03,physics,20260813,V40_CPLUS_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.8541678374638737,True,0.00949060086229624
COMMON_FEM,common,-1,V40_CPLUS_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.249502374970309,True,0.002767652531850223
R4_LHS_03,physics,20260813,V40_C_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.8398898213082817,True,0.0009802902232142635
COMMON_FEM,common,-1,V40_C_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2791922938911152,True,0.0003271758873555897
R4_LHS_03,physics,20260813,V40_C_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7179663218459377,True,0.0073842308623247675
COMMON_FEM,common,-1,V40_C_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2826075709920986,True,0.0029834881140961165
R4_LHS_03,physics,20260813,V40_C_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.849366342802744,True,0.007307517417088865
COMMON_FEM,common,-1,V40_C_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2553318114825708,True,0.0022644595639919273
R4_LHS_03,physics,20260813,V52_A_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9543745765374045,True,0.0007178489582723998
COMMON_FEM,common,-1,V52_A_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.34733499545120233,True,0.00026702780495718465
R4_LHS_03,physics,20260813,V52_A_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7373397815808398,True,0.006169970012315046
COMMON_FEM,common,-1,V52_A_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3155815584591782,True,0.0027444900247796684
R4_LHS_03,physics,20260813,V52_A_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.7715801276653607,True,0.004099964463075237
COMMON_FEM,common,-1,V52_A_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.22632692520210793,True,0.0012456662677680771
R4_LHS_03,physics,20260813,V52_B_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9221942405348708,True,0.0008184173342444383
COMMON_FEM,common,-1,V52_B_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.342422439417423,True,0.00032387618106025177
R4_LHS_03,physics,20260813,V52_B_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7303690550439816,True,0.0075420557484397535
COMMON_FEM,common,-1,V52_B_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.31403713898000013,True,0.0033647657739280263
R4_LHS_03,physics,20260813,V52_B_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.7341015256383566,True,0.004805120077936167
COMMON_FEM,common,-1,V52_B_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.22281412691718716,True,0.001514016883658253
R4_LHS_03,physics,20260813,V52_CPLUS_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9044870202082609,True,0.001150915948202019
COMMON_FEM,common,-1,V52_CPLUS_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3404135369899519,True,0.0004732870287512648
R4_LHS_03,physics,20260813,V52_CPLUS_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.6582527746386533,True,0.010046686076180183
COMMON_FEM,common,-1,V52_CPLUS_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.31177752581400786,True,0.004957204215089904
R4_LHS_03,physics,20260813,V52_CPLUS_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.6362215671335412,True,0.006337104563832062
COMMON_FEM,common,-1,V52_CPLUS_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.21665265839194683,True,0.0022236121629682507
R4_LHS_03,physics,20260813,V52_C_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9242736761829332,True,0.0009632192757180285
COMMON_FEM,common,-1,V52_C_E8_C12_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.335679089662268,True,0.00037666510607231075
R4_LHS_03,physics,20260813,V52_C_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7152437978662173,True,0.008704000107522048
COMMON_FEM,common,-1,V52_C_E8_C12_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.30953900316401195,True,0.003938277334787021
R4_LHS_03,physics,20260813,V52_C_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.7367240731121741,True,0.0057724670829680256
COMMON_FEM,common,-1,V52_C_E8_C12_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.21621964425215073,True,0.001747416022863121
R4_LHS_03,control,20260813,BASE_C1_0T,X,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C1_0T,Y,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C1_0T,Z,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C2_0T,X,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C2_0T,Y,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C2_0T,Z,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C3_0T,X,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C3_0T,Y,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C3_0T,Z,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C8_0T,X,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C8_0T,Y,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,BASE_C8_0T,Z,candidate,incremental_displacement_to_velocity,,False,0.0
R4_LHS_03,control,20260813,V40_A_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.8568269932265362,True,0.0006303740216818881
R4_LHS_03,control,20260813,V40_A_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.7596676854220056,True,0.005126105729722729
R4_LHS_03,control,20260813,V40_A_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.9041825346030951,True,0.004924566656273074
R4_LHS_03,control,20260813,V40_B_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.8445387969962254,True,0.0008144771612334396
R4_LHS_03,control,20260813,V40_B_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.7450636355261495,True,0.006395576895778458
R4_LHS_03,control,20260813,V40_B_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.8883383829459125,True,0.006313939417817145
R4_LHS_03,control,20260813,V40_CPLUS_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.8590896482503231,True,0.0011573352226106725
R4_LHS_03,control,20260813,V40_CPLUS_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.6973284930846354,True,0.008930832300359308
R4_LHS_03,control,20260813,V40_CPLUS_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.8298375315407909,True,0.008802056898830811
R4_LHS_03,control,20260813,V40_C_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.8540216123290967,True,0.0009992528785220365
R4_LHS_03,control,20260813,V40_C_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.7487596960040824,True,0.0077712270382678155
R4_LHS_03,control,20260813,V40_C_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.8943096559075664,True,0.007784494862127975
R4_LHS_03,control,20260813,V52_A_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.8790530761481966,True,0.0006370136773384985
R4_LHS_03,control,20260813,V52_A_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.6928494254142957,True,0.005797830502898322
R4_LHS_03,control,20260813,V52_A_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.7599311944126761,True,0.004036870493079997
R4_LHS_03,control,20260813,V52_B_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.8991800033427728,True,0.0007903434321509853
R4_LHS_03,control,20260813,V52_B_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.7208128100759499,True,0.00737262812332007
R4_LHS_03,control,20260813,V52_B_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.7805522072893764,True,0.005108239605728358
R4_LHS_03,control,20260813,V52_CPLUS_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.8672688353965939,True,0.0011440187046205894
R4_LHS_03,control,20260813,V52_CPLUS_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.6787193616843524,True,0.010532971500795109
R4_LHS_03,control,20260813,V52_CPLUS_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.7109978188591143,True,0.007168651093477603
R4_LHS_03,control,20260813,V52_C_E1_C4_2T,X,candidate,incremental_displacement_to_velocity,0.9275235159636805,True,0.0009469735463623944
R4_LHS_03,control,20260813,V52_C_E1_C4_2T,Y,candidate,incremental_displacement_to_velocity,0.7505967459747761,True,0.008917759516350248
R4_LHS_03,control,20260813,V52_C_E1_C4_2T,Z,candidate,incremental_displacement_to_velocity,0.8154099928085677,True,0.006092204480163479
R4_LHS_03,control,20260813,V40_A_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.9021988305480895,True,0.0008987169098269581
R4_LHS_03,control,20260813,V40_A_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.9345129081837137,True,0.006633578448886227
R4_LHS_03,control,20260813,V40_A_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,1.0388622662434588,True,0.005975693058489545
R4_LHS_03,control,20260813,V40_B_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.838411098375,True,0.0009093919351744008
R4_LHS_03,control,20260813,V40_B_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.765506131264557,True,0.006653627105532794
R4_LHS_03,control,20260813,V40_B_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,0.9098505758613866,True,0.006396352281862647
R4_LHS_03,control,20260813,V40_CPLUS_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.8405118172842986,True,0.001306132448558168
R4_LHS_03,control,20260813,V40_CPLUS_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.7397308556912441,True,0.009793651175893736
R4_LHS_03,control,20260813,V40_CPLUS_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,0.863189597060135,True,0.009396352913352187
R4_LHS_03,control,20260813,V40_C_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.8465810228162076,True,0.0011468421243656039
R4_LHS_03,control,20260813,V40_C_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.8114587007782278,True,0.008580364063800014
R4_LHS_03,control,20260813,V40_C_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,0.9257795057393653,True,0.008065145882152378
R4_LHS_03,control,20260813,V52_A_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.9744671949178395,True,0.0007708664993037477
R4_LHS_03,control,20260813,V52_A_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.855736429531086,True,0.006868380643790978
R4_LHS_03,control,20260813,V52_A_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,0.9754716813851672,True,0.00491329005398664
R4_LHS_03,control,20260813,V52_B_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.9306575182301497,True,0.0009162549131981472
R4_LHS_03,control,20260813,V52_B_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.7682991272904559,True,0.0079487566401477
R4_LHS_03,control,20260813,V52_B_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,0.8319819803352693,True,0.005434924262977095
R4_LHS_03,control,20260813,V52_CPLUS_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.9669602521818649,True,0.0013329562789927414
R4_LHS_03,control,20260813,V52_CPLUS_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.7417099689128698,True,0.011022503602906377
R4_LHS_03,control,20260813,V52_CPLUS_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,0.836071172674659,True,0.007912467103728466
R4_LHS_03,control,20260813,V52_C_E2_C5_2T,X,candidate,incremental_displacement_to_velocity,0.9519799700766287,True,0.0011123516003307002
R4_LHS_03,control,20260813,V52_C_E2_C5_2T,Y,candidate,incremental_displacement_to_velocity,0.7588192470868841,True,0.009076449664651529
R4_LHS_03,control,20260813,V52_C_E2_C5_2T,Z,candidate,incremental_displacement_to_velocity,0.8604770261050804,True,0.006463571560547944
R4_LHS_03,control,20260813,V40_A_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.8808269643215748,True,0.0005707049507483505
R4_LHS_03,control,20260813,V40_A_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,0.9847975839780505,True,0.004146638229627627
R4_LHS_03,control,20260813,V40_A_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,0.8840633220430799,True,0.004372661271207036
R4_LHS_03,control,20260813,V40_B_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.8812935513205797,True,0.0007045625266352042
R4_LHS_03,control,20260813,V40_B_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,1.0202117268717197,True,0.005256090090954849
R4_LHS_03,control,20260813,V40_B_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,0.9472989126931799,True,0.005197306506239172
R4_LHS_03,control,20260813,V40_CPLUS_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.8348895935887878,True,0.0010210468603466998
R4_LHS_03,control,20260813,V40_CPLUS_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,1.0161579705397814,True,0.007772800443472282
R4_LHS_03,control,20260813,V40_CPLUS_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,1.1460843722470977,True,0.008179210842933167
R4_LHS_03,control,20260813,V40_C_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.825648992636031,True,0.0008413108127770276
R4_LHS_03,control,20260813,V40_C_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,0.9730244824282566,True,0.00619792765213101
R4_LHS_03,control,20260813,V40_C_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,1.0101342487734222,True,0.006456853138543161
R4_LHS_03,control,20260813,V52_A_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.8307209263449697,True,0.0005411659048630361
R4_LHS_03,control,20260813,V52_A_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,0.8880144396474877,True,0.004898020273031493
R4_LHS_03,control,20260813,V52_A_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,0.7103069562887458,True,0.00381770793755078
R4_LHS_03,control,20260813,V52_B_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.8503778345279622,True,0.0006541527720436708
R4_LHS_03,control,20260813,V52_B_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,0.899314782982421,True,0.005861849662542035
R4_LHS_03,control,20260813,V52_B_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,0.8541201531217615,True,0.004570051928233666
R4_LHS_03,control,20260813,V52_CPLUS_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.8362451657950926,True,0.0009607478710638274
R4_LHS_03,control,20260813,V52_CPLUS_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,0.9700787368925133,True,0.009158991907013159
R4_LHS_03,control,20260813,V52_CPLUS_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,0.948666408777261,True,0.006693680781727441
R4_LHS_03,control,20260813,V52_C_E3_C6_1T,X,candidate,incremental_displacement_to_velocity,0.8381709498744235,True,0.0007890843365736619
R4_LHS_03,control,20260813,V52_C_E3_C6_1T,Y,candidate,incremental_displacement_to_velocity,0.9541542415122843,True,0.007434491722737124
R4_LHS_03,control,20260813,V52_C_E3_C6_1T,Z,candidate,incremental_displacement_to_velocity,0.8599804063867401,True,0.0054621097141344015
R4_LHS_03,control,20260813,V40_A_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.9106286160972676,True,0.0007207720169518108
R4_LHS_03,control,20260813,V40_A_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.1741637026029559,True,0.005259219002580637
R4_LHS_03,control,20260813,V40_A_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.9881874057538448,True,0.0052294787314885755
R4_LHS_03,control,20260813,V40_B_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.934396982252387,True,0.0008446848627379497
R4_LHS_03,control,20260813,V40_B_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.171411123342836,True,0.006067659974056083
R4_LHS_03,control,20260813,V40_B_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.089704886601862,True,0.006050777773715264
R4_LHS_03,control,20260813,V40_CPLUS_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.863997153247762,True,0.001184997652307788
R4_LHS_03,control,20260813,V40_CPLUS_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.0378468827571388,True,0.008177750574167208
R4_LHS_03,control,20260813,V40_CPLUS_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.2077989857466862,True,0.008937864721767663
R4_LHS_03,control,20260813,V40_C_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.9090272447069998,True,0.0010392694662824835
R4_LHS_03,control,20260813,V40_C_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.1243803118828104,True,0.0071055562820083575
R4_LHS_03,control,20260813,V40_C_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.149377228424729,True,0.007150614127526707
R4_LHS_03,control,20260813,V52_A_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,1.0284568835030998,True,0.0008312410704028214
R4_LHS_03,control,20260813,V52_A_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.1494211787514075,True,0.006219525254635993
R4_LHS_03,control,20260813,V52_A_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.111083947277332,True,0.0055568423201448796
R4_LHS_03,control,20260813,V52_B_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.9105271535058641,True,0.0008383576441321358
R4_LHS_03,control,20260813,V52_B_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.0688195523362034,True,0.007010638567686533
R4_LHS_03,control,20260813,V52_B_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.033124069809448,True,0.00592589795851435
R4_LHS_03,control,20260813,V52_CPLUS_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.9152512867688438,True,0.0011003930480069596
R4_LHS_03,control,20260813,V52_CPLUS_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.0441046116043713,True,0.009633245018513505
R4_LHS_03,control,20260813,V52_CPLUS_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.2987221168541272,True,0.008561558924257914
R4_LHS_03,control,20260813,V52_C_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.8936001496401017,True,0.0009424311311280379
R4_LHS_03,control,20260813,V52_C_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.0371342163574149,True,0.008011809651995399
R4_LHS_03,control,20260813,V52_C_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.0697179821101117,True,0.006687144248180401
R4_LHS_03,control,20260813,V40_A_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.9357284793284673,True,0.0009160119781000262
R4_LHS_03,control,20260813,V40_A_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.3550472385534924,True,0.0061671646045484895
R4_LHS_03,control,20260813,V40_A_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.1980061305594174,True,0.006395952535968893
R4_LHS_03,control,20260813,V40_B_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.8871374217542344,True,0.0009918430026376278
R4_LHS_03,control,20260813,V40_B_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.2141345998906712,True,0.006660366908577023
R4_LHS_03,control,20260813,V40_B_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.1383405351763098,True,0.006667439507653367
R4_LHS_03,control,20260813,V40_CPLUS_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.924301529005244,True,0.0013122135528524845
R4_LHS_03,control,20260813,V40_CPLUS_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.19976243124171,True,0.009053140179310989
R4_LHS_03,control,20260813,V40_CPLUS_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.3670282329560877,True,0.009883665453904896
R4_LHS_03,control,20260813,V40_C_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.9265806296192759,True,0.0011733856345706114
R4_LHS_03,control,20260813,V40_C_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.2176661159033009,True,0.007742239627312175
R4_LHS_03,control,20260813,V40_C_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.2695956709897367,True,0.007914395716912844
R4_LHS_03,control,20260813,V52_A_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,1.0473807065583618,True,0.0009138975968624216
R4_LHS_03,control,20260813,V52_A_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.257157996587485,True,0.0068230432945560375
R4_LHS_03,control,20260813,V52_A_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.2268543096331237,True,0.006116441883041824
