trial_id,variant,seed,case_id,axis,model,quantity,derivative_vs_velocity_relative_l2,derivative_vs_velocity_relative_l2_defined,derivative_vs_velocity_rmse_mps
R4_LHS_03,physics,20260813,V40_A_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.8104156748371721,True,0.0042338347016253755
COMMON_FEM,common,-1,V40_A_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.15060191923058658,True,0.0008080637544004497
R4_LHS_03,physics,20260813,V40_B_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.874382649171079,True,0.0008697468503066696
COMMON_FEM,common,-1,V40_B_E4_C7_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.5895971029986717,True,0.0006494876427745848
R4_LHS_03,physics,20260813,V40_B_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.0271693975028438,True,0.005389247209723874
COMMON_FEM,common,-1,V40_B_E4_C7_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.29456830058995925,True,0.0016262250250404086
R4_LHS_03,physics,20260813,V40_B_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.9764742799595165,True,0.005620236506911411
COMMON_FEM,common,-1,V40_B_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.1719983993577115,True,0.000991685143641672
R4_LHS_03,physics,20260813,V40_CPLUS_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.8600310933559324,True,0.001154515665588139
COMMON_FEM,common,-1,V40_CPLUS_E4_C7_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.45648666788347925,True,0.0006728410515258959
R4_LHS_03,physics,20260813,V40_CPLUS_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,0.9516640653889614,True,0.007354128745306462
COMMON_FEM,common,-1,V40_CPLUS_E4_C7_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3157489689203889,True,0.0025475714367381745
R4_LHS_03,physics,20260813,V40_CPLUS_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.9685659717883551,True,0.0071700222444581515
COMMON_FEM,common,-1,V40_CPLUS_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.22983168796922476,True,0.0017257329439910429
R4_LHS_03,physics,20260813,V40_C_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.8464920921580731,True,0.0009865398958862131
COMMON_FEM,common,-1,V40_C_E4_C7_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.5041802529638745,True,0.0006691361694725432
R4_LHS_03,physics,20260813,V40_C_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,0.9564014876882471,True,0.006129770649494217
COMMON_FEM,common,-1,V40_C_E4_C7_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3067837138536415,True,0.002001594779973065
R4_LHS_03,physics,20260813,V40_C_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.9110554873492717,True,0.005935005201416098
COMMON_FEM,common,-1,V40_C_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.21584121391413702,True,0.0014107831161827473
R4_LHS_03,physics,20260813,V52_A_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.8610452481369602,True,0.0006817081126691714
COMMON_FEM,common,-1,V52_A_E4_C7_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.5692103683495022,True,0.0005730555716162502
R4_LHS_03,physics,20260813,V52_A_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,0.9246755417822168,True,0.005033388720900898
COMMON_FEM,common,-1,V52_A_E4_C7_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3432645963936713,True,0.00197168069079141
R4_LHS_03,physics,20260813,V52_A_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.706270956865215,True,0.003772044102230247
COMMON_FEM,common,-1,V52_A_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.1574340964349609,True,0.0008701595960006342
R4_LHS_03,physics,20260813,V52_B_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.8634765577135837,True,0.0008336909091702265
COMMON_FEM,common,-1,V52_B_E4_C7_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.57883956694088,True,0.0006521917483739505
R4_LHS_03,physics,20260813,V52_B_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,0.9685070781757963,True,0.006448843718387191
COMMON_FEM,common,-1,V52_B_E4_C7_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.35248097021734254,True,0.0024699854576708765
R4_LHS_03,physics,20260813,V52_B_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.8232641244345145,True,0.004895528773424966
COMMON_FEM,common,-1,V52_B_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.18447159441996966,True,0.0011015868760204696
R4_LHS_03,physics,20260813,V52_CPLUS_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.8545137802599477,True,0.0010993328657498585
COMMON_FEM,common,-1,V52_CPLUS_E4_C7_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.44997952058815965,True,0.0006400622224697134
R4_LHS_03,physics,20260813,V52_CPLUS_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,1.0039341282529257,True,0.009493090057208192
COMMON_FEM,common,-1,V52_CPLUS_E4_C7_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.34703656508553865,True,0.0034758142790059883
R4_LHS_03,physics,20260813,V52_CPLUS_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,1.0351304142848035,True,0.00732341110736437
COMMON_FEM,common,-1,V52_CPLUS_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.21198496538716885,True,0.0015412280433862028
R4_LHS_03,physics,20260813,V52_C_E4_C7_1T,X,candidate,incremental_displacement_to_velocity,0.8639743183397954,True,0.0009270427778636992
COMMON_FEM,common,-1,V52_C_E4_C7_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.46745946120691423,True,0.0006656239358315319
R4_LHS_03,physics,20260813,V52_C_E4_C7_1T,Y,candidate,incremental_displacement_to_velocity,0.9665719130080604,True,0.007567965161030013
COMMON_FEM,common,-1,V52_C_E4_C7_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.35397856142546263,True,0.002921425918914529
R4_LHS_03,physics,20260813,V52_C_E4_C7_1T,Z,candidate,incremental_displacement_to_velocity,0.8805665284225819,True,0.005621154757508709
COMMON_FEM,common,-1,V52_C_E4_C7_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.20729277450347267,True,0.001341302534989149
R4_LHS_03,physics,20260813,V40_A_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.9430086513161489,True,0.0008830225347129528
COMMON_FEM,common,-1,V40_A_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.5218077638139278,True,0.0006234712441486825
R4_LHS_03,physics,20260813,V40_A_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.132873889562612,True,0.004944880073169818
COMMON_FEM,common,-1,V40_A_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.28896377053166156,True,0.0013228705863152232
R4_LHS_03,physics,20260813,V40_A_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,0.9277605358674028,True,0.004795147175562689
COMMON_FEM,common,-1,V40_A_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.15325120520283214,True,0.0008217361360441739
R4_LHS_03,physics,20260813,V40_B_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.9106646617524491,True,0.0009817680936281474
COMMON_FEM,common,-1,V40_B_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.5090958068206605,True,0.0006254474472873714
R4_LHS_03,physics,20260813,V40_B_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.0725208004915332,True,0.005736777561314186
COMMON_FEM,common,-1,V40_B_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3043162963330788,True,0.0016898130873691816
R4_LHS_03,physics,20260813,V40_B_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,0.945724240621968,True,0.005403922883112969
COMMON_FEM,common,-1,V40_B_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.18564027944144318,True,0.0010826854734830552
R4_LHS_03,physics,20260813,V40_CPLUS_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.8811943283393519,True,0.001281303776368998
COMMON_FEM,common,-1,V40_CPLUS_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.38890755400845745,True,0.0006088414488654321
R4_LHS_03,physics,20260813,V40_CPLUS_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.0408865750769267,True,0.00805481816421052
COMMON_FEM,common,-1,V40_CPLUS_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3176385285784703,True,0.0025737564879222312
R4_LHS_03,physics,20260813,V40_CPLUS_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.0749981508838087,True,0.00794876186314823
COMMON_FEM,common,-1,V40_CPLUS_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.23100815114223358,True,0.0017319227376440965
R4_LHS_03,physics,20260813,V40_C_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.854769792043145,True,0.0010754929956324974
COMMON_FEM,common,-1,V40_C_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.45766790160424875,True,0.0006495017337816102
R4_LHS_03,physics,20260813,V40_C_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,0.9720641301127589,True,0.006263112687551346
COMMON_FEM,common,-1,V40_C_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.31187076596048413,True,0.0020437680555224344
R4_LHS_03,physics,20260813,V40_C_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,0.9370263598479035,True,0.006043776939205695
COMMON_FEM,common,-1,V40_C_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.21849741136978348,True,0.0014396176740514512
R4_LHS_03,physics,20260813,V52_A_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.8941991051259869,True,0.0007540441228084795
COMMON_FEM,common,-1,V52_A_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.5792034819387368,True,0.0006009967847407711
R4_LHS_03,physics,20260813,V52_A_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,0.9461137930331761,True,0.005203718244974031
COMMON_FEM,common,-1,V52_A_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.35026414015044816,True,0.0020365275573682247
R4_LHS_03,physics,20260813,V52_A_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,0.7442433397162665,True,0.004022271386170066
COMMON_FEM,common,-1,V52_A_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.16530779377001867,True,0.0009172240629367688
R4_LHS_03,physics,20260813,V52_B_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.9348768916986819,True,0.0008486480037565621
COMMON_FEM,common,-1,V52_B_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.5380869465015339,True,0.0006560246294103177
R4_LHS_03,physics,20260813,V52_B_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,0.936677115794539,True,0.006136037168200635
COMMON_FEM,common,-1,V52_B_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3467476215588652,True,0.0024128292640657302
R4_LHS_03,physics,20260813,V52_B_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,0.8403787648709569,True,0.0048148382912985245
COMMON_FEM,common,-1,V52_B_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.1799940146679519,True,0.0010720966288561827
R4_LHS_03,physics,20260813,V52_CPLUS_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.8779235116704992,True,0.001138803057122975
COMMON_FEM,common,-1,V52_CPLUS_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.4422450653085806,True,0.0006650801715501883
R4_LHS_03,physics,20260813,V52_CPLUS_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,0.9753823263313115,True,0.009396137056797694
COMMON_FEM,common,-1,V52_CPLUS_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.35155681719213444,True,0.0035333182431416792
R4_LHS_03,physics,20260813,V52_CPLUS_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,0.985940168993234,True,0.007051237791518085
COMMON_FEM,common,-1,V52_CPLUS_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2176702557071108,True,0.0015866288511105864
R4_LHS_03,physics,20260813,V52_C_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.9001026861920146,True,0.0010312528463304487
COMMON_FEM,common,-1,V52_C_E5_C9_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.538777056731104,True,0.000732502146800932
R4_LHS_03,physics,20260813,V52_C_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.0116926078838933,True,0.007811226614234341
COMMON_FEM,common,-1,V52_C_E5_C9_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.35384481919194694,True,0.0029255309859156937
R4_LHS_03,physics,20260813,V52_C_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,0.9967256981057195,True,0.006244068622856164
COMMON_FEM,common,-1,V52_C_E5_C9_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.19593345004905904,True,0.0012639787944308501
R4_LHS_03,physics,20260813,V40_A_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8578689705602428,True,0.0005572995265965624
COMMON_FEM,common,-1,V40_A_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2514484073665115,True,0.00017282021748657775
R4_LHS_03,physics,20260813,V40_A_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.9823211346385812,True,0.004176919058228332
COMMON_FEM,common,-1,V40_A_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.30106579108825066,True,0.0013871624516117876
R4_LHS_03,physics,20260813,V40_A_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.8333754487585657,True,0.004303968061035245
COMMON_FEM,common,-1,V40_A_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.18027959497499402,True,0.0009872064906934494
R4_LHS_03,physics,20260813,V40_B_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8290348727320014,True,0.0006693628256485718
COMMON_FEM,common,-1,V40_B_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2551981485205145,True,0.00022058431443088109
R4_LHS_03,physics,20260813,V40_B_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.8937836718481413,True,0.004668531902624755
COMMON_FEM,common,-1,V40_B_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3226274286167135,True,0.0018140510179454367
R4_LHS_03,physics,20260813,V40_B_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.7862681907756716,True,0.004461672818419595
COMMON_FEM,common,-1,V40_B_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2150030470891058,True,0.0012908976810167645
R4_LHS_03,physics,20260813,V40_CPLUS_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8890577576237453,True,0.0010988130774103142
COMMON_FEM,common,-1,V40_CPLUS_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2477825522807994,True,0.000321304524872695
R4_LHS_03,physics,20260813,V40_CPLUS_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,1.0441846306089109,True,0.00818431175411339
COMMON_FEM,common,-1,V40_CPLUS_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3146389524480063,True,0.0025335954783555583
R4_LHS_03,physics,20260813,V40_CPLUS_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.9867520286700099,True,0.0073811901719405115
COMMON_FEM,common,-1,V40_CPLUS_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.24799988074822196,True,0.001970294616613919
R4_LHS_03,physics,20260813,V40_C_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8673639558224153,True,0.0008665707333102925
COMMON_FEM,common,-1,V40_C_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.25216316998260385,True,0.0002606103745620893
R4_LHS_03,physics,20260813,V40_C_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,1.0376322065265275,True,0.0064776554922721455
COMMON_FEM,common,-1,V40_C_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3224615094988178,True,0.0021267811974684196
R4_LHS_03,physics,20260813,V40_C_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.9167307228511853,True,0.005890588474384758
COMMON_FEM,common,-1,V40_C_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.23501204820253677,True,0.0015692607270754884
R4_LHS_03,physics,20260813,V52_A_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8225476294162251,True,0.0005064473985663367
COMMON_FEM,common,-1,V52_A_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3122483063165952,True,0.0002103556052236931
R4_LHS_03,physics,20260813,V52_A_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.8961893151903851,True,0.004860458920263013
COMMON_FEM,common,-1,V52_A_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.34375899417537215,True,0.0019951551497681803
R4_LHS_03,physics,20260813,V52_A_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.6200442482787059,True,0.0032420110663524686
COMMON_FEM,common,-1,V52_A_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.182369988373078,True,0.0010144001556571843
R4_LHS_03,physics,20260813,V52_B_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.7882106030497341,True,0.0006027650519522678
COMMON_FEM,common,-1,V52_B_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2895375618100123,True,0.00024140909991386588
R4_LHS_03,physics,20260813,V52_B_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.8398067561389948,True,0.005629300904243049
COMMON_FEM,common,-1,V52_B_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3454596883589069,True,0.002420532643258537
R4_LHS_03,physics,20260813,V52_B_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.6049144258285865,True,0.003530461233279229
COMMON_FEM,common,-1,V52_B_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.18594491146976322,True,0.0011068761281458324
R4_LHS_03,physics,20260813,V52_CPLUS_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8340155466077398,True,0.0009367918721297669
COMMON_FEM,common,-1,V52_CPLUS_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2767536216133097,True,0.00034248666516068903
R4_LHS_03,physics,20260813,V52_CPLUS_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.9733905118459262,True,0.00905211453466329
COMMON_FEM,common,-1,V52_CPLUS_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.3513881602741251,True,0.0035102442991190893
R4_LHS_03,physics,20260813,V52_CPLUS_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.9984285775700361,True,0.006973802654032978
COMMON_FEM,common,-1,V52_CPLUS_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.22125832187545655,True,0.0016072101901990655
R4_LHS_03,physics,20260813,V52_C_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8186163422197088,True,0.0007451758933193321
COMMON_FEM,common,-1,V52_C_E6_C10_1T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2979779772530559,True,0.00029702090853645814
R4_LHS_03,physics,20260813,V52_C_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.8561757276193732,True,0.006617023728670423
COMMON_FEM,common,-1,V52_C_E6_C10_1T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.35468696827336704,True,0.0029235962863325797
R4_LHS_03,physics,20260813,V52_C_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.7732519646023419,True,0.004815075127756459
COMMON_FEM,common,-1,V52_C_E6_C10_1T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.22280385363545296,True,0.0014482382617523237
R4_LHS_03,physics,20260813,V40_A_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9262559639144262,True,0.0010194559637038297
COMMON_FEM,common,-1,V40_A_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.44995340867680256,True,0.0006247989759279243
R4_LHS_03,physics,20260813,V40_A_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.8709944228431573,True,0.006001588065419164
COMMON_FEM,common,-1,V40_A_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.27170565595142265,True,0.001906709531965207
R4_LHS_03,physics,20260813,V40_A_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.9313263775102306,True,0.005212638888561013
COMMON_FEM,common,-1,V40_A_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.24222634993688247,True,0.0014032933642845482
R4_LHS_03,physics,20260813,V40_B_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.8796685875341523,True,0.0011423094936904561
COMMON_FEM,common,-1,V40_B_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.4912365277532375,True,0.0006672909282894954
R4_LHS_03,physics,20260813,V40_B_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.7661679287329298,True,0.006693162201847534
COMMON_FEM,common,-1,V40_B_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.27748466903736874,True,0.002434503265016265
R4_LHS_03,physics,20260813,V40_B_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.8596018903441259,True,0.006025115392855047
COMMON_FEM,common,-1,V40_B_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.24642617114820317,True,0.0017877961841769134
R4_LHS_03,physics,20260813,V40_CPLUS_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.8983852799716605,True,0.0014161571326133928
COMMON_FEM,common,-1,V40_CPLUS_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.4014215974934809,True,0.0007129168242467713
R4_LHS_03,physics,20260813,V40_CPLUS_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.785568669078857,True,0.010361810294695555
COMMON_FEM,common,-1,V40_CPLUS_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.27483014376402654,True,0.003612553406049901
R4_LHS_03,physics,20260813,V40_CPLUS_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.8589934578871581,True,0.009249612359598747
COMMON_FEM,common,-1,V40_CPLUS_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.24708231533372788,True,0.0027800640179260366
R4_LHS_03,physics,20260813,V40_C_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.8944113167538713,True,0.0012263975642967052
COMMON_FEM,common,-1,V40_C_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.44799682860559276,True,0.0007133538856732754
R4_LHS_03,physics,20260813,V40_C_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.8042746957873403,True,0.008352850032640961
COMMON_FEM,common,-1,V40_C_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.2794295066681906,True,0.002942675504107379
R4_LHS_03,physics,20260813,V40_C_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.873783828895374,True,0.007388862860650382
COMMON_FEM,common,-1,V40_C_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.24760000726714468,True,0.0022141557235801934
R4_LHS_03,physics,20260813,V52_A_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9692193251753604,True,0.0010111276697072503
COMMON_FEM,common,-1,V52_A_E7_C11_2T,X,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.6048414777334554,True,0.0006276345258784098
R4_LHS_03,physics,20260813,V52_A_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.8508166791094864,True,0.007130599980059373
COMMON_FEM,common,-1,V52_A_E7_C11_2T,Y,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.31612829705479234,True,0.0027168344029078603
R4_LHS_03,physics,20260813,V52_A_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.9140130235260902,True,0.00490352830473413
COMMON_FEM,common,-1,V52_A_E7_C11_2T,Z,FEM_COMSOL_SAVED_GRID_FLOOR,incremental_displacement_to_velocity,0.23292666461835038,True,0.001258144822814931
