trial_id,variant,model,case_id,axis,relative_l2
R4_LHS_03,physics,R4_LHS_03-physics,V40_CPLUS_E7_C11_2T,Z,0.0460725956559365
R4_LHS_03,physics,R4_LHS_03-physics,V40_CPLUS_E8_C12_2T,X,0.1003902698728486
R4_LHS_03,physics,R4_LHS_03-physics,V40_CPLUS_E8_C12_2T,Y,0.0291522642912932
R4_LHS_03,physics,R4_LHS_03-physics,V40_CPLUS_E8_C12_2T,Z,0.0310220763193083
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E1_C4_2T,X,0.1619027894635683
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E1_C4_2T,Y,0.0386055725122174
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E1_C4_2T,Z,0.0416227083984135
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E2_C5_2T,X,0.0161772418933679
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E2_C5_2T,Y,0.0422495012619636
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E2_C5_2T,Z,0.0538105516528334
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E3_C6_1T,X,0.0709171401800805
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E3_C6_1T,Y,0.0290552956473095
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E3_C6_1T,Z,0.017754111979721
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E4_C7_1T,X,0.0138765375541915
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E4_C7_1T,Y,0.0283087812890063
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E4_C7_1T,Z,0.0219008465347518
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E5_C9_1T,X,0.0107510831288386
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E5_C9_1T,Y,0.0289862147107137
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E5_C9_1T,Z,0.0235086753248054
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E6_C10_1T,X,0.0945306381866814
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E6_C10_1T,Y,0.0361818867006646
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E6_C10_1T,Z,0.0249870866694644
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E7_C11_2T,X,0.0135363128400906
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E7_C11_2T,Y,0.0362437956230466
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E7_C11_2T,Z,0.0444843265190453
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E8_C12_2T,X,0.0845090983795556
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E8_C12_2T,Y,0.0370977468708413
R4_LHS_03,physics,R4_LHS_03-physics,V40_C_E8_C12_2T,Z,0.0359580697628748
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E1_C4_2T,X,0.0988375583448733
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E1_C4_2T,Y,0.0341533012617028
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E1_C4_2T,Z,0.0343069741202489
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E2_C5_2T,X,0.0081287610346996
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E2_C5_2T,Y,0.0270709573238427
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E2_C5_2T,Z,0.037537520512994
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E3_C6_1T,X,0.0744918565775903
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E3_C6_1T,Y,0.022504956237773
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E3_C6_1T,Z,0.0158016364496828
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E4_C7_1T,X,0.0091272117369535
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E4_C7_1T,Y,0.023310319590384
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E4_C7_1T,Z,0.0183431453381255
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E5_C9_1T,X,0.0089505978596367
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E5_C9_1T,Y,0.0236441780809744
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E5_C9_1T,Z,0.0178856285645012
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E6_C10_1T,X,0.0648322081730429
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E6_C10_1T,Y,0.0236750026760007
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E6_C10_1T,Z,0.0161010351705487
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E7_C11_2T,X,0.0107727628170521
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E7_C11_2T,Y,0.0322177830414433
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E7_C11_2T,Z,0.03666138066274
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E8_C12_2T,X,0.2069903195189436
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E8_C12_2T,Y,0.0401526383305014
R4_LHS_03,physics,R4_LHS_03-physics,V52_A_E8_C12_2T,Z,0.0531705584642899
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E1_C4_2T,X,0.1188889769117909
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E1_C4_2T,Y,0.0367103185585281
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E1_C4_2T,Z,0.0430237167950553
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E2_C5_2T,X,0.0110851730121399
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E2_C5_2T,Y,0.0350233434777161
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E2_C5_2T,Z,0.0430338579901542
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E3_C6_1T,X,0.0624055013567701
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E3_C6_1T,Y,0.0233477603367063
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E3_C6_1T,Z,0.0183815630062476
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E4_C7_1T,X,0.0149484477829152
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E4_C7_1T,Y,0.0388184447049274
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E4_C7_1T,Z,0.0248540964542412
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E5_C9_1T,X,0.0151514109418799
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E5_C9_1T,Y,0.0243964264319588
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E5_C9_1T,Z,0.0162827792013831
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E6_C10_1T,X,0.0879110562810776
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E6_C10_1T,Y,0.0253418912733519
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E6_C10_1T,Z,0.0181573184611129
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E7_C11_2T,X,0.0213012987980747
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E7_C11_2T,Y,0.0463577737613562
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E7_C11_2T,Z,0.0605424872012468
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E8_C12_2T,X,0.0757789192748453
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E8_C12_2T,Y,0.0259188624688955
R4_LHS_03,physics,R4_LHS_03-physics,V52_B_E8_C12_2T,Z,0.0325501671234865
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E1_C4_2T,X,0.0880697588490008
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E1_C4_2T,Y,0.0362223233105122
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E1_C4_2T,Z,0.0372324802315164
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E2_C5_2T,X,0.0142388926328801
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E2_C5_2T,Y,0.025104588962641
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E2_C5_2T,Z,0.0321896145583841
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E3_C6_1T,X,0.0691278118212031
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E3_C6_1T,Y,0.0366375782642034
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E3_C6_1T,Z,0.0310536351199581
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E4_C7_1T,X,0.0104179003775109
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E4_C7_1T,Y,0.0305460667584128
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E4_C7_1T,Z,0.0271515101712787
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E5_C9_1T,X,0.0140267065092911
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E5_C9_1T,Y,0.0379387561605232
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E5_C9_1T,Z,0.0267242168529628
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E6_C10_1T,X,0.042081306526355
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E6_C10_1T,Y,0.028392085382714
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E6_C10_1T,Z,0.0265967133957738
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E7_C11_2T,X,0.0235591730674493
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E7_C11_2T,Y,0.0404095406903128
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E7_C11_2T,Z,0.0497322898584992
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E8_C12_2T,X,0.1044505443427061
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E8_C12_2T,Y,0.025243994580728
R4_LHS_03,physics,R4_LHS_03-physics,V52_CPLUS_E8_C12_2T,Z,0.0325126896068746
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E1_C4_2T,X,0.0940068975958309
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E1_C4_2T,Y,0.0361559517657587
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E1_C4_2T,Z,0.046346428901466
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E2_C5_2T,X,0.0133428971166603
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E2_C5_2T,Y,0.0251110510280406
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E2_C5_2T,Z,0.0303180622122589
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E3_C6_1T,X,0.0788945368743955
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E3_C6_1T,Y,0.0370873490148802
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E3_C6_1T,Z,0.0232052327487654
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E4_C7_1T,X,0.0160914336621744
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E4_C7_1T,Y,0.0407492756009014
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E4_C7_1T,Z,0.027660435823141
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E5_C9_1T,X,0.0123507516944302
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E5_C9_1T,Y,0.0422439841000591
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E5_C9_1T,Z,0.0271041016026559
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E6_C10_1T,X,0.0517452370541912
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E6_C10_1T,Y,0.0257622495831354
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E6_C10_1T,Z,0.0176500232304065
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E7_C11_2T,X,0.0147704322482445
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E7_C11_2T,Y,0.0321468544324719
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E7_C11_2T,Z,0.0358684384492142
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E8_C12_2T,X,0.0982988087923688
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E8_C12_2T,Y,0.0313015034092929
R4_LHS_03,physics,R4_LHS_03-physics,V52_C_E8_C12_2T,Z,0.0366381312137768
COMMON_B2,common,B2,BASE_C1_0T,X,0.3819923878453377
COMMON_B2,common,B2,BASE_C1_0T,Y,0.0228171677397597
COMMON_B2,common,B2,BASE_C1_0T,Z,0.0354964603879568
COMMON_B2,common,B2,BASE_C2_0T,X,0.0090404013545385
COMMON_B2,common,B2,BASE_C2_0T,Y,0.0457175689909722
COMMON_B2,common,B2,BASE_C2_0T,Z,0.0641828557423997
COMMON_B2,common,B2,BASE_C3_0T,X,0.2824886377266512
COMMON_B2,common,B2,BASE_C3_0T,Y,0.0138120164583427
COMMON_B2,common,B2,BASE_C3_0T,Z,0.0211250461351502
COMMON_B2,common,B2,BASE_C8_0T,X,0.0103860197426836
COMMON_B2,common,B2,BASE_C8_0T,Y,0.0163873051429599
COMMON_B2,common,B2,BASE_C8_0T,Z,0.0271748600555043
COMMON_B2,common,B2,V40_A_E1_C4_2T,X,0.0810589575750497
COMMON_B2,common,B2,V40_A_E1_C4_2T,Y,0.0230666272667278
COMMON_B2,common,B2,V40_A_E1_C4_2T,Z,0.0465941591718207
COMMON_B2,common,B2,V40_B_E1_C4_2T,X,0.143487582312361
COMMON_B2,common,B2,V40_B_E1_C4_2T,Y,0.0375196161915235
COMMON_B2,common,B2,V40_B_E1_C4_2T,Z,0.0623783922430588
COMMON_B2,common,B2,V40_CPLUS_E1_C4_2T,X,0.0827521861678357
COMMON_B2,common,B2,V40_CPLUS_E1_C4_2T,Y,0.0170271554216938
COMMON_B2,common,B2,V40_CPLUS_E1_C4_2T,Z,0.0475325754109076
COMMON_B2,common,B2,V40_C_E1_C4_2T,X,0.1422757549749358
COMMON_B2,common,B2,V40_C_E1_C4_2T,Y,0.0372015468981067
COMMON_B2,common,B2,V40_C_E1_C4_2T,Z,0.0599268933013538
COMMON_B2,common,B2,V52_A_E1_C4_2T,X,0.0737980849515047
COMMON_B2,common,B2,V52_A_E1_C4_2T,Y,0.0160594875819766
COMMON_B2,common,B2,V52_A_E1_C4_2T,Z,0.0450431222015213
COMMON_B2,common,B2,V52_B_E1_C4_2T,X,0.1364717064555413
COMMON_B2,common,B2,V52_B_E1_C4_2T,Y,0.0202672672649831
COMMON_B2,common,B2,V52_B_E1_C4_2T,Z,0.0471131674593262
COMMON_B2,common,B2,V52_CPLUS_E1_C4_2T,X,0.0784832382321124
COMMON_B2,common,B2,V52_CPLUS_E1_C4_2T,Y,0.0178421183829874
COMMON_B2,common,B2,V52_CPLUS_E1_C4_2T,Z,0.0418877450273518
COMMON_B2,common,B2,V52_C_E1_C4_2T,X,0.0860877005152865
COMMON_B2,common,B2,V52_C_E1_C4_2T,Y,0.0220410660136556
COMMON_B2,common,B2,V52_C_E1_C4_2T,Z,0.0427402914932424
COMMON_B2,common,B2,V40_A_E2_C5_2T,X,0.0144126610406102
COMMON_B2,common,B2,V40_A_E2_C5_2T,Y,0.0204085872892391
COMMON_B2,common,B2,V40_A_E2_C5_2T,Z,0.0520954932858128
COMMON_B2,common,B2,V40_B_E2_C5_2T,X,0.0125255159896059
COMMON_B2,common,B2,V40_B_E2_C5_2T,Y,0.0148374368625395
COMMON_B2,common,B2,V40_B_E2_C5_2T,Z,0.0391384856479254
COMMON_B2,common,B2,V40_CPLUS_E2_C5_2T,X,0.0129340649496193
COMMON_B2,common,B2,V40_CPLUS_E2_C5_2T,Y,0.0166432159148154
COMMON_B2,common,B2,V40_CPLUS_E2_C5_2T,Z,0.0462968790344179
COMMON_B2,common,B2,V40_C_E2_C5_2T,X,0.0179309059411931
COMMON_B2,common,B2,V40_C_E2_C5_2T,Y,0.0202660996169389
COMMON_B2,common,B2,V40_C_E2_C5_2T,Z,0.0479776476636626
COMMON_B2,common,B2,V52_A_E2_C5_2T,X,0.0085689416530541
COMMON_B2,common,B2,V52_A_E2_C5_2T,Y,0.0266608759511425
COMMON_B2,common,B2,V52_A_E2_C5_2T,Z,0.0477115887719182
COMMON_B2,common,B2,V52_B_E2_C5_2T,X,0.0155140075769177
COMMON_B2,common,B2,V52_B_E2_C5_2T,Y,0.0360572825216068
COMMON_B2,common,B2,V52_B_E2_C5_2T,Z,0.061105757295061
COMMON_B2,common,B2,V52_CPLUS_E2_C5_2T,X,0.0135765758165387
COMMON_B2,common,B2,V52_CPLUS_E2_C5_2T,Y,0.0197808198032857
COMMON_B2,common,B2,V52_CPLUS_E2_C5_2T,Z,0.045075154200648
COMMON_B2,common,B2,V52_C_E2_C5_2T,X,0.013039009550446
COMMON_B2,common,B2,V52_C_E2_C5_2T,Y,0.0161296359320312
COMMON_B2,common,B2,V52_C_E2_C5_2T,Z,0.0382049864229527
COMMON_B2,common,B2,V40_A_E3_C6_1T,X,0.0684072518939457
COMMON_B2,common,B2,V40_A_E3_C6_1T,Y,0.0165966704289299
COMMON_B2,common,B2,V40_A_E3_C6_1T,Z,0.0254668325345811
COMMON_B2,common,B2,V40_B_E3_C6_1T,X,0.045272860604342
COMMON_B2,common,B2,V40_B_E3_C6_1T,Y,0.0230332040665966
COMMON_B2,common,B2,V40_B_E3_C6_1T,Z,0.026490603912599
COMMON_B2,common,B2,V40_CPLUS_E3_C6_1T,X,0.0629024118901722
COMMON_B2,common,B2,V40_CPLUS_E3_C6_1T,Y,0.0224956663567174
COMMON_B2,common,B2,V40_CPLUS_E3_C6_1T,Z,0.0338033196625179
COMMON_B2,common,B2,V40_C_E3_C6_1T,X,0.0421815725733212
COMMON_B2,common,B2,V40_C_E3_C6_1T,Y,0.0179249419531076
COMMON_B2,common,B2,V40_C_E3_C6_1T,Z,0.0270450625350479
COMMON_B2,common,B2,V52_A_E3_C6_1T,X,0.0426320562856038
COMMON_B2,common,B2,V52_A_E3_C6_1T,Y,0.0161181663754891
COMMON_B2,common,B2,V52_A_E3_C6_1T,Z,0.0243561370924955
COMMON_B2,common,B2,V52_B_E3_C6_1T,X,0.053271832032336
COMMON_B2,common,B2,V52_B_E3_C6_1T,Y,0.0166849753254013
COMMON_B2,common,B2,V52_B_E3_C6_1T,Z,0.0232891676704234
COMMON_B2,common,B2,V52_CPLUS_E3_C6_1T,X,0.0835564140515025
COMMON_B2,common,B2,V52_CPLUS_E3_C6_1T,Y,0.0450968043726125
COMMON_B2,common,B2,V52_CPLUS_E3_C6_1T,Z,0.0471871746318461
COMMON_B2,common,B2,V52_C_E3_C6_1T,X,0.0939614818114154
COMMON_B2,common,B2,V52_C_E3_C6_1T,Y,0.0419826970119718
COMMON_B2,common,B2,V52_C_E3_C6_1T,Z,0.0376067241480853
COMMON_B2,common,B2,V40_A_E4_C7_1T,X,0.0144412594534159
COMMON_B2,common,B2,V40_A_E4_C7_1T,Y,0.04176768385825
COMMON_B2,common,B2,V40_A_E4_C7_1T,Z,0.0400043608507785
COMMON_B2,common,B2,V40_B_E4_C7_1T,X,0.0093463615997384
COMMON_B2,common,B2,V40_B_E4_C7_1T,Y,0.0208772247599637
COMMON_B2,common,B2,V40_B_E4_C7_1T,Z,0.0244278155243742
COMMON_B2,common,B2,V40_CPLUS_E4_C7_1T,X,0.0108043757429732
COMMON_B2,common,B2,V40_CPLUS_E4_C7_1T,Y,0.0216153764832061
COMMON_B2,common,B2,V40_CPLUS_E4_C7_1T,Z,0.0348486089058284
COMMON_B2,common,B2,V40_C_E4_C7_1T,X,0.0113947784954585
COMMON_B2,common,B2,V40_C_E4_C7_1T,Y,0.018166848283414
COMMON_B2,common,B2,V40_C_E4_C7_1T,Z,0.0255075784548667
COMMON_B2,common,B2,V52_A_E4_C7_1T,X,0.0087983736040489
COMMON_B2,common,B2,V52_A_E4_C7_1T,Y,0.0142916348650669
COMMON_B2,common,B2,V52_A_E4_C7_1T,Z,0.0224960609889055
COMMON_B2,common,B2,V52_B_E4_C7_1T,X,0.0152592955077533
COMMON_B2,common,B2,V52_B_E4_C7_1T,Y,0.0231275738798292
COMMON_B2,common,B2,V52_B_E4_C7_1T,Z,0.0288030834178835
COMMON_B2,common,B2,V52_CPLUS_E4_C7_1T,X,0.0101104834812733
COMMON_B2,common,B2,V52_CPLUS_E4_C7_1T,Y,0.0214778683547728
COMMON_B2,common,B2,V52_CPLUS_E4_C7_1T,Z,0.0260813113434541
COMMON_B2,common,B2,V52_C_E4_C7_1T,X,0.0179164153449813
COMMON_B2,common,B2,V52_C_E4_C7_1T,Y,0.0233541110055906
COMMON_B2,common,B2,V52_C_E4_C7_1T,Z,0.0280416779635503
COMMON_B2,common,B2,V40_A_E5_C9_1T,X,0.0181652502536506
COMMON_B2,common,B2,V40_A_E5_C9_1T,Y,0.0400651178875381
COMMON_B2,common,B2,V40_A_E5_C9_1T,Z,0.0354668506248775
COMMON_B2,common,B2,V40_B_E5_C9_1T,X,0.0181244696969846
COMMON_B2,common,B2,V40_B_E5_C9_1T,Y,0.0377914752605204
COMMON_B2,common,B2,V40_B_E5_C9_1T,Z,0.0361206042629056
COMMON_B2,common,B2,V40_CPLUS_E5_C9_1T,X,0.0119273142598934
COMMON_B2,common,B2,V40_CPLUS_E5_C9_1T,Y,0.0286921766457425
COMMON_B2,common,B2,V40_CPLUS_E5_C9_1T,Z,0.0401675647459453
COMMON_B2,common,B2,V40_C_E5_C9_1T,X,0.0126873787238819
COMMON_B2,common,B2,V40_C_E5_C9_1T,Y,0.019727919065917
COMMON_B2,common,B2,V40_C_E5_C9_1T,Z,0.0304579347644715
COMMON_B2,common,B2,V52_A_E5_C9_1T,X,0.0066864958344469
COMMON_B2,common,B2,V52_A_E5_C9_1T,Y,0.0172404082485203
COMMON_B2,common,B2,V52_A_E5_C9_1T,Z,0.0252050485071845
COMMON_B2,common,B2,V52_B_E5_C9_1T,X,0.0104897363036897
COMMON_B2,common,B2,V52_B_E5_C9_1T,Y,0.0189686450426631
COMMON_B2,common,B2,V52_B_E5_C9_1T,Z,0.0306738570898285
COMMON_B2,common,B2,V52_CPLUS_E5_C9_1T,X,0.0154082298422024
COMMON_B2,common,B2,V52_CPLUS_E5_C9_1T,Y,0.0227205796778119
COMMON_B2,common,B2,V52_CPLUS_E5_C9_1T,Z,0.0362107532898626
COMMON_B2,common,B2,V52_C_E5_C9_1T,X,0.0110753295515351
COMMON_B2,common,B2,V52_C_E5_C9_1T,Y,0.021857681628318
COMMON_B2,common,B2,V52_C_E5_C9_1T,Z,0.0253693239995561
COMMON_B2,common,B2,V40_A_E6_C10_1T,X,0.0475645663082099
COMMON_B2,common,B2,V40_A_E6_C10_1T,Y,0.0163053122928837
COMMON_B2,common,B2,V40_A_E6_C10_1T,Z,0.0227453865551136
COMMON_B2,common,B2,V40_B_E6_C10_1T,X,0.0443163753342851
COMMON_B2,common,B2,V40_B_E6_C10_1T,Y,0.016911060467914
COMMON_B2,common,B2,V40_B_E6_C10_1T,Z,0.0279287074158589
COMMON_B2,common,B2,V40_CPLUS_E6_C10_1T,X,0.0819597834684513
COMMON_B2,common,B2,V40_CPLUS_E6_C10_1T,Y,0.0311044947719366
COMMON_B2,common,B2,V40_CPLUS_E6_C10_1T,Z,0.047973621157136
COMMON_B2,common,B2,V40_C_E6_C10_1T,X,0.0874742481095959
COMMON_B2,common,B2,V40_C_E6_C10_1T,Y,0.0308255625536018
COMMON_B2,common,B2,V40_C_E6_C10_1T,Z,0.0450121657334293
COMMON_B2,common,B2,V52_A_E6_C10_1T,X,0.0879825420654204
COMMON_B2,common,B2,V52_A_E6_C10_1T,Y,0.0257425592150042
COMMON_B2,common,B2,V52_A_E6_C10_1T,Z,0.0259984907185852
COMMON_B2,common,B2,V52_B_E6_C10_1T,X,0.0676340494413268
COMMON_B2,common,B2,V52_B_E6_C10_1T,Y,0.0170629882140874
COMMON_B2,common,B2,V52_B_E6_C10_1T,Z,0.0249866969499341
COMMON_B2,common,B2,V52_CPLUS_E6_C10_1T,X,0.0426355253434537
COMMON_B2,common,B2,V52_CPLUS_E6_C10_1T,Y,0.027396459447861
COMMON_B2,common,B2,V52_CPLUS_E6_C10_1T,Z,0.0353064796350224
COMMON_B2,common,B2,V52_C_E6_C10_1T,X,0.0449451253603992
COMMON_B2,common,B2,V52_C_E6_C10_1T,Y,0.0232188295706581
COMMON_B2,common,B2,V52_C_E6_C10_1T,Z,0.0361047895523892
COMMON_B2,common,B2,V40_A_E7_C11_2T,X,0.0112767343436194
COMMON_B2,common,B2,V40_A_E7_C11_2T,Y,0.0163251642070361
COMMON_B2,common,B2,V40_A_E7_C11_2T,Z,0.0480408263221472
COMMON_B2,common,B2,V40_B_E7_C11_2T,X,0.010289809221058
COMMON_B2,common,B2,V40_B_E7_C11_2T,Y,0.0146809738129966
COMMON_B2,common,B2,V40_B_E7_C11_2T,Z,0.0402421009756937
COMMON_B2,common,B2,V40_CPLUS_E7_C11_2T,X,0.0143761818220672
COMMON_B2,common,B2,V40_CPLUS_E7_C11_2T,Y,0.0257335238971028
COMMON_B2,common,B2,V40_CPLUS_E7_C11_2T,Z,0.0532699341432261
COMMON_B2,common,B2,V40_C_E7_C11_2T,X,0.0129547738524871
COMMON_B2,common,B2,V40_C_E7_C11_2T,Y,0.0242882540320953
COMMON_B2,common,B2,V40_C_E7_C11_2T,Z,0.0464997220130872
COMMON_B2,common,B2,V52_A_E7_C11_2T,X,0.0102846463286023
COMMON_B2,common,B2,V52_A_E7_C11_2T,Y,0.0183773311580603
COMMON_B2,common,B2,V52_A_E7_C11_2T,Z,0.0523002051881152
COMMON_B2,common,B2,V52_B_E7_C11_2T,X,0.0168154871819539
COMMON_B2,common,B2,V52_B_E7_C11_2T,Y,0.0369514786067123
COMMON_B2,common,B2,V52_B_E7_C11_2T,Z,0.0555426272764931
COMMON_B2,common,B2,V52_CPLUS_E7_C11_2T,X,0.0183835037168174
COMMON_B2,common,B2,V52_CPLUS_E7_C11_2T,Y,0.0325633786483264
COMMON_B2,common,B2,V52_CPLUS_E7_C11_2T,Z,0.0507516445021193
COMMON_B2,common,B2,V52_C_E7_C11_2T,X,0.0095915941891393
COMMON_B2,common,B2,V52_C_E7_C11_2T,Y,0.0168978265904404
COMMON_B2,common,B2,V52_C_E7_C11_2T,Z,0.0436860318428297
COMMON_B2,common,B2,V40_A_E8_C12_2T,X,0.1084914608276598
COMMON_B2,common,B2,V40_A_E8_C12_2T,Y,0.0169616219707558
COMMON_B2,common,B2,V40_A_E8_C12_2T,Z,0.0459163979582993
COMMON_B2,common,B2,V40_B_E8_C12_2T,X,0.1233825322752077
COMMON_B2,common,B2,V40_B_E8_C12_2T,Y,0.0202498312895391
COMMON_B2,common,B2,V40_B_E8_C12_2T,Z,0.0510049042754836
COMMON_B2,common,B2,V40_CPLUS_E8_C12_2T,X,0.1220548571666241
COMMON_B2,common,B2,V40_CPLUS_E8_C12_2T,Y,0.0327699029043744
COMMON_B2,common,B2,V40_CPLUS_E8_C12_2T,Z,0.0618500437207356
COMMON_B2,common,B2,V40_C_E8_C12_2T,X,0.0799283695613452
COMMON_B2,common,B2,V40_C_E8_C12_2T,Y,0.0159492164262744
COMMON_B2,common,B2,V40_C_E8_C12_2T,Z,0.0438361865691309
COMMON_B2,common,B2,V52_A_E8_C12_2T,X,0.1575327526838655
COMMON_B2,common,B2,V52_A_E8_C12_2T,Y,0.0238813094524506
COMMON_B2,common,B2,V52_A_E8_C12_2T,Z,0.0549581237893308
COMMON_B2,common,B2,V52_B_E8_C12_2T,X,0.0842602908594437
