epoch,elapsed_s,lr,loss,field_q_loss,field_v_loss,state_q_loss,state_v_loss,physics_loss,q_task_weight,v_task_weight,effective_physics_weight,data_grad_norm,physics_grad_norm,gradient_cosine,q_task_grad_norm,v_task_grad_norm,q_v_task_gradient_cosine,gradient_norm,peak_vram_GiB,score,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,q_graph_residual_fraction,v_graph_residual_fraction,finite
90,20.56827070000145,0.00034368979812948047,1.104814052581787,0.17234930396080017,0.7046402096748352,0.12350095063447952,0.38368308544158936,77.70296478271484,0.8308681103647645,1.1691318896352358,0.0,22.800878524780273,nan,nan,22.380502700805664,11.285979270935059,-1.1859842743433546e-05,22.800880432128906,1.759042739868164,1.7761651557705913,0.28323236107826233,0.15212678909301758,0.06417292356491089,0.7475612163543701,0.7371129989624023,0.4912239611148834,0.10977049152707398,0.3578270045829968,0.302540456876761,1.4632854874615515,0.0,0.1090388223528862,0.334166944026947,True
95,21.673992900003213,0.00030675026407763086,1.0565314292907715,0.16944076120853424,0.7044197916984558,0.10903283953666687,0.3640383183956146,68.65876770019531,0.8924337953243706,1.10756620467563,0.0,23.746047973632812,nan,nan,12.53249454498291,18.911767959594727,0.00010043615475296974,23.74604606628418,1.759042739868164,1.7466553615177878,0.2805534601211548,0.150908425450325,0.06138020008802414,0.7382217645645142,0.7327509522438049,0.4910661578178406,0.10148321190679238,0.3426212532768233,0.2984522386101411,1.120635302289159,0.0,0.10717667639255524,0.31462615728378296,True
100,22.749875800000154,0.0002713729613480756,1.1054261922836304,0.16585218906402588,0.6973735690116882,0.09966423362493515,0.3507794439792633,61.41435241699219,0.78194605808953,1.2180539419104706,0.0,12.448967933654785,nan,nan,10.358649253845215,7.758311748504639,0.0004249516350682825,12.448968887329102,1.759042739868164,1.7174075138156324,0.27461326122283936,0.14449764788150787,0.05688788369297981,0.7317901849746704,0.7300958633422852,0.49001747369766235,0.10087147844707486,0.3291709631278431,0.28222091593286724,0.9571176411018059,0.0,0.10218361765146255,0.3137732148170471,True
105,23.84979050000402,0.0002379726564695424,1.1247258186340332,0.1625816822052002,0.6926126480102539,0.09161107987165451,0.3383830189704895,60.34418487548828,0.726168031064507,1.2738319689354936,0.0,14.63569450378418,nan,nan,17.37582015991211,5.822079181671143,-3.574769652914256e-05,14.635696411132812,1.759042739868164,1.691633406514246,0.2718431055545807,0.14134791493415833,0.0551215261220932,0.7262387871742249,0.7276819348335266,0.48871299624443054,0.09734627914469435,0.30931544326525673,0.27179013571983995,0.8696846740482835,0.0,0.09714628010988235,0.29594874382019043,True
110,24.94317410000076,0.00020694093747854208,1.128485918045044,0.15947851538658142,0.6890125870704651,0.08467455208301544,0.327797532081604,58.89535140991211,0.7003686815057931,1.2996313184942074,0.0,8.671707153320312,nan,nan,8.121021270751953,5.036095142364502,0.00014192592061590403,8.671707153320312,1.759042739868164,1.6711183345085203,0.26772820949554443,0.14114534854888916,0.05302594229578972,0.7202432751655579,0.7248733639717102,0.4870380759239197,0.094860534116975,0.2965618850414561,0.2794423062810362,0.8398083689433745,0.0,0.09642628580331802,0.2831305265426636,True
115,26.062071899999864,0.00017864162290767292,1.1405340433120728,0.15749971568584442,0.6851263642311096,0.07884764671325684,0.3183847963809967,55.77595138549805,0.661964235267241,1.3380357647327594,0.0,7.708607196807861,nan,nan,10.254971504211426,2.7300050258636475,-6.772641063435003e-05,7.708607196807861,1.759042739868164,1.658217150743639,0.26560765504837036,0.14001184701919556,0.051593296229839325,0.7139928340911865,0.7220478057861328,0.48579496145248413,0.09512445228090508,0.28992419900085376,0.2842230967607072,0.8372273521754844,0.0,0.09763125330209732,0.28476646542549133,True
120,27.188805800004047,0.00015340649634596826,1.1784107685089111,0.15614667534828186,0.6814273595809937,0.07397497445344925,0.3104075789451599,52.692752838134766,0.581201536731981,1.4187984632680193,0.0,9.600077629089355,nan,nan,14.117277145385742,3.5123918056488037,7.000246114330366e-05,9.600077629089355,1.759042739868164,1.6447967453758758,0.2640424966812134,0.13895632326602936,0.0505831241607666,0.7085020542144775,0.7191426753997803,0.48426082730293274,0.09469715917171584,0.28112972727511093,0.28592845298359043,0.8365937607261492,0.0,0.09844745695590973,0.28513863682746887,True
125,28.296601300004113,0.00013153141657966795,1.2261290550231934,0.15459558367729187,0.6779916286468506,0.07001682370901108,0.303924560546875,50.55573654174805,0.48432636069182433,1.5156736393081758,0.0,6.055599212646484,nan,nan,10.512920379638672,2.161210536956787,0.0004462831711862236,6.055599212646484,1.759042739868164,1.6339820737562536,0.2628949284553528,0.13829508423805237,0.050010066479444504,0.7037525177001953,0.7164039015769958,0.48292747139930725,0.0943902658827885,0.27369956672473267,0.28421777812041105,0.8340532488166733,0.0,0.0969870388507843,0.2863024175167084,True
130,29.39467280000099,0.00011327284891845553,1.2364579439163208,0.15309357643127441,0.6746801137924194,0.06684935837984085,0.2984039783477783,48.407073974609375,0.45231315462967614,1.5476868453703243,0.0,6.217240810394287,nan,nan,7.920337200164795,3.2814667224884033,0.0007408505771309137,6.217240810394287,1.759042739868164,1.6241581346034875,0.2621302306652069,0.13774031400680542,0.049676138907670975,0.6994476318359375,0.7137066125869751,0.481620728969574,0.09322116902782328,0.2680055905994751,0.28020244561088015,0.8259359031659439,0.0,0.0972893238067627,0.28860142827033997,True
135,30.468824100003985,9.884485837419116e-05,1.223410725593567,0.1517653614282608,0.6712639331817627,0.06425874680280685,0.29377511143684387,46.32232666015625,0.46111109072468526,1.538888909275315,0.0,2.596433401107788,nan,nan,2.7250688076019287,1.4764810800552368,-1.6957234038272873e-05,2.596433639526367,1.759042739868164,1.6176886994609587,0.2616422176361084,0.1377253532409668,0.0495704710483551,0.6952707171440125,0.7111198902130127,0.48014795780181885,0.09342673386232064,0.26410928218757124,0.28041767449031857,0.8120637671627726,0.0,0.09760607033967972,0.29374781250953674,True
140,31.599809799998184,8.841659994436882e-05,1.1597621440887451,0.15098322927951813,0.6681628823280334,0.06198882311582565,0.2899399995803833,44.25044631958008,0.5599997073960624,1.440000292603938,0.0,3.4154293537139893,nan,nan,3.7159557342529297,1.8819104433059692,-0.0007949932478368282,3.4154293537139893,1.759042739868164,1.6112306317353664,0.2611497938632965,0.137299045920372,0.04936029389500618,0.6915136575698853,0.7087607383728027,0.47862282395362854,0.0935276411992491,0.2608904938185686,0.2780226555544766,0.7947136207663373,0.0,0.09803786128759384,0.2983015179634094,True
145,32.692500199998904,8.211033542443055e-05,1.0964398384094238,0.14989709854125977,0.6649383902549744,0.05973140522837639,0.28667759895324707,42.17544174194336,0.658954697281783,1.3410453027182174,0.0,6.692674160003662,nan,nan,4.529271602630615,4.465954780578613,0.00043211455340497196,6.692674160003662,1.759042739868164,1.6048259980361161,0.26057520508766174,0.13671544194221497,0.04888252541422844,0.6885060667991638,0.7064707279205322,0.47707515954971313,0.09358205857484045,0.25808957976493213,0.2751104498124206,0.7759427505631278,0.0,0.09826889634132385,0.3025682866573334,True
150,33.79063440000027,8e-05,1.0359987020492554,0.14899642765522003,0.6619802117347717,0.05759519338607788,0.28395703434944153,40.1842155456543,0.7548448912546031,1.2451551087453976,0.0,6.913363456726074,nan,nan,5.10530948638916,4.610043048858643,-0.00015023667947389185,6.913363456726074,1.759042739868164,1.5973321435741985,0.2592913806438446,0.1357755959033966,0.04826749116182327,0.6854082345962524,0.7044923305511475,0.47551459074020386,0.09344337745533225,0.2556934409319996,0.2701897809461472,0.7577730079659594,0.0,0.09816576540470123,0.307416170835495,True
