epoch,elapsed_s,lr,loss,qfield_loss,vfield_loss,q32_loss,v32_loss,gradient_norm,residual_gate,score,peak_vram_GiB,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,rotation_X_relative_l2,rotation_Y_relative_l2,rotation_Z_relative_l2,rotation_rate_X_relative_l2,rotation_rate_Y_relative_l2,rotation_rate_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,hard_BC_max_abs,finite
0,0.6851697000020067,0.0,1.4928785562515259,0.36400291323661804,0.7665768265724182,1.0137838125228882,0.43541160225868225,0.0,0.5,2.2035556387331443,1.847062110900879,0.7284160256385803,0.1664455085992813,0.05415291711688042,0.9168474674224854,0.7406120896339417,0.509645402431488,0.4957612156867981,0.8293483257293701,0.8288983702659607,0.9978365898132324,0.9818642139434814,0.9939005970954895,0.05415722114356624,0.23366297298175726,0.0,True
1,1.2818323000028613,0.00016,1.4928785562515259,0.36400291323661804,0.7665768265724182,1.0137838125228882,0.43541160225868225,0.15427687764167786,0.5,2.203493087383743,2.049405574798584,0.7283897995948792,0.1664368361234665,0.05414040386676788,0.9168353080749512,0.7406055927276611,0.5096337795257568,0.4955877959728241,0.8290486335754395,0.8288381099700928,0.9978137612342834,0.9818426966667175,0.993891179561615,0.05415722114356624,0.23366297298175726,0.0,True
5,1.8319394999998622,0.0008,1.4906271696090698,0.3621562421321869,0.7661721110343933,1.0137838125228882,0.43541160225868225,0.17393876612186432,0.5004422664642334,2.2018613580789523,2.049405574798584,0.7277313470840454,0.16623526811599731,0.05384824424982071,0.9165019392967224,0.7404348254203796,0.5091788172721863,0.49153995513916016,0.8219338655471802,0.8272112011909485,0.9969379901885986,0.9813187718391418,0.9936490058898926,0.05415722114356624,0.23366297298175726,0.0,True
10,2.4637994000004255,0.0008,1.4682847261428833,0.34416550397872925,0.7618204355239868,1.0137838125228882,0.43541160225868225,0.4897327423095703,0.5012808442115784,2.1888205696072536,2.049405574798584,0.7223705053329468,0.16476549208164215,0.05152340233325958,0.9141691327095032,0.7392990589141846,0.5048767328262329,0.45984551310539246,0.763770341873169,0.8142729997634888,0.98894864320755,0.9781649112701416,0.9920904636383057,0.05415722114356624,0.23366297298175726,0.0,True
15,3.0772278000004007,0.0008,1.3798551559448242,0.269481360912323,0.7480749487876892,1.0137838125228882,0.43541160225868225,1.022552490234375,0.5022123456001282,2.1444536511030154,2.049405574798584,0.7039264440536499,0.1599714457988739,0.042005978524684906,0.9078609943389893,0.7361127138137817,0.491148442029953,0.3393208384513855,0.5028093457221985,0.7783207297325134,0.9642840027809143,0.9717715978622437,0.9880249500274658,0.05415722114356624,0.23366297298175726,0.0,True
20,3.760072700002638,0.0008,1.291392207145691,0.21368934214115143,0.7154040336608887,1.0137838125228882,0.43541160225868225,0.3304711878299713,0.5032750368118286,2.1002743493940788,2.049405574798584,0.6957845091819763,0.1588495969772339,0.03582116588950157,0.8948184847831726,0.7288285493850708,0.4540137052536011,0.284742146730423,0.28385448455810547,0.7764127850532532,0.8969463109970093,0.9663280844688416,0.979191243648529,0.05415722114356624,0.23366297298175726,0.0,True
25,4.373621099999582,0.0008,1.254524827003479,0.21180233359336853,0.6804236173629761,1.0137838125228882,0.43541160225868225,0.9495021104812622,0.5044057965278625,2.0770498167898612,2.049405574798584,0.6954323053359985,0.1586289405822754,0.03560793027281761,0.8812575936317444,0.722602367401123,0.42892390489578247,0.2822144627571106,0.27700138092041016,0.7758373022079468,0.8515936136245728,0.9655779600143433,0.9717156887054443,0.05415722114356624,0.23366297298175726,0.0,True
30,4.9853994000004604,0.0008,1.2410306930541992,0.21132518351078033,0.6674066185951233,1.0137838125228882,0.43541160225868225,1.1059315204620361,0.5054792761802673,2.064071520062919,2.049405574798584,0.6959123015403748,0.15826821327209473,0.035492926836013794,0.8739551305770874,0.7189422845840454,0.4139213263988495,0.27618446946144104,0.27902740240097046,0.7741428017616272,0.8249070644378662,0.959844708442688,0.9670942425727844,0.05415722114356624,0.23366297298175726,0.0,True
35,5.635241600000882,0.0008,1.2324538230895996,0.2101597636938095,0.6599952578544617,1.0137838125228882,0.43541160225868225,1.6728041172027588,0.5065143704414368,2.0555487711157756,2.049405574798584,0.6963405013084412,0.15845857560634613,0.03537203371524811,0.8685819506645203,0.7163877487182617,0.40380820631980896,0.2721375823020935,0.2777450680732727,0.7727062702178955,0.8077951073646545,0.9523141980171204,0.9640209078788757,0.05415722114356624,0.23366297298175726,0.0,True
40,6.241352600001846,0.0008,1.2201335430145264,0.21000413596630096,0.6478305459022522,1.0137838125228882,0.43541160225868225,0.9204849004745483,0.5076358914375305,2.0487157430674987,2.049405574798584,0.696493923664093,0.15846708416938782,0.03538366034626961,0.8631690144538879,0.7136574387550354,0.3979382812976837,0.2713117301464081,0.2771252393722534,0.7720876932144165,0.7975122928619385,0.9457730054855347,0.9603354334831238,0.05415722114356624,0.23366297298175726,0.0,True
45,6.858915500000876,0.0008,1.2095388174057007,0.20950034260749817,0.6377396583557129,1.0137838125228882,0.43541160225868225,0.13153138756752014,0.508877158164978,2.0424766715791183,2.049405574798584,0.696424126625061,0.15821264684200287,0.03541170433163643,0.8571178913116455,0.7101775407791138,0.39558354020118713,0.27080753445625305,0.27662602066993713,0.7709968686103821,0.7926584482192993,0.9404955506324768,0.9555292129516602,0.05415722114356624,0.23366297298175726,0.0,True
50,7.465448200004175,0.0008,1.2019896507263184,0.2091168910264969,0.6305739879608154,1.0137838125228882,0.43541160225868225,0.6200509071350098,0.5101877450942993,2.034809953364368,2.049405574798584,0.6963244080543518,0.1582033932209015,0.03531327098608017,0.8495530486106873,0.7064611315727234,0.3919461667537689,0.2704004943370819,0.2742888927459717,0.7703953981399536,0.785071611404419,0.9341940879821777,0.9503036737442017,0.05415722114356624,0.23366297298175726,0.0,True
55,8.07434220000141,0.0008,1.1930832862854004,0.2087903469800949,0.621994137763977,1.0137838125228882,0.43541160225868225,0.40694525837898254,0.5115342140197754,2.0281273860659557,2.049405574798584,0.6962694525718689,0.15810398757457733,0.03529329597949982,0.8420264720916748,0.7027907371520996,0.39012667536735535,0.26965096592903137,0.27399182319641113,0.769389808177948,0.7803664803504944,0.9279560446739197,0.9450957179069519,0.05415722114356624,0.23366297298175726,0.0,True
