epoch,elapsed_s,lr,train_data_loss,train_physics_loss,selection_key,peak_vram_GiB
0,0.0055973999842535704,0.0,0.0,0.0,null,2.779433250427246
1,5.432656299992232,0.00019716996643689944,1.0097122104079634,0.027306802713105247,null,4.115426540374756
2,10.478290099999867,0.0003943399328737989,0.585198165917838,0.1711836580997678,null,4.115426540374756
3,15.526753899990581,0.0005915098993106982,0.3080228667844225,0.2998007644243814,null,4.115426540374756
4,20.586881399998674,0.0007886798657475978,0.19909524958994654,0.354435203389989,null,4.115426540374756
5,25.64752589998534,0.000985849832184497,0.11042034094808278,0.2584490398703902,null,4.115426540374756
6,30.701992199989036,0.000985849832184497,0.08410410734790343,0.23029718637742377,null,4.115426540374756
7,35.73700100000133,0.000985849832184497,0.07289200472748941,0.25777285256319576,null,4.115426540374756
8,40.776830499991775,0.000985849832184497,0.07567717811023747,0.24890599454994555,null,4.115426540374756
9,45.86114989998168,0.000985849832184497,0.08089369273296108,0.21642876295717778,null,4.115426540374756
10,50.940058499982115,0.000985849832184497,0.06960458674088672,0.1943757415369705,null,4.115426540374756
11,55.99958259999403,0.000985849832184497,0.07685268359879653,0.18365492633785363,null,4.115426540374756
12,61.06416499998886,0.000985849832184497,0.06588343941365127,0.172838202022292,null,4.115426540374756
13,66.13142849999713,0.000985849832184497,0.06214226302863271,0.16460149214361552,null,4.115426540374756
14,71.20093319998705,0.000985849832184497,0.057386400695476264,0.16281691421237257,null,4.115426540374756
15,76.25680259999353,0.000985849832184497,0.05715531390160322,0.16054353066202667,null,4.115426540374756
16,81.31685350000043,0.000985849832184497,0.056437198210645606,0.15717333789776872,null,4.115426540374756
17,86.38366930000484,0.000985849832184497,0.056129855724672474,0.1631710128168817,null,4.115426540374756
18,91.46789509998052,0.000985849832184497,0.05470173488612528,0.14987559157803101,null,4.115426540374756
19,96.55087380000623,0.000985849832184497,0.05458487315034425,0.15291970882012887,null,4.115426540374756
20,101.63267259998247,0.000985849832184497,0.04840610886889475,0.15230052393895607,null,4.115426540374756
21,106.71050699998159,0.000985849832184497,0.04692708935450624,0.15311684980298634,null,4.115426540374756
22,111.78478789998917,0.000985849832184497,0.07660582451218809,0.12371755581073186,null,4.115426540374756
23,116.86569789997884,0.000985849832184497,0.06973054601500432,0.12448682572209725,null,4.115426540374756
24,121.96953319999739,0.000985849832184497,0.04205708564431579,0.12159999127120331,null,4.115426540374756
25,127.04789699998219,0.000985849832184497,0.04041469354113495,0.11948174571066543,null,4.115426540374756
26,132.14329159999033,0.000985849832184497,0.033141068165638936,0.11220791891079258,null,4.115426540374756
27,137.24506939999992,0.000985849832184497,0.031961690858696344,0.11545225765763058,null,4.115426540374756
28,142.33097320000525,0.000985849832184497,0.0315444018277857,0.11803019936713907,null,4.115426540374756
29,147.41780929997913,0.000985849832184497,0.02869515593543097,0.11380467463836626,null,4.115426540374756
30,152.48385069999495,0.000985849832184497,0.030536305176577083,0.11101671163406637,null,4.115426540374756
31,157.55109439999796,0.000985849832184497,0.02805635069186489,0.1026270520976848,null,4.115426540374756
32,162.63492559999577,0.000985849832184497,0.026248276233673096,0.10539337375235779,null,4.115426540374756
33,167.71555229998194,0.000985849832184497,0.0357121912141641,0.09873000534113359,null,4.115426540374756
34,172.8088390000048,0.000985849832184497,0.027738069115137612,0.10013566052334176,null,4.115426540374756
35,177.996490599995,0.000985849832184497,0.024773184486009455,0.09953236393630505,null,4.115426540374756
36,183.0751811999944,0.000985849832184497,0.02396741731920176,0.09892442898341904,null,4.115426540374756
37,188.16868079997948,0.000985849832184497,0.023016800914235688,0.10025586393075409,null,4.115426540374756
38,193.30247870000312,0.000985849832184497,0.022439165661732357,0.10033527318457211,null,4.115426540374756
39,198.47505959999398,0.000985849832184497,0.02229861615018712,0.10053437003106983,null,4.115426540374756
40,203.61498579999898,0.000985849832184497,0.023908696585783252,0.09464182468407133,null,4.115426540374756
41,208.781954999984,0.000985849832184497,0.02212376249264236,0.09348106889606074,null,4.115426540374756
42,213.93872029997874,0.000985849832184497,0.021791683337478725,0.09446486273642492,null,4.115426540374756
43,219.0891267999832,0.000985849832184497,0.02164631790516001,0.09614577515188742,null,4.115426540374756
44,224.26118199998746,0.000985849832184497,0.024764500696350028,0.09491102730303451,null,4.115426540374756
45,229.3906602000061,0.000985849832184497,0.023520286039759714,0.08827683931492546,null,4.115426540374756
46,234.57629050000105,0.000985849832184497,0.019793782348710078,0.0906445369883268,null,4.115426540374756
47,239.73314259998733,0.000985849832184497,0.020651774429198768,0.09096960057676942,null,4.115426540374756
48,244.8778645999846,0.000985849832184497,0.025276247084278752,0.09012353254689111,null,4.115426540374756
49,250.04054359998554,0.000985849832184497,0.022284531845124782,0.08554549635974346,null,4.115426540374756
50,255.2459953999787,0.000985849832184497,0.019776229324095226,0.08456422266101947,null,4.115426540374756
51,260.41301970000495,0.000985849832184497,0.01875007891579083,0.08633149499763493,null,4.115426540374756
52,265.59148469998036,0.000985849832184497,0.022499447602226778,0.08542052466698268,null,4.115426540374756
53,270.79745549999643,0.000985849832184497,0.021919389996953583,0.0779978923879012,null,4.115426540374756
54,275.93344039999647,0.000985849832184497,0.01885818050208467,0.07709528604108426,null,4.115426540374756
55,281.0892826000054,0.000985849832184497,0.019162586596966895,0.0808228308127986,null,4.115426540374756
56,286.25992929999484,0.000985849832184497,0.018121256958693266,0.08060433622449636,null,4.115426540374756
57,291.4114384999848,0.000985849832184497,0.019341293636157556,0.07945018451384923,null,4.115426540374756
58,296.6203741999925,0.000985849832184497,0.016637960043563334,0.07958624543001254,null,4.115426540374756
