comparison,metric,reference,candidate,relative_improvement_positive_is_better
fine_active_vs_neutralized,physical_q_relative_l2,0.048251889008788705,0.048176364898638205,0.0015652052531403306
fine_active_vs_neutralized,physical_qdot_relative_l2,0.21656826781124364,0.21668754762301637,-0.0005507723406491576
fine_active_vs_neutralized,displacement_X_relative_l2,0.14221550524234772,0.142184317111969,0.00021930189908319652
fine_active_vs_neutralized,displacement_Y_relative_l2,0.097260482609272,0.09711679816246033,0.0014773157911307582
fine_active_vs_neutralized,displacement_Z_relative_l2,0.046555809676647186,0.04651351645588875,0.0009084413105944277
fine_active_vs_neutralized,velocity_X_relative_l2,0.6421723961830139,0.6423221826553345,-0.00023324962768699997
fine_active_vs_neutralized,velocity_Y_relative_l2,0.6444669961929321,0.64461350440979,-0.0002273323812132816
fine_active_vs_neutralized,velocity_Z_relative_l2,0.2775424122810364,0.27763238549232483,-0.00032417824198107157
fine_active_vs_neutralized,rotation_X_relative_l2,0.20053420960903168,0.20045821368694305,0.0003789673703892582
fine_active_vs_neutralized,rotation_Y_relative_l2,0.1388370543718338,0.13879194855690002,0.0003248831166712478
fine_active_vs_neutralized,rotation_Z_relative_l2,0.4025232195854187,0.40229472517967224,0.0005676552174599995
fine_active_vs_neutralized,rotation_rate_X_relative_l2,0.5940322875976562,0.5941584706306458,-0.00021241780223732037
fine_active_vs_neutralized,rotation_rate_Y_relative_l2,0.8887457847595215,0.8888562321662903,-0.0001242733396464816
fine_active_vs_neutralized,rotation_rate_Z_relative_l2,0.8769881129264832,0.8770911693572998,-0.00011751177615481486
hierarchy_repair_neutralized,physical_q_relative_l2,0.048251889008788705,0.04826139454636476,-0.00019699824755714098
hierarchy_repair_neutralized,physical_qdot_relative_l2,0.21656826781124364,0.2165134135756636,0.0002532884255594561
hierarchy_repair_neutralized,displacement_X_relative_l2,0.14221550524234772,0.14223156869411469,-0.00011295147979535874
hierarchy_repair_neutralized,displacement_Y_relative_l2,0.097260482609272,0.09726371616125107,-3.324630818515681e-05
hierarchy_repair_neutralized,displacement_Z_relative_l2,0.046555809676647186,0.04656760022044182,-0.0002532561215565369
hierarchy_repair_neutralized,velocity_X_relative_l2,0.6421723961830139,0.6421701312065125,3.5270536618010344e-06
hierarchy_repair_neutralized,velocity_Y_relative_l2,0.6444669961929321,0.6444377303123474,4.5410984204931354e-05
hierarchy_repair_neutralized,velocity_Z_relative_l2,0.2775424122810364,0.27751675248146057,9.245361588131919e-05
hierarchy_repair_neutralized,rotation_X_relative_l2,0.20053420960903168,0.20054911077022552,-7.430732752730553e-05
hierarchy_repair_neutralized,rotation_Y_relative_l2,0.1388370543718338,0.13888241350650787,-0.0003267076997513308
hierarchy_repair_neutralized,rotation_Z_relative_l2,0.4025232195854187,0.4025269150733948,-9.180806960354758e-06
hierarchy_repair_neutralized,rotation_rate_X_relative_l2,0.5940322875976562,0.5940290689468384,5.418309551636892e-06
hierarchy_repair_neutralized,rotation_rate_Y_relative_l2,0.8887457847595215,0.8887405395507812,5.9018099778145595e-06
hierarchy_repair_neutralized,rotation_rate_Z_relative_l2,0.8769881129264832,0.8769752979278564,1.4612511204907574e-05
hierarchy_repair_active,physical_q_relative_l2,0.048176364898638205,0.04817755566030945,-2.4716718950264826e-05
hierarchy_repair_active,physical_qdot_relative_l2,0.21668754762301637,0.21665147035137935,0.00016649443880263756
hierarchy_repair_active,displacement_X_relative_l2,0.142184317111969,0.1422002762556076,-0.00011224264365276759
hierarchy_repair_active,displacement_Y_relative_l2,0.09711679816246033,0.09712696075439453,-0.00010464298789179363
hierarchy_repair_active,displacement_Z_relative_l2,0.04651351645588875,0.04650651291012764,0.00015057012014454412
hierarchy_repair_active,velocity_X_relative_l2,0.6423221826553345,0.6423302888870239,-1.2620195765219075e-05
hierarchy_repair_active,velocity_Y_relative_l2,0.64461350440979,0.6446029543876648,1.6366430509245646e-05
hierarchy_repair_active,velocity_Z_relative_l2,0.27763238549232483,0.2776150107383728,6.258187034346069e-05
hierarchy_repair_active,rotation_X_relative_l2,0.20045821368694305,0.20046205818653107,-1.9178558549946354e-05
hierarchy_repair_active,rotation_Y_relative_l2,0.13879194855690002,0.13880109786987305,-6.592106435678112e-05
hierarchy_repair_active,rotation_Z_relative_l2,0.40229472517967224,0.4022950828075409,-8.889698180671411e-07
hierarchy_repair_active,rotation_rate_X_relative_l2,0.5941584706306458,0.594158411026001,1.0031775649369378e-07
hierarchy_repair_active,rotation_rate_Y_relative_l2,0.8888562321662903,0.8888590335845947,-3.1517113826336546e-06
hierarchy_repair_active,rotation_rate_Z_relative_l2,0.8770911693572998,0.8770932555198669,-2.3785013918990143e-06
optimization_repair_neutralized,physical_q_relative_l2,0.04826139454636476,0.03969687962831508,0.1774609913068663
optimization_repair_neutralized,physical_qdot_relative_l2,0.2165134135756636,0.21881871953793067,-0.010647404815228495
optimization_repair_neutralized,displacement_X_relative_l2,0.14223156869411469,0.11658156663179398,0.1803397255463306
optimization_repair_neutralized,displacement_Y_relative_l2,0.09726371616125107,0.07144329696893692,0.2654681541213902
optimization_repair_neutralized,displacement_Z_relative_l2,0.04656760022044182,0.03440770506858826,0.2611235084971315
optimization_repair_neutralized,velocity_X_relative_l2,0.6421701312065125,0.49759143590927124,0.22514079723017644
optimization_repair_neutralized,velocity_Y_relative_l2,0.6444377303123474,0.4619859755039215,0.28311774160087555
optimization_repair_neutralized,velocity_Z_relative_l2,0.27751675248146057,0.24872347712516785,0.10375328731989342
optimization_repair_neutralized,rotation_X_relative_l2,0.20054911077022552,0.171781986951828,0.14344179192774772
optimization_repair_neutralized,rotation_Y_relative_l2,0.13888241350650787,0.1025775745511055,0.2614070279942332
optimization_repair_neutralized,rotation_Z_relative_l2,0.4025269150733948,0.2992192804813385,0.2566477686919884
optimization_repair_neutralized,rotation_rate_X_relative_l2,0.5940290689468384,0.476604163646698,0.1976753519963669
optimization_repair_neutralized,rotation_rate_Y_relative_l2,0.8887405395507812,0.7558561563491821,0.14951988492475685
optimization_repair_neutralized,rotation_rate_Z_relative_l2,0.8769752979278564,0.6030361652374268,0.31236812865505026
optimization_repair_active,physical_q_relative_l2,0.04817755566030945,0.04217996985512273,0.12448920919679966
optimization_repair_active,physical_qdot_relative_l2,0.21665147035137935,0.22149780703063188,-0.022369276660769575
optimization_repair_active,displacement_X_relative_l2,0.1422002762556076,0.12480635941028595,0.1223198526988497
optimization_repair_active,displacement_Y_relative_l2,0.09712696075439453,0.07537762820720673,0.22392683121409987
