comparison,metric,reference,candidate,relative_improvement_positive_is_better
optimization_repair_active,displacement_Z_relative_l2,0.04650651291012764,0.035664867609739304,0.23312101084292156
optimization_repair_active,velocity_X_relative_l2,0.6423302888870239,0.5012621283531189,0.21961935000502017
optimization_repair_active,velocity_Y_relative_l2,0.6446029543876648,0.4660707116127014,0.27696466725716234
optimization_repair_active,velocity_Z_relative_l2,0.2776150107383728,0.2520870864391327,0.09195440920627267
optimization_repair_active,rotation_X_relative_l2,0.20046205818653107,0.1728745847940445,0.1376194260502717
optimization_repair_active,rotation_Y_relative_l2,0.13880109786987305,0.10616098344326019,0.23515746580919106
optimization_repair_active,rotation_Z_relative_l2,0.4022950828075409,0.3011957108974457,0.25130650666804555
optimization_repair_active,rotation_rate_X_relative_l2,0.594158411026001,0.47973331809043884,0.19258347742308538
optimization_repair_active,rotation_rate_Y_relative_l2,0.8888590335845947,0.758992612361908,0.1461046311235212
optimization_repair_active,rotation_rate_Z_relative_l2,0.8770932555198669,0.6080831289291382,0.3067064133691032
optimized_active_vs_neutralized,physical_q_relative_l2,0.03969687962831508,0.04217996985512273,-0.06255126977377097
optimized_active_vs_neutralized,physical_qdot_relative_l2,0.21881871953793067,0.22149780703063188,-0.012243410885314174
optimized_active_vs_neutralized,displacement_X_relative_l2,0.11658156663179398,0.12480635941028595,-0.07054968479252637
optimized_active_vs_neutralized,displacement_Y_relative_l2,0.07144329696893692,0.07537762820720673,-0.055069284386195495
optimized_active_vs_neutralized,displacement_Z_relative_l2,0.03440770506858826,0.035664867609739304,-0.036537238930786614
optimized_active_vs_neutralized,velocity_X_relative_l2,0.49759143590927124,0.5012621283531189,-0.007376920459131364
optimized_active_vs_neutralized,velocity_Y_relative_l2,0.4619859755039215,0.4660707116127014,-0.00884168854763262
optimized_active_vs_neutralized,velocity_Z_relative_l2,0.24872347712516785,0.2520870864391327,-0.01352348943028059
optimized_active_vs_neutralized,rotation_X_relative_l2,0.171781986951828,0.1728745847940445,-0.0063603749240767815
optimized_active_vs_neutralized,rotation_Y_relative_l2,0.1025775745511055,0.10616098344326019,-0.034933648098390085
optimized_active_vs_neutralized,rotation_Z_relative_l2,0.2992192804813385,0.3011957108974457,-0.006605290985687142
optimized_active_vs_neutralized,rotation_rate_X_relative_l2,0.476604163646698,0.47973331809043884,-0.006565520577492177
optimized_active_vs_neutralized,rotation_rate_Y_relative_l2,0.7558561563491821,0.758992612361908,-0.004149540870150543
optimized_active_vs_neutralized,rotation_rate_Z_relative_l2,0.6030361652374268,0.6080831289291382,-0.008369255415592431
