comparison,metric,reference,candidate,relative_improvement_positive_is_better
base_ph_vs_base_unconstrained,physical_q_relative_l2,0.0014727338745163217,0.002974513124844239,-1.019722080352864
base_ph_vs_base_unconstrained,physical_qdot_relative_l2,0.04747060012202036,0.052131795862402366,-0.09819121157939184
base_ph_vs_base_unconstrained,displacement_X_relative_l2,0.06377623230218887,0.05730239301919937,0.10150865062574906
base_ph_vs_base_unconstrained,displacement_Y_relative_l2,0.04592432081699371,0.04196247085928917,0.08626910288978104
base_ph_vs_base_unconstrained,displacement_Z_relative_l2,0.00767708383500576,0.007009534630924463,0.08695348630132499
base_ph_vs_base_unconstrained,velocity_X_relative_l2,0.46973085403442383,0.44153454899787903,0.060026512617539184
base_ph_vs_base_unconstrained,velocity_Y_relative_l2,0.4562128484249115,0.40928706526756287,0.10285940722485415
base_ph_vs_base_unconstrained,velocity_Z_relative_l2,0.18932443857192993,0.17935720086097717,0.052646334441213256
base_ph_vs_base_unconstrained,rotation_X_relative_l2,0.15927846729755402,0.15293940901756287,0.03979858914732599
base_ph_vs_base_unconstrained,rotation_Y_relative_l2,0.0880105271935463,0.07999086380004883,0.09112163793612112
base_ph_vs_base_unconstrained,rotation_Z_relative_l2,0.2762409746646881,0.25846028327941895,0.06436659661678377
base_ph_vs_base_unconstrained,rotation_rate_X_relative_l2,0.4781804084777832,0.4537680745124817,0.05105255993865281
base_ph_vs_base_unconstrained,rotation_rate_Y_relative_l2,0.7668299674987793,0.7266846895217896,0.05235225496981331
base_ph_vs_base_unconstrained,rotation_rate_Z_relative_l2,0.6295452117919922,0.5606375336647034,0.10945628183104437
optimization_unconstrained,physical_q_relative_l2,0.0014727338745163217,0.0012920444729037036,0.12268978444728208
optimization_unconstrained,physical_qdot_relative_l2,0.04747060012202036,0.04570159508392917,0.03726527647731589
optimization_unconstrained,displacement_X_relative_l2,0.06377623230218887,0.04555889219045639,0.2856446587407962
optimization_unconstrained,displacement_Y_relative_l2,0.04592432081699371,0.035545118153095245,0.2260066666039354
optimization_unconstrained,displacement_Z_relative_l2,0.00767708383500576,0.005699086468666792,0.2576495722659363
optimization_unconstrained,velocity_X_relative_l2,0.46973085403442383,0.4020792543888092,0.1440220480825746
optimization_unconstrained,velocity_Y_relative_l2,0.4562128484249115,0.361715167760849,0.20713507081249152
optimization_unconstrained,velocity_Z_relative_l2,0.18932443857192993,0.1594189554452896,0.1579589161981238
optimization_unconstrained,rotation_X_relative_l2,0.15927846729755402,0.1393679976463318,0.12500415146528715
optimization_unconstrained,rotation_Y_relative_l2,0.0880105271935463,0.07146146893501282,0.18803498611183186
optimization_unconstrained,rotation_Z_relative_l2,0.2762409746646881,0.22333310544490814,0.1915279559232716
optimization_unconstrained,rotation_rate_X_relative_l2,0.4781804084777832,0.40378373861312866,0.15558284811685483
optimization_unconstrained,rotation_rate_Y_relative_l2,0.7668299674987793,0.6318231225013733,0.17605838415231329
optimization_unconstrained,rotation_rate_Z_relative_l2,0.6295452117919922,0.5014230608940125,0.20351540842202853
optimization_ph,physical_q_relative_l2,0.002974513124844239,0.0028786442697299676,0.03223009988207449
optimization_ph,physical_qdot_relative_l2,0.052131795862402366,0.04772162529353107,0.08459655946845916
optimization_ph,displacement_X_relative_l2,0.05730239301919937,0.04298540577292442,0.24984972689496562
optimization_ph,displacement_Y_relative_l2,0.04196247085928917,0.034149304032325745,0.18619415556254917
