run_id,status,ablation,representation_repair,optimization_repair,best_epoch,parameters,causality_future_perturbation_max_abs,all_capacity_diagnostic_gates_pass,final_effective_physics_weight,reduced_q_relative_l2,reduced_qdot_relative_l2,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,finite
S6_R1_BRIDGE_PINO_CAPACITY_DATA_ONLY_V1,REPAIR_REQUIRED_S6_R1_ONE_CASE_CAPACITY,data_only,none,none,150,599520,0.0,False,0.0,0.3266055941359688,0.42288057600879275,1.4708316509408275,0.41166785171771014,0.26808969291609513,0.6905257092095817,0.5209515994432384,0.3706579077482077,1.0666258979360455,2.4948536931695338,3.002349563595477e-16,True
S6_R1_BRIDGE_PINO_CAPACITY_PHYSICS_INFORMED_V1,REPAIR_REQUIRED_S6_R1_ONE_CASE_CAPACITY,physics_informed,none,none,150,599520,0.0,False,0.0,0.3987953217542981,0.41339719150864407,1.4331142574416529,0.48153113206726517,0.3491340869955243,0.7053125403909463,0.6097144049820145,0.3862813903163637,0.7180635502592649,0.9396663298290279,3.031177723201242e-16,True
S6_R1_BRIDGE_PINO_CAPACITY_DATA_ONLY_REP_OBSERVATION_WEIGHTED_V1,REPAIR_REQUIRED_S6_R1_ONE_CASE_CAPACITY,data_only,observation_weighted,none,150,599520,0.0,False,0.0,0.05460182519743632,0.2654160587662585,0.10106065990287028,0.07719354884844075,0.04012569729881706,0.35581255686127716,0.3721611640042374,0.2030623459738638,0.11729944740513319,0.8880112097256048,2.4041057671780925e-16,True
S6_R1_BRIDGE_PINO_CAPACITY_DATA_ONLY_REP_OBSERVATION_WEIGHTED_OPT_GRADIENT_BALANCED_V1,REPAIR_REQUIRED_S6_R1_ONE_CASE_CAPACITY,data_only,observation_weighted,gradient_balanced,150,599520,0.0,False,0.0,0.048962255832528175,0.28049442018291,0.09817253600020796,0.07885327189096013,0.034919173407845325,0.3694789332744951,0.39521578786267814,0.21330445353665173,0.10353658297681113,0.5523496879103805,2.3504199269272213e-16,True
S6_R1_BRIDGE_PINO_CAPACITY_PHYSICS_INFORMED_REP_OBSERVATION_WEIGHTED_OPT_GRADIENT_BALANCED_V1,REPAIR_REQUIRED_S6_R1_ONE_CASE_CAPACITY,physics_informed,observation_weighted,gradient_balanced,150,599520,0.0,False,0.000529582401794905,0.05036833370985283,0.28295431809470967,0.10097983784742173,0.08192729488715532,0.03586661201895758,0.3731948099415452,0.4035876430361058,0.21423005383454474,0.08244174032536143,0.2963647867072713,2.415402029840603e-16,True
