comparison,metric,reference,candidate,relative_improvement_positive_is_better
rank8_ritz_vs_modal,physical_q_relative_l2,0.056887550943036234,0.05481894028664592,0.036363151904037806
rank8_ritz_vs_modal,physical_qdot_relative_l2,0.2270074277560357,0.19505063583520185,0.1407742127062808
rank8_ritz_vs_modal,displacement_X_relative_l2,0.5180785059928894,0.2487555742263794,0.5198496533847834
rank8_ritz_vs_modal,displacement_Y_relative_l2,0.16638602316379547,0.1644963026046753,0.011357447718188923
rank8_ritz_vs_modal,displacement_Z_relative_l2,0.057105712592601776,0.06106323003768921,-0.06930160338459977
rank8_ritz_vs_modal,velocity_X_relative_l2,0.82914799451828,0.7673066258430481,0.07458423476156467
rank8_ritz_vs_modal,velocity_Y_relative_l2,0.7203323841094971,0.7131783962249756,0.009931509456381755
rank8_ritz_vs_modal,velocity_Z_relative_l2,0.4707035720348358,0.4615257978439331,0.019497991381768144
rank8_ritz_vs_modal,rotation_X_relative_l2,0.40920117497444153,0.4049575924873352,0.010370406407976162
rank8_ritz_vs_modal,rotation_Y_relative_l2,0.6735092401504517,0.6715517044067383,0.002906471993281184
rank8_ritz_vs_modal,rotation_Z_relative_l2,0.7581343650817871,0.7272758483886719,0.04070322902429866
rank8_ritz_vs_modal,rotation_rate_X_relative_l2,0.9218916296958923,0.922507643699646,-0.0006682065265706652
rank8_ritz_vs_modal,rotation_rate_Y_relative_l2,0.9469175338745117,0.9441114068031311,0.0029634334258219486
rank8_ritz_vs_modal,rotation_rate_Z_relative_l2,0.9667765498161316,0.9619849920272827,0.004956220534890063
rank16_representation_modal,physical_q_relative_l2,0.056887550943036234,0.0580230614391423,-0.01996061488467129
rank16_representation_modal,physical_qdot_relative_l2,0.2270074277560357,0.22754582702567672,-0.002371725343805239
rank16_representation_modal,displacement_X_relative_l2,0.5180785059928894,0.5098849534988403,0.015815272008527465
rank16_representation_modal,displacement_Y_relative_l2,0.16638602316379547,0.16634351015090942,0.0002555083178122255
rank16_representation_modal,displacement_Z_relative_l2,0.057105712592601776,0.05872487649321556,-0.028353799070244903
rank16_representation_modal,velocity_X_relative_l2,0.82914799451828,0.8236306309700012,0.006654256640256722
rank16_representation_modal,velocity_Y_relative_l2,0.7203323841094971,0.7208642363548279,-0.0007383428220963673
rank16_representation_modal,velocity_Z_relative_l2,0.4707035720348358,0.47097525000572205,-0.0005771742281703444
rank16_representation_modal,rotation_X_relative_l2,0.40920117497444153,0.40848714113235474,0.0017449457278107526
rank16_representation_modal,rotation_Y_relative_l2,0.6735092401504517,0.6743410229682922,-0.001234998376050147
rank16_representation_modal,rotation_Z_relative_l2,0.7581343650817871,0.7565849423408508,0.00204373104861053
rank16_representation_modal,rotation_rate_X_relative_l2,0.9218916296958923,0.9211963415145874,0.0007541973035749211
rank16_representation_modal,rotation_rate_Y_relative_l2,0.9469175338745117,0.9465197324752808,0.0004201014185504298
rank16_representation_modal,rotation_rate_Z_relative_l2,0.9667765498161316,0.9681837558746338,-0.001455564948042885
rank16_representation_ritz,physical_q_relative_l2,0.05481894028664592,0.05473751210753325,0.001485402284080759
rank16_representation_ritz,physical_qdot_relative_l2,0.19505063583520185,0.19218955765357082,0.014668386849291564
rank16_representation_ritz,displacement_X_relative_l2,0.2487555742263794,0.2462449073791504,0.010092906882738546
rank16_representation_ritz,displacement_Y_relative_l2,0.1644963026046753,0.16473856568336487,-0.0014727569851329268
rank16_representation_ritz,displacement_Z_relative_l2,0.06106323003768921,0.06083052232861519,0.0038109302264290545
rank16_representation_ritz,velocity_X_relative_l2,0.7673066258430481,0.7632572650909424,0.0052773697186006135
rank16_representation_ritz,velocity_Y_relative_l2,0.7131783962249756,0.7125310301780701,0.0009077196537811316
rank16_representation_ritz,velocity_Z_relative_l2,0.4615257978439331,0.4594724476337433,0.004449047528398767
rank16_representation_ritz,rotation_X_relative_l2,0.4049575924873352,0.4050855040550232,-0.0003158641054297275
rank16_representation_ritz,rotation_Y_relative_l2,0.6715517044067383,0.6726296544075012,-0.0016051630778232053
rank16_representation_ritz,rotation_Z_relative_l2,0.7272758483886719,0.7271484732627869,0.00017514004647235
rank16_representation_ritz,rotation_rate_X_relative_l2,0.922507643699646,0.9206350445747375,0.002029900931116985
rank16_representation_ritz,rotation_rate_Y_relative_l2,0.9441114068031311,0.9403358101844788,0.003999100732652881
rank16_representation_ritz,rotation_rate_Z_relative_l2,0.9619849920272827,0.960474967956543,0.0015696960797252444
optimization_modal,physical_q_relative_l2,0.0580230614391423,0.05415722114356624,0.06662592768619698
optimization_modal,physical_qdot_relative_l2,0.22754582702567672,0.23366297298175726,-0.02688313838157211
optimization_modal,displacement_X_relative_l2,0.5098849534988403,0.6944234371185303,-0.36192180677892793
optimization_modal,displacement_Y_relative_l2,0.16634351015090942,0.15669532120227814,0.05800159525236842
optimization_modal,displacement_Z_relative_l2,0.05872487649321556,0.0347212478518486,0.40874719666954223
optimization_modal,velocity_X_relative_l2,0.8236306309700012,0.751488983631134,0.08758980619006965
optimization_modal,velocity_Y_relative_l2,0.7208642363548279,0.6204624176025391,0.1392797890210057
optimization_modal,velocity_Z_relative_l2,0.47097525000572205,0.36081400513648987,0.23390028428859858
optimization_modal,rotation_X_relative_l2,0.40848714113235474,0.2594781517982483,0.3647825704403893
optimization_modal,rotation_Y_relative_l2,0.6743410229682922,0.25190943479537964,0.6264361410395397
optimization_modal,rotation_Z_relative_l2,0.7565849423408508,0.7518113851547241,0.006309347330330773
optimization_modal,rotation_rate_X_relative_l2,0.9211963415145874,0.7010046243667603,0.2390279978596076
optimization_modal,rotation_rate_Y_relative_l2,0.9465197324752808,0.8153749108314514,0.1385547676865303
optimization_modal,rotation_rate_Z_relative_l2,0.9681837558746338,0.8176828026771545,0.15544668280611704
optimization_ritz,physical_q_relative_l2,0.05473751210753325,0.003841984455124692,0.9298107585237521
optimization_ritz,physical_qdot_relative_l2,0.19218955765357082,0.2202539825998092,-0.1460247127308841
optimization_ritz,displacement_X_relative_l2,0.2462449073791504,0.21374842524528503,0.13196813887334363
optimization_ritz,displacement_Y_relative_l2,0.16473856568336487,0.1436338573694229,0.128110307543324
optimization_ritz,displacement_Z_relative_l2,0.06083052232861519,0.024706479161977768,0.5938473283443165
optimization_ritz,velocity_X_relative_l2,0.7632572650909424,0.6387407183647156,0.1631383707974147
optimization_ritz,velocity_Y_relative_l2,0.7125310301780701,0.6149355173110962,0.1369701932034926
optimization_ritz,velocity_Z_relative_l2,0.4594724476337433,0.3597770631313324,0.2169779385376346
optimization_ritz,rotation_X_relative_l2,0.4050855040550232,0.2580982446670532,0.3628548983278467
optimization_ritz,rotation_Y_relative_l2,0.6726296544075012,0.2397938370704651,0.6434979702438304
optimization_ritz,rotation_Z_relative_l2,0.7271484732627869,0.6922066807746887,0.04805317452061871
optimization_ritz,rotation_rate_X_relative_l2,0.9206350445747375,0.699985682964325,0.2396708260354521
optimization_ritz,rotation_rate_Y_relative_l2,0.9403358101844788,0.8120682835578918,0.13640608518506053
optimization_ritz,rotation_rate_Z_relative_l2,0.960474967956543,0.8093925714492798,0.15729967104577258
optimized_ritz_vs_modal,physical_q_relative_l2,0.05415722114356624,0.003841984455124692,0.9290586855455542
optimized_ritz_vs_modal,physical_qdot_relative_l2,0.23366297298175726,0.2202539825998092,0.05738603001937729
optimized_ritz_vs_modal,displacement_X_relative_l2,0.6944234371185303,0.21374842524528503,0.6921929563146346
optimized_ritz_vs_modal,displacement_Y_relative_l2,0.15669532120227814,0.1436338573694229,0.08335579985821126
optimized_ritz_vs_modal,displacement_Z_relative_l2,0.0347212478518486,0.024706479161977768,0.288433432248825
optimized_ritz_vs_modal,velocity_X_relative_l2,0.751488983631134,0.6387407183647156,0.15003315780043502
optimized_ritz_vs_modal,velocity_Y_relative_l2,0.6204624176025391,0.6149355173110962,0.00890771162707769
optimized_ritz_vs_modal,velocity_Z_relative_l2,0.36081400513648987,0.3597770631313324,0.0028738962190927512
optimized_ritz_vs_modal,rotation_X_relative_l2,0.2594781517982483,0.2580982446670532,0.005318008940760399
optimized_ritz_vs_modal,rotation_Y_relative_l2,0.25190943479537964,0.2397938370704651,0.04809505342567172
optimized_ritz_vs_modal,rotation_Z_relative_l2,0.7518113851547241,0.6922066807746887,0.07928146016007545
optimized_ritz_vs_modal,rotation_rate_X_relative_l2,0.7010046243667603,0.699985682964325,0.0014535444803317023
optimized_ritz_vs_modal,rotation_rate_Y_relative_l2,0.8153749108314514,0.8120682835578918,0.0040553458656064694
optimized_ritz_vs_modal,rotation_rate_Z_relative_l2,0.8176828026771545,0.8093925714492798,0.010138688499662608
