comparison,metric,reference,candidate,relative_improvement_positive_is_better
base_physics_vs_base_data,physical_q_relative_l2,0.08408684930185088,0.11982815583554667,-0.425052274290756
base_physics_vs_base_data,physical_qdot_relative_l2,0.24199482387934326,0.26783422762403203,-0.10677667947795483
base_physics_vs_base_data,displacement_X_relative_l2,0.25123533606529236,0.27878785133361816,-0.10966815297496732
base_physics_vs_base_data,displacement_Y_relative_l2,0.13151313364505768,0.1488579511642456,-0.13188658074257478
base_physics_vs_base_data,displacement_Z_relative_l2,0.04260119050741196,0.0532059520483017,-0.2489311076657511
base_physics_vs_base_data,velocity_X_relative_l2,0.6956133246421814,0.7137787342071533,-0.026114234620672458
base_physics_vs_base_data,velocity_Y_relative_l2,0.7054738998413086,0.7184202671051025,-0.01835130579133564
base_physics_vs_base_data,velocity_Z_relative_l2,0.4790656864643097,0.4858970046043396,-0.014259669045486603
base_physics_vs_base_data,rotation_X_relative_l2,0.3752228617668152,0.3872434198856354,-0.03203578284707622
base_physics_vs_base_data,rotation_Y_relative_l2,0.4943309426307678,0.4951944947242737,-0.0017469108628121526
base_physics_vs_base_data,rotation_Z_relative_l2,0.6261585354804993,0.6306478381156921,-0.007169594249398655
base_physics_vs_base_data,rotation_rate_X_relative_l2,0.9636334776878357,0.9748212099075317,-0.011609945564095746
base_physics_vs_base_data,rotation_rate_Y_relative_l2,0.9522508382797241,0.9560872912406921,-0.004028826026447727
base_physics_vs_base_data,rotation_rate_Z_relative_l2,0.981774091720581,0.9858263731002808,-0.004127508979787797
base_physics_vs_base_data,variational_weak_median,0.2710690800568409,0.5160854955675527,-0.9038892058781988
base_physics_vs_base_data,variational_weak_p90,0.48080976516823093,0.6570942798736413,-0.3666408785265209
base_physics_vs_base_data,hard_BC_max_abs,0.0,0.0,0.0
rank64_vs_base_data,physical_q_relative_l2,0.08408684930185088,0.09895838552309458,-0.17685923952101687
rank64_vs_base_data,physical_qdot_relative_l2,0.24199482387934326,0.34066753891297036,-0.40774721315041246
rank64_vs_base_data,displacement_X_relative_l2,0.25123533606529236,0.25512900948524475,-0.015498112172168664
rank64_vs_base_data,displacement_Y_relative_l2,0.13151313364505768,0.14107827842235565,-0.07273147945142464
rank64_vs_base_data,displacement_Z_relative_l2,0.04260119050741196,0.046924661844968796,-0.10148710132419002
rank64_vs_base_data,velocity_X_relative_l2,0.6956133246421814,0.7328125834465027,-0.053476920994082924
rank64_vs_base_data,velocity_Y_relative_l2,0.7054738998413086,0.7192738652229309,-0.019561269927528886
rank64_vs_base_data,velocity_Z_relative_l2,0.4790656864643097,0.4901495575904846,-0.023136432934652843
rank64_vs_base_data,rotation_X_relative_l2,0.3752228617668152,0.38307711482048035,-0.020932234823543987
rank64_vs_base_data,rotation_Y_relative_l2,0.4943309426307678,0.5522463321685791,-0.11715914288025908
rank64_vs_base_data,rotation_Z_relative_l2,0.6261585354804993,0.654335081577301,-0.044999060940979975
rank64_vs_base_data,rotation_rate_X_relative_l2,0.9636334776878357,0.9828033447265625,-0.019893317825282933
rank64_vs_base_data,rotation_rate_Y_relative_l2,0.9522508382797241,0.961938738822937,-0.01017368549731543
rank64_vs_base_data,rotation_rate_Z_relative_l2,0.981774091720581,0.9851965308189392,-0.0034859741433594495
rank64_vs_base_data,variational_weak_median,0.2710690800568409,0.2936081989341964,-0.08314898502119544
rank64_vs_base_data,variational_weak_p90,0.48080976516823093,0.8383239473133016,-0.7435668075917297
rank64_vs_base_data,hard_BC_max_abs,0.0,0.0,0.0
optimized_data_vs_base_data,physical_q_relative_l2,0.08408684930185088,0.0934433731151054,-0.11127214173130588
optimized_data_vs_base_data,physical_qdot_relative_l2,0.24199482387934326,0.25569344085209217,-0.05660706602377136
optimized_data_vs_base_data,displacement_X_relative_l2,0.25123533606529236,0.2592913806438446,-0.03206573050081856
optimized_data_vs_base_data,displacement_Y_relative_l2,0.13151313364505768,0.1357755959033966,-0.03241092459892969
optimized_data_vs_base_data,displacement_Z_relative_l2,0.04260119050741196,0.04826749116182327,-0.1330080353840221
optimized_data_vs_base_data,velocity_X_relative_l2,0.6956133246421814,0.6854082942008972,0.014670550548371936
optimized_data_vs_base_data,velocity_Y_relative_l2,0.7054738998413086,0.7044923305511475,0.0013913615944997114
optimized_data_vs_base_data,velocity_Z_relative_l2,0.4790656864643097,0.47551459074020386,0.007412544509948723
optimized_data_vs_base_data,rotation_X_relative_l2,0.3752228617668152,0.3815581202507019,-0.016883988502341865
optimized_data_vs_base_data,rotation_Y_relative_l2,0.4943309426307678,0.5002002716064453,-0.011873278545829341
optimized_data_vs_base_data,rotation_Z_relative_l2,0.6261585354804993,0.6385535001754761,-0.019795249912971647
optimized_data_vs_base_data,rotation_rate_X_relative_l2,0.9636334776878357,0.9512487053871155,0.012852160689182907
optimized_data_vs_base_data,rotation_rate_Y_relative_l2,0.9522508382797241,0.9510644674301147,0.0012458596011872222
optimized_data_vs_base_data,rotation_rate_Z_relative_l2,0.981774091720581,0.9821575880050659,-0.00039061560874231
optimized_data_vs_base_data,variational_weak_median,0.2710690800568409,0.27018989213723354,0.0032434090949177235
optimized_data_vs_base_data,variational_weak_p90,0.48080976516823093,0.757772868189441,-0.5760346879067717
optimized_data_vs_base_data,hard_BC_max_abs,0.0,0.0,0.0
optimized_physics_vs_optimized_data,physical_q_relative_l2,0.0934433731151054,0.15739663531214426,-0.6844066097470601
optimized_physics_vs_optimized_data,physical_qdot_relative_l2,0.25569344085209217,0.27387823620122465,-0.07111952222369135
optimized_physics_vs_optimized_data,displacement_X_relative_l2,0.2592913806438446,0.29245370626449585,-0.1278959814950505
optimized_physics_vs_optimized_data,displacement_Y_relative_l2,0.1357755959033966,0.16285568475723267,-0.1994473946047223
optimized_physics_vs_optimized_data,displacement_Z_relative_l2,0.04826749116182327,0.06197459623217583,-0.283982132495713
optimized_physics_vs_optimized_data,velocity_X_relative_l2,0.6854082942008972,0.7118286490440369,-0.038546885216705136
optimized_physics_vs_optimized_data,velocity_Y_relative_l2,0.7044923305511475,0.7177858352661133,-0.018869623044108764
optimized_physics_vs_optimized_data,velocity_Z_relative_l2,0.47551459074020386,0.4870232343673706,-0.024202503669239595
optimized_physics_vs_optimized_data,rotation_X_relative_l2,0.3815581202507019,0.4044632017612457,-0.06003038670882981
optimized_physics_vs_optimized_data,rotation_Y_relative_l2,0.5002002716064453,0.509499728679657,-0.018591467460314433
