route,family,seed,physics_run_id,control_run_id,axis,scope,control,physics,relative_change,noninferior_2pct
R4,PORT_HAMILTONIAN_OPINF,20260810,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260810_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,pooled,0.053406801614792485,0.04748069207436747,-0.11096170078051659,True
R4,PORT_HAMILTONIAN_OPINF,20260810,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260810_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,P90,0.07595997568014616,0.05677144378611423,-0.25261371824066137,True
R4,PORT_HAMILTONIAN_OPINF,20260810,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260810_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,worst,0.08424661436619922,0.06761557995762651,-0.19740893487163425,True
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,pooled,0.08679019822487884,0.08623590110952234,-0.0063866326692822994,True
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,P90,0.11620120355258064,0.11075536875833572,-0.046865562728708676,True
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,worst,0.14130288462786472,0.12860599371419368,-0.08985585076419056,True
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,pooled,0.058038259488777035,0.05706154902670422,-0.016828734539527046,True
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,P90,0.0685871799712762,0.0757691063042637,0.104712372428714,False
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,worst,0.07281350878056633,0.0792381978792125,0.08823485100831863,False
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,pooled,0.04517553563278298,0.05772206109874374,0.2777283166700517,False
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,P90,0.06763909489661145,0.06675297774949869,-0.013100665354366714,True
R4,PORT_HAMILTONIAN_OPINF,20260811,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_PHYSICS_INFORMED_REPAIRED_EFFECTIVE_PH_OPINF_REPAIRED_SEED_20260811_V3,S8_FACTORIAL_R4_PORT_HAMILTONIAN_OPINF_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,worst,0.08091532605220403,0.06752646701190199,-0.1654675287554792,True
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,X,pooled,0.09950312732603123,0.09679645896416589,-0.02720184213905852,True
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,X,P90,0.12815345610106807,0.133738707804688,0.043582528895788286,False
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,X,worst,0.1585728150167547,0.1505533450197618,-0.05057279203970455,True
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Y,pooled,0.07125685452507764,0.07946071352300253,0.11513080464473324,False
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Y,P90,0.0931757107531658,0.09696856690876286,0.04070649018868022,False
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Y,worst,0.10077903191666429,0.11322523772687,0.12349995404299641,False
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,pooled,0.05444594846040005,0.06829493949506706,0.254362196385278,False
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,P90,0.08332271341867069,0.11931615397310269,0.4319763372752419,False
R5,ROTATION_MULTISCALE_GNO,20260810,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,worst,0.10074911804364306,0.14335246803007834,0.42286573633309743,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,pooled,0.08924215808218258,0.09923924093992784,0.11202197562881655,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,P90,0.1221014960329875,0.13298668249065437,0.0891486739419316,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,worst,0.14544741304776956,0.15562772186677493,0.0699930552608854,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,pooled,0.0650318897367382,0.07606204003359596,0.1696114066730947,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,P90,0.07409549872967662,0.09178223869873042,0.23870194913702547,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,worst,0.07679299373132308,0.09504773746424428,0.23771366170186536,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,pooled,0.051640715461676014,0.07746409194127604,0.5000584567571351,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,P90,0.082027344662452,0.09403133941788766,0.1463413792660595,False
R5,ROTATION_MULTISCALE_GNO,20260811,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R5_ROTATION_MULTISCALE_GNO_DATA_ONLY_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,worst,0.08943386288728002,0.1040280138707655,0.1631837260778901,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,X,pooled,0.08645445930723993,0.08734629126914625,0.010315627083352208,True
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,X,P90,0.11824621421930606,0.12166024933918489,0.028872257284676905,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,X,worst,0.13502920357227965,0.1421905191941265,0.05303530963961789,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Y,pooled,0.06484722875004012,0.07385314586843171,0.13887898206268412,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Y,P90,0.07629907413594873,0.08261674052443416,0.08280135060654459,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Y,worst,0.08254333291554831,0.09312608297108597,0.1282084171033544,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,pooled,0.04949919204185581,0.06374653594571748,0.28782982744070496,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,P90,0.08052009307245918,0.11016785892570653,0.36820332319496507,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260810,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260810_V2_NONCOMPENSATORY_CHECKPOINT,Z,worst,0.09417843987675281,0.11774738790156895,0.25025842491827,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,pooled,0.0825649564219661,0.08464976352119334,0.02525050807963103,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,P90,0.11279550425330474,0.11615571009422693,0.029790246190807057,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,X,worst,0.12982039826201727,0.12927985650428406,-0.004163765979536049,True
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,pooled,0.055900980636110965,0.059683066665281545,0.06765688161698225,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,P90,0.0681737490380327,0.0688353847245867,0.009705138647793765,True
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Y,worst,0.07067809462197763,0.0710586172240211,0.0053838831405783605,True
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,pooled,0.044169990534894205,0.04910361636056369,0.11169632970086174,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,P90,0.06503119296300422,0.0694297650504841,0.06763788094710477,False
R6,LOAD_DEPENDENT_RITZ_KRYLOV,20260811,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_PHYSICS_INFORMED_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,S8_FACTORIAL_R6_LOAD_DEPENDENT_RITZ_KRYLOV_RANK_MATCHED_MODAL_CONTROL_SEED_20260811_V2_NONCOMPENSATORY_CHECKPOINT,Z,worst,0.07475242505306018,0.07232785629525201,-0.03243465019478864,True
