epoch,elapsed_s,lr,loss,field_q_loss,field_v_loss,state_q_loss,state_v_loss,physics_loss,effective_physics_weight,data_grad_norm,physics_grad_norm,gradient_cosine,gradient_norm,peak_vram_GiB,score,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,q_graph_residual_fraction,v_graph_residual_fraction,finite
45,8.841634599993995,0.000673059062521458,1.5672607421875,0.34200620651245117,0.7691008448600769,0.8176496028900146,0.8959391713142395,0.5551298260688782,0.05,99.75218963623047,5.106040954589844,-0.0014276924775913358,99.75215148925781,1.7585229873657227,3.2008112600077534,0.3958612084388733,0.4239092171192169,0.1408359706401825,0.8407809138298035,0.7888992428779602,0.5241847634315491,0.7671784181328771,0.7921879712138941,0.9042648541305056,1.0272960229312376,0.0,0.7655197978019714,0.7889899611473083,True
50,9.753175199999532,0.0006420273435304578,1.5213985443115234,0.33143287897109985,0.7596497535705566,0.765942394733429,0.8542267084121704,0.5054740905761719,0.05,78.32208251953125,5.509963512420654,-0.001376988017000258,78.32218170166016,1.7585229873657227,3.0680932653679505,0.402556449174881,0.3857572674751282,0.12150659412145615,0.8413926362991333,0.7814229726791382,0.5163389444351196,0.7097165141822105,0.7579583274151583,0.9005268238438705,1.0093428733281322,0.0,0.714792013168335,0.7631272077560425,True
55,10.702230299997609,0.0006086270386519245,1.4464190006256104,0.2930698096752167,0.7485710978507996,0.7125149369239807,0.8113251328468323,0.47636353969573975,0.05,58.16587448120117,4.863825798034668,-0.0018090256489813328,58.16594314575195,1.7585229873657227,2.9157447215275645,0.3653295338153839,0.3508584201335907,0.12547357380390167,0.8304008841514587,0.7700594663619995,0.5109530687332153,0.6533069783476645,0.7301390116073744,0.8888810870102721,0.9945623092851921,0.0,0.6721482276916504,0.7298886775970459,True
60,11.608398299998953,0.0005732497359223691,1.3852481842041016,0.2690456807613373,0.7429227232933044,0.6461355686187744,0.7580544352531433,0.4446464776992798,0.05,60.17353820800781,6.190029621124268,-0.0037356289103627205,60.17317199707031,1.7585229873657227,2.762260547903117,0.360612690448761,0.3171689808368683,0.10597273707389832,0.8223616480827332,0.7624762654304504,0.5067267417907715,0.5859827598428251,0.6934821040975734,0.8685622362171842,0.9632176863130999,0.0,0.5728082656860352,0.695935845375061,True
65,12.512393199998769,0.0005363102018705197,1.3170101642608643,0.23979993164539337,0.7397675514221191,0.5655105113983154,0.6987969279289246,0.4273167550563812,0.05,42.79098129272461,6.950814247131348,-0.0013861751649528742,42.79191207885742,1.7585229873657227,2.5933856272491282,0.3491009473800659,0.28431206941604614,0.09106768667697906,0.8186399340629578,0.756670355796814,0.5016001462936401,0.5068087700219818,0.6472818713546992,0.8440404528245398,0.9434136026460005,0.0,0.5035649538040161,0.6425195932388306,True
70,13.4134683999946,0.0004982415187589954,1.2578665018081665,0.22385016083717346,0.7387596368789673,0.4722388982772827,0.6305205821990967,0.3913375437259674,0.05,43.43846893310547,6.213174819946289,-0.0016350983642041683,43.43907165527344,1.7585229873657227,2.4158436331828725,0.3375870883464813,0.24706661701202393,0.08572763949632645,0.8112350702285767,0.7529670596122742,0.4992472529411316,0.4173275285078128,0.5928201368584732,0.8166752963625477,0.9294782131548117,0.0,0.4203929305076599,0.5862789154052734,True
75,14.318052599999646,0.0004594900070907504,1.1847872734069824,0.20198026299476624,0.7302054762840271,0.37189391255378723,0.5626704692840576,0.37920865416526794,0.05,21.11441421508789,9.387358665466309,0.002333010546863079,21.120725631713867,1.7585229873657227,2.2348890402866233,0.3325008153915405,0.21222931146621704,0.08030014485120773,0.8117534518241882,0.7488977909088135,0.4996485412120819,0.3103467087642027,0.5387243356818272,0.7775137285591929,0.86300119230977,0.0,0.30925825238227844,0.5175418257713318,True
80,15.241215199996077,0.00042050999290924973,1.1472786664962769,0.19468995928764343,0.7329480051994324,0.29343554377555847,0.5018758773803711,0.41625845432281494,0.05,25.385536193847656,26.67995834350586,0.003571059787645936,25.42531967163086,1.7585229873657227,2.121245204889643,0.3275061547756195,0.19653181731700897,0.08080915361642838,0.8017467856407166,0.7451457381248474,0.49582183361053467,0.2486729388690623,0.4927359232469493,0.7752710262171184,0.8570063453635524,0.0,0.24655453860759735,0.4633224606513977,True
85,16.137806899998395,0.00038175848124100473,1.1035674810409546,0.18998925387859344,0.721602737903595,0.24062182009220123,0.45528748631477356,0.3599618971347809,0.05,28.004241943359375,14.21113109588623,0.0013726106844842434,28.01422691345215,1.7585229873657227,2.0459389000824952,0.32103246450424194,0.18928074836730957,0.07542538642883301,0.7883679270744324,0.7416843771934509,0.5048449635505676,0.21787758110755265,0.4497481715306657,0.754637107259252,0.8661722510968429,0.0,0.20729713141918182,0.42917993664741516,True
90,17.024627200000396,0.00034368979812948047,1.0676597356796265,0.18231524527072906,0.7162514925003052,0.20026680827140808,0.4162730872631073,0.2991611957550049,0.05,14.809326171875,9.067686080932617,0.0006625376408919692,14.816564559936523,1.7585229873657227,1.9697546124996514,0.3117694556713104,0.1808534413576126,0.07221674919128418,0.775242269039154,0.7382785081863403,0.4955846965312958,0.1936162120850767,0.4134920346319453,0.7272243907265199,0.8563784541878342,0.0,0.18154330551624298,0.39060619473457336,True
95,17.93016489999718,0.00030675026407763086,1.0403246879577637,0.17643414437770844,0.7108184099197388,0.1690414696931839,0.38690662384033203,0.2817017734050751,0.05,14.923440933227539,10.799457550048828,-0.0052456846460700035,14.930376052856445,1.7585229873657227,1.9090464962025377,0.3045368492603302,0.17323915660381317,0.0695008635520935,0.7646220326423645,0.7349517345428467,0.4940354526042938,0.1759116617709872,0.3781067102411223,0.6905665077412051,0.8274014932354112,0.0,0.1640636920928955,0.3537789285182953,True
100,18.831866499996977,0.0002713729613480756,1.0215052366256714,0.1727164387702942,0.7073892951011658,0.14472177624702454,0.36519908905029297,0.27838489413261414,0.05,15.682113647460938,14.56847858428955,0.0014944270951673388,15.700109481811523,1.7585229873657227,1.8672974445776505,0.3019481599330902,0.1682741940021515,0.06708841770887375,0.7571521997451782,0.7320224046707153,0.4951094090938568,0.1636304205129508,0.3484284913314178,0.6621320038454505,0.8013675065664001,0.0,0.15327952802181244,0.3268852233886719,True
105,19.734394399994926,0.0002379726564695424,1.0048575401306152,0.16944122314453125,0.7029328346252441,0.12632828950881958,0.3492131233215332,0.2719622254371643,0.05,11.353551864624023,15.757022857666016,0.0007402499322779477,11.381436347961426,1.7585229873657227,1.8395076912356654,0.30443474650382996,0.16432245075702667,0.06449264287948608,0.7498380541801453,0.7290685772895813,0.4914419949054718,0.155631769653719,0.33090353650800886,0.6347525516501128,0.7712169779822263,0.0,0.1467520147562027,0.30746644735336304,True
110,20.654141799997888,0.00020694093747854208,0.9893894791603088,0.16518712043762207,0.6994470953941345,0.11282401531934738,0.3371638357639313,0.24516597390174866,0.05,10.31600570678711,9.610528945922852,-0.004550782032310963,10.325007438659668,1.7585229873657227,1.8092455494960549,0.29956772923469543,0.16105464100837708,0.06242692098021507,0.7419704794883728,0.7270681858062744,0.49075090885162354,0.1479515732116938,0.31669979597587605,0.6044712711319771,0.7469191499309418,0.0,0.1400861293077469,0.2978713810443878,True
115,21.548559299997578,0.00017864162290767292,0.9762758612632751,0.16125428676605225,0.6964113712310791,0.10270175337791443,0.32721811532974243,0.22260428965091705,0.05,7.233345985412598,7.449079990386963,-0.004745937418192625,7.24116325378418,1.7585229873657227,1.7831801058018963,0.2948501706123352,0.15851591527462006,0.06030786409974098,0.7364351749420166,0.7253881692886353,0.4899928867816925,0.14124622578529614,0.3047036290474632,0.5791013514476319,0.7246633759786572,0.0,0.13531780242919922,0.2858124375343323,True
120,22.451551300000574,0.00015340649634596826,0.9680156707763672,0.15929752588272095,0.6942276954650879,0.0950656309723854,0.31933456659317017,0.2178088277578354,0.05,8.49465274810791,10.495667457580566,0.0038429852575063705,8.512859344482422,1.7585229873657227,1.7602857246145112,0.28854677081108093,0.1564612090587616,0.05864875391125679,0.7319653630256653,0.7240527272224426,0.4892915189266205,0.1363783964697273,0.29519157955264064,0.5616812715450104,0.7028948632757746,0.0,0.1313255876302719,0.279275506734848,True
125,23.36793359999865,0.00013153141657966795,0.9592263102531433,0.15728303790092468,0.69161057472229,0.08905474841594696,0.3131069540977478,0.19584494829177856,0.05,10.239161491394043,2.352074146270752,-0.0042787156999111176,10.239334106445312,1.7585229873657227,1.7458675659854772,0.28635457158088684,0.154214546084404,0.05769771337509155,0.7287855744361877,0.7229418754577637,0.4889339804649353,0.13332596751591302,0.28788810449947666,0.55267807736061,0.6861810519415315,0.0,0.12817347049713135,0.27698156237602234,True
130,24.287838999996893,0.00011327284891845553,0.9531384110450745,0.15530332922935486,0.689882755279541,0.08432380110025406,0.3081469237804413,0.19669201970100403,0.05,4.962672233581543,8.309896469116211,0.00544748455286026,4.982290267944336,1.7585229873657227,1.7304725046457379,0.2839440703392029,0.15318059921264648,0.056558556854724884,0.7245027422904968,0.7218157649040222,0.48804181814193726,0.1285505510921649,0.2821171289575412,0.5436482273011184,0.6776594237845897,0.0,0.12595148384571075,0.27270397543907166,True
135,25.201051999996707,9.884485837419116e-05,0.9471724629402161,0.1534392386674881,0.688084602355957,0.0806523934006691,0.3039498031139374,0.189960777759552,0.05,5.894311428070068,6.9741716384887695,0.003467449452728033,5.905823707580566,1.7585229873657227,1.719100156600016,0.28225037455558777,0.15189892053604126,0.05553709343075752,0.7217103242874146,0.7208770513534546,0.4875207543373108,0.1255435832296194,0.2776322397178398,0.5412648282579544,0.670653171556011,0.0,0.1235024482011795,0.27242738008499146,True
140,26.11858519999805,8.841659994436882e-05,0.9421221017837524,0.15210294723510742,0.6865065097808838,0.07765224575996399,0.3004911541938782,0.17953598499298096,0.05,6.233177661895752,5.666438102722168,0.00019944617815781385,6.239669322967529,1.7585229873657227,1.7096525230590787,0.2809411585330963,0.1506221741437912,0.0545688159763813,0.7185819745063782,0.7200043201446533,0.4869515597820282,0.12378271181963522,0.27393747073928926,0.5328091538432458,0.665051965823486,0.0,0.12135843932628632,0.2706688940525055,True
145,27.024866899999324,8.211033542443055e-05,0.9378812313079834,0.1509254276752472,0.6850846409797668,0.07506899535655975,0.29743489623069763,0.17490410804748535,0.05,7.332706451416016,6.323800086975098,-0.0010071378201246262,7.339202880859375,1.7585229873657227,1.70132729458268,0.2799314260482788,0.14990219473838806,0.054016854614019394,0.7161650657653809,0.7191726565361023,0.48640137910842896,0.12137184005191914,0.27047085685023725,0.5254645007631414,0.6622838636901256,0.0,0.12014684826135635,0.26998594403266907,True
150,27.936580399997183,8e-05,0.9337154626846313,0.14951950311660767,0.6836978197097778,0.07289206236600876,0.29481181502342224,0.17144280672073364,0.05,4.2279372215271,5.9268035888671875,-0.0022695029620081186,4.2376389503479,1.7585229873657227,1.6936449982141912,0.2787878215312958,0.1488579511642456,0.0532059520483017,0.7137787342071533,0.7184202671051025,0.4858970046043396,0.11982815728961871,0.2678342264448633,0.5160853843764663,0.6570944227475142,0.0,0.11847028881311417,0.27001944184303284,True
