epoch,elapsed_s,lr,loss,data_loss,physics_loss,displacement_loss,velocity_loss,state_loss,equilibrium_loss,data_gradient_l2,physics_gradient_l2,gradient_cosine,score,peak_vram_GiB,displacement_X_pooled_l2,displacement_Y_pooled_l2,displacement_Z_pooled_l2,velocity_X_pooled_l2,velocity_Y_pooled_l2,velocity_Z_pooled_l2,physical_q13_pooled_l2,physical_qdot13_pooled_l2,equilibrium_residual_median,equilibrium_residual_p90,hard_BC_max_abs,finite
0,1.3373588000031305,0.0,1.2021124362945557,1.2002043724060059,0.0019080567872151732,1.1088144779205322,0.36555975675582886,0.03816113620996475,2.163317702058576e-12,0.24903467297554016,0.0,0.0,3.7632790774261675,1.4780864715576172,0.9998143376003799,1.0064519361092203,1.0046952260430968,1.003191813337053,1.0027474982161537,1.0017065909779144,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
1,2.7808092999985092,0.00016,1.1944597959518433,1.1925517320632935,0.0019080567872151732,1.1012967824935913,0.365019828081131,0.03816113620996475,2.163317702058576e-12,0.26183539628982544,0.0,0.0,3.7510309636122403,1.4838213920593262,0.9984257747659377,0.9994373653895606,1.0013697337921463,1.0027472251882878,1.0019547799045663,1.000865945402767,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
5,5.770144900001469,0.0008,0.8891772031784058,0.887269139289856,0.0019080567872151732,0.7975090146064758,0.35904040932655334,0.03816113620996475,2.163317702058576e-12,1.2129900455474854,0.0,0.0,3.374706171740854,1.4838213920593262,0.98701917416997,0.8238522461862045,0.820603628485915,1.0013460818708073,0.9876354619815296,0.9823185395799607,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
10,9.16112830000202,0.0007977724237186567,0.49242275953292847,0.49051469564437866,0.0019080567872151732,0.4112807512283325,0.3169357478618622,0.03816113620996475,2.163317702058576e-12,1.5505120754241943,0.0,0.0,2.2982034870074193,1.4838213920593262,0.9043939098489289,0.32180747855970937,0.3990492170267257,0.9873516897554008,0.8662350151729746,0.8366004131970844,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
15,12.50579010000365,0.0007911158111698329,0.4251774847507477,0.4232694208621979,0.0019080567872151732,0.34914326667785645,0.2965046167373657,0.03816113620996475,2.163317702058576e-12,1.2138842344284058,0.0,0.0,2.005345959811855,1.4838213920593262,0.7665513424343611,0.28878492645302795,0.3391124945176428,0.955455960010375,0.7418971676528222,0.7446112498013343,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
20,15.955226400001266,0.000780108205049465,0.2869947850704193,0.2850867211818695,0.0019080567872151732,0.22045716643333435,0.25851818919181824,0.03816113620996475,2.163317702058576e-12,0.6587418913841248,0.0,0.0,1.5063542062403894,1.4838213920593262,0.5888358544880887,0.1838175095381976,0.16576176009197405,0.9169284556116343,0.6927483632855297,0.6604551014285905,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
25,19.589994699999806,0.0007648786594749638,0.22891202569007874,0.22700396180152893,0.0019080567872151732,0.16557103395462036,0.24573172628879547,0.03816113620996475,2.163317702058576e-12,1.0409644842147827,0.0,0.0,1.4064187555350078,1.4838213920593262,0.4737730802817221,0.18454472784280937,0.18830435923327266,0.9061501573786422,0.68740421968669,0.6440075674807213,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
30,23.19562710000173,0.0007456057269436838,0.11922769993543625,0.11731964349746704,0.0019080567872151732,0.06035301461815834,0.2278665155172348,0.03816113620996475,2.163317702058576e-12,0.32606908679008484,0.0,0.0,1.141614585499852,1.4838213920593262,0.30082968795299747,0.1442739123291418,0.1443630091941617,0.8971513668534008,0.6842166562786486,0.625599472799393,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
35,26.744730099999288,0.0007225153649681446,0.11413899809122086,0.11223094165325165,0.0019080567872151732,0.058836422860622406,0.21357809007167816,0.03816113620996475,2.163317702058576e-12,2.101623773574829,0.0,0.0,1.062000979578972,1.4838213920593262,0.25115132914428934,0.13871650256934268,0.12696164477715524,0.8850151273053731,0.6797733510099347,0.6142731258746693,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
40,30.67125980000128,0.0006958782869307897,0.07042229920625687,0.06851424276828766,0.0019080567872151732,0.018037473782896996,0.20190708339214325,0.03816113620996475,2.163317702058576e-12,0.38821521401405334,0.0,0.0,1.0356583847248195,1.4838213920593262,0.21491900254201016,0.1501628913794182,0.12963383659333116,0.8756156139911406,0.6773894126354705,0.6091411820508666,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
45,34.55079739999928,0.0006660067882170945,0.06576558202505112,0.06385752558708191,0.0019080567872151732,0.016841605305671692,0.18806368112564087,0.03816113620996475,2.163317702058576e-12,0.3867035210132599,0.0,0.0,0.8965077094952978,1.4838213920593262,0.16274619793235007,0.10483445269003698,0.09314189422611208,0.8651800282407056,0.6741422429785785,0.6021939792051486,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
50,38.49600690000079,0.0006332510848377054,0.06097044795751572,0.05906239151954651,0.0019080567872151732,0.014298129826784134,0.1790570467710495,0.03816113620996475,2.163317702058576e-12,0.3147960901260376,0.0,0.0,0.8427441940531992,1.4838213920593262,0.14421620122244877,0.09121261660364378,0.07538671531877025,0.8561501155142927,0.6715284008229372,0.5984117191333542,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
55,42.22900500000105,0.0005979952074659202,0.05936020612716675,0.05745214968919754,0.0019080567872151732,0.014298356138169765,0.1726151704788208,0.03816113620996475,2.163317702058576e-12,0.542458713054657,0.0,0.0,0.8430855807985871,1.4838213920593262,0.14379050495304796,0.09176831098479447,0.07810878576319026,0.8499330460302582,0.6702456634645806,0.5958687987326168,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
60,45.83817650000128,0.0005606524990291676,0.06554848700761795,0.06364043056964874,0.0019080567872151732,0.021382594481110573,0.16903135180473328,0.03816113620996475,2.163317702058576e-12,1.0533030033111572,0.0,0.0,0.87155572987425,1.4838213920593262,0.15385725608365092,0.0992020577804466,0.09059749920858,0.8453923351297877,0.66918355709372,0.59539536682002,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
65,49.329770099997404,0.0005216607686411041,0.0555509477853775,0.053642891347408295,0.0019080567872151732,0.01219701487571001,0.16578350961208344,0.03816113620996475,2.163317702058576e-12,0.3013315200805664,0.0,0.0,0.8404113026793012,1.4838213920593262,0.1368162981567861,0.09488863855074817,0.0821228398961045,0.8431242178144482,0.6680965272818776,0.5934889510435619,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
70,52.71372739999788,0.00048147715869005075,0.05310782045125961,0.051199764013290405,0.0019080567872151732,0.010218069888651371,0.16392678022384644,0.03816113620996475,2.163317702058576e-12,0.2187366485595703,0.0,0.0,0.820722903713417,1.4838213920593262,0.1285501943537108,0.09161684351303812,0.0751847497164522,0.840793991662003,0.666628738519287,0.5924373261768121,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
75,56.186300699999265,0.0004405727852624587,0.0522972047328949,0.05038914829492569,0.0019080567872151732,0.009654218330979347,0.16293971240520477,0.03816113620996475,2.163317702058576e-12,0.19902610778808594,0.0,0.0,0.7902538325551819,1.4838213920593262,0.12302251006051022,0.07844562163199786,0.06445391690661917,0.8385781180970104,0.6654739285957899,0.5916506809686561,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
80,59.579626600003394,0.00039942721473754133,0.05115750804543495,0.049249451607465744,0.0019080567872151732,0.008776344358921051,0.16189242899417877,0.03816113620996475,2.163317702058576e-12,0.12090200930833817,0.0,0.0,0.7707186029359283,1.4838213920593262,0.11713267545534857,0.07254625765870774,0.05736702396815518,0.8371028223412468,0.6648522496342454,0.5911111032766129,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
85,62.944434099998034,0.0003585228413099494,0.050595253705978394,0.048687197268009186,0.0019080567872151732,0.008312840946018696,0.16149742901325226,0.03816113620996475,2.163317702058576e-12,0.0690661296248436,0.0,0.0,0.7617349123260884,1.4838213920593262,0.11447702942777277,0.06992500544819981,0.05443861740842273,0.8356217610943655,0.6639568423337937,0.5903740285758512,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
90,66.42480430000433,0.0003183392313588962,0.05029056593775749,0.048382509499788284,0.0019080567872151732,0.008137766271829605,0.16097897291183472,0.03816113620996475,2.163317702058576e-12,0.09827969968318939,0.0,0.0,0.7581072087393954,1.4838213920593262,0.11298421550265751,0.06894137821096066,0.05372420442211403,0.8346539149971771,0.6634838815425921,0.590067437712122,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
95,69.76658219999808,0.00027934750097083247,0.04990632086992264,0.04799826443195343,0.0019080567872151732,0.007855283096432686,0.16057191789150238,0.03816113620996475,2.163317702058576e-12,0.08766237646341324,0.0,0.0,0.7542938200430621,1.4838213920593262,0.111303910106793,0.06808642487299885,0.05293694180966322,0.833649005926386,0.6629034200507465,0.5896893388745336,0.004061020406904444,0.08621484148751876,5.610381112433225e-08,1.1284422852234928e-07,0.0,True
