epoch,elapsed_s,learning_rate,loss_total,loss_q,loss_qdot,loss_variational,gradient_norm,data_gradient_norm,physics_gradient_norm,data_physics_gradient_cosine,reduced_q_relative_l2,reduced_qdot_relative_l2,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,variational_weak_median,variational_weak_p90,hard_BC_max_abs,finite,peak_vram_GiB
45,4.526553200004855,0.0008413238281518226,1.5223947763442993,0.7045357823371887,0.8178589940071106,97.25440979003906,0.07061717659235,0.0706171840429306,nan,nan,0.29893274793649904,0.5287136378990945,1.2393383098381445,0.4175839167053692,0.2239646527449732,0.9407101613080198,0.7368448209676469,0.48859935985681996,1.1197643100236487,1.8102121142050516,3.162555300171608e-16,True,0.05194711685180664
50,4.84529360000306,0.000802534179413072,1.483368992805481,0.6843107342720032,0.7990582585334778,99.2514877319336,0.06684219092130661,0.06684219092130661,nan,nan,0.30305411311033276,0.49639462723009603,1.2837868747479515,0.41910207445244346,0.22883340720785622,0.8875820895275497,0.6969424010892172,0.4671553847001168,1.128491259530922,1.7889771467467785,3.2175005981704195e-16,True,0.05194711685180664
55,5.159842100001697,0.0007607837983149056,1.4461488723754883,0.664781928062439,0.7813670039176941,94.11101531982422,0.06354454159736633,0.06354454159736633,nan,nan,0.30653103800942494,0.4830554042599462,1.2843834017278768,0.4199093209974195,0.234173081213228,0.8571310304904713,0.6690748726893353,0.4576147333368012,1.103293343771152,1.745437133739486,3.1495825879619645e-16,True,0.05194711685180664
60,5.6106771000049775,0.0007165621699029615,1.4110050201416016,0.6461788415908813,0.764826238155365,97.6436767578125,0.05995037034153938,0.05995037034153938,nan,nan,0.310475708273424,0.4767527744584033,1.307369145824309,0.4184140799932323,0.24145398285950737,0.8314611817597894,0.6507218352654655,0.44767300350994416,1.2230379521006163,1.6000732748500957,3.1265880572770314e-16,True,0.05194711685180664
65,5.860803399998986,0.0006703877523381495,1.3780077695846558,0.6285196542739868,0.749488115310669,106.37245178222656,0.05747090280056,0.05747090280056,nan,nan,0.3142735118040907,0.4702718773097295,1.3444881332504703,0.41513264353740537,0.24904362589384033,0.8093542650647593,0.6327832622127891,0.43948304522651815,1.2216722880611606,1.5645280731094475,3.1328730835715383e-16,True,0.05194711685180664
70,6.12949369999842,0.0006228018984487442,1.3474695682525635,0.6119917631149292,0.7354777455329895,116.29198455810547,0.05568070709705353,0.05568070709705353,nan,nan,0.3199643481454654,0.4656985758029603,1.374581578176283,0.41621387049187014,0.2572783938215353,0.7928575708560757,0.6178105981126637,0.4332059574293225,1.1988496291678352,1.7027956501606032,3.131594091994123e-16,True,0.05194711685180664
75,6.382910200001788,0.000574362508863438,1.3193213939666748,0.5966339707374573,0.7226874232292175,121.00868225097656,0.05419785529375076,0.05419786274433136,nan,nan,0.3241311484078495,0.46178701357077817,1.4023068798355303,0.4167630390744147,0.2632194414886342,0.7792326311536022,0.6051771019297976,0.42669743672036425,1.1892893214350901,1.8000642753010427,3.125869514011749e-16,True,0.05194711685180664
80,6.650022500005434,0.0005256374911365621,1.2935967445373535,0.5825632810592651,0.7110334038734436,126.10276794433594,0.05329462140798569,0.05329462140798569,nan,nan,0.3269046083591611,0.45683671372641604,1.423816839605037,0.417606448920941,0.2667960233619427,0.7673247618132853,0.5933100064183889,0.41978283127154065,1.2100757204343835,1.8479368913684018,3.069688059175408e-16,True,0.05194711685180664
85,6.912312100001145,0.00047719810155125587,1.2702667713165283,0.5698364973068237,0.7004302144050598,127.51547241210938,0.052503153681755066,0.052503157407045364,nan,nan,0.3288571558573117,0.45144287154623347,1.436435862694726,0.4178402234246859,0.2695369835516081,0.7550667512148849,0.5822302677157333,0.4125675686405831,1.2769176668550155,1.9064789970467582,2.983357380887843e-16,True,0.05194711685180664
90,7.187917900002503,0.0004296122476618507,1.2493388652801514,0.5584992170333862,0.6908396482467651,126.94940948486328,0.05195126309990883,0.05195126309990883,nan,nan,0.33065900562014305,0.447125807070838,1.4471558369554256,0.41786726930381735,0.27217811725280316,0.7440523060530059,0.5726282967285792,0.40624547267932004,1.2479294323187329,1.9974298227019969,2.9292371238528775e-16,True,0.05194711685180664
95,7.598329899999953,0.00038343783009703845,1.2307337522506714,0.5484685301780701,0.6822652220726013,125.61756896972656,0.05139584094285965,0.05139584094285965,nan,nan,0.33159449263870716,0.44301766169191903,1.4561047132127183,0.41690509177317825,0.273969716270664,0.7339876439533427,0.5639397219173408,0.40005432100546334,1.1899723966173663,2.0680111572101976,2.9201394384339134e-16,True,0.05194711685180664
100,7.874802900005307,0.0003392162016850945,1.2143216133117676,0.5396525263786316,0.6746690273284912,123.9475326538086,0.05091625452041626,0.05091625452041626,nan,nan,0.3316262906172496,0.43949739536106563,1.4622400779685458,0.4164378922689153,0.2740810729091995,0.7253477990113376,0.5562391244626014,0.3947900645395407,1.1858986609174371,2.1119500036037704,2.922596336350599e-16,True,0.05194711685180664
105,8.145378900000651,0.000297465820586928,1.1999626159667969,0.531956136226654,0.6680065393447876,121.90426635742188,0.050496406853199005,0.050496406853199005,nan,nan,0.33143052823322455,0.4362764499338783,1.4659481390764015,0.416239886589311,0.2737427761168365,0.7179568345102869,0.5495780913474817,0.3901662905689151,1.1858808390763613,2.1277329478258866,2.9273713157410362e-16,True,0.05194711685180664
110,8.403715200001898,0.0002586761718481776,1.1875169277191162,0.5252930521965027,0.6622238159179688,119.70862579345703,0.05017447844147682,0.05017447844147682,nan,nan,0.33102721425329884,0.4337001064284931,1.4680755523530653,0.41601925959814345,0.2731252616753641,0.7120220716936364,0.5441135027496838,0.38630972152388887,1.1832540181085733,2.172608169247873,2.9348845013344686e-16,True,0.05194711685180664
115,8.661558500003594,0.0002233020286345913,1.1768215894699097,0.5195753574371338,0.6572462320327759,117.71969604492188,0.049868933856487274,0.049868933856487274,nan,nan,0.3305085650214452,0.43161791733658966,1.4698084945076257,0.4156856805259634,0.2723930843098138,0.7073462985687549,0.5395645617093057,0.3831222466130733,1.1693444814341847,2.237454074788154,2.943764037266815e-16,True,0.05194711685180664
120,8.935803400003351,0.00019175812043246033,1.1676898002624512,0.5147016644477844,0.652988076210022,115.83899688720703,0.049609337002038956,0.049609337002038956,nan,nan,0.32995440756513233,0.4298691040158877,1.4710327790361053,0.41526540057645833,0.27166732933331483,0.7035962041197107,0.5356919468849848,0.3805107588199508,1.1520294168653409,2.293186975057554,2.95542657560351e-16,True,0.05194711685180664
125,9.198026300000492,0.00016441427072458494,1.159921407699585,0.5105656981468201,0.6493557095527649,114.24024200439453,0.049399763345718384,0.049399763345718384,nan,nan,0.3293516225156473,0.4283458164988114,1.4716043230527793,0.41468545158660336,0.2709680173471131,0.70050987442716,0.532370232086372,0.3782925282475527,1.1337731697862352,2.343176785796343,2.965936132645043e-16,True,0.05194711685180664
130,9.524054200002865,0.0001415910611480694,1.1533045768737793,0.5070511698722839,0.6462533473968506,112.99311828613281,0.0492086261510849,0.0492086261510849,nan,nan,0.32877128701871333,0.4270255248178765,1.4718578859476141,0.41408628620667826,0.27032570229920333,0.6979099082006387,0.5295119857799304,0.37639014189415543,1.1172096251914947,2.385380115079442,2.974989693560566e-16,True,0.05194711685180664
135,9.872942000001785,0.00012355607296773896,1.1476227045059204,0.504041314125061,0.6435813903808594,111.89749908447266,0.04904984310269356,0.04904984310269356,nan,nan,0.3281837619405626,0.42585475996928635,1.4717483666319182,0.4134859515712361,0.26968230435751017,0.6957201190533743,0.5270267275694297,0.3747438879868577,1.103060514787221,2.418112159278076,2.9832655017354096e-16,True,0.05194711685180664
140,10.370313500003249,0.00011052074993046101,1.1426544189453125,0.5014147162437439,0.6412397623062134,111.04544830322266,0.048910822719335556,0.048910826444625854,nan,nan,0.32764950320819297,0.424808414150935,1.4715310217951958,0.4129076567493956,0.26911930743871476,0.6938393549859725,0.5248507046027775,0.37328706694758584,1.0900735429555934,2.4438784491015038,2.990075118841579e-16,True,0.05194711685180664
145,10.79979430000094,0.00010263791928053818,1.1381767988204956,0.49905189871788025,0.6391249299049377,110.16905975341797,0.04878571629524231,0.04878571629524231,nan,nan,0.32712192013415026,0.42383233494301514,1.471200806791306,0.41229528935169935,0.26859048836092625,0.692134508421894,0.5228619959201238,0.3719459886287143,1.0782190006527275,2.4658705133958887,2.9965301789706386e-16,True,0.05194711685180664
150,11.164544500003103,0.0001,1.133965015411377,0.49683383107185364,0.6371311545372009,109.30467224121094,0.04867018759250641,0.04867019131779671,nan,nan,0.3266055941359688,0.42288057600879275,1.4708316509408275,0.41166785171771014,0.26808969291609513,0.6905257092095817,0.5209515994432384,0.3706579077482077,1.0666258979360455,2.4948536931695338,3.002349563595477e-16,True,0.05194711685180664
