epoch,elapsed_s,lr,loss,qfield_loss,vfield_loss,q32_loss,v32_loss,residual_force_loss,gradient_norm,score,peak_vram_GiB,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,rotation_X_relative_l2,rotation_Y_relative_l2,rotation_Z_relative_l2,rotation_rate_X_relative_l2,rotation_rate_Y_relative_l2,rotation_rate_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,weak_median,weak_p90,hard_BC_max_abs,finite
0,1.3168107000019518,0.0,1.1166267395019531,0.3307762145996094,0.7384059429168701,0.00022141056251712143,0.1895570158958435,0.0,0.0,1.6598202315545187,1.836897373199463,0.31206679344177246,0.16192130744457245,0.055182356387376785,0.7984061241149902,0.7444301843643188,0.5054891705513,0.5557774901390076,0.9494253993034363,0.8037518262863159,1.011885643005371,0.9825746417045593,0.9955319166183472,0.0029800770928699594,0.2070139153452453,nan,nan,0.0,True
1,2.74820770000224,0.00016,1.1166267395019531,0.3307762145996094,0.7384059429168701,0.00022141056251712143,0.1895570158958435,0.0,1.8825833797454834,1.6461071535821918,2.037595748901367,0.3102053999900818,0.16126032173633575,0.05474870651960373,0.7979763746261597,0.7415748238563538,0.5018106698989868,0.5519362688064575,0.9409777522087097,0.7998500466346741,1.0109105110168457,0.9812551736831665,0.9953440427780151,0.002677735269460369,0.1930681117519201,nan,nan,0.0,True
5,5.851606799995352,0.0008,1.0514804124832153,0.29166051745414734,0.7283328175544739,0.00014640064910054207,0.12580187618732452,1.8991865999851143e-06,2.071462631225586,1.5724056969726725,2.037595748901367,0.28836992383003235,0.15333078801631927,0.04960561543703079,0.7971554398536682,0.7281931638717651,0.4917103350162506,0.5032970309257507,0.8368115425109863,0.7564155459403992,1.003064513206482,0.9723491072654724,0.9937060475349426,0.0027280639569825962,0.13968367272293106,nan,nan,0.0,True
10,10.036922100000083,0.0007978896645755696,0.9141959547996521,0.17624619603157043,0.7189878821372986,8.897144289221615e-05,0.07575836032629013,5.992441856506048e-06,4.498913764953613,1.480189711929694,2.037595748901367,0.22687827050685883,0.13495425879955292,0.03306432440876961,0.8137068152427673,0.7274753451347351,0.4852355420589447,0.3504098057746887,0.48571762442588806,0.675877034664154,0.9941172003746033,0.9676769971847534,0.9928930401802063,0.003007644841536996,0.1381527243095041,nan,nan,0.0,True
15,14.239226300000155,0.0007915834000556312,0.8837046027183533,0.14992035925388336,0.7166316509246826,8.163768507074565e-05,0.06852870434522629,1.594599598320201e-05,8.93679141998291,1.447615943414208,2.037595748901367,0.22266806662082672,0.13722920417785645,0.027620436623692513,0.7952888011932373,0.7188469767570496,0.48296523094177246,0.3274337351322174,0.4061850905418396,0.7688221335411072,0.9868627190589905,0.963585376739502,0.9900335073471069,0.0031009057403510684,0.11689365161090323,nan,nan,0.0,True
20,18.401630299995304,0.0007811551416258089,0.8186669945716858,0.10917071998119354,0.6991900205612183,4.3237330828560516e-05,0.041181668639183044,7.048180123092607e-06,3.770916700363159,1.384824622291467,2.037595748901367,0.201325923204422,0.12891411781311035,0.023907415568828583,0.7820769548416138,0.712273359298706,0.4707137942314148,0.27378836274147034,0.2736934721469879,0.6672603487968445,0.9712123274803162,0.9591219425201416,0.9838552474975586,0.0025639676013876323,0.0911622878357024,nan,nan,0.0,True
25,22.69786259999819,0.0007667271510815446,0.7889468669891357,0.10804703831672668,0.6719745993614197,3.575022492441349e-05,0.035665061324834824,6.615334768866887e-06,1.3501105308532715,1.3345508211817738,2.037595748901367,0.19693101942539215,0.12631855905056,0.022821424528956413,0.7606401443481445,0.7020520567893982,0.4414481818675995,0.26613494753837585,0.2585185468196869,0.6535832285881042,0.922820508480072,0.9549001455307007,0.9739512205123901,0.0019064265123188784,0.06900640032395043,nan,nan,0.0,True
30,26.82655729999533,0.0007484685834203322,0.7371910810470581,0.10363214462995529,0.6259718537330627,2.938393663498573e-05,0.030318908393383026,8.241133400588296e-06,2.9526917934417725,1.2920424144813092,2.037595748901367,0.18976210057735443,0.12507426738739014,0.021251970902085304,0.7381685376167297,0.693605899810791,0.3884691298007965,0.2651635706424713,0.23790259659290314,0.6537027359008789,0.8355523347854614,0.953035295009613,0.9616219997406006,0.0013919468731881232,0.08888069025426479,nan,nan,0.0,True
35,31.011210099997697,0.0007265935036540318,0.6803302764892578,0.08841864764690399,0.5853209495544434,2.611535819596611e-05,0.02633664384484291,8.401500053878408e-06,3.3443992137908936,1.2218804221259676,2.037595748901367,0.18098853528499603,0.11876313388347626,0.020471759140491486,0.7075794339179993,0.6815361976623535,0.3453371226787567,0.24528636038303375,0.20618557929992676,0.6103782057762146,0.766753613948822,0.9423668384552002,0.9505778551101685,0.001492902563407802,0.06587542824808268,nan,nan,0.0,True
40,35.07397189999756,0.0007013583770923271,0.6409366726875305,0.08174494653940201,0.5524201393127441,2.538746593927499e-05,0.027060890570282936,8.577289918321185e-06,8.570534706115723,1.219127295248832,2.037595748901367,0.17219486832618713,0.11367513984441757,0.020084666088223457,0.7112782001495361,0.6791013479232788,0.3084469735622406,0.23832492530345917,0.20565743744373322,0.5774450302124023,0.7051130533218384,0.9315750002861023,0.93564373254776,0.0015556731298147968,0.12440737408532249,nan,nan,0.0,True
