epoch,elapsed_s,lr,train_data_loss,train_physics_loss,selection_key,peak_vram_GiB
0,2.1182181000040146,0.0,0.0,0.0,"[6.0, 1.0060228109359741, 1.0060228109359741, 1.0289438366889954, 1.0300828218460083, 2.999332010746002, 1.0061942338943481, 5.3429044858596306e-08, 377760]",4.068167209625244
1,8.03358709999884,0.00019716996643689944,1.0398246536894542,0.0022122332053944615,"[6.0, 0.9602340459823608, 0.9602340459823608, 1.0150549769401551, 1.016440510749817, 2.7714415788650513, 0.9995657205581665, 5.3429044858596306e-08, 377760]",4.143041610717773
2,11.8420080000069,0.0003943399328737989,0.7209328921829782,0.0022122332053944606,null,4.143041610717773
3,15.732282099997974,0.0005915098993106982,0.40515483188919904,0.0022122332053944606,null,4.143041610717773
4,19.807932900002925,0.0007886798657475978,0.25744373042409013,0.0022122332053944606,null,4.143041610717773
5,25.23100620000332,0.000985849832184497,0.14195794230554162,0.0022122332053944606,"[6.0, 0.3218502700328827, 0.3218502700328827, 0.3992109835147858, 0.416660338640213, 0.7395834475755692, 0.7366549372673035, 5.3429044858596306e-08, 377760]",4.143041610717773
6,29.102101800002856,0.000985849832184497,0.11519606456887431,0.002212233205394461,null,4.143041610717773
7,33.15335490000143,0.000985849832184497,0.07912215863059206,0.002212233205394461,null,4.143041610717773
8,37.11841070000082,0.000985849832184497,0.07152450566248196,0.0022122332053944615,null,4.143041610717773
9,41.111667999997735,0.000985849832184497,0.06976361990701861,0.002212233205394461,null,4.143041610717773
10,47.22113530000206,0.000985849832184497,0.06294939885052239,0.00221223320539446,"[1.0, 0.12130944430828094, 0.12130944430828094, 0.1688024193048477, 0.1736600399017334, 0.2840500995516777, 0.7024443745613098, 5.3429044858596306e-08, 377760]",4.143041610717773
11,51.4150140999991,0.000985849832184497,0.06382757652460075,0.002212233205394461,null,4.143041610717773
12,55.62508670000534,0.000985849832184497,0.0720029593240924,0.00221223320539446,null,4.143041610717773
13,60.17253530000744,0.000985849832184497,0.07711462749213707,0.0022122332053944606,null,4.143041610717773
14,64.38958820000698,0.000985849832184497,0.06898870528107737,0.0022122332053944606,null,4.143041610717773
15,70.61681580000732,0.000985849832184497,0.0629675657283969,0.0022122332053944615,"[2.0, 0.14379823207855225, 0.14379823207855225, 0.21494797319173814, 0.22181251645088196, 0.3220807611942291, 0.6963183283805847, 5.3429044858596306e-08, 377760]",4.143041610717773
16,76.16644480000832,0.000985849832184497,0.06231750911328851,0.00221223320539446,null,4.143041610717773
17,82.36653310000838,0.000985849832184497,0.06273602430776852,0.00221223320539446,null,4.143041610717773
18,87.1750219999958,0.000985849832184497,0.05592063718997851,0.0022122332053944606,null,4.143041610717773
19,91.88215050000872,0.000985849832184497,0.055299277076633964,0.00221223320539446,null,4.143041610717773
20,98.11515460000373,0.000985849832184497,0.05545333432169949,0.0022122332053944606,"[0.0, 0.09751370549201965, 0.09751370549201965, 0.13391953259706496, 0.14944988489151, 0.23639211058616638, 0.6872000694274902, 5.3429044858596306e-08, 377760]",4.143041610717773
21,102.82636370000546,0.000985849832184497,0.05361421110971672,0.0022122332053944606,null,4.143041610717773
22,107.12440119999519,0.000985849832184497,0.05120207800916055,0.0022122332053944606,null,4.143041610717773
23,111.46844540000893,0.000985849832184497,0.04904820084026674,0.0022122332053944606,null,4.143041610717773
24,115.82537429999502,0.000985849832184497,0.05361027370502309,0.00221223320539446,null,4.143041610717773
25,127.41316100000404,0.000985849832184497,0.050508176271871826,0.0022122332053944606,"[3.0, 0.13503806293010712, 0.13503806293010712, 0.1662378042936325, 0.1678098738193512, 0.3891701176762581, 0.578139066696167, 5.3429044858596306e-08, 377760]",4.143041610717773
26,132.02916269999696,0.000985849832184497,0.04286241554087255,0.0022122332053944606,null,4.143041610717773
27,136.89833630000066,0.000985849832184497,0.03508125949741864,0.00221223320539446,null,4.143041610717773
28,141.73898959999497,0.000985849832184497,0.03303107124094556,0.0022122332053944606,null,4.143041610717773
29,146.8378251999966,0.000985849832184497,0.031479878010364566,0.0022122332053944615,null,4.143041610717773
30,154.9181688999961,0.000985849832184497,0.03355675760838317,0.0022122332053944606,"[0.0, 0.08998671919107437, 0.08998671919107437, 0.1446758911013603, 0.1630895733833313, 0.23173712939023972, 0.45206013321876526, 5.3429044858596306e-08, 377760]",4.143041610717773
31,159.31340820000332,0.000985849832184497,0.029210499533247655,0.0022122332053944615,null,4.143041610717773
32,163.77430459999596,0.000985849832184497,0.028213301310088576,0.00221223320539446,null,4.143041610717773
33,168.21490079999785,0.000985849832184497,0.029072270228913646,0.0022122332053944606,null,4.143041610717773
34,172.89134420000482,0.000985849832184497,0.028947758806369652,0.0022122332053944615,null,4.143041610717773
35,181.3908678000007,0.000985849832184497,0.025472441347452197,0.002212233205394461,"[0.0, 0.06888628005981445, 0.06888628005981445, 0.11137215048074722, 0.11466566473245621, 0.1540917530655861, 0.37583547830581665, 5.3429044858596306e-08, 377760]",4.143041610717773
36,186.5279334000079,0.000985849832184497,0.02486524054008286,0.002212233205394461,null,4.143041610717773
37,191.337732400003,0.000985849832184497,0.02428368742509586,0.0022122332053944615,null,4.143041610717773
38,196.48574360000202,0.000985849832184497,0.023244221513045997,0.00221223320539446,null,4.143041610717773
39,201.26820760000555,0.000985849832184497,0.022889598863335643,0.00221223320539446,null,4.143041610717773
40,208.1094649000006,0.000985849832184497,0.022538686284749972,0.0022122332053944606,"[0.0, 0.07124926149845123, 0.07124926149845123, 0.1181512176990509, 0.12781351804733276, 0.16359563544392586, 0.34483978152275085, 5.3429044858596306e-08, 377760]",4.143041610717773
41,212.78196930000558,0.000985849832184497,0.02254921216063383,0.0022122332053944606,null,4.143041610717773
42,217.16896320000524,0.000985849832184497,0.027639563399844053,0.002212233205394461,null,4.143041610717773
43,222.11397600000782,0.000985849832184497,0.022866709816564874,0.0022122332053944606,null,4.143041610717773
44,226.54378210000868,0.000985849832184497,0.024441389889433618,0.002212233205394461,null,4.143041610717773
45,232.2957771000074,0.000985849832184497,0.02154721165212189,0.0022122332053944606,"[0.0, 0.06538975238800049, 0.06538975238800049, 0.11101615726947785, 0.11705261468887329, 0.14594284817576408, 0.328085720539093, 5.3429044858596306e-08, 377760]",4.143041610717773
46,236.43492780000088,0.000985849832184497,0.02050217495458882,0.002212233205394461,null,4.143041610717773
47,240.3890997999988,0.000985849832184497,0.019768079402061496,0.0022122332053944606,null,4.143041610717773
48,244.42042350000702,0.000985849832184497,0.02047190329105389,0.0022122332053944606,null,4.143041610717773
49,248.37140869999712,0.000985849832184497,0.02035912225113773,0.002212233205394461,null,4.143041610717773
