trial_id,route,fold,seed,case_id,active,perturbation,axis,relative_l2_vs_FEM,correct_relative_l2_vs_FEM,paired_error_change,prediction_shift_relative_l2,hard_BC_max_abs,correct_reconstruction_max_abs,applicable
R4_LHS_03,R4,4,20260813,V40_A_E1_C4_2T,True,P0_CORRECT,X,0.0797602184968406,0.0797602184968406,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_A_E1_C4_2T,True,P0_CORRECT,Y,0.04232273580013987,0.04232273580013987,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_A_E1_C4_2T,True,P0_CORRECT,Z,0.04928472011825105,0.04928472011825105,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_A_E6_C10_1T,True,P0_CORRECT,X,0.04949150468957106,0.04949150468957106,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_A_E6_C10_1T,True,P0_CORRECT,Y,0.04710049242195201,0.04710049242195201,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_A_E6_C10_1T,True,P0_CORRECT,Z,0.020583880945864698,0.020583880945864698,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_B_E3_C6_1T,True,P0_CORRECT,X,0.04514713512186361,0.04514713512186361,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_B_E3_C6_1T,True,P0_CORRECT,Y,0.04647949972888229,0.04647949972888229,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_B_E3_C6_1T,True,P0_CORRECT,Z,0.021181858438148078,0.021181858438148078,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_B_E4_C7_1T,True,P0_CORRECT,X,0.05371547335202338,0.05371547335202338,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_B_E4_C7_1T,True,P0_CORRECT,Y,0.0469936973797374,0.0469936973797374,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_B_E4_C7_1T,True,P0_CORRECT,Z,0.02139369360286741,0.02139369360286741,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_CPLUS_E5_C9_1T,True,P0_CORRECT,X,0.04829343079713448,0.04829343079713448,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_CPLUS_E5_C9_1T,True,P0_CORRECT,Y,0.04905853438617485,0.04905853438617485,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_CPLUS_E5_C9_1T,True,P0_CORRECT,Z,0.034260680403589004,0.034260680403589004,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_CPLUS_E7_C11_2T,True,P0_CORRECT,X,0.08269948050797196,0.08269948050797196,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_CPLUS_E7_C11_2T,True,P0_CORRECT,Y,0.03408649589111485,0.03408649589111485,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_CPLUS_E7_C11_2T,True,P0_CORRECT,Z,0.04128053046459587,0.04128053046459587,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_C_E7_C11_2T,True,P0_CORRECT,X,0.09532524914976741,0.09532524914976741,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_C_E7_C11_2T,True,P0_CORRECT,Y,0.03847085875712507,0.03847085875712507,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V40_C_E7_C11_2T,True,P0_CORRECT,Z,0.040371378750050195,0.040371378750050195,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V52_A_E2_C5_2T,True,P0_CORRECT,X,0.0987525264715038,0.0987525264715038,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V52_A_E2_C5_2T,True,P0_CORRECT,Y,0.04612317459042247,0.04612317459042247,0.0,0.0,0.0,1.6391277313232422e-07,True
R4_LHS_03,R4,4,20260813,V52_A_E2_C5_2T,True,P0_CORRECT,Z,0.05473797399463936,0.05473797399463936,0.0,0.0,0.0,1.6391277313232422e-07,True
