trial_id,route,fold,seed,case_id,active,perturbation,axis,relative_l2_vs_FEM,correct_relative_l2_vs_FEM,paired_error_change,prediction_shift_relative_l2,hard_BC_max_abs,correct_reconstruction_max_abs,applicable
R4_LHS_03,R4,1,20260813,BASE_C8_0T,False,P0_CORRECT,X,0.0,0.0,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,BASE_C8_0T,False,P0_CORRECT,Y,0.0,0.0,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,BASE_C8_0T,False,P0_CORRECT,Z,0.0,0.0,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_A_E7_C11_2T,True,P0_CORRECT,X,0.139141953808404,0.139141953808404,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_A_E7_C11_2T,True,P0_CORRECT,Y,0.059245212519072186,0.059245212519072186,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_A_E7_C11_2T,True,P0_CORRECT,Z,0.05098446337662982,0.05098446337662982,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_B_E2_C5_2T,True,P0_CORRECT,X,0.12441607159173465,0.12441607159173465,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_B_E2_C5_2T,True,P0_CORRECT,Y,0.055265575885839975,0.055265575885839975,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_B_E2_C5_2T,True,P0_CORRECT,Z,0.044170585060892456,0.044170585060892456,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_B_E6_C10_1T,True,P0_CORRECT,X,0.050585254629510384,0.050585254629510384,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_B_E6_C10_1T,True,P0_CORRECT,Y,0.048101132181936034,0.048101132181936034,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_B_E6_C10_1T,True,P0_CORRECT,Z,0.023321885143762166,0.023321885143762166,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_CPLUS_E2_C5_2T,True,P0_CORRECT,X,0.09793455286588067,0.09793455286588067,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_CPLUS_E2_C5_2T,True,P0_CORRECT,Y,0.05323471968450555,0.05323471968450555,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_CPLUS_E2_C5_2T,True,P0_CORRECT,Z,0.04606069723161192,0.04606069723161192,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_CPLUS_E4_C7_1T,True,P0_CORRECT,X,0.06624627617469757,0.06624627617469757,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_CPLUS_E4_C7_1T,True,P0_CORRECT,Y,0.05410171609590023,0.05410171609590023,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_CPLUS_E4_C7_1T,True,P0_CORRECT,Z,0.026925256074731743,0.026925256074731743,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_C_E3_C6_1T,True,P0_CORRECT,X,0.05772588204879813,0.05772588204879813,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_C_E3_C6_1T,True,P0_CORRECT,Y,0.05169435818110386,0.05169435818110386,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_C_E3_C6_1T,True,P0_CORRECT,Z,0.024673424980349433,0.024673424980349433,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_C_E8_C12_2T,True,P0_CORRECT,X,0.09175473565933474,0.09175473565933474,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_C_E8_C12_2T,True,P0_CORRECT,Y,0.054772518216207204,0.054772518216207204,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V40_C_E8_C12_2T,True,P0_CORRECT,Z,0.046443573431956126,0.046443573431956126,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V52_A_E1_C4_2T,True,P0_CORRECT,X,0.10081845524028503,0.10081845524028503,0.0,0.0,0.0,1.4901161193847656e-07,True
R4_LHS_03,R4,1,20260813,V52_A_E1_C4_2T,True,P0_CORRECT,Y,0.058107809209638414,0.058107809209638414,0.0,0.0,0.0,1.4901161193847656e-07,True
