trial_id,route,fold,seed,case_id,active,perturbation,axis,relative_l2_vs_FEM,correct_relative_l2_vs_FEM,paired_error_change,prediction_shift_relative_l2,hard_BC_max_abs,correct_reconstruction_max_abs,applicable
R4_LHS_03,R4,2,20260813,BASE_C2_0T,False,P0_CORRECT,X,0.0,0.0,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,BASE_C2_0T,False,P0_CORRECT,Y,0.0,0.0,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,BASE_C2_0T,False,P0_CORRECT,Z,0.0,0.0,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_A_E4_C7_1T,True,P0_CORRECT,X,0.07904560503693718,0.07904560503693718,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_A_E4_C7_1T,True,P0_CORRECT,Y,0.045486042619785325,0.045486042619785325,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_A_E4_C7_1T,True,P0_CORRECT,Z,0.02246207410374081,0.02246207410374081,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_A_E5_C9_1T,True,P0_CORRECT,X,0.07458025739251813,0.07458025739251813,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_A_E5_C9_1T,True,P0_CORRECT,Y,0.0458141358458124,0.0458141358458124,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_A_E5_C9_1T,True,P0_CORRECT,Z,0.022696223203143316,0.022696223203143316,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_B_E1_C4_2T,True,P0_CORRECT,X,0.09352217242526036,0.09352217242526036,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_B_E1_C4_2T,True,P0_CORRECT,Y,0.04516342192444981,0.04516342192444981,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_B_E1_C4_2T,True,P0_CORRECT,Z,0.04669973207936067,0.04669973207936067,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_B_E5_C9_1T,True,P0_CORRECT,X,0.05762496018984267,0.05762496018984267,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_B_E5_C9_1T,True,P0_CORRECT,Y,0.04283593126206013,0.04283593126206013,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_B_E5_C9_1T,True,P0_CORRECT,Z,0.02034794597863312,0.02034794597863312,0.0,0.0,0.0,1.9371509552001953e-07,True
R4_LHS_03,R4,2,20260813,V40_CPLUS_E8_C12_2T,True,P0_CORRECT,X,0.08948185445487201,0.08948185445487201,0.0,0.0,0.0,1.9371509552001953e-07,True
