epoch,elapsed_s,lr,loss,qfield_loss,vfield_loss,q32_loss,v32_loss,weak_loss,physics_weight,data_grad_norm,physics_grad_norm,gradient_cosine,gradient_norm,score,peak_vram_GiB,displacement_X_relative_l2,displacement_Y_relative_l2,displacement_Z_relative_l2,velocity_X_relative_l2,velocity_Y_relative_l2,velocity_Z_relative_l2,rotation_X_relative_l2,rotation_Y_relative_l2,rotation_Z_relative_l2,rotation_rate_X_relative_l2,rotation_rate_Y_relative_l2,rotation_rate_Z_relative_l2,physical_q_relative_l2,physical_qdot_relative_l2,weak_median,weak_p90,hard_BC_max_abs,finite
0,0.5337106000006315,0.0,2.442448616027832,0.9250848293304443,1.0125231742858887,1.0114989280700684,1.0078638792037964,6.098950386047363,0.0,0.9425422549247742,nan,nan,0.0,5.809367333608963,1.8463354110717773,0.9246564507484436,0.896018385887146,1.0021511316299438,1.009898066520691,1.0098286867141724,0.9994921684265137,0.9854869246482849,1.0006074905395508,0.9551618695259094,1.0059436559677124,1.0053578615188599,1.0049083232879639,0.9748459703134178,1.0041718683986474,1.1199749064967646,1.5736520135522982,0.0,True
1,0.8703754000016488,0.00016,2.442448616027832,0.9250848293304443,1.0125231742858887,1.0114989280700684,1.0078638792037964,6.09895133972168,0.0,0.9425422549247742,nan,nan,0.942542314529419,5.784601290976568,2.0810275077819824,0.9124923348426819,0.8943416476249695,0.9981711506843567,1.0066717863082886,1.0087430477142334,0.9984040260314941,0.9817367196083069,0.9966908097267151,0.9515007138252258,1.0054564476013184,1.0051026344299316,1.0047451257705688,0.9713708138690524,1.0026318278569983,1.1096781483425364,1.5503793121969351,0.0,True
5,1.5534123000034015,0.0008,2.3321120738983154,0.8392446637153625,0.9933456778526306,0.9927103519439697,1.005376935005188,6.566064357757568,0.0,0.8966795206069946,nan,nan,0.8966795802116394,5.440030591546189,2.0810275077819824,0.736796498298645,0.8618124723434448,0.9514080286026001,0.9648206830024719,0.9935888051986694,0.9848646521568298,0.9369254112243652,0.9454053044319153,0.9008004665374756,1.0009076595306396,1.0032702684402466,1.002699375152588,0.9274471373420453,0.981858769560937,0.9912379887490106,1.3072939043646776,0.0,True
10,2.3680404999977327,0.0007978896645755696,2.0530643463134766,0.6162741184234619,0.9483146071434021,0.9540727138519287,0.9998300671577454,36.75787353515625,0.0,1.0070875883102417,nan,nan,1.0070875883102417,4.7782251825636,2.0810275077819824,0.6360313296318054,0.7169060111045837,0.7879628539085388,0.8995816111564636,0.9534512162208557,0.9559479355812073,0.7979128956794739,0.8361090421676636,0.8274941444396973,0.9961490035057068,1.0080809593200684,1.0012274980545044,0.7682500563713828,0.9291691001360528,0.7905404995080938,0.9968000917868968,0.0,True
15,3.1732363999981317,0.0007915834000556312,1.8472546339035034,0.46601828932762146,0.9155174493789673,0.8785781264305115,0.9842973351478577,90.04721069335938,0.0,1.644387125968933,nan,nan,1.6443872451782227,4.198283437180924,2.0810275077819824,0.48376497626304626,0.6492438316345215,0.6352049112319946,0.871824324131012,0.9040279984474182,0.935867428779602,0.6957351565361023,0.6770963668823242,0.7504643201828003,0.9891977906227112,1.012995719909668,1.000840663909912,0.6359079764776988,0.8766037317892945,0.6190833346076022,0.7776102933584502,0.0,True
20,3.98918070000218,0.0007811551416258089,1.6595652103424072,0.33224931359291077,0.891772449016571,0.785947859287262,0.9562260508537292,138.5814208984375,0.0,1.665085792541504,nan,nan,1.6650859117507935,3.592997507672024,2.0810275077819824,0.5597890019416809,0.44881096482276917,0.42345166206359863,0.870284914970398,0.8616672158241272,0.9114832282066345,0.566486656665802,0.6232317686080933,0.7191453576087952,0.976862907409668,1.0126361846923828,1.0002585649490356,0.42596405147164085,0.8265282957435097,0.6342483676452885,0.7798554479093509,0.0,True
25,4.788350199996785,0.0007667271510815446,1.5056390762329102,0.2504444420337677,0.8601483106613159,0.6624812483787537,0.9177038669586182,138.68264770507812,0.0,1.188625454902649,nan,nan,1.188625454902649,3.201376668375567,2.0810275077819824,0.47404295206069946,0.3251473009586334,0.3623678982257843,0.8514323830604553,0.8368654251098633,0.89248126745224,0.471380352973938,0.5102137327194214,0.6827574968338013,0.9495769143104553,1.0043469667434692,0.9940341114997864,0.34914656677657313,0.8005648250851949,0.5183129737786335,0.7436790023907909,0.0,True
30,5.587377399999241,0.0007484685834203322,1.363534927368164,0.1942359209060669,0.8214126825332642,0.5071879029273987,0.884357213973999,105.25186157226562,0.0,1.0853627920150757,nan,nan,1.0853626728057861,2.8628764928564454,2.0810275077819824,0.4297003149986267,0.2605725824832916,0.27052736282348633,0.834181547164917,0.816558837890625,0.8556802868843079,0.38083773851394653,0.4085679054260254,0.6742397546768188,0.8942934274673462,0.9961124062538147,0.9887133240699768,0.2636378002537996,0.7704561926546317,0.39974176398499367,0.5762318239781918,0.0,True
35,6.379617200000212,0.0007265935036540318,1.2262122631072998,0.14926885068416595,0.7699823975563049,0.39326515793800354,0.8345790505409241,117.42620086669922,0.0,0.8414723873138428,nan,nan,0.8414723873138428,2.4743408015125747,2.0810275077819824,0.413491427898407,0.17532457411289215,0.16063228249549866,0.8327120542526245,0.7929534316062927,0.7892228364944458,0.31258735060691833,0.33361244201660156,0.6532195210456848,0.8138361573219299,0.9910196661949158,0.9853113293647766,0.1591849677865829,0.7165267760850249,0.3645721059801772,0.46043255914033077,0.0,True
40,7.208936800001538,0.0007013583770923271,1.111950159072876,0.12483523041009903,0.7238938212394714,0.28083622455596924,0.7720478773117065,83.4565658569336,0.0,0.680158257484436,nan,nan,0.6801583170890808,2.26481740115898,2.0810275077819824,0.3491421043872833,0.16727793216705322,0.13138176500797272,0.8223773837089539,0.7721130847930908,0.7193475961685181,0.29839423298835754,0.29590871930122375,0.6181971430778503,0.7556591033935547,0.9821208715438843,0.9804081916809082,0.13296129519219876,0.6542705441383811,0.3034636399065636,0.44682211827714546,0.0,True
45,8.013255999998364,0.000673059062521458,1.0154392719268799,0.10910216718912125,0.6810067296028137,0.21219339966773987,0.6891281008720398,70.7546615600586,0.0,0.6017804145812988,nan,nan,0.6017804741859436,2.056207945006448,2.0810275077819824,0.32324784994125366,0.16205370426177979,0.08206280320882797,0.8178268074989319,0.7556001543998718,0.6342970728874207,0.2837770879268646,0.27823925018310547,0.5835659503936768,0.7080531716346741,0.9689464569091797,0.9768818616867065,0.09615871194613754,0.5776457165106733,0.268202053251359,0.4878302884144214,0.0,True
50,8.814323600003263,0.0006420273435304578,0.9310872554779053,0.09539224952459335,0.6439409255981445,0.16687849164009094,0.6001380085945129,45.10927200317383,0.0,0.46873876452445984,nan,nan,0.46873876452445984,1.9022619705444686,2.0810275077819824,0.2884468138217926,0.14918912947177887,0.07720380276441574,0.8121551275253296,0.7454752326011658,0.5444271564483643,0.2665713429450989,0.2509860396385193,0.5586805939674377,0.6706353425979614,0.9553489685058594,0.9715940952301025,0.08628682039605623,0.5002132916059906,0.24022094348023923,0.6956773584887032,0.0,True
55,9.617333800000779,0.0006086270386519245,0.8601278066635132,0.0854835957288742,0.6095502972602844,0.14385278522968292,0.5165227651596069,34.04753494262695,0.0,0.3974897563457489,nan,nan,0.3974897563457489,1.7522446913415932,2.0810275077819824,0.26047202944755554,0.13831038773059845,0.07038949429988861,0.7916829586029053,0.7401565909385681,0.45474380254745483,0.25457608699798584,0.22650812566280365,0.5426262617111206,0.646780252456665,0.9404579401016235,0.9659631252288818,0.07734408506166533,0.4248740375148423,0.21983947051409122,0.9603304766303733,0.0,True
60,10.422159300003841,0.0005732497359223691,0.8040122985839844,0.07771992683410645,0.5808727145195007,0.12795127928256989,0.4537273645401001,28.198623657226562,0.0,0.3165326714515686,nan,nan,0.3165326714515686,1.6356983094182727,2.0810275077819824,0.24278640747070312,0.13368839025497437,0.0645381435751915,0.7594636678695679,0.7319396138191223,0.38964542746543884,0.24649719893932343,0.2114657610654831,0.5205697417259216,0.6345239281654358,0.9307286143302917,0.9592161178588867,0.07223532149157982,0.36385138409751855,0.19824903756153464,1.1526854608877537,0.0,True
65,11.222437099997478,0.0005363102018705197,0.7646490335464478,0.07147210091352463,0.5597856044769287,0.11750339716672897,0.4160619080066681,28.470752716064453,0.0,0.260031133890152,nan,nan,0.260031133890152,1.550223813038569,2.0810275077819824,0.23230187594890594,0.1313536912202835,0.05559827759861946,0.7385386228561401,0.7189483046531677,0.3512401878833771,0.23983024060726166,0.20336396992206573,0.49872663617134094,0.627045750617981,0.9238714575767517,0.950752317905426,0.0668217006584128,0.3195694198320095,0.20786708272732485,1.3895814845448444,0.0,True
70,12.038397299998906,0.0004982415187589954,0.7354235053062439,0.06623155623674393,0.5447918176651001,0.1080445870757103,0.3895559310913086,26.376855850219727,0.0,0.21343472599983215,nan,nan,0.21343472599983215,1.4839173882763723,2.0810275077819824,0.222086563706398,0.12624891102313995,0.04863792657852173,0.7255594730377197,0.7052581906318665,0.33058100938796997,0.2299957275390625,0.193520650267601,0.4822777807712555,0.6215615272521973,0.9187655448913574,0.9419930577278137,0.06138935466749772,0.2897105915440735,0.21298959513107307,1.380034553140148,0.0,True
75,12.84014390000084,0.0004594900070907504,0.7120518088340759,0.06124410405755043,0.533074140548706,0.10054043680429459,0.3703937232494354,23.944477081298828,0.0,0.18546146154403687,nan,nan,0.18546146154403687,1.439305403472674,2.0810275077819824,0.20990093052387238,0.12179211527109146,0.04758312925696373,0.7156198024749756,0.6946847438812256,0.3176770508289337,0.2230292707681656,0.18549670279026031,0.46527907252311707,0.6162371635437012,0.9148386120796204,0.9337096214294434,0.05983525279347968,0.27240635406939856,0.2297561905913336,1.2265667860719862,0.0,True
80,13.639415600002394,0.00042050999290924973,0.6930680274963379,0.057187605649232864,0.523451566696167,0.09366157650947571,0.35605373978614807,21.803604125976562,0.0,0.1650688350200653,nan,nan,0.1650688350200653,1.4034397267141887,2.0810275077819824,0.19945737719535828,0.11643397808074951,0.046586260199546814,0.7062845826148987,0.6864612102508545,0.3100346326828003,0.2180723398923874,0.17941869795322418,0.4507622718811035,0.6114485263824463,0.9113978147506714,0.9257284998893738,0.057566879980409956,0.2640100369676949,0.21891120156515614,1.0595670814394131,0.0,True
85,14.45283400000335,0.00038175848124100473,0.6769712567329407,0.05384702607989311,0.5147702693939209,0.08780767023563385,0.3456082046031952,20.447284698486328,0.0,0.1513422727584839,nan,nan,0.1513422727584839,1.373290048290573,2.0810275077819824,0.19136016070842743,0.11132612824440002,0.04504232108592987,0.6973191499710083,0.6791133880615234,0.3053094744682312,0.21327762305736542,0.17512363195419312,0.4380641579627991,0.6075858473777771,0.9079546332359314,0.9179525971412659,0.05500216304393054,0.2593765379150074,0.20509859604809502,0.9195505429727058,0.0,True
90,15.238469299998542,0.00034368979812948047,0.6631335616111755,0.05100201815366745,0.5069961547851562,0.08289998024702072,0.3376416265964508,19.70459747314453,0.0,0.14198532700538635,nan,nan,0.14198532700538635,1.3488169255531115,2.0810275077819824,0.184254989027977,0.10803471505641937,0.0440215989947319,0.6897063255310059,0.6721025705337524,0.3009398281574249,0.20914703607559204,0.1712181717157364,0.4266236424446106,0.6046913266181946,0.9049027562141418,0.9102858304977417,0.053649060046971134,0.2549644006318408,0.1915858141921455,0.8488492873387141,0.0,True
95,16.03127510000195,0.00030675026407763086,0.6511009335517883,0.04864216595888138,0.4999588131904602,0.07871587574481964,0.33128389716148376,19.440326690673828,0.0,0.13609345257282257,nan,nan,0.13609345257282257,1.3289593280247838,2.0810275077819824,0.17834080755710602,0.10601259022951126,0.04337143525481224,0.6834636926651001,0.6654019951820374,0.2968079745769501,0.2057700902223587,0.16773688793182373,0.4167097210884094,0.6021574139595032,0.902175784111023,0.9029757380485535,0.05314059248024018,0.2505141425821407,0.18467244068140085,0.8086723137592109,0.0,True
100,16.81026600000041,0.0002713729613480756,0.640720546245575,0.04671357944607735,0.4936666488647461,0.07512877881526947,0.3262324929237366,19.281431198120117,0.0,0.1298111081123352,nan,nan,0.129811093211174,1.3117037679095434,2.0810275077819824,0.1739879697561264,0.1037980169057846,0.042766835540533066,0.6776396632194519,0.6591508984565735,0.29383552074432373,0.20289069414138794,0.16406680643558502,0.408690482378006,0.6000499129295349,0.8997454047203064,0.896291196346283,0.05238929962191081,0.2468972097500278,0.18245436353726757,0.7497548996171752,0.0,True
105,17.596848100001807,0.0002379726564695424,0.6317974925041199,0.045152660459280014,0.48807743191719055,0.07202568650245667,0.32224395871162415,18.987749099731445,0.0,0.12688595056533813,nan,nan,0.12688595056533813,1.2967968498739555,2.0810275077819824,0.1706966608762741,0.10171609371900558,0.04209994152188301,0.6723829507827759,0.6537237167358398,0.29126879572868347,0.20066237449645996,0.16077540814876556,0.4020226299762726,0.5980742573738098,0.8975052237510681,0.8904067277908325,0.051545208591508566,0.24410242708326926,0.18107095205085433,0.7081022200505718,0.0,True
