case_id,axis,reference_energy,error_energy,relative_l2,model,outer_fold
V52_CPLUS_E1_C4_2T,v,475.8186979279991,0.15147268975779093,0.017842118382987528,B2_COMMON_SPLIT,1
V52_CPLUS_E1_C4_2T,w,183.6692310151122,0.32226294406116807,0.04188774502735204,B2_COMMON_SPLIT,1
V52_C_E6_C10_1T,u,1.2823885523466758,0.002590507325196444,0.04494512536039939,B2_COMMON_SPLIT,1
V52_C_E6_C10_1T,v,323.4250689182981,0.17436299768654084,0.02321882957065815,B2_COMMON_SPLIT,1
V52_C_E6_C10_1T,w,439.6510598726197,0.5731097016569346,0.03610478955238933,B2_COMMON_SPLIT,1
V52_C_E7_C11_2T,u,35.44294457828241,0.0032607040842312987,0.009591594189139371,B2_COMMON_SPLIT,1
V52_C_E7_C11_2T,v,353.85441269266806,0.10103836589562148,0.0168978265904405,B2_COMMON_SPLIT,1
V52_C_E7_C11_2T,w,130.91347761460258,0.2498443632175735,0.04368603184282998,B2_COMMON_SPLIT,1
BASE_C2_0T,u,34.96280889161008,0.0028574703960236813,0.009040401354538537,B2_COMMON_SPLIT,2
BASE_C2_0T,v,109.71597869070649,0.22931694075390066,0.045717568990972304,B2_COMMON_SPLIT,2
BASE_C2_0T,w,33.16486112401237,0.13662062139034248,0.0641828557424002,B2_COMMON_SPLIT,2
V40_A_E4_C7_1T,u,35.68999192002935,0.007443146908427596,0.014441259453415971,B2_COMMON_SPLIT,2
V40_A_E4_C7_1T,v,296.43861034833577,0.5171488398457347,0.041767683858250124,B2_COMMON_SPLIT,2
V40_A_E4_C7_1T,w,420.10375529470684,0.672312577243724,0.040004360850778665,B2_COMMON_SPLIT,2
V40_A_E5_C9_1T,u,35.6865769381455,0.011775725216455223,0.018165250253650646,B2_COMMON_SPLIT,2
V40_A_E5_C9_1T,v,296.4388282993324,0.47584765990279054,0.040065117887538186,B2_COMMON_SPLIT,2
V40_A_E5_C9_1T,w,420.1041146003228,0.5284479126586581,0.03546685062487766,B2_COMMON_SPLIT,2
V40_B_E1_C4_2T,u,0.4581539592783326,0.009432788134534962,0.14348758231236158,B2_COMMON_SPLIT,2
V40_B_E1_C4_2T,v,345.04624819454835,0.48572905629232593,0.037519616191523615,B2_COMMON_SPLIT,2
